group,CD275,CD40,CD52,CD33,CD10,CD49f,CD4,CD14,CD16,CD32,HLA-DR,CD1c,CD64,CD66b,CD35,CD58,CX3CR1,CD24,CD11a,CD66,CD244,CD169,CD54,CD122,CD41,CD226,CD29,CD49b,CD18,CD28,CD71,CD36,CD49d,CD307e,CLEC12A,CD94,Mac-2,CD85j,CD328,CD88,CD224
progressive,-0.0349074575883684,-0.026233027980623,-0.122062355470217,-0.232570018643245,0.0822592364323119,0.0474072295162753,-0.399964135829015,-0.160209903419024,0.235788272649387,-0.131457867345685,-0.120418781034197,-0.188261043389851,0.0775739335265006,-0.205634921617518,-0.144133071602958,-0.107114109791139,0.0370685637829663,-0.07326216012992,-0.124548749303489,-0.149948842507372,0.064844231392809,0.108549803322341,-0.0166046994704734,0.052145420036239,0.173021143263179,0.173242232007922,-0.116064625313242,0.0674176693877466,-0.0646352284257483,-0.0783043997625087,0.0934269084473099,-0.118256608996106,-0.0504551193011238,-0.0252404393459333,-0.230457589022608,-0.10229979613837,0.0737057334197146,0.0515995606930891,0.0254074664746642,-0.0186682244841923,-0.0492722712274867
progressive,0.167394449178348,0.0765277679260866,0.27507241139695,-0.219747332168731,0.202566035688758,0.0065397264937246,0.176253179724227,0.274732935582618,0.223973149241313,0.555286033912064,0.455814765290889,0.108816495040173,0.13415180958294,0.0873566901034932,-0.167000104854647,0.193471591434796,0.178778791541392,0.134087562837415,0.296667137565607,0.0754923959833315,0.408347748773942,0.164176415222432,0.639722647941166,0.163004096617115,0.22685377557407,0.221547483653498,0.127621297656719,0.185000666021953,0.157839319191936,0.0891804911981514,-0.0225971552693937,-0.185751208458714,0.345285477023928,0.114034808213033,0.0234983151199433,0.13313354909142,0.194788434225839,0.392328240602302,0.0769213472939192,0.3817702060035,-0.0139309288377497
progressive,0.0637290377966765,0.0481530613699329,0.10087416958155,0.1498821352872,0.19319209552574,0.0915550361479926,0.155848579608224,0.205994716638128,0.336309779812613,0.494270725656418,0.295320412091607,0.0373108787336127,0.0442189627769624,0.232584994518348,0.308734724079645,0.195477861654794,0.120816959427303,0.0807032403508187,0.229624023566219,0.0677070226953168,0.166124035009654,0.214968096356248,0.455208119367046,0.0747969172471249,0.204339762722716,0.118913043571555,0.162043805228802,0.133432848067656,0.294387045411347,0.024892213408132,-0.267429638179268,0.184139390745328,0.0874220713413359,0.0528877261242005,0.07864170218222,0.0940678547851145,0.0845060715455587,0.24454461123943,0.244310803982273,0.339999865379588,0.165418917911859
progressive,-0.247846854166503,-0.116775923326796,-0.190224990004144,-0.0422191927022369,-0.295134555537687,-0.0840640417203717,-0.322016366881892,-0.312252851679963,-0.472365399372896,-0.467805070806009,0.110633832721599,0.0449881203515978,0.245261664284506,-0.539675193965234,-0.422448402681796,-0.23240849338843,-0.296736980678939,-0.368003662673173,-0.0332945610783992,-0.472612247861442,-0.146940458210956,0.420869580122387,0.0246728171392341,-0.175298100036208,0.0633912644620478,-0.247653882660811,-0.0727305530569398,-0.197405751871094,-0.117542613104205,-0.361267195436271,0.67258894577517,-0.111000102449124,-0.0231688522079228,-0.129628264886929,-0.193013427387724,-0.299737560758342,-0.205162874155829,-0.0020027337442197,-0.2155994384181,-0.328346921950009,-0.344329294099141
progressive,0.41858043977259,0.234452985015466,0.353011550444845,-0.216797569400902,0.236282284752693,-0.142617118886702,-0.0406733589702018,-0.122543536805438,0.38553356703396,0.142789635393783,0.0710641263801346,0.420650180596257,0.20886872709696,0.358537571440583,0.0943655539784472,0.381744000080613,0.356056022064546,0.236801740401272,0.146379476625716,0.431580033671849,0.189260446835575,0.187161596298217,0.204637454172376,0.367361532975568,-0.277209937179075,0.0589076273312042,-0.0174162272796002,0.0644149936115853,0.0920354574366202,0.360695200451988,0.138526638895682,-0.253057847645051,0.146648016286807,-0.054379970475975,0.0710997282942561,0.360727722747029,0.265124829219446,0.272005220131854,0.254106374917422,0.21670151261922,0.218767195541915
stable,0.119607726778286,0.0746257768590366,0.0202845904123769,0.108186449384922,0.108231662885008,0.0302277888814867,0.0807155071744402,0.266671293083902,0.172428290432273,0.230518985975845,0.319949802957754,0.0248960882627277,0.0864676804113118,0.14563163466648,-0.0057433251690044,0.14368930675006,0.112551457590187,0.0198442397328711,0.231368740121843,0.165874825253647,0.0988955188535843,0.247481550654441,0.432910197205129,0.055044600652201,0.214647637604604,0.0808319073721738,0.178658173046284,0.138940656463897,0.210727233174298,0.0674104199316555,-0.0686963471047461,0.103877120454783,0.276541950165529,-0.129433169884624,0.226469140586398,0.165340607578913,0.11871817896267,0.194665280892837,0.254499381130777,0.167346266822942,0.178976839874692
stable,0.158515885452379,0.0378594282203847,0.163318171826141,-0.348001682885844,0.0787480422318356,-0.115579210749857,0.165803437815875,0.0119555187043108,0.147735091179074,0.150090269616329,0.364759639975185,0.0403260363767897,-0.150258693186777,0.157618839852369,-0.343690752227954,-0.0292421277011188,0.165610261342732,0.0763904876340945,0.0719414333743902,0.192730436271207,0.115023609179554,0.0900726214891038,0.224960657305263,0.0458490913342954,-0.236996344195936,-0.007676647385736,-0.0600835638248503,-0.0906804668756636,-0.226195164707887,0.0316733293812416,-0.0370560102126154,-0.333085358705505,0.271839563161778,0.0892330061251984,-0.0662873684845555,0.0500892198152063,0.123342082248981,0.070191488274648,0.0853193182525579,0.114239324820355,0.0569772254395951
stable,0.0344909840840715,0.386033542693342,0.256761772117826,-0.0206964334834309,0.175384383426572,0.11346795347097,0.339247197456271,0.201230700945116,0.413110839791946,0.418275596414005,0.594691157213994,0.0872052166436292,0.184501496971744,0.289061841851184,-0.151806667236666,0.0899867850072607,0.151839399870265,0.141791699889433,0.173321802168095,0.153003490832964,0.205299201938919,0.242734318177784,0.48181094257479,0.0923111844062747,0.1545798078098,0.169592796316326,0.141602855975481,0.100529990330775,0.132319071274498,0.09587796499535,-0.223121380227877,-0.132249100068134,0.200070605392513,0.103909130482828,0.0051201387522471,0.124967536614376,0.136830559388059,0.428706108499543,0.177243685446961,0.289332606482171,0.111147970301439
stable,0.0341817113398609,0.0675474691426266,0.256103664945509,-0.0708521689286097,0.17942153769476,0.0459362769547,0.259604851216039,0.0469523464858348,0.2880100467068,0.392511822051171,0.533831744378813,0.228434090166522,-0.116816193576662,0.218958019586455,-0.258533790204158,0.0734967373586204,0.227991855688244,0.109269993623314,0.232633265283483,0.0880284624432574,0.241723638981758,0.0521544211449441,0.425010050211445,0.142774377748508,0.0447298647280496,0.14057025444764,0.148613843170036,0.12498103504427,0.0658760450028227,0.102025635960923,-0.168072076378505,-0.108730145599295,0.235927639426139,0.0522141012049195,-0.0024908947184986,0.167978885692212,0.176023278929446,0.297218839749542,0.176394262148117,0.273762016965334,0.0177260128911031
stable,-0.127708978214882,-0.249881940403439,-0.287381876869788,0.213709235523708,-0.122871188893907,-0.188995959212735,-0.293751547837301,0.0970237965138475,-0.169818490231463,-0.254363809003402,-0.519662636387198,-0.151286137954926,0.325118695842961,-0.0426844509211759,0.514336091981664,-0.0422804113256272,-0.152143918068132,-0.0873018842749601,-0.181788501277299,-0.0905017257062323,-0.331480931264156,0.209573167772069,-0.387532413311089,-0.202814529708232,-0.175807577207484,-0.191575014594902,-0.150183794312801,-0.198961210414071,0.136630270551512,-0.126970091689757,0.457142141750671,0.114139322101552,-0.369848452112071,-0.0468567220200123,0.391843324692631,-0.199282676113903,-0.0686041086445613,-0.220591465316368,-0.0798919736755499,-0.237362572877746,0.0621445203615409
