group,CD112,CD47,CD52,CD33,HLA,CD7,CD4,CD31,Podoplanin,CD5,CD32,CD69,CD62L,CD27,HLA-DR,CD64,CD66b,CD35,CD96,CD11a,CD54,CD62P,CD41,CD357,CD124,CD2,CD29,CD81,CD18,CD71,CD204,CD36,CD207,CD49d,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1
progressive,-0.130747019988467,-0.010398497017205,0.018582053571773,0.0097974120304951,0.0207514089854844,0.046608481652395,-0.169322415103366,0.023696003417053,-0.357880283884542,0.0314473592733817,-0.176468577721219,0.0896857590456699,-0.011685474428436,0.178991902801065,-0.0484135484797231,-0.253796914895706,-0.144763925775943,0.005294415817494,-0.0831170961042869,-0.124436963825523,0.0640146170516421,0.0650643503788062,0.0345160297969381,-0.237604192012484,-0.220931291637247,0.183202283172147,-0.055934125221796,0.124914115079432,-0.0824094171547891,-0.20846572907789,-0.17747442829076,0.0919817570753436,-0.268095945621104,-0.062172184920816,-0.167803432424835,-0.179660743509026,-0.250829552209575,-0.252793766640288
progressive,-0.0472205885012518,-0.169707812581651,-0.290635442371291,0.152339524489465,-0.335058743579848,-0.068201787819962,-0.238489216490105,-0.254085221806393,-0.182004836624279,-0.0965506774711295,-0.458037778430225,-0.071516749679622,-0.0919704353668478,-0.14371873519385,-0.383722536739157,-0.165736359691107,-0.140526991859821,0.237503246431138,-0.168347474061196,-0.253392857956195,-0.629780016551248,-0.232998868569606,-0.386959780358403,-0.191759776798414,-0.128189676211197,0.003788739846306,-0.268470000330027,-0.122361110230429,-0.104947367213398,-0.0605344968581549,-0.12032136385075,-0.0249668617674631,-0.0759897814969162,-0.299158288709068,-0.0802271866970963,-0.250588238737237,-0.371866916450286,-0.233044100478503
progressive,0.0389089469234662,-0.0101273460985159,0.21445549661777,-0.252862428632136,0.119935809048376,0.141767567754516,0.312939911514974,-0.238005034835363,-0.0640748251684716,0.140870756916274,0.210956219974502,-0.109221371018071,-0.0355306821012703,0.0959270639400819,0.470994490646183,-0.0374957320827739,0.009646135794238,-0.499269865611278,-0.0082918120505522,0.0041339340063718,0.134332579867566,-0.254304587092915,-0.312116489638429,0.0056864860564394,0.0218199484561562,0.0955224871320738,-0.189067176594992,0.123733521089512,-0.261837001444576,-0.270699559718981,0.0043369752345164,-0.282522657282041,-0.0125699421025588,0.218740803634677,-0.198897835771072,-0.0216887172941954,0.174593628740323,-0.0513115128303498
progressive,-0.118456406579479,0.0450445370825213,-0.039809487548862,-0.278339114801833,-0.0303130139347681,0.126429237226885,0.163434578868428,-0.0484190803804502,-0.0489245450386175,-0.0260090608796416,-0.0751575941491759,-0.14706353882461,-0.139936332249144,-0.0547880257622963,0.103057408501304,-0.208932957531319,-0.397489022071444,-0.332239076596495,0.0003477598838527,0.0568690038514459,0.254438144786188,-0.13108627428511,-0.146989791254391,0.0422373788557073,-0.140675942637096,0.0704981856682869,-0.132795258405452,0.0644869728657912,-0.0944208092043153,-0.0281815179853883,0.0868671444679701,-0.15082801139359,-0.109816237482489,0.0369074164732646,-0.335215811879841,-0.0667947106999904,0.0059676052783846,-0.107589130744041
progressive,0.0947709779270811,-0.0436742911690784,0.17635835837668,-0.197435062244524,0.0531192737781042,0.002886372579587,0.184984102290249,0.0684109989686603,0.32618414363297,0.0301108907414811,0.208423140531185,0.0054745806689944,0.0910114760630321,0.0051350046717683,0.201757136947314,0.0391907292844705,0.177985720342807,0.0389289017731005,0.363861972566068,0.15438124429053,-0.0104981885052921,-0.0589622766941575,-0.0041510922009445,0.372304170048401,0.181311893120651,0.0855579420222887,0.152447253243626,0.1325859755118,0.0823359899216008,0.153194212969664,0.369497482158082,-0.0251524646427908,0.352840918697512,0.344459787604304,-0.0037946706037309,0.105166564076713,0.276205294926313,0.176146559901593
stable,0.154229958577145,0.139694326831532,0.184928181645043,-0.0845824576065017,0.0778685479382625,0.291832982828442,0.3053678442723,-0.132034928525385,0.0208042624806865,0.281229399713835,-0.0308827353145213,0.0719572887179845,0.157208038005184,0.307482125692488,0.187074814384408,-0.0444188297257923,-0.0746977175346798,-0.296513331682231,0.0832916188941992,0.0970806941527807,0.0635166515288061,-0.0363511728695832,-0.137922559376186,0.0936249358353596,0.028943846372758,0.212742353773592,0.0084553475517632,0.173921662273235,-0.175617631066574,-0.0782362848944317,0.0727838801351227,-0.0411321865668478,0.0773253846643893,0.0640583484012714,-0.0670632660235328,-0.0427722124553801,0.0107809993250693,-0.0569765743179248
stable,-0.0862610964217866,0.12650275302882,0.143143098302765,-0.143280443476436,0.102479249565154,0.1451245481617,0.211984555626931,-0.201596450051493,-0.0160242291492832,0.186449805611595,0.0890685898191811,-0.0838776771994504,0.126061879146135,0.0455557060114224,0.316477036155037,-0.068117317892069,0.09291137834144,-0.309326173867325,-0.0159032307459838,0.0956772790930703,0.161418431786558,0.0419547826276351,-0.0759592486449019,-0.0229356215662084,-0.106111601067734,0.146207013610705,-0.0254942900576375,0.106938675814433,-0.188124550080383,-0.103477997345063,0.0546982991171186,-0.141352532754819,0.0267270409635984,0.196925559107254,-0.0756053390474444,-0.135767884538394,0.0758909478361307,-0.0759635598426494
stable,-0.0968274663735553,-0.373577593384782,-0.211651943631369,-0.157757202390343,-0.429019946593876,0.003535386884603,-0.42073107765025,-0.158499089503735,-0.109826144946236,-0.0574854465333963,-0.300824572407478,-0.0210624530151833,-0.186133733870625,-0.0600397221188711,-0.686341761225924,-0.272288383992912,-0.088367724126318,0.140867898046229,-0.0952850951100758,-0.169148677050412,-0.563534611590786,-0.185130029704283,-0.30693679736694,-0.109735771021735,-0.135059785062446,-0.0029298329437037,-0.280293247345641,-0.26314087943548,-0.160459766590997,-0.020915352421165,-0.109350086456583,-0.192776496642608,-0.0391104389236392,-0.491227430547632,-0.19862069795707,-0.356644654341552,-0.49510304863119,-0.381069974892954
stable,-0.0386104621263106,-0.0475452606600447,-0.235661338189078,0.10259760132035,-0.0962360945409434,-0.147275927332952,-0.146747428729897,0.0739904212200959,-0.056774472432034,-0.104167173299096,-0.172130474997498,0.0724220040851701,-0.146211914415808,-0.129695581423473,-0.408989704451432,0.147213328990252,-0.0434402900780676,0.388760380366734,-0.033312990931046,-0.0967174671627559,-0.267537305285056,-0.0224916027132416,0.0217141160536537,-0.0760452567942074,-0.0581687568582446,-0.0377833067962772,-0.0676277697509057,-0.0826058253285596,0.0863586218318026,0.104620461358384,-0.0832324361327315,0.146896735573833,0.0611496927374988,-0.162356026943179,0.0766725268310326,0.0212538894269679,-0.219475855644672,-0.0238112221565636
stable,-0.0240362101215274,-0.0093802998203125,0.198550457925295,-0.343451685831605,0.199462162357604,0.0316328839786111,0.188242122837539,-0.295011378985906,-0.0462743351491411,0.111651408453934,0.132128517425664,0.0186833536533088,-0.116979729044441,0.0594544121749738,0.38996168280766,-0.397732541329713,0.0609159627759613,-0.607249778738093,0.0933373528251596,-0.0743170118202771,0.202807893791024,-0.0787297232406661,0.0305326054630712,-0.0361928196566437,0.0188102511991775,0.104496775057481,-0.100980183061307,0.0582278096396936,-0.389522355574951,-0.579192496831432,0.0486453285158857,-0.286873871092498,-0.0433607512149095,0.0826378119380983,-0.551958505603939,-0.267842503131766,0.0569006526148381,-0.181551247406481
