group,CD47,CD154,CD33,HLA,CD4,CD326,CD31,CD32,CD107a,HLA-DR,CD64,CD35,CD58,CD11a,CD169,CD54,CD163,CD29,CD49b,CD71,CD36,CD49d,CD305,CD133,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD101,DR3
progressive,0.184251495576184,0.172373412283783,-0.0611416452386946,0.153192479679305,0.0430845839957674,-0.0415113189319352,0.0360126447474766,0.290989832344434,0.222455860867186,0.204950688564161,0.0214664998197158,-0.235959945694699,0.108515799622527,0.182973100581748,0.194622991477608,0.367278251175265,0.160026321546077,0.119471713373554,0.0043759679512391,-0.123154853707355,-0.155599066630607,0.220146658635748,0.0580185937658508,-0.05968445869694,-0.0729540106007239,0.0546796427030289,0.248111014313638,0.0642190457919028,0.107238960788864,0.06421216204863
progressive,0.201633741692107,0.128076205738464,-0.0997968960452582,0.28472742511607,0.234898240594381,0.108157267148758,0.2180783434212,0.256928708616681,0.228292003154022,0.272759207165674,0.0245076344032986,-0.125576390568748,0.16088172550497,0.235394405971023,0.16073586363727,0.442946690116939,0.142828339043153,0.251424962985263,0.218008431851305,0.305501324305964,0.120707564901134,0.273373416330197,0.133589571614958,0.100387307602857,0.157253738165276,0.213814964537239,0.270246467340586,0.269869702656807,-0.0467489519169097,0.0844112947747346
progressive,0.40366338485633,0.0993594305635868,0.552239037471913,0.464456196641144,0.244019866567498,0.105676367478584,0.550396880699036,0.250313310174373,0.329089992275891,0.327793834913946,0.454019937762607,0.281171912691909,0.400358248218961,0.443116846248509,0.315455642320875,0.364357342683385,0.415897210491086,0.534440028202929,0.328946304363539,0.4717843248263,0.48686286441437,0.394690545479443,0.5610507568157,0.194066627471024,0.492376660639024,0.508221151690699,0.407615231222876,0.438162666083588,0.443060520548661,0.218878854518203
progressive,-0.17991139858725,-0.104542985622507,0.0397704614869715,0.137003996908747,-0.334652618185497,-0.403718438967622,0.0316343404796066,-0.475172931907506,0.0341896217701283,0.0955847091364052,0.285848135202279,-0.430659908945297,-0.237923775665169,-0.0387271874967433,0.40017705365763,-0.0164575675487156,-0.113634379508651,-0.0374925324654963,-0.172405724083417,0.505706960439773,-0.0452926265664631,0.0152710990748025,0.122250491808127,-0.0513472372846783,-0.134595832946737,0.0881158168019313,-0.008507107751348,0.0286260795648687,-0.161745418669166,-0.309086475752162
progressive,0.170775457328781,0.0948746133694803,-0.0235087898494472,0.0611927378663864,0.0766579501362978,-0.0721959684277803,0.0625335067860926,0.168479357743095,0.0582108316832358,0.0099176754016993,0.0937183699877992,-0.0108590107533489,0.103642031682462,0.159502691247596,0.0148919266761841,0.274770580701505,-0.101283059779242,0.135362613246775,0.0006968491533369,0.129196038670964,0.0007845211422783,0.181226143345616,0.0497740140322578,0.131482885283416,0.191143204906145,0.207230473721916,0.0862338968852983,0.107738055530839,0.0558012627454465,0.0701137045359019
stable,0.235315707297014,0.124092030715506,0.192725166187574,0.289325051295802,0.0961426866108752,-0.0814403740280944,0.233052457662999,0.0768560375054855,0.106843048072068,0.265572537634861,0.213501020101224,0.0136757880659906,0.0519211163490855,0.271375337472853,0.102324614875502,0.393699688563182,0.112680278224054,0.315369878452535,0.0983424970231964,0.186179498247965,0.265751732990281,0.245631049209657,0.157108958589489,0.0450714673374552,0.344582740724015,0.285785348209033,0.159559739751703,0.16680834259714,0.181317410904443,0.0695958812789353
stable,0.221213505602748,0.164613596631821,0.0136600980309187,0.396904581804898,0.398812835333142,0.197537747442613,0.128590090428726,0.378521218061398,0.266317751838657,0.64780126739629,-0.148875467501465,-0.276181498377648,0.190895392279417,0.423139590225675,0.172937566585838,0.510983107021747,0.208631903733755,0.34799004908307,0.200711805007902,0.114171876578929,-0.0505293490659888,0.464132124602664,0.303656254439098,-0.0329749057854984,0.299987843987801,0.0712422429000182,0.305753757634921,0.11644179062364,0.353592746308423,0.236973924657235
stable,0.356448687329979,0.0864977987629735,0.11964491016155,0.475705348501057,0.48914126693315,-0.0114580240395846,0.0797892858988098,0.293281455807172,0.194403800954703,0.684401239934967,0.339918642175129,-0.214581574021772,0.159105945799875,0.21790377717141,0.244236843875002,0.526448878561534,0.212313063043893,0.270455487627134,0.0543190678072955,0.0291430636181328,0.116810009621239,0.471916714211243,0.280396248151463,0.0243806456517077,0.223618651145944,0.327908918928894,0.506874004358223,0.330840583436288,0.114027122626632,0.106210938622127
stable,0.283621785082863,0.0790067153321117,0.130572625326465,0.31274609448379,0.234559114311756,-0.0078088798782565,0.22424611437099,0.138515567386436,0.0510471173223104,0.536661100865182,0.0484014613039116,-0.301350878329921,0.0899882937705008,0.28447109178108,0.110980096811237,0.442059327749169,0.204110775500192,0.315762308561378,0.0724151574385972,0.122817236322929,0.151524223108306,0.408509391488131,0.396230969455229,-0.0346794983590357,0.148837972446491,0.214653008398765,0.285034745857452,0.147625261071271,0.0647966614883358,0.112657462445371
stable,0.198334360675197,-0.018105477111843,-0.0380683060341435,0.317766154655961,0.362545818556451,0.0644544223654532,-0.0675698570898193,0.330171841795459,0.337348382945646,0.682874760799131,-0.182428359532413,-0.406464611113394,0.118081978364694,0.312035778456684,0.052312003383907,0.59926089662372,-0.0042401766428318,0.241152643067358,0.20337596906611,-0.493271674926679,0.0153302225591829,0.420318107750187,0.221453904807078,0.115571663603702,-0.269307724619201,0.0021145935838054,0.314952052892141,-0.0044700087351086,0.13907839653645,0.128007160987355
