group,CD40,CD56,CD33,HLA,CD4,CD14,CD16,CD326,CD31,IgM,CD32,CD185,CD27,HLA-DR,CD66b,CD35,CD11a,CD169,CD54,CD41,CD29,CD28,CD15,CD71,CD36,CD49d,TCR-Vd2,CD85j,CD328,CD101
progressive,0.0284326918175076,-0.188464541614051,-0.284631938619807,-0.184850412484933,-0.0332149000619678,-0.148139658455161,0.0651188378872786,0.0773613788767941,-0.166723495908451,0.00923245457648,-0.206563483810272,-0.0635146495976376,-0.361101818277421,-0.0188296956996956,0.103981083766198,-0.0889001473354863,-0.234216878804762,-0.0667810359912449,-0.0634465963060332,-0.198888419598413,-0.286787362173183,-0.272537492274236,0.123804549376825,-0.117642824728503,-0.251331548929963,-0.0241913565685483,0.188689130481962,-0.0497959786507487,-0.0559755156340657,-0.0204942057218707
progressive,-0.0564808794677933,-0.0133050361717473,0.1932237804259,-0.290142632669462,-0.124416240531439,-0.268509956630405,-0.185228881190534,-0.159731630847918,-0.145059172918899,-0.0569430418808431,-0.492653868330852,-0.0008200483078502,-0.110115412428644,-0.416973273200583,-0.0571140437324618,0.175287122572123,-0.236324613306989,-0.13825107674518,-0.647099546160193,-0.256876995828598,-0.139381823886909,-0.0021727766534992,0.0159376425685941,0.0772685304099909,0.105805777861105,-0.304827873465059,-0.0042313903494367,-0.317479869952222,-0.0101558350022402,0.0160774892737387
progressive,-0.0228775884291388,0.126071745805098,0.248945121479806,-0.0674658014678532,-0.248483780552196,-0.0594315571757837,-0.148095881281317,0.112306781447873,0.224871555084843,0.0267249969323542,-0.344073309713839,0.0954665012959718,0.023722147971155,-0.455746024762186,0.0165696783240722,0.354937792175841,0.0300579510067247,0.120936681842426,-0.292392255197288,0.238320208130442,0.218149653837052,0.131659563798314,0.064581234619447,0.540594908769638,0.213868855822798,-0.121369201998978,0.0397720965722098,-0.133886933412198,0.0140242712338753,0.2445167012073
progressive,-0.0268970301412863,-0.0705983269918398,0.19626377756826,0.133476500346695,-0.189919148529814,-0.20142076539506,-0.369267128235568,-0.397170332383491,0.0686906797124553,-0.13623597365925,-0.38140630301789,-0.171128663370592,0.0273615115099332,0.130512926747231,-0.351589346929987,-0.146972885033654,0.0254003462580503,0.44385013484382,-0.0798967985986168,-0.0025304183409142,-0.0444770102513115,-0.274998087605435,-0.350467264867329,0.229192493004262,0.0366646000650107,0.039931799327333,-0.0967700734518392,0.0357334610849307,-0.0860042215415162,-0.0321344033688707
progressive,-0.190120160745526,-0.203584973776055,0.124649601648718,-0.0756916969258138,-0.203390819280407,-0.351346182703479,-0.0674561661377835,-0.0252032120411285,-0.0350669243830555,0.141034195537016,-0.240923663250995,-0.364081471796115,-0.0108675992471507,0.0100801303323704,-0.0266632073660722,-0.0926235300634865,0.0611022554523257,0.0707161423898356,0.108910290559239,-0.269524486475612,-0.0254887986274656,-0.114924525500552,-0.201144252251824,0.0398148769346159,0.0521487530869769,-0.0725677132665291,-0.267192924817404,-0.0729422208659561,-0.120859183937227,-0.0853259076423433
stable,-0.0496145468629735,0.110682803449919,-0.0410724345641201,-0.234033059284334,-0.1219790691418,-0.209424507625142,-0.183037026024419,-0.011551951609599,-0.0789224941005907,0.0479257226650183,-0.0862302473320091,0.0118190186178222,0.088540175489367,-0.272870188982291,-0.131949805243153,0.160738433395008,-0.193238937647427,0.0207412191326549,-0.353734723763756,-0.241461032352032,-0.198982039826638,0.0172367800728127,-0.0769408747350918,0.091807554955019,-0.1656510591443,-0.321456816833048,0.0041476861315404,-0.151978825515724,-0.164929685041909,-0.157823617306773
stable,-0.110700855709638,-0.0410258911674212,-0.383482275025687,-0.402567844541252,-0.39041605202973,-0.198083621265624,-0.231524561077672,-0.0665604782936254,-0.414066599616805,-0.0316726051880079,-0.412637612860005,-0.135727383336059,0.0910223690983028,-0.35636145913503,-0.175328251927811,-0.333063708581288,-0.3912869614068,-0.15718187350991,-0.38773379853766,-0.462151525837673,-0.430195338939359,-0.0368849439158448,-0.158388959571233,0.0252222557503767,-0.365183631819306,-0.347944394608385,0.0690521221174143,-0.319876266604763,-0.400817202298056,-0.37803461265433
stable,-0.388715012858906,-0.044896536623431,-0.0195185701474417,-0.36969889913295,-0.420421269431265,-0.143116566207427,-0.310430402889526,-0.0736148916660481,0.0554485721055222,-0.213350721456787,-0.311768793414272,-0.0992945529713251,-0.0729125285455094,-0.656178904647279,-0.198349105292456,0.274502621111161,-0.233914166728173,-0.274486573988026,-0.581016181746345,-0.238854351614871,-0.18719845338508,-0.0986037502657659,-0.0601649415766482,0.172669905376418,0.0552791027108986,-0.2977240025707,0.0423206649362899,-0.43137417058347,-0.177011343700661,-0.0333970853946464
stable,-0.0013649953560984,0.0891311045601011,-0.179790009743418,-0.337453951785406,-0.335726933689598,-0.0670552942291305,-0.143288021633488,0.0301917121634553,-0.314574626120975,0.0610220177232818,-0.387466674429216,-0.0326337523476877,-0.0362894969531957,-0.579436810819236,-0.0664764502996184,0.107348213883423,-0.331971764210528,-0.0236300532773591,-0.571681324944305,-0.372564329625464,-0.38155777592734,0.0285998888802695,0.055117396078814,0.0737204770616279,-0.22796993908841,-0.414494270674871,0.023247138561026,-0.279195448601935,-0.185159823046895,-0.115836608268714
stable,-0.04764474821176,0.0502573493172537,0.133189688952934,0.248345330779982,-0.119855737146449,0.122260233351926,-0.103231766148572,-0.0165123710942322,0.268236723805517,-0.0448619056542061,-0.0291252890150163,0.035882581237208,0.11941859542925,-0.26310871196288,-0.203116890735237,0.326139135196256,-0.100721213203526,-0.0802560839412221,-0.263766041754113,0.321954071957052,0.11181231817057,-0.0512359458114027,-0.202645165127511,0.123244267915142,0.264521224716214,-0.0816032481273679,-0.0980326736766644,-0.0135456406436267,-0.144520122424018,0.0313678311304427
stable,-0.123252779995368,0.167188678277151,-0.14753818249906,-0.0137048202147777,-0.11236281764459,-0.170934246937912,0.202888482173827,-0.0879057210710619,0.0218020021544328,0.0109304254667149,0.0263853638321154,0.0565747942600747,0.092036380580465,0.0460226605043165,0.0133709511455567,-0.37142402454956,0.171205486848081,0.0379484175961349,0.0319246748427183,-0.238113925877562,-0.0439669458009508,-0.0289374599976077,0.0473309433381447,0.0588546345144792,-0.195543975484139,0.15025493191722,-0.178003703614886,0.0040001624267618,-0.0138974786049792,0.0897577054143145
stable,0.013662545143098,0.352828240803316,0.0866498018865999,0.104126594398914,0.0241591766476911,0.285709428229129,-0.248720150334301,0.0938960436436176,-0.0428154126830276,-0.133886393865713,0.155750550040902,0.254803667500554,-0.0438119629349372,-0.478474986962578,0.0295247264803918,0.340147429739354,-0.131536742883197,-0.0169032122315483,-0.0643123114463613,0.206494812487336,0.132802083124856,0.0492698640286277,0.120109922694642,-0.197287356127382,0.136942271228782,-0.239818002695717,-0.14239680586448,-0.132841699042236,0.0083198491273762,0.0328466645669706
stable,0.323600742912218,0.101555758596526,0.153813227172372,0.104063719045763,-0.186189646581173,0.0948551528859281,-0.009768473573747,0.331014812048458,0.428911972697251,0.224930450196366,-0.0391539628210529,0.0830847690703784,-0.0373674920977255,-0.25164872561783,-0.095168841656741,0.349507188811041,-0.102835988854306,-0.265380267890224,-0.32108757697195,0.217718095318997,0.174538739686444,0.372904582806453,0.0108527013466583,0.28946661486825,0.319974114864418,-0.282436031129084,0.429744902665238,0.115222296166459,-0.240083688481614,0.191417961272666
stable,-0.0289357241068203,0.0965572414250726,-0.068133406152759,0.105669968301225,0.0987408486592614,-0.111755593367519,0.150017585490268,-0.0951239888677844,0.0765443841431792,0.407181250070917,-0.0903167184506916,0.189978305436662,0.283243114817777,0.262641496962864,0.0481493563423493,-0.252813373329043,-0.128986529672584,0.0768018625906792,-0.0879518098242689,-0.0255474457163332,0.0176026483442143,0.230224596954024,0.068441680959574,0.234593804669216,0.0623969466910883,0.264328983976206,-0.208344945113876,0.137738687220029,-0.127326077299927,0.160477318413757
