group,CD3,HLA,CD7,CD4,CD14,CD16,CD279,CD335,CD5,CD32,CD62L,CD223,CD27,HLA-DR,CD64,CD141,CD1d,CD66b,CD35,CD11a,CD206,CD169,integrin,CD54,CD309,CD2,CD29,CD18,CD38,CD71,CD1a,CD207,CD49d,TCR-Vr9,CD305,CD158f,CLEC12A,CD85j,CD328,CD88,Podocalyxin
progressive,0.0731910883315703,-0.146730331345726,0.0169902175269833,0.0189307033679864,-0.0092853150960992,-0.108941860047238,-0.0392949849718561,0.0528857192225283,0.0149337824630142,-0.0090508521155834,0.12188552992882,0.0522077142353608,0.119244972557465,-0.166100800071006,-0.0539116946955593,-0.0087344478937943,0.0831548062590541,-0.230733576569199,-0.112728306971239,0.0782432589600454,-0.0189845588256172,-0.0273493069971084,-0.109557889520479,-0.121952733103747,-0.0623828943606895,-0.185830313336749,0.0016443475194554,0.0629982196547471,-0.0824072094457333,0.138091526959401,-0.0875222673693559,-0.0242742671363005,-0.104424029822665,-0.0217498035811578,-0.031240781258535,0.0460363910387177,0.159430690313879,-0.0796933130898368,0.0419371489437843,-0.0891282649915246,0.0937350551385035
progressive,-0.0359734906119287,0.245917571965587,-0.0315283065787594,0.104524680492194,0.237438912893188,0.193951236711003,-0.0793599741350885,-0.0173839745074161,0.0183035726755828,0.322286369905964,-0.113619409316736,-0.0891892449672028,0.0419469188905566,0.243650212939292,0.205538521367704,0.027392610599491,-0.000204728941632,0.0841466719032856,-0.173542052998434,0.137336295637921,-0.113237111981783,-0.0276895834574568,-0.0457153714828417,0.562239312672062,-0.0584815869461694,-0.0352786868288797,0.0347386130719743,0.0997629425209711,-0.417286540295805,-0.0868867676355508,0.0254219646816352,-0.0317097230147523,0.1689834436642,-0.138133470275805,0.0122643521858056,-0.0127631192252123,-0.0141583393402909,0.140268424629167,-0.0486369347804115,0.229006571341343,-0.0523270413166874
progressive,0.0287784541895659,0.122993088440319,0.0113901915283444,0.328863894136408,0.137716220951803,0.157638727565276,-0.0118339890142269,-0.0151044627346743,-0.0320045860751529,0.456119813259807,-0.044739612294946,0.031015417652901,0.030276109627744,0.51572958684088,-0.0753419262441675,0.22192520211796,0.0016305905821567,-0.0261319706369506,-0.297960360971736,0.0786176475906261,0.0476927475901598,-0.0083143537403831,-0.0087534393818877,0.375917006263648,-0.0169305740012153,-0.0513891179152026,-0.0687820868977663,-0.113753761742653,-0.29082284549762,-0.495498194734161,-0.0014298516492762,0.0444996329208418,0.225202891269333,0.0405552122005405,-0.0282562079996895,0.0012821623265039,-0.217014915109981,0.258461142103774,0.0964877278098571,0.240619669156778,0.0319186719770973
progressive,0.0440162897720398,-0.0297085580021403,-0.218755851254413,-0.383126255075992,-0.193836871663376,-0.360032293592057,-0.127093952051285,0.0823272448003513,-0.220942290998297,-0.461307465024333,0.101385542236907,-0.0518517047387675,-0.0451211893523725,-0.0714574058158216,0.189861063754851,-0.144651597591953,-0.0261765296805694,-0.380401787928097,-0.264675650816136,-0.181837445088027,-0.0397444377970202,0.450878301321497,0.0706712276530032,-0.213154372681392,-0.0156983259320068,-0.24116439091033,-0.0752150251421459,-0.13037300057503,0.323961614807388,0.506181853617187,-0.177598905190499,-0.0042755661800105,-0.143090831236131,0.0288945899204543,0.0627044764397114,-0.13233924999704,-0.0900071025186009,-0.0503344726390736,-0.169878531095646,-0.252675507459456,-0.0554000706123893
progressive,-0.28020289671539,0.159167671051566,0.0649290535314482,0.0340145879554897,0.0195067168921794,-0.0783700029168293,0.165562987585346,0.0479567227793123,-0.170443392787766,-0.0171357049368007,0.0389124124675488,0.392734599704981,0.0471583803937629,0.065120653306803,-0.022043519633706,-0.0079246406315617,0.083986648586552,-0.0460794713963488,-0.0888748210038546,-0.0244195956989826,-0.0181024136403883,0.122490306719822,-0.0720495243291338,-0.176287197096032,0.0867367365064406,0.200565529151947,-0.0018000452492061,0.0508897647631662,0.18310850543447,-0.0645292334708593,-0.0245949076199186,0.160458235663894,-0.103490415087113,0.14172605498125,0.0370431615418657,-0.111795947678518,-0.196722673754295,0.101030961894941,-0.0243766560548651,-0.0339541423169452,0.0455457156190772
stable,-0.451551311403219,-0.235830624611676,-0.431829918572368,-0.372117469451834,-0.0835391271350956,-0.140094087343864,-0.206919465650968,0.009543991874328,-0.44826734245346,-0.0847353453416231,-0.3515471025995,-0.231014130462323,-0.334747455337814,-0.123181121348902,-0.0225066206304093,-0.188116485630333,-0.137185921708862,-0.161543152249818,0.0414033641167293,-0.149703747298366,-0.0749111430219531,-0.0012050880520099,-0.387639471629039,0.000443574422939,-0.0726314114617698,-0.398372872487937,-0.125182346798005,0.0616310449417704,-0.112903661098192,-0.114158923903382,-0.219566207265334,-0.0982333357922521,-0.158332657839443,-0.145381468725607,-0.17671187243431,-0.219634671222967,-0.0876231258217059,-0.130950965830998,-0.0703192159778164,-0.162424510568267,-0.181829960750689
stable,-0.165977301496816,-0.367263660620072,-0.142664466371196,-0.312040965912699,-0.150440488633108,-0.172601512073208,-0.240668146068103,-0.065311772821926,-0.290102178326816,-0.236831933415027,-0.272706956845186,-0.165694028993834,-0.127602892594334,-0.447731299577785,-0.0344205355452899,-0.401104465490899,-0.456939994606587,-0.157331355638407,0.0124937574790471,-0.240901323124591,-0.321804328907958,-0.27610602838234,-0.189007414457957,-0.110815084936874,-0.23869716971448,-0.304957532324465,-0.355741520991161,0.0489160439001787,-0.190115198401897,-0.233673967743222,-0.367714620498293,-0.165865853798487,-0.250192150008188,-0.206532214241771,-0.128933645757025,-0.362170284703538,-0.324772218457087,-0.376913498992557,-0.216231806708709,-0.204982684212458,-0.363780028659933
stable,-0.14168604528685,-0.0443051205704945,-0.0587662126965936,0.0278235645907489,0.0373053883348424,0.0318627268435115,-0.102736281528689,0.021376956426312,-0.195067539818765,0.300879788973427,-0.05930400650544,0.0519627702763337,-0.188117412133671,0.24127621882819,0.0047048382275285,-0.186487346025958,-0.016641116394048,0.0591287165430439,0.171689726443349,0.0308451858660277,-0.0995678762463692,0.232548561486643,-0.181223436931519,0.16132104992079,-0.0951859411743773,-0.225935554577051,-0.108408364839386,0.275918466842968,-0.0739174909000172,-0.482327076535504,0.0165141088749603,-0.008285918220615,-0.12822005379727,-0.0477837228164119,-0.102114420518949,-0.0693684959497649,-0.133878303416848,0.098726406404495,0.0535683536032584,0.168638170804705,-0.0844815507935415
stable,-0.0026570674255077,-0.124415223096251,-0.0171572180652376,-0.118812645451466,-0.10138886409151,-0.084414725274103,-0.0407564022467761,0.0054353418634056,0.0569234934854412,-0.0674251837129651,0.0407253981784336,0.129301537662715,-0.0047934527770184,-0.13375824350926,-0.131885116726225,-0.185756322095217,-0.0211382177983899,-0.0597732827832789,-0.0939439476372691,-0.149437446814647,0.0381550094456912,-0.013274019297728,0.0777966873989635,-0.132027520059859,-0.041775880099728,-0.169151353859107,-0.220846264607784,-0.0494027367980863,-0.0697065048111535,-0.216914131670645,-0.0034684514798954,0.063351700625373,-0.161041019419883,-0.0417932804660234,-0.132531326123288,0.0085303813175285,-0.393121190531025,-0.0235307363866673,-0.117494356867511,0.109703709490062,-0.025274176801095
stable,-0.0523704068728659,-0.0039909821766282,0.0607512586811813,-0.0074621060991725,0.159898278636568,-0.0902122105204438,-0.13566740811545,-0.124665197674551,-0.0071157469672928,0.0120517478511094,0.047192401976777,0.201227399713933,-0.157217063882681,-0.0640736229831961,0.423723111371987,0.0980489306032426,0.0580381657521036,-0.0566808406354627,0.406550391267025,0.192136539672265,-0.107923727749083,0.215940133906056,-0.116532608523197,0.17575203867919,-0.199901003563414,0.0022451668335194,0.151804459301833,0.517241285470329,0.213932551069767,0.132272668629368,0.0568387371298829,0.0627449295422202,0.0207502498966853,-0.0145576409066227,0.120194716069045,-0.0633724701695566,0.351370319942131,0.0244592812092475,0.140609967840566,-0.0251015439765527,-0.0427894535575056
