group,CD33,CD4,CD14,CD16,CD279,Podoplanin,CD32,HLA-DR,CD1c,CD64,CD314,CD35,CD11a,CD79b,CD244,CD268,CD54,CD41,CD357,CD29,CD18,CD71,CD204,CD36,CD49d,LOX-1,CD336,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD88
progressive,-0.514541907222514,-0.0421831219306252,-0.253747655278297,0.320984705512731,0.0677891306604534,-0.0494768405429276,0.0282254937248158,0.20302605159591,0.0165059882844105,-0.425382973096191,0.0876877277256177,-0.663268629021907,-0.055307509127905,-0.114178935648502,0.0229064615544319,0.0548789134560861,0.156945452990211,-0.309558237486612,0.0836566279462173,-0.247559807749054,-0.252851310047684,-0.545201791994588,0.0052838617700304,-0.489835485758118,0.174752992850614,-0.0253185294927856,-0.0523923124776414,-0.445373316609089,-0.249363639421933,-0.0157780516623721,-0.23540398914245,0.0121665844649106,0.0078135340136587
progressive,-0.226106571626417,0.239251888644566,0.160251067619739,0.170620663414587,0.036984374927858,0.114511102673026,0.382549698994343,0.365842109987019,0.143026378032235,0.207994802610437,-0.0208948198836226,-0.350654704342434,0.258691848225875,0.102397428583749,0.286506748314842,0.108101822641118,0.615898063011987,0.3207692422474,0.139976183400693,0.201237022754168,0.0278011312550839,0.0588109607728554,0.135851768175301,-0.0340323449074742,0.407928678457189,-0.0364555863549357,0.0816418392989221,-0.0113698276758262,0.186536843499775,0.324393608036906,0.15224263847214,0.0753660600156798,0.242514480762757
progressive,-0.280724993808481,0.23078713846857,-0.103600658742478,-0.0116340476933951,-0.217750815059233,-0.225057892920927,0.0549473105374685,0.380658818770837,-0.0398867579739872,-0.0929778166208351,-0.0913657001781486,-0.570516894640209,-0.0883410889153543,-0.135700542616008,-0.0141110443890398,-0.0633324717092127,0.0921599654587829,-0.359479064844776,-0.136227836545841,-0.246677273893587,-0.315674614315927,-0.227348357880528,-0.152573994712237,-0.318864781200643,0.222877773123225,-0.146233272963829,-0.159107407468364,-0.247471835598528,-0.102365855339398,0.0441144144580478,-0.18484974636436,-0.134398093658982,-0.0689212802748363
progressive,0.0983731541985255,0.0488264026749189,0.179187097312897,0.166673434046931,-0.078717012074282,-0.0207446567767949,0.164509819110783,0.0800665688137644,-0.361759997048243,0.035195410034936,-0.17353928107209,0.209210781491006,-0.0764039169391513,-0.100290834177825,-0.154568254736943,-0.126647315633605,-0.0047820782899228,0.0970399646816918,-0.162865849267236,0.0660526888859958,0.0451412787353836,-0.417982883591018,-0.102137112655079,0.214495807371096,0.0341090712017126,-0.0944433123158054,-0.0392388537063429,0.229625874660094,0.0276556702958988,-0.0014704756770622,0.0570175930822472,0.0360550779220691,0.0845739338423827
progressive,-0.117880241259556,0.0636647379037417,0.0356785052828912,0.224998134513955,0.379686468477636,0.369192009945669,0.299362939326119,0.285247084366094,0.0977110382577299,0.135270181753705,0.370131384818308,0.147238547406448,0.292017172028066,0.406336073698598,0.399975631883917,0.358735890471515,0.160141925675408,0.0310936572956463,0.394794107703146,0.183794093866316,0.239307598188288,0.139874032596823,0.355572594761157,-0.197364811224939,0.232763979713255,0.0381105997077014,0.399446238332356,0.0155932926265699,0.301648274418219,0.286098980048915,0.365513701957853,0.174432470699168,0.418799347838106
stable,-0.377817502019887,-0.136391593142062,-0.384463765216831,-0.222419233888668,-0.250789567021147,-0.316917906428622,-0.353251756242402,-0.213583121807657,-0.0993829532986589,-0.375942475717224,-0.192492997376572,-0.391175381207751,-0.386993277632232,-0.269408999428771,-0.251592619357425,-0.159600947486549,-0.36799641580323,-0.352427012356412,-0.209382759889202,-0.407528997842374,-0.387467050707446,-0.384413004966711,-0.31459995873158,-0.313278595027372,-0.283165554643272,-0.124722569633671,-0.28637420740544,-0.456806765771843,-0.465591617981129,-0.377000102623622,-0.385216189292287,-0.356844619979087,-0.316669845373668
stable,-0.174063229115589,0.186908331262372,0.0822219921056029,0.113471742469407,-0.0081775699336931,-0.0337295732713353,0.18814325663437,0.505855512346572,0.0340155041419814,-0.138536539974303,0.0178062905602682,-0.429328553008849,0.164236068499814,-0.0202150039797679,0.055805057090042,-0.0425198495056511,0.24267278157898,0.0244928966889546,-0.114808612609248,0.0819966791683595,-0.134921259385335,-0.0607649911610702,-0.0176793271658795,-0.219985339434275,0.256371614863074,0.0389338516106349,0.034588784455354,-0.0526038200490034,-0.144207281048127,0.107918393406724,-0.106266575803963,0.0801890313848417,0.0462299370259787
stable,0.0127998315297763,0.356647406930309,0.0959267143822114,0.177137678089208,0.0001418383868208,-0.008125049262819,0.036522525434858,0.465302509924222,0.157561390255681,0.152197666887902,0.0343027696968018,-0.386106577740209,0.061385158784167,0.007686597674557,0.115854579941895,-0.0093516574570485,0.251408573921665,0.13598496960733,0.0539387805848588,0.109605824869702,-0.112211337281324,0.032067138397058,0.0638846755442129,0.0184944352313236,0.356704512817753,0.147072247384811,0.0197716242371037,0.0331563252408703,0.192883110880433,0.338346240576603,0.201419639038429,0.0622925422821768,0.0385120990368237
stable,-0.214411553055373,-0.216705290441487,-0.286759137446643,-0.113683533469581,-0.195870352111258,-0.274500014084842,-0.429745227203048,-0.210726348588291,-0.0410843642985231,-0.229080295953463,-0.199999906492463,-0.306586815475969,-0.190373568037537,-0.107577593383441,-0.346912408662624,-0.0283136758938142,-0.283204405579642,-0.237299938432399,-0.188052000151472,-0.276224630832385,-0.385855228054318,0.146275441656775,-0.24468752201596,-0.168633955804719,-0.0346968110970003,-0.230472127951215,-0.121034176196974,-0.137026469989549,-0.202623934988735,-0.208846067191599,-0.204578732955013,-0.264506319518437,-0.345979851418019
stable,-0.371691764952707,0.212258039451342,-0.1667716684179,0.204509732166801,0.15847994597868,0.0423162684513409,0.24225538176953,0.492216154532483,0.148511578610661,-0.458602678304159,0.0985371061259789,-0.595379963332392,-0.0089162813590604,0.114692587588763,0.267360084654738,0.073690404751747,0.316166839430479,0.0464960196633932,0.0574108136529654,-0.0334203937376961,-0.260390492190646,-0.616671478727656,0.142440433281938,-0.225939728937045,0.206401012380286,0.0670385190090716,0.0209645605874765,-0.566699724393971,-0.227302039639132,0.144564724450312,-0.138522681097783,-0.0123151837657903,0.194500475265287
