group,CD80,CD47,CD30,CD52,CD3,CD33,HLA,CD7,CD4,CD16,CD279,CD31,CD324,IgM,CD32,CD103,CD69,CD62L,CD161,CD27,CD107a,HLA-DR,CD64,CD141,CD35,CD278,CD58,CD11a,CD244,CD169,CD54,CD62P,TCR-A-B,CD267,CD41,CD357,CD309,CD124,CD226,CD29,CD71,CD36,CD49d,CD158b,CLEC12A,CD94,CD150,Ig-light-chain-2,CD85j,CD328,CD82,CD101,CD88,Podocalyxin
progressive,0.0435816070155923,-0.0453024963058732,-0.0430132268039793,-0.0708026606137029,0.165005250121601,0.0910013653719576,-0.167547680620328,0.0612996260933856,0.255252960783539,-0.230948314529542,-0.0416386878725633,-0.126473292889736,-0.152113434044278,-0.0437196707267329,0.155345534492923,0.346430064647416,0.0388682842481085,-0.143500012124582,-0.114252200586624,0.0220611495495635,0.0384016866142976,0.0638966245713941,0.217716478394027,0.181299527862376,-0.0397837531428835,-0.158596767814559,-0.0296131654518722,0.17378038892311,-0.151356200132219,-0.0100697884150574,0.0531759886383379,-0.221330857544926,0.223670790960301,-0.112254033263041,-0.205602063838092,-0.0734084920298752,0.0843936409328056,-0.12121771026457,-0.191251422976272,0.0255597378424153,0.0566866577357511,-0.0743355507050774,0.0170508545610828,-0.0230836901943733,0.178938587486774,-0.115006452101384,-0.0622589905479719,0.0656116246797442,0.074078512060215,-0.102677800313565,-0.113310121739567,-0.0542846201045567,0.0655625937456119,0.0178859572168912
progressive,-0.0574727718713716,0.234233293224489,-0.105574348483699,-0.022054684006695,-0.0224092681995269,-0.0912351832830836,0.183155913042181,0.0100728344384882,0.0031849435422718,0.220732961528215,-0.140436110632939,0.123000734685832,-0.223283372065505,0.0097347754999381,0.0510530991785812,0.0015101617492243,-0.143129018763901,0.040795594531641,-0.0907443661786186,0.098211442176487,0.0712829537099734,0.108832094591775,-0.0875087184910984,-0.0182534351300976,-0.0245153955889476,-0.11142601491331,-0.0449458723991127,0.110908622996913,-0.0736896713766222,0.206387781450908,0.191555992103969,0.108001927461083,-0.0784673188976961,-0.0122754809501376,-0.0038659248139022,-0.064369912120564,-0.0401380638275526,-0.16231369054337,-0.0434991124769503,0.141132886841611,-0.0291716706779267,0.117393238218824,0.0522947354444356,-0.034646837668934,0.130161030577537,-0.0157514104740607,-0.0687607669647417,0.0614582020933604,0.0508622694638048,-0.0378900288426965,0.0102943172155607,0.0081563506541983,-0.0196004266678137,-0.0500105078928799
progressive,0.199213457641755,0.266280215433502,0.26161114032833,0.410446968997359,0.179084653480391,0.0550451948746879,0.372463667222038,0.208185949412291,0.522178372455822,0.434663401719831,0.181905817745093,0.107069113955155,0.0938414496170965,0.137804682521499,0.630224249180991,0.203069898422797,0.152886012612795,0.209293521299532,0.130750556161425,0.159997116440587,0.275788172876861,0.733091490092742,0.156167946700225,0.370387798201519,-0.131093943902011,0.246922889484423,0.264821989972092,0.353257837394646,0.321771051668443,0.082781547861168,0.556975350261072,0.136776065717889,0.251350033288052,0.23503458965381,0.0897596447706547,0.199252592444206,0.112083183447804,0.270791011920933,0.251558931845898,0.234381512701594,-0.183921602226257,0.0765925587126222,0.458285750383151,0.135722944639012,0.133499212250556,0.296956351803991,0.257592060806144,0.239471557335083,0.509537149914691,0.32092447353168,0.0583187994217543,0.163286614841952,0.46066932374733,0.253351175372497
progressive,0.170492611829569,-0.0181118554203132,0.121681861499119,0.17319025356322,0.395360850386534,0.150319627253115,0.0545408707567383,0.362478619195097,0.0228438458605979,0.0373992766275803,0.0586966309182067,-0.0453111293480177,0.284051768261734,-0.0153893833440158,-0.0196371083825091,0.0825247935108583,-0.217459421314095,0.308442564817616,-0.0333776988247951,0.309176258261487,0.130844435867868,-0.0593847346028867,0.004117795247192,0.0584221374151677,0.160311509705502,0.218068559069115,0.0902963998586722,0.0399850321197458,0.0447787460943291,0.0981345346503695,-0.243335602643263,0.0474265874456092,0.340179219265416,0.0207342918983825,-0.0579334994130171,0.106556882746065,0.221222038835462,0.150866640843878,0.111753910404196,0.155466629810926,0.066919232885862,0.077011454118089,0.094198902137851,0.510430037480292,0.193933247491611,0.127785066490897,0.0946485852012242,-0.0158882592309663,0.0686793333096635,0.127361516805066,0.124961691926924,0.0642688067377414,0.147468834997711,0.121328049123274
progressive,0.136792212137309,0.250852372860323,0.120180390403172,0.184039971311576,0.18250779634423,0.0572606387564876,0.201935638812653,0.311134587497472,0.0407774648309249,0.196322018451733,0.162460093325566,-0.0547390966679705,0.0636623047565018,0.12550716839122,0.180128474801631,0.365836902187208,0.0752825756244107,0.178265615945325,0.264873931502046,-0.148381573067341,0.229166353733866,0.103281712752974,0.0485945603683334,0.311352446982203,0.208647853034517,0.155733032172123,0.22681649369611,0.207675068673493,0.188521039515291,0.0343606704810302,0.0988160308459272,0.0947849998708176,0.0919817493125246,0.156444913385164,0.144786142547801,0.112876359076753,0.0675751203610769,0.197271508627794,0.206261588345562,0.213352731642754,-0.0119161394890695,0.330235612809283,-0.0745682351989061,0.113144277814725,0.154298177431209,0.24104991542856,0.154606796825459,0.169382826534486,0.126681842013124,0.249926954730886,0.240270091600951,0.234395333951274,0.0726195304799145,0.167771311554426
stable,0.212319154706351,0.121974501299378,0.212565924172488,0.274213282597195,0.349067282209763,0.0849446410757391,0.146969449317596,0.353565158534133,0.311386741596988,0.125023028334318,0.25452231436924,0.0288325331612211,0.0787464935225284,0.0707764675955422,0.151282987053704,0.119853130966295,0.0949361362103667,0.367326498694291,0.171258276572183,0.405672749369934,0.209434041080991,0.0678577326588309,0.215748989623694,0.12721796048761,0.138489799122564,0.357965354309105,0.205693169423244,0.132267700039406,0.178116644002993,-0.0380368476982786,0.0002590580687698,0.135477687053252,0.374113240983021,0.257537222611409,0.115407528581474,0.178020885496669,0.235949815266445,0.243302791785117,0.271133726649921,0.184381913993559,0.311285019334369,0.0316105396905109,0.0331670641498556,0.0947067149636074,0.142998025212481,0.101676080848464,0.202937848418941,0.150771449723379,0.149278195824294,0.0915066508695035,0.211188244921922,0.125205732699215,0.201603739584002,0.223514304331139
stable,0.180958055946719,0.360928391536749,0.353891932514561,0.268685794353213,0.218964793194433,0.19957565755596,0.503151501946735,0.27852129913783,0.492791576728721,0.309351027630851,0.358074770346546,0.276867461762517,-0.0048855292040784,0.0619362155108245,0.430399273785159,0.168760702190229,0.034088476499077,0.319905286018185,0.229663091824275,0.0341309823750185,0.336384716862576,0.51539606891393,-0.0159166184494846,0.32024618138312,0.0035970474187365,0.0900092460363251,0.35530017856158,0.438462971821061,0.275506010139127,0.23180244952498,0.377649116869033,0.227213812686961,0.226612625160241,0.179001187558029,0.324767094938512,0.244469262181904,0.218437301693478,0.225454760471821,0.426822125861953,0.47288829022135,0.156172895898724,0.274275948667929,0.496739885670247,0.168917876352102,0.402027863598244,0.293482932843798,0.369176617324075,0.268048303037088,0.385617449493406,0.328767531451774,0.213158637019918,0.354677467657313,0.337356134426879,0.338340282807497
stable,0.0419607356223491,-0.02882358914122,0.018330497792195,0.0060466510474085,-0.0145056179431857,0.0620756461468248,0.0116574477441471,-0.032237966501834,0.0840868656116969,0.166444915457982,0.0684702167642462,0.0186556183417979,0.1351578576644,0.0238761354654428,0.151009507759976,0.0749110573132367,-0.186505554492181,0.0929604178327516,-0.111852897151797,-0.0893281334796366,0.0033009393858287,0.208538710171249,0.0426468516859282,-0.0610927325717264,0.0671893218662744,0.0525783022960789,0.0917772820486088,0.0486586306620152,0.0252677684352246,0.0278625601167619,0.0741071046292427,-0.232091716719268,0.0176415139833276,0.0314798736473416,-0.199827213213859,0.0544660692479648,-0.0097596071284935,0.0481176393848531,-0.0420947141200706,-0.104700467369152,-0.296834485309521,0.0512919599001432,0.0452727051599551,0.18972691314207,0.0558736661661618,0.052017816105412,0.0216293607225579,0.0795406100404967,0.0874875849435084,0.0835180519143406,0.050817711799023,0.0396309588575228,0.159727636599977,0.0744389039415806
stable,0.0680855224266886,0.272905690473725,0.226838257527697,-0.0003662373960628,0.0524161708379691,0.481990658938323,0.197356325161312,0.0699515088342547,0.162436536981995,0.0041005825372089,0.178519227248606,0.358055543933901,0.0434373988204997,0.153098538916866,0.157469081480647,0.207592461867193,0.204097261225064,0.181082895014338,0.0646834607740413,-0.0049378599917732,0.103739394870157,-0.0326202280440744,0.345543364339806,0.219818348041015,0.497780917993227,0.103215410193171,0.301442445994686,0.21183726651256,0.0009139388706376,0.0849152798686397,0.0867719788111224,0.356832965958961,0.110843378673821,0.239475513427619,0.351036521616864,0.152174686445069,0.0614183074039436,0.271495871735897,0.22479710880788,0.347862677044603,0.169520755579689,0.425421333867742,0.198001576255576,0.0448212603554459,0.439152155105022,0.136921386386954,0.183488445193801,0.375617026559266,0.162090764234279,0.256821377770981,0.378973530039654,0.353741858510299,0.11659042858242,0.199973158532856
stable,0.13198469774451,0.123830322361205,0.129262706488851,0.132284920727234,0.212985496442762,-0.0025200938120998,0.149137372204668,0.148185573927502,0.367821246655418,0.177351610725255,0.0981253302566566,0.0945580122639283,-0.0818110858933413,0.0867566259278312,0.284676905385113,0.136935306688821,0.215782433350087,-0.0510747532514224,0.162650857778038,0.0647836623715078,0.205640237995928,0.323549531495999,-0.2737802036013,0.176709499792157,-0.0982129346782282,-0.0024894282800741,0.150083953856093,0.365244466570829,0.277690031811824,0.0995533466185525,0.414291823179579,0.266665878280556,0.0856185315074768,0.0685473675357402,0.238628024772476,0.064398420161159,0.113033426011749,0.100229700539649,0.277680105202619,0.33333837921679,-0.368448583223699,0.0395243683174887,0.282362122661656,0.0046018241819569,-0.133540267437925,0.184035000906851,0.0824389148345035,-0.0263264551160603,0.196557821436383,0.244186526562994,0.0643407463060261,0.208178039310112,0.216631233766845,0.0326560659911024
