group,CD274,CD273,CD275,CD252,CD279,TIGIT,Podoplanin,TCR,CD32,CD196,KLRG1,CD107a,HLA-DR,CD1d,CD35,CD272,CD58,CX3CR1,IgA,XCR1,CD54,CD71,B7-H4,CD26,CD193,TCR-Vr9,TCR-Va24-Jz18,CD337,CD336,CD307d,CD319,CD94,CD150,CD85j,GARP,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.0544927941762118,-0.0985819822497162,-0.0402154132201363,-0.0578563009311404,-0.0135274570240815,0.0570649126233736,-0.0568687200488084,-0.117561580428421,0.0012704105151328,0.159501544405234,-0.111808517142157,-0.0478638305897341,0.238205240716627,-0.0527843657314899,-0.46809212740706,-0.0244468804732218,-0.248500523065244,-0.0577302703549572,-0.0102585147192729,-0.0930573027594924,0.221739447343967,-0.0742735991179166,-0.0620319666857709,0.0838544229488938,-0.136347509749649,-0.0641453933580469,0.0368989688007701,0.0259719047130361,-0.0060353727706209,-0.0587739401246578,-0.0358478678397481,-0.089032358370134,-0.131419533568546,0.0351830146580637,-0.0813481009382446,-0.0062712325553224,-0.208588833146394,-0.0346310045879181,-0.008028199072125,-0.0471275552873479,-0.206305433640215,-0.0748646982323505
progressive,0.10414213795916,0.0592764202153349,0.130854606924831,0.0424515927098225,0.0613822870010194,0.12292324040942,0.123137508483159,0.0968780899748592,0.422132995962409,-0.0362332400076604,0.0575139300419433,0.0783953554978286,0.372267294886112,0.0374282705183435,-0.358242761910641,0.117679840504015,0.0942867967902556,0.108942315070435,0.121569734898687,0.0743364210204207,0.585400830867112,-0.0796108707788617,0.0596000313527287,0.14347512277761,0.0394352230505629,0.0239399223552843,0.0554510933332821,0.108061984874611,0.0922969002952469,0.0253931206303815,0.0330463981475078,0.0475210083711662,0.099659301277318,0.284046603019906,0.0303676275404017,0.050587882996628,0.0499061384725493,0.223838961468106,0.121332634010735,0.0421815148543236,-0.13599356138094,0.0333581884310979
progressive,-0.112446998766175,-0.0584960980524369,-0.0699128773865444,-0.0541903696494744,-0.0974667417212032,0.0074822896347993,-0.079902648731952,-0.0442988041398766,0.354526346810196,0.0336181082584196,-0.0582904482647906,0.0134005841806372,0.574757265949683,-0.0196958254508693,-0.397484819993632,0.0142537968461949,-0.0413566081257114,-0.0819567575475999,-0.0239986609557696,-0.0089037391371533,0.324055300545178,-0.420042445666823,-0.0634658833735122,-0.105899887581281,-0.0171061862531162,-0.0521327219000429,-0.0324291113729021,-0.0335099947279471,-0.0214028423534727,-0.0209487161815147,0.0322436590045646,0.0269795374211894,-0.0457230762078554,0.229722082510742,-0.0569475280695572,-0.0478051730627555,-0.21215240915911,0.199206871506653,0.0151892576745498,-0.0405965732101589,-0.144320598272514,-0.0755906768100529
progressive,-0.293084189545236,-0.252912706165067,-0.213582186597795,-0.292469285426151,-0.188858477080296,-0.205996698475688,-0.383180609984768,-0.385354409118091,-0.407297526056321,-0.224551396012372,-0.307428269682247,-0.0780329960917904,0.0272751271930634,-0.336478039223865,-0.583395729182001,-0.263224159820994,-0.353753722744528,-0.358403233645879,-0.279918944614401,-0.346713486044102,0.025575096061861,0.371221735388333,-0.185131366387329,-0.141465783597801,-0.27530891234585,-0.21371939158003,-0.373501428374506,-0.286246966041593,-0.358555243017173,-0.317804774569218,-0.279096746410416,-0.361594551680176,-0.248020909897318,-0.158049071314679,-0.35959200288421,-0.275870425385255,-0.351796829613951,-0.332157777498284,-0.335155488999795,-0.238822027246667,-0.40901028386036,-0.371716761135068
progressive,0.260462758857112,0.345293154868424,0.342867134631415,0.422699840884943,0.322669300393719,0.305822276857617,0.44036736169183,0.305823145163302,0.296663126991209,0.0612736825486539,0.52543841182761,0.452141159385416,0.0638210138614345,0.179235647061336,0.231124306721878,0.338042175772551,0.397992041580312,0.297111553998138,0.35273618913656,0.395659337784924,-0.0186797265859912,-0.137539359426978,0.320805137223911,0.387331734464011,0.215580833747485,0.170396223688496,0.268628599175677,0.317631286820035,0.310870982877235,0.277020553731339,0.110647940399241,0.282564243469999,0.294328080999853,0.166699111550549,0.178227813472518,0.281915358423086,0.406037277484053,0.319472226698794,0.269992353882681,0.232374407010993,0.249930512448157,0.155391305466058
stable,-0.0777669480270524,0.113613967067192,0.0801134170622537,0.157671705515692,0.122607320786593,0.0969993315315806,0.072092411108366,0.141938318141756,0.191877384025731,0.0444703089079564,0.0919882652644775,0.0484885603589655,0.412907341677447,0.109129401765291,-0.286075984840137,0.107613060600988,0.0660819507653708,0.105154696569198,0.171807316164787,0.0616163676978686,0.471754204061951,-0.010284675354011,0.11072456548378,0.0495525591065557,-0.0190337171892562,0.122278687040088,0.131056891646471,0.158271126665515,0.134045515389369,0.0981290027942831,0.208045503861704,0.107044539534965,0.103175574318686,0.202800591221321,0.10632129721926,0.11902397308793,0.0556355581810904,0.175106577389233,0.0647366883531359,0.172681914884061,0.16165811925945,0.103363975490764
stable,0.0454465987666876,0.0134243175862746,-0.0419427676105937,-0.0388429069606337,0.0780417342339103,0.0809375778453403,-0.041912189763912,-0.0013731499892765,0.261613769310157,-0.123194418778934,0.0384639482140687,0.0962498112598331,0.547098212835049,-0.0108081424048012,-0.326307210035934,0.0157750564712129,0.0618098897138026,0.0865979207199342,-0.011131172271024,0.0800139891470421,0.430741613059277,-0.0210058828600848,0.0107364523374351,0.0188700659222978,-0.0525365646372686,-0.0352538949297219,0.0456912987617454,-0.0203023307943508,0.0723984731119532,0.0098339131997979,-0.0550692978537727,0.0093727559743169,0.0579247521871709,0.167930905380779,0.0030887888993293,-0.0751579211217535,-0.0784419965155461,0.139378629895887,-0.0360215619472894,0.0303618397731445,-0.011331037705259,0.0251780080969087
stable,0.0944145457171998,0.173504321484875,-0.0135008800517208,0.0438943261368447,0.0395437290937985,0.160569637512131,0.0735724530466682,0.0193031713453819,0.203256797743123,0.0235652480757079,0.120783871317561,0.122311416273592,0.614051877820211,0.159822545997176,-0.408241463306576,0.0457486567893794,0.0413975379268694,0.111384190945739,0.113205147879134,0.0903791903579284,0.48157402681923,-0.0219720237217571,0.0754496992202457,0.0877783790620907,0.0423502078303025,0.0235914914924381,0.079618438480333,0.0560575141772549,0.080453159966693,0.0986222064639953,0.184101475560288,0.125564461866808,0.0585758321919236,0.424655616201886,0.102745900690807,0.0875314555294275,-0.01838625021621,0.0941508404628271,0.0916849570040803,0.10762199386959,0.0415865888288295,0.0790334060181926
stable,-0.0229987855377818,0.0123251081114777,0.0249468665479631,-0.0677239954219847,0.0235208136996787,0.0249777436775614,0.0152050994073344,0.0087581257048166,0.274796146942464,0.085906526551547,-0.085254887333287,0.0478366354564076,0.540281810311173,0.0625827835484475,-0.379284885099737,-0.0096929202060385,0.0041221716097722,0.0903381813103375,0.0349099287669365,0.0265152839890805,0.472023970328895,-0.122164607778529,-0.0070426076150007,-0.0693884525857737,-0.0113581592609118,0.0014321280491008,0.0055795565103119,0.0186168978952096,0.0278229020718322,0.0396921221965811,0.002357400257683,0.0458151478068175,-0.039549175967041,0.215890892633301,-0.0012562423406334,-0.0390546490990435,-0.0758858074260381,0.143139376751034,-0.0389644415660826,0.0319383609688475,-0.100737342088989,-0.0437476700618145
stable,-0.0468873208663222,0.0761964878565254,0.0517054230930483,0.007301198997139,0.11444364325236,0.063938744284243,0.0313779263912938,0.0397479968793065,0.287491517979336,0.0386498342759153,0.0159130086368181,0.259167536581784,0.584904454150902,0.0001257200779426,-0.487381254365771,0.112020028745879,0.0315667329765073,0.0894523414355339,0.0237465245517726,0.126540135431352,0.52619095021745,-0.584466401190083,0.125557341103259,0.087112081481366,0.0314216276737669,0.101673541118932,0.0679744956859726,0.0425820129737229,0.0285865367335413,0.110881558246201,0.0212439066396733,0.114527921649873,0.132004511594151,0.219986055034722,0.0465384451603551,0.0437197490552302,-0.0546124983658421,0.252751053437855,0.0263680654327955,0.0186311436674502,-0.0643907953746522,0.0377586873941046
