group,CD112,CD30,HLA,CD10,CD49f,CD4,CD16,CD335,CD294,CD32,HLA-DR,CD35,CD11a,integrin,CD54,CD122,CD184,CD226,CD29,CD18,CD71,CD204,CD49d,CD307e,CLEC12A,CD94,CD150,Ig-light-chain-1,CD101,CD88,HLA-F
progressive,0.022019588970804,0.0305436157799282,-0.0818978390847525,-0.120884909458307,-0.031516979711765,-0.161971522233934,0.0905500191918261,-0.00643073732431,0.0037870268275509,-0.0251844074139798,0.031918549858353,-0.55315793384615,-0.0623762967051845,-0.0603926940006201,0.235695584965729,-0.262429215359503,-0.0488111086755696,0.0017699935588184,-0.133718340282116,-0.118969279707148,-0.304443768443469,-0.0818701728187862,0.217509654638573,-0.143256913318007,-0.28250934162756,-0.0911963163949879,-0.175986292181022,-0.32050920465156,-0.0789869869627628,-0.112832170621841,-0.0608630213519892
progressive,0.10466162255638,0.179589914031798,0.385597171213047,0.102360238401175,0.346913448650034,0.260749156522453,0.168237854253285,0.107320130360822,0.166636025222213,0.142116805522563,0.222950248794371,-0.115926927320881,0.28088459646942,0.217298940452273,0.22055266604046,0.106108441151182,0.158990221551255,0.280259255744017,0.46518986049558,0.0221963683797521,0.161765423361953,0.13992506087737,0.309463371072932,0.0698412948261521,0.233354188643185,0.110175038717089,0.139593350668887,0.261126450110147,0.18296434806409,0.208898368847065,0.18270492366146
progressive,-0.063533469673443,-0.245423316067928,-0.259821108260682,-0.292657313691352,-0.124506842190725,-0.368264941670452,-0.463453862719133,-0.0984577301535262,-0.256377397837588,-0.585065427875678,-0.402445012617467,-0.119298051057301,-0.228778515143597,-0.107230251490503,-0.35977568629018,-0.220701330178466,-0.26309976895494,-0.28070846863337,-0.187307139371924,-0.152610093381644,0.320770657470937,-0.258581091472874,-0.158674526717035,-0.171157915155541,-0.0142530529199776,-0.268569245615728,-0.25242637012267,-0.226165329085612,-0.104537764667889,-0.491194261545394,-0.234673579616414
progressive,-0.142397688422708,-0.261406065645956,-0.147446649774667,-0.236055197766788,-0.331442324101707,-0.183831677429365,-0.543268006762825,-0.129818933752364,-0.225908360084489,-0.381171830081979,-0.0487416624839003,-0.228402528145295,-0.124138894961912,-0.0801623393861119,-0.151907679413474,-0.224237519602457,-0.307632545840671,-0.442333479800457,-0.168641997202889,-0.027395587895453,0.0735586917853243,-0.216829030514886,-0.0836203432760872,-0.0136494110639809,-0.142955374479122,-0.313161747758252,-0.38209700197692,-0.108256741802282,-0.135550806070373,-0.310356977829214,-0.275448738505764
progressive,-0.111055422567248,-0.0557572631950326,-0.192356818319293,-0.0562590119592192,-0.244162942325487,-0.0471038979056363,0.141526538195498,0.0059484386680926,-0.103352221308368,-0.0339630857709322,-0.202985454715802,0.046908240340494,-0.0595989647815692,0.167186652024361,0.15612639827278,0.0237633673567519,0.100675269980178,-0.233766818722208,-0.181046656380685,0.0212277225924442,-0.0176253662527629,-0.186839457790773,-0.0452597756692853,-0.126221212871381,-0.131143184277954,0.169069842311607,-0.0786048423835506,-0.113658250411347,-0.137574887764354,-0.0111640335345434,0.0055027065737568
stable,0.0333731546264291,0.232643655225138,0.296077782218183,0.0289394622463523,0.412666369098545,0.162441071465843,0.0238248283365366,0.230431590384951,0.110834167962274,0.193588635212103,0.164035064202742,0.426165720987189,0.405160053808164,0.0791693378821313,0.276574829360348,0.210555690879568,0.163347853812332,0.311729097928701,0.483409668945749,0.508960960013532,0.555863081372046,0.101890670190078,0.183835160722318,0.123645412807656,0.435924927795369,0.0789292051010041,0.179450148114507,0.228077470316505,0.357191836424899,0.203487971539196,0.156450960446426
stable,-0.003789628429405,0.0194181432193818,0.217003450778058,-0.0922818005286456,0.217278327119539,0.170990123958318,-0.0581187582154763,-0.0302762834165525,0.0228299737461187,0.129770318054324,0.182817747900068,-0.183655094510381,0.266380596132012,-0.144611304654455,0.249877117547987,-0.0681576220545835,-0.0796769634566348,0.108190056127648,0.192797113216009,0.249904715424862,-0.0511191130002699,0.0062960676433914,0.11388932589948,-0.0108127145749854,-0.0279704250704673,-0.102436972475401,-0.0535988064099296,-0.218947893553718,0.0614535739901181,0.0486770215694254,-0.023530885064577
stable,0.0761491620189833,-0.0424076156143476,-0.130845536225549,-0.0914893129702435,0.10548670489335,-0.17509932789829,-0.206010997305596,-0.0058816678166507,-0.0704558096132318,-0.415106596587243,-0.468072168637774,-0.0692105364110816,-0.0479503498416211,0.118306203821004,-0.29866151375281,0.0311184838748715,0.0880174605484834,0.0025232738615373,0.055044467434538,-0.207666966025031,0.365656260643618,-0.0511929233650661,-0.0236206915613382,-0.0243659296352071,0.0964737476676158,-0.0053728418626217,-0.0186050481451502,-0.166788649091446,0.174550869688666,-0.254170550819225,-0.0684161803252877
stable,0.0107076144367729,-0.0049565635689828,0.026107405356566,-0.0185290082844341,-0.120294656956836,-0.031911044417812,0.0669540205897988,-0.0523185148158485,-0.111847911330588,-0.208490188696281,0.258439331130924,-0.538571359308503,-0.0449143192968972,0.0440346328085562,0.0243421553803306,-0.0340349564418231,-0.0661479470084154,-0.101709261005454,-0.100488200377448,-0.28473866187988,0.0742724532068227,-0.0887118450468618,0.149244845809824,-0.0429053014097379,-0.116566075638068,-0.0635294365819181,-0.0959391038681831,-0.0642464834437205,-0.109991958013187,-0.170559019130666,-0.132295476649844
stable,-0.0257347368466784,-0.035895514215878,0.168983840622321,-0.0106045295218462,0.0183626577204339,0.261983658139296,0.103396134480274,0.0395047578836255,0.049949057545878,0.191179665001665,0.536216161748674,-0.58911405960709,0.0684227353163538,0.0554113103380094,0.38137182013647,0.0908664815087754,-0.0742771346980304,0.0362977771270636,-0.0271839526584298,-0.161996732893883,-0.692172149742512,0.0915742761793814,0.226689140637083,-0.0496503334666642,-0.501291167368707,0.0776996870938084,0.0596788667770575,-0.200586695868475,0.0011516803247644,0.155707889668588,0.056895155948768
