group,CD47,CD52,CD8,CD33,HLA,CD49f,CD4,CD31,Podoplanin,CD32,CD223,CD95,HLA-DR,CD141,CD35,CD39,CX3CR1,CD11a,CD54,CD41,CD163,CD309,CD29,CD98,CD15,CD71,CD36,CD49d,CD305,CLEC12A,Ig-light-chain-2,CD85j,CD101,CD88
progressive,-0.208723647953429,0.241884791501325,0.351840798601002,-0.299591427956692,-0.0848783401528932,-0.044304282726091,-0.0487717490832087,-0.251388854078518,0.0494241355197128,-0.183149752191995,0.001547143295493,-0.0293553045768448,-0.027295452810904,-0.137587465682642,-0.202049376806501,-0.146854344609076,0.103203149594047,-0.228002921353107,-0.263799402088587,-0.141256391203678,0.0915682691917402,0.0087354939659486,-0.186330883514612,-0.131056051461655,-0.181377300315006,-0.2701753388807,-0.16046380338864,0.0483428591724037,-0.147172179901319,-0.23590348884026,-0.281738618537091,-0.120596447436929,0.0526118925167177,-0.0842242356400707
progressive,0.0933918298923716,-0.268713055572599,-0.15451201309267,0.119136318423922,-0.0509500723153957,0.0595202600473536,-0.197120562328814,0.0551690021475585,-0.198745574658688,-0.333471796084247,-0.215480108440367,-0.0454167143341752,-0.21410569144485,-0.129469978797573,0.0326791606297085,-0.0030866346582745,-0.237027459582262,-0.184672457318437,-0.391653086836776,0.0194394573411489,0.0486326859399086,-0.153311020624424,-0.0463715197757056,-0.0463146404224608,-0.0636101010774181,-0.0478414998628286,0.121898878895845,-0.191858765230379,0.0398308370655665,0.0701227242692122,-0.208952843917012,-0.272246522165394,-0.0380903488982296,-0.249316858356456
progressive,-0.342195354037967,-0.145821095102979,0.0792150863155757,-0.46109327974754,-0.312847399471355,-0.42516824596114,-0.13925616249309,-0.491798434131386,-0.286892061948918,-0.100276954755559,-0.110111298244571,-0.291561539516258,-0.122732979374135,-0.168697534469493,-0.327412240920557,-0.153102834788402,-0.251073060472035,-0.349941853342443,-0.221214688168747,-0.379880129407717,-0.330956106783823,-0.0279689203133556,-0.499036172002253,-0.113505049705865,-0.244800968718311,-0.529226940081077,-0.418851235320888,-0.304487955639888,-0.425238023186494,-0.50282663277658,-0.382128778011745,-0.261251793422099,-0.418633289539589,-0.161100873975203
progressive,0.218296234463051,0.0902086242038756,-0.0069355020820964,-0.0968398786677884,0.0632287970719709,-0.183255370076734,0.164714485496531,-0.0857866657979692,0.0663260546489041,0.0931173192209402,0.194921720347697,0.058222980324098,0.213461242630501,-0.0848551951634479,-0.200088388755662,0.041922204354377,0.035617460470699,0.0725086561711435,0.217133422730176,-0.0858312488578559,0.0355121681859988,-0.0049237953010942,-0.17380482939447,0.0925538939090628,0.0716871016208724,-0.138935652542633,-0.0499721576762989,0.109664393533618,0.0390340667539716,-0.118498981128712,0.0655773923139629,0.150822991453778,-0.0276513722181819,0.0872167283409502
progressive,-0.116225877098425,-0.0156381383659062,-0.163002662732535,0.25532476488288,-0.0101968089122858,-0.0001660085082102,-0.0016056326980755,0.0508577339058975,0.040364571635327,-0.0710410355534444,0.159651522853516,0.442228952808012,0.0852769516561615,-0.0607834258080482,0.0005253722918135,0.0456503303377743,-0.0239237295689602,-0.101714777431584,-0.0929273826726457,-0.0439383225917117,0.068335413582363,0.2937151925834,-0.0109660651366114,0.0539773117887738,-0.0515497706794353,-0.0829395678257884,0.20928793965124,-0.0645412289280897,0.228610475476485,0.0868707110115313,0.0595938599904715,0.131660293792069,0.0467447201726832,-0.0400554623773872
stable,-0.0916292886732352,-0.0467433079188007,0.0562543456485547,-0.298774384619569,-0.181409298201718,-0.26227114549616,0.0619830437891274,-0.313023976340931,-0.161825224722049,-0.237520870947105,-0.0912206387261199,-0.137809201333973,-0.203738780098963,-0.215725585755682,-0.350007745431204,-0.162233054421242,-0.150570032454312,-0.234276159483586,-0.214554495790515,-0.319093667867961,-0.0819214612917221,-0.270144892234469,-0.329403655307823,0.0475539936576326,-0.103144227326813,-0.359537538049097,-0.192924446853766,-0.186091202825533,-0.145557938834318,-0.363430570630287,-0.292157098915371,-0.279738362122027,-0.235836816197136,-0.175500127878981
stable,0.217781778861799,0.304437963632499,0.0954406077322591,-0.0118567550670883,0.326035344515692,0.318480175561635,0.334169864581305,0.0644465244880817,0.0652111182261487,0.281961018355598,0.0455047060208209,-0.0807450803350892,0.606826267407638,0.153170398539354,-0.375994440773478,0.172864040845053,0.227963980552947,0.336260369252123,0.377902626292049,0.17785811594777,0.1424531855978,0.0129910569411689,0.284014679646941,0.183085063042301,0.0970853882911841,0.104584725225804,-0.0954789268035594,0.425567843728462,0.269261317493066,0.170306634856544,-0.0699750653613249,0.234834936174362,0.252065425126983,0.189189716629928
stable,0.168964750331702,0.187400813404088,0.09706167763955,0.0945638026419682,0.275503739012275,0.261977273826563,0.246075845901243,0.209621570093758,-0.0371332303052252,-0.197405740463473,-0.015635406690976,0.0054640456212037,0.133866512810648,0.192387112791851,-0.257428315283935,0.0442883024807045,0.0377760954629829,0.138323041643891,0.152459343369853,0.265783089944799,0.0772594123099339,0.003429989958655,0.226746349063614,0.0896628903744508,-0.103244649333442,0.15742911056823,0.0864143083247088,0.28964552980062,0.296701255322527,0.207776299025851,0.213765966769388,0.119376685475358,0.264196501909322,-0.145949189341534
stable,0.420562512712803,0.445196601199202,0.115290350985271,0.223563530281902,0.472548234954448,0.299162955027368,0.490324640815288,0.333239921934056,0.351345863205575,0.449363508684305,0.180595349538531,0.181306463009103,0.763526715546939,0.411164892049443,-0.127886880468731,0.391150381756617,0.362048616290641,0.468893588943285,0.701519977061406,0.263923481781106,0.38975016106526,0.111569854886017,0.442231444591937,0.245771124659538,0.169120690838906,0.143351534798762,0.248579769995259,0.506558787275103,0.489880396622261,0.184059590867157,0.40916402485146,0.535299893318431,0.309888993105906,0.430168716765465
stable,-0.0776073995214275,-0.145175724438527,-0.0206145805140919,0.173056275442384,-0.0998739065364546,-0.0787978783843021,-0.331200916743932,0.173007267980596,-0.0814652066119912,-0.285988551856033,-0.0446119385673173,-0.134047788321658,-0.526552354908234,-0.122777974494419,0.443937078350843,-0.131818415133169,-0.136195154621106,-0.198864601584163,-0.420448342242355,-0.055992412359447,0.0372395264097872,-0.0301046871289841,-0.0960907354905884,-0.11175064010227,-0.195771481916056,0.547049633648193,0.132583884473137,-0.300134577584065,-0.0903904770661514,0.365090129220128,0.0864056522310523,-0.213898264841699,-0.129556120472089,-0.222454003238801
