group,CD273,CD275,CD40,CD3,CD33,HLA,CD10,CD4,CD16,CD31,CD32,CD185,HLA-DR,CD1c,CD64,CD66b,CD35,CD39,CD66,CD169,integrin,CD54,TCR-A-B,FCERIA,CD41,CD309,CD29,CD71,CD193,CD207,CD49d,TCR-Vd2,LOX-1,CLEC12A,CD94,CD85j,TCR-Vb13,HLA-F
progressive,0.275075100504912,0.157668897613316,-0.0029532523735949,0.311669698877828,0.214845130749365,-0.134274210731305,0.144162325855726,0.244640896325505,-0.101046472583708,-0.0771275208713827,-0.0431149682596884,0.120570182287041,-0.0817606948505925,0.204753184368654,0.265790558799923,0.282045063695265,0.322492403968945,0.217010443287482,0.245318732073303,0.0745932321317891,0.196626903085829,-0.217248120518223,0.13548835792027,0.109988265034635,-0.0650565290833212,0.120306976743393,0.0409245210642068,0.274940534196951,0.0861910569759776,-0.101901704030945,-0.187167502852431,0.102168023118107,0.196278758470206,0.274123445169218,0.145387631078373,0.123124095262691,0.269926774118838,0.25936532594611
progressive,-0.0268915676141247,0.0258663833754725,0.0766578940863607,0.0696402165428963,-0.2662952974054,0.303293316227617,0.10175969421745,0.211026720550331,0.1900684580894,0.173778914942521,0.302654910282331,-0.0603808204070877,0.308556919813676,0.0797309931042575,0.0908402110215645,0.0458623532502634,-0.404014489402006,-0.159879816145013,0.0159495188165616,0.0276618475146407,0.131847969735629,0.55980471395833,-0.0037403375405141,0.0021635519864875,0.30190446334803,-0.0118991167195947,0.114341036342467,-0.0263561326424833,-0.0373610124064031,0.0033154863765643,0.314855756299638,-0.028652425299851,-0.059008952721186,0.0135744393551842,-0.0398206873127129,0.203134195658414,-0.0319693322255513,0.0328485292926671
progressive,-0.04049244731683,-0.0369503677042424,-0.129163461911866,-0.0724936197228774,0.114214055946156,-0.200914388785159,-0.110365450986163,-0.394600110645856,-0.351181980610172,0.0520419073187851,-0.508191476699785,-0.0608285614661077,-0.581976982675398,-0.0648822933054924,0.0217489421053323,-0.137865500661267,0.214452380244096,-0.107711157042532,-0.0474169925933648,-0.0006889498855764,-0.0204329973773442,-0.441296712072095,-0.101001599887202,-0.045714658227407,0.0794783387086082,0.0105131577445422,-0.005086069105232,0.419724073763867,-0.0636603398357564,-0.0656154109975591,-0.288877998534503,-0.0452581343347958,-0.0328694375726403,0.0747364826604803,-0.130739533819476,-0.317757858830221,-0.0602035486920802,-0.0598254724493477
progressive,0.0590669982083088,0.123784970225694,0.182354835437775,-0.0832487026235649,-0.0934260857949415,0.0022103239327435,0.259163378494351,0.339926014398813,0.367887314074965,0.0649963228248469,0.375801498030643,0.0866041996445346,0.0676240959424579,-0.0020863234912817,-0.161478979408525,0.544969575829654,0.124115045797143,0.282801168600521,0.369658676915137,-0.34451233433735,-0.0077931814326532,0.103626734263706,0.0657111815080991,0.169479559141831,-0.0406626048900926,0.0515553030827525,-0.0143567316139675,-0.411479108456531,0.124171114473037,-0.0979652332698652,0.123380354040708,-0.0707477900244586,0.180704923929646,-0.0217735847140729,0.173597194391297,0.0380068345243153,-0.0619205137557138,-0.111861666481194
progressive,-0.393492233836349,-0.373192295312006,-0.310223739769904,-0.394906332847161,0.100547355306942,0.12777306707726,-0.258945698205174,-0.0255820132369186,-0.258871126656122,0.151452359205788,-0.104644409871263,-0.380642232870803,-0.0828084291730378,-0.35061116544238,-0.154596229097457,-0.156054806575792,-0.148636906739546,-0.0304308282470128,-0.425155215063301,-0.0553363097367281,-0.402214403834457,0.0881633989789956,-0.420530067488187,-0.356287873815897,-0.0195496675558768,-0.135962907757813,0.0529513310808153,0.0256166652310014,-0.36232086265053,0.129748663419825,0.0399535132267,-0.392264733158302,-0.369697757603609,-0.152916143392389,-0.364630948402493,-0.123347069551672,-0.183276810789197,-0.370825252093823
stable,-0.172129345481988,-0.120396892461669,-0.0339654251991108,-0.0203786718674554,-0.372717132023765,-0.183701531157993,-0.164486736439469,-0.0470184189626829,-0.0917126317878154,-0.340242843054064,-0.273564478633247,-0.194675435475479,-0.126006069126444,-0.0621938465508838,-0.395170837646131,-0.124736994578216,-0.487498943075976,-0.262411685785125,-0.105739397176227,-0.325218386207165,-0.0459520512505885,-0.0440460182186794,-0.0850655414493674,-0.253922383109614,-0.306411369280298,-0.150075603998806,-0.357487127821869,-0.566136883762996,-0.346995136479464,-0.12373386387868,-0.065184371455203,-0.212499920077546,-0.161368431740582,-0.311826883461125,-0.147077493021655,-0.292050788233256,-0.355535322577891,-0.320703034962542
stable,-0.244403398346702,-0.203837034315529,-0.203862877484575,-0.254374988191052,0.163045094159104,-0.302135030013195,-0.202171592696897,-0.362644709009538,-0.205023423215503,0.0528228178385346,-0.314062416214717,-0.182737360997865,-0.538309696922105,-0.158046333240939,0.167684866775836,-0.201440070417309,0.356517719821619,-0.119736152199552,-0.223495010206997,-0.0225051575636337,-0.146027816010351,-0.293554900154324,-0.190688132703986,-0.161526902589309,-0.0338092313270184,-0.115329923986074,-0.194115119965188,0.0024423086821176,-0.216811739014131,-0.160954461386715,-0.422812677801308,-0.167310834350294,-0.0960896887026256,-0.128489296823425,-0.171573492868557,-0.212721204213029,-0.160491605854744,-0.24790671671166
stable,0.107311763051376,-0.0356762225570646,0.402746104682868,0.0686700996554671,0.0619304280095672,0.396550762774676,0.132065324742656,0.436454024705413,0.316686910892538,-0.0382679245297451,0.234928219433717,0.10341629879262,0.668015550819751,0.174466863861664,0.264898361446896,0.196123789843369,-0.345179035827487,0.214478783237969,0.0647009576027362,0.26602689051255,0.10155118919411,0.530963571067225,0.0700585606083734,0.0796609986835005,0.176759326724931,-0.117810892199848,0.171991932374398,-0.0632430441900956,0.066427270731878,0.174377641831077,0.380416290239033,-0.0057544418498039,0.217167523878638,0.131022303558772,0.0996322792926691,0.433785096028423,0.094513496032421,0.0458475666677293
stable,0.0818201855870053,-0.109709918185288,-0.224194582575484,0.02177474356216,0.29755751652606,0.216566237309421,0.0729705286258957,0.121491801934984,0.0192012803176814,0.381049098151475,0.145198663854884,-0.0149404908606064,0.0946075970752529,-0.0372694284812221,0.230901816861445,0.0180121405022657,0.296348303639751,0.151942637191209,0.110815903289938,0.0826759042467126,-0.101008944879581,0.176082155645895,-0.0319930744707711,0.06070060718471,0.328614039118338,-0.0905127548972922,0.292599435770045,-0.0769466937532919,0.116792731017534,0.0145101806581057,0.0631044859755187,-0.0329530285830859,0.0493378059604286,0.212575331044139,0.0584141497168801,0.10892415547072,0.0820563179837003,0.073766378927062
stable,0.145047978606364,0.142588958359792,0.237734443722946,0.123328784860648,-0.315405073640133,0.205228970115531,0.0795105702879573,0.225071950957037,0.177650384411526,-0.173512644094116,0.263024953400739,0.149148331574272,0.477390753269598,0.224097484966173,-0.461183240688284,0.0753622659109826,-0.5316399679541,0.0625366480262789,0.164364065765666,-0.173275199137437,0.124642603822756,0.332694117404185,0.111601339265096,0.0870914784091898,0.165837140157828,0.0923111509752092,0.100431985544585,-0.649111528471995,0.0945866046947098,-0.0265764302262803,0.215501543112428,0.0483997540369889,0.101194951721475,-0.487564842091941,0.203298654039154,0.203940383273971,0.137862909910548,0.140331046918712
