group,CD273,CD112,CD40,CD33,CD49f,CD4,CD45RO,TIGIT,CD335,CD32,HLA-DR,CD64,CD35,CD278,IgA,CD244,CD169,integrin,CD268,CD54,CD41,CD163,CD2,CD49b,CD18,CD127,CD22,CD71,CD26,CD204,CD158,CD49d,CLEC12A,CD85j,Ig-light-chain-1,TCR-Vb13,CD88,NLRP2,CD224
progressive,0.26258715949007,0.120197577586559,0.160548303748906,0.233478649597686,-0.107028606270346,0.1297442534051,0.272155515487285,0.169631678517856,0.0667439927674893,0.122663730308289,-0.148183818809863,0.378993840451175,0.430616871098885,-0.0040838651029793,0.277704182798495,0.149070853331676,0.191133985235178,0.163649090710533,0.0290647194673448,-0.125228759729585,0.01683676663245,0.0996738880176023,-0.111701738349016,0.0018640830245459,0.156786844120154,-0.0787185330674933,-0.0516768658177525,0.345830249817059,-0.087615069779617,0.235966316324293,0.190829051944074,-0.119894010450933,0.364204416066037,0.144418211711491,0.367687453713283,0.175132906629079,0.130822388363483,0.0647797164242134,0.44032569754497
progressive,0.0065199907038647,-0.0061918961638584,-0.074471784474254,0.0819023483832205,-0.0885883103446144,0.0134172051016903,-0.0958575711037128,0.0981216508645589,0.155595489155471,0.430537571504733,0.257490166550506,0.159447592371003,0.259945302647067,0.0682155675518411,0.222987127922591,0.431378348283146,0.14532319441576,-0.0300342436933609,0.009243289938108,0.216430916298681,0.0570391567585218,-0.0331527055399946,-0.0681652696688693,0.0774013590862833,0.371774039328229,0.0889063547965672,-0.0476189483984378,-0.176371044799821,0.0719153159916731,0.113968934619227,0.0070755527801622,0.0317817804146472,0.0807099320464309,0.20560407767567,0.162089178671529,0.201130569151231,0.386071845936508,0.142024293433617,0.145965212852543
progressive,0.0400950824342529,-0.0390087844452914,-0.0628411687494155,0.30587416619426,0.189899088222857,-0.170868741227259,0.119776379708056,0.0087315061146483,0.0576856323710912,0.0644957331763268,-0.274605036487409,0.106222229111888,0.600938999214447,0.0175300756718605,0.170708843360198,0.0119273839190967,0.131036560547298,0.0098789910123316,0.0064711694511823,0.0301117074595825,0.270743457503798,-0.0609094560360466,-0.055503466500548,0.16424757469167,0.375209369212823,-0.0822569998480577,-0.0559994617978715,-0.032901287350648,0.0620116704613559,0.0699132703401194,-0.0006317087299921,-0.279560954641528,0.154583555497811,-0.0461169556067724,0.154358529963968,0.10662890259258,0.126017568414014,0.0333890007857327,0.238106563854935
progressive,-0.0832688460751858,0.16916080457631,-0.0237248876080784,-0.0579036994548944,-0.157331901836233,-0.226584176918621,-0.0154141515780377,-0.0275027699781382,0.0083311456684645,-0.397819408531629,-0.0526426190020881,0.130500697400867,-0.212538673650514,-0.162212752718982,-0.101782555716733,-0.221215163777136,0.363199417708606,0.0442235733751321,-0.265476879260575,-0.241652852452564,-0.123593570337596,0.0568194690975981,-0.397328217811281,-0.0729073310821255,-0.133932981323978,-0.146360729142316,0.126733542379809,0.307608663575705,-0.0481564440914792,-0.151863899588663,0.0170340344916769,-0.162539104835835,-0.197937170296767,-0.0200769547196448,0.0010420145571201,0.048774367936478,-0.178109015583492,0.0066817858926306,-0.149262434670729
progressive,-0.0104190633330401,-0.0514522829325324,-0.127990588695803,0.136866892637458,-0.078312537456411,-0.0870445117792102,-0.0594827234281528,-0.169164945525102,-0.131234864132609,0.104719514460374,0.0276728106294318,-0.0728412170001537,0.229761498897249,0.0273057453796937,0.0323454351863614,0.0217369850930901,0.069567620355662,0.0652650093048872,-0.0192622080449521,0.209781606140831,0.130470804586258,-0.163151551196731,-0.107232677223017,-0.0794210066294665,0.22048446766792,-0.0536320156949067,0.0330503978769982,-0.264768931615196,-0.0529627983511574,-0.0015194392800634,0.152016554137007,-0.010571863870285,-0.0913129632791665,-0.102228161013211,0.0181441911234258,-0.0818271357155264,0.0831398648753951,-0.0756307695475395,-0.0768834689558625
stable,-0.0941890179780989,-0.0861469947234111,-0.173473773331926,0.232008673974475,0.0418053113393267,-0.133163875577751,-0.0860869679315689,-0.122358162400479,0.0111076098716327,0.0453869104846674,-0.183522653519377,-0.0086710069433567,0.447523465533611,-0.105770466546466,-0.0937162399160154,0.0437937133398319,0.163941551480555,-0.232310816637137,-0.0426659345415329,-0.0786783880705239,0.098913886119478,-0.136564225611274,-0.138650577526324,0.0131448582044703,0.184952749286043,-0.0326823051049584,-0.178730101324761,0.0231476926818775,-0.093001933300946,-0.129314915764726,-0.157153590343681,-0.13808458611774,0.0012990879214843,-0.0980848290513801,0.02123928607726,-0.0256118299136314,-0.0718050155904244,-0.0428064474160271,-0.0488382969400783
stable,-0.157638057616707,-0.216330399474888,-0.11998362762335,-0.0274169485754771,-0.133419731166132,-0.25186377091372,-0.151221428586026,-0.261222820923471,0.047408049483248,-0.1777381937183,-0.336459387962538,-0.0691452140876512,-0.0113988821201285,-0.343592003434129,-0.311647601899235,-0.317054050314384,-0.116425287010938,-0.147281837081092,-0.160583554875017,-0.374337686964073,-0.0084021728063596,-0.183249085873921,-0.107660965702392,-0.0827285205000105,-0.0223097852494981,-0.124929016572201,-0.221872378572278,-0.349239395142444,-0.132748189613005,-0.172786669707072,0.0192295924596788,-0.347332300988893,-0.294943595611309,-0.298870500612231,-0.305033077934432,-0.287433628953781,-0.225165414898036,-0.253972209476202,-0.255453900590902
stable,-0.125196583149671,-0.114894850022654,-0.255125783648103,0.0591502886267914,-0.159698427291533,-0.36324509839102,-0.0617864975509437,-0.112785860824539,-0.113691712317327,-0.0706650937177009,-0.487442588258218,-0.160094041118438,0.439596767544251,-0.0223429021556064,-0.0680375766016084,-0.0644950985800913,-0.0836202604945387,-0.145706802369155,-0.0992721698716551,-0.388949564152509,-0.141287557937273,-0.225201698312832,-0.154815801653894,-0.0336613062867905,0.19801052873918,0.105131834776906,-0.198873595318965,-0.0088669671461661,-0.0719904821212389,-0.0918789914095126,0.0049657099276577,-0.353293367924044,-0.0821319604122209,-0.355562128789779,-0.135216702634666,-0.0656644407721528,-0.0240958025342647,-0.06244355234633,0.0011374775771847
stable,0.202091897238656,0.19142072241269,0.248300219352089,0.106805608841977,0.128878275722384,0.28512989039477,0.325914064646382,0.294132731319206,0.234091031830812,0.270907181045245,0.315896780888301,-0.0230182076304997,0.124398514955385,0.243380035539502,0.350954295389232,0.367611378334345,0.13412807166365,0.0660312181046397,0.113738072492555,0.185856519191326,0.0632410164172422,0.222482195485854,0.138794536207505,0.178023615878693,0.187183688588711,0.396355835233215,0.280954483373752,0.0638948281373453,0.236366186813692,0.240848221443689,0.36224289545553,0.109520525850321,-0.0751921990881244,0.36939450159628,0.258270973331196,0.303871885961902,0.380713443941714,0.233881057475176,0.208315860423333
stable,-0.0198807104071973,-0.0561130907491843,-0.100722684967088,0.204968912704468,-0.110468934467404,-0.151262129164204,0.0864833133337674,0.0162622320125979,0.0987955828673194,-0.0691322709248978,-0.442509594947905,0.318546297541859,0.558013038799535,0.049105476207286,0.106391338631467,-0.102666742534704,0.148028271354791,-0.16747555399469,0.0890787117822095,-0.282903538857826,-0.0832742904809571,0.104620499203882,-0.0126465237837138,-0.0660541167812788,0.184217990882088,0.0112431744874741,0.0086981149020126,0.250517184366635,-0.0446807680946313,0.0137394147570236,-0.0337585939199006,-0.306416187796927,0.350380101768469,-0.0797409078121019,0.1546439294059,0.0929010282667582,-0.0840667488617186,0.0648197952617587,0.112812151270837
