group,CD274,CD112,CD33,HLA,CD45RA,CD49f,CD4,CD14,CD16,CD31,CD146,CD32,HLA-DR,CD35,CD11a,CD79b,CD66,CD169,CD54,CD62P,CD106,CD41,CD226,CD29,CD49b,CD71,CD36,CD49d,CD305,CLEC12A,CD94,Ig-light-chain-2,CD85j,CD224
progressive,-0.055664682223012,-0.416565923491718,0.219941365232969,-0.156746661262774,0.0319208693861286,-0.189477394124179,-0.342787578667863,0.0910984457459816,-0.119089309656329,0.211250860546735,-0.129981690372974,-0.0044563104598181,-0.289905883949686,0.467855358500936,-0.0118163825826709,-0.131252051711641,-0.130996151156278,0.0809753991483015,-0.168081301561101,0.0403438525145181,-0.103790760831962,-0.0274667033452751,-0.129828040554078,-0.0247507188628432,-0.0120570476481273,0.362168062329916,0.173337557980023,-0.21630075104289,0.207643753528951,0.175768389766836,-0.0131420865411861,0.145325637661581,-0.0792917857008486,0.0337669650481561
progressive,-0.0973293899985282,-0.0125353352144846,0.282593599858616,-0.238218361122664,-0.176041432897742,-0.159874931636873,-0.151374487287686,-0.128378681785409,-0.323438434310137,-0.284782120277975,-0.0148013962192172,-0.265836328478405,-0.200493113845884,0.235270713453361,-0.204818796014757,-0.0671579804698992,-0.084648927307114,-0.0740302190899275,-0.445537040248739,-0.271961092893716,-0.102288056210446,-0.342038910202948,-0.129476848719434,-0.169603926917153,-0.0863773087002733,-0.191023294682818,0.0007245503447839,-0.313772542180149,-0.0383723315437335,-0.0874922804523925,-0.0425964323718961,-0.145217138110224,-0.212656011206632,0.158690609224221
progressive,-0.101243123707093,-0.104120218588178,-0.0406559063174604,-0.264559372204138,-0.491358016250573,-0.191422111089989,-0.371911163998081,-0.0422693922681522,-0.441742785699742,-0.233666221394935,-0.0521518496961867,-0.252749750539338,-0.374840702540353,0.0745000350957301,-0.292597063651205,-0.184237709578292,-0.0927324379054979,-0.148875240784402,-0.260477831685352,-0.19615801249756,-0.150856914266308,-0.146149041133071,-0.18246455528985,-0.322149225382326,-0.153990948918278,-0.228660641686698,-0.0968515000545023,-0.48087033923016,-0.181363946381965,-0.245221797778375,-0.182631258602644,-0.205763729984205,-0.31198207992382,-0.0725341928980165
progressive,-0.443628408210104,-0.381264796748686,0.165070639785589,-0.0636392858023376,-0.175447113339078,-0.0439877854759633,-0.176880382420904,-0.145298134190729,-0.361448181325486,0.100085947035721,-0.40029158907131,-0.306672563791322,0.0917198308287902,-0.0200214650246809,-0.106375784515211,-0.426348965038429,-0.40695695927299,0.0353140297464615,0.0687175627472688,-0.0138732371089109,-0.409299836054004,0.128266499751477,-0.218970003094301,-0.0927686545935202,-0.148879210860697,-0.0766160992894364,0.11743953436208,-0.182905091020555,0.116005763061451,-0.0165116726491893,-0.431986813299697,0.0521598385479709,-0.120732368013034,-0.280577473367965
progressive,0.017018267820623,0.141500253851039,0.361604909905718,0.0366593899278527,0.244071633478867,-0.0832414091168433,-0.115641590905532,0.0980485070763229,-0.0948022948151453,0.197470271381835,0.0283767941436035,-0.119226558778266,-0.087543396054792,-0.0118268018172159,0.0355463140494642,-0.0503236499028469,-0.0288281929025874,-0.117032668181493,0.0636227448230941,-0.0920708570352892,-0.03541542942184,-0.125635770527444,-0.104224527852702,-0.0307823527484865,-0.0262189493943032,0.0175282567968248,0.0108160376772989,-0.151271173679312,0.160493852357789,0.342475932156915,-0.050544001185572,-0.0019539617603022,0.0183056881681369,0.0155559885050926
stable,0.131478568464753,0.0548465704237478,0.169687041017196,-0.0639654132978457,-0.0607039996106835,-0.0804814390391678,-0.226113634539388,-0.0538037117964967,-0.0563922870504715,0.0942799708491251,-0.0014018959993842,0.0705666978295099,-0.0082851852926751,0.170001163459427,0.0193810739331594,0.0016409750502964,-0.0739128107091054,0.0375154176962687,0.0654221354070504,-0.0961593025901518,0.0341677031513105,-0.0999616224766996,-0.0891294076311819,-0.0451932427673821,0.0249302197364761,-0.14169440082851,0.0681642237819656,-0.0019325481158427,0.0778686231842578,-0.0110119661230883,0.0286452006071436,0.0722888407757503,0.0674788947518964,-0.003463479698585
stable,-0.105253542036928,0.0591157175560117,-0.0359872154391604,-0.341011084540751,-0.0036300267342543,-0.441462152529209,-0.30252152649176,-0.16030904556362,-0.233762459223056,-0.151118531370122,-0.127227599510209,-0.259615150860731,-0.410155387578367,0.127899016543668,-0.325339185780303,-0.157256356960161,-0.180521473123363,-0.163768630489431,-0.379185389881822,-0.27307742599419,-0.107500990695219,-0.407955378930201,-0.361213823656419,-0.319832913622337,-0.206963210402904,0.112205739383793,-0.0003133275525555,-0.314881956698877,-0.312107704451723,-0.148185927848082,-0.213214998032543,-0.001145532033757,-0.226195457195266,-0.135147813734135
stable,-0.0071329216047765,-0.0290774829062689,0.0060586095101599,0.14320168935527,-0.162311660700467,-0.0712143117252641,0.170930284040731,0.127314905098452,0.228321668694983,-0.104226253701087,0.0799736520723339,0.351790694374384,0.457671951604119,0.0753396072960525,0.128016408849492,0.0031087082325447,0.0071262958191096,0.379850812381106,0.346270905040272,-0.0475736794704508,0.006547648227585,0.040887854211422,-0.0068242785141001,-0.0127543811020249,-0.0423159461197841,-0.386051817684069,-0.0281954629203514,0.0287904309473477,0.0108140115938567,-0.0498518542034929,-0.0538132746383947,0.0845415449883292,0.24617876880375,0.0436126325354005
stable,-0.10157285708401,-0.115156720771855,-0.360926215743417,-0.419326894190972,-0.0607981412243877,-0.258685543013882,-0.400149104413239,-0.153566405451171,-0.174296118383862,-0.440968114614329,-0.0475849513625451,-0.421255875074777,-0.62729387363062,-0.0562832941206461,-0.459397976036484,-0.132527743973795,-0.019184337045989,0.110516102173278,-0.710015047233678,-0.285363902125767,-0.128905804815177,-0.351101098508974,-0.200128031616129,-0.423116052371256,-0.231823199853674,-0.0653535826537644,-0.36136566664421,-0.450589731453249,-0.466994987751675,-0.202045318149605,-0.164291631915711,-0.411515211849444,-0.415908560355593,-0.129969086540344
stable,0.0630286587510223,-0.0986098975712997,0.0939244532624345,-0.254830382717614,-0.0231671330645571,-0.189169399640059,-0.296116008044924,0.0681482905688462,-0.0215328935167033,0.0854877958807581,0.204479241679037,-0.19014157675925,-0.507940372815707,0.386399532885577,-0.172007035392812,-0.0041008532290239,-0.035587060853688,0.151510126812764,-0.42529932288625,-0.0861022078027717,0.0192411982457937,-0.111283970513276,-0.0999293911129466,-0.123048978610274,-0.0946388603955546,0.424569052314365,0.0589802608517523,-0.249926060417954,-0.0999632729213857,0.318461428386171,-0.0704868633338086,0.154081299270894,-0.116513620291168,0.0294855513409502
stable,-0.0036894638638471,0.298022300647135,-0.277943856669928,0.142682043575749,0.231093389956653,0.1469679965233,0.0864135256345915,-0.0018087283225174,0.166267050832532,0.146422060524589,0.155067386314082,0.140576540965547,0.417523109584298,-0.25957255779706,0.254150738548642,0.088900842882001,-0.0455467458209964,0.0709993191655662,0.211125907154544,0.222798621387207,0.138943155530411,0.232635773556729,0.227933977706442,0.262290687631858,0.0424498121036979,-0.0934698931266556,-0.175598817568298,0.3898568398789,0.0318143874051384,-0.328483359492214,-0.0125913966773525,0.0262964572636241,0.255801570128068,-0.0779716336509382
stable,0.143557708839631,0.0514628523037892,0.669182423808624,0.198226970359978,-0.0068594475875543,0.548810807325307,0.0248073826169975,0.403536551413649,-0.154440044430476,0.173517871246378,-0.151996673737321,0.158149145412999,-0.0359370190990126,0.584869360040804,0.0398580256268091,-0.120920698682799,-0.0168427115381243,0.501948997004408,0.233937352925372,0.517724858529045,-0.0958519416193913,0.650334391616967,0.518544414540256,0.484538900574469,0.528646400619007,0.165240610668295,0.648347408458583,-0.127424170863482,0.172112162934813,0.408428269715297,0.0326463037666366,0.20598545756959,-0.0554068010510985,0.453880103351006
stable,-0.0142832245603329,-0.0940758274321806,-0.0313790674193421,0.195404415895406,-0.0387865265050807,-0.156561765142955,-0.119615169366342,-0.155531403335251,-0.155977039998199,-0.0138547060487602,-0.0148727174992447,-0.0095239369024182,-0.0433228785763201,-0.0349507188811041,-0.248509288571038,0.0110706633825106,-0.114667339468931,-0.0729530329208944,-0.241770353423626,0.0256091653721892,-0.220381923492358,-0.050566271287628,0.000370390030462,-0.0707625232890629,-0.21204373772327,0.0108077474376043,-0.0627374217919375,0.0393370153038144,0.110772925496317,-0.0405673745224289,-0.118377034752463,0.0119316923411843,0.0763030003565568,0.0707046859498373
stable,-0.0039541759043391,-0.0428272484665426,0.297112667774578,0.0729348073016674,-0.0642117489089496,0.324024693773281,-0.0143450988157667,-0.0836224145321063,-0.0871260417066776,0.273788676154686,0.0507507939816169,0.138131052683432,-0.15369582417983,0.319255739622522,0.232951693832093,0.0467894549171773,-0.0178562255096447,0.0004995131832786,0.0591006835697812,0.325267057786798,0.101737141279312,0.254504386866616,0.269676291499712,0.289626310733301,0.323025747955708,0.0837766761277265,0.237216972863553,0.0174418203473306,0.0681359445555998,0.123254265699144,0.0791612379428739,0.0702264915843124,0.0340715585810853,0.175320046231543
