group,CD252,CD30,CD52,CD33,CD10,CD49f,CD16,Podoplanin,CD32,KLRG1,CD107a,HLA-DR,CD141,CD66b,CD35,CD58,CX3CR1,CD11a,CD66,integrin,CD54,CD62P,CD122,CD41,CD226,CD29,CD49b,IgG-Fc,CD28,CD71,CD204,CD36,CD307d,CD94,CD150,CD88,HLA-F,NLRP2,CD224
progressive,0.0312387056145774,-0.0519380092838718,-0.230539400732824,0.46486349743079,0.170996934229642,0.0144935943490558,-0.158368697662964,0.0427964788504471,0.049348536953112,-0.009588681524447,-0.0042471001142355,-0.183482057639956,-0.141894955563397,0.116164512804997,0.713601752315425,0.136464047105661,-0.167170791999905,0.0793479625070063,-0.0128617068592164,0.0894066641241088,-0.103518478441022,0.191791510630292,0.0719572490302706,0.193168657986373,-0.0069154766926326,0.173610211104105,0.194935490758373,-0.0813362219178605,0.0065623766837284,0.343424520142835,-0.0237542899299371,0.395408176735308,-0.0546261999318597,-0.117645425302425,0.0143568111607711,-0.0918995352693261,-0.0548864657032603,-0.15805063399264,0.130824787436719
progressive,0.160331492650621,0.0581425588598987,-0.118000867455573,0.277000772612644,-0.0285252151920042,0.086137293092123,-0.156199253997093,0.0826850481646086,-0.121511994546887,0.0905705874249518,0.0338682644081231,-0.146232992889604,-0.0205297263593096,-0.0111743631226455,0.357639970548083,0.0828162734950527,0.0155934446859606,-0.0878843490671677,0.0813105311083811,-0.0082774335757643,-0.396712246705928,-0.0672556722839481,0.102504268742893,-0.0768424895713337,0.10492952954654,-0.0244064187514928,0.0166230385061018,0.0450261710472127,0.0532775154644213,-0.260654629302388,0.070175965740318,0.0707798898354035,0.163879476262067,0.0839005306843416,0.0405433578230977,-0.0548797492106845,0.0812395956294807,0.0734695856201692,0.257451936156957
progressive,0.082705550650094,0.0357364400399559,-0.204207815078974,0.146386200680981,0.0630141920751071,0.247132434379606,-0.130739500613334,0.105975794511224,-0.255997124217172,0.080847701735478,-0.002052805990039,-0.551274598752825,-0.163344105609526,0.096839763116222,0.443872689781242,0.0884125859108756,0.10870990278325,-0.0494620474965237,0.0991245269383251,0.0489236465146742,-0.293336278671712,0.245864328378258,0.102147771709206,0.265941326171438,0.16965114523302,0.130150274110776,0.17087439680764,0.0397030229508174,0.100727805199413,0.266042155091692,0.0566178543107561,0.196029056954675,0.0596675124234956,0.0099963511664538,0.0702893944962748,-0.109362901549963,0.0659669576370532,0.0304518796216074,0.179793550015794
progressive,0.223927442605206,0.188716938190236,0.235860366455196,0.239529205338529,0.30566910085078,0.210085663433201,0.483917961070492,0.37784781652888,0.573895056115692,0.213623650663319,0.0605209085193352,0.0667266504544586,0.241698292279659,0.592519799320666,0.588847519996154,0.309288732353153,0.344435955923613,0.252064849003832,0.538208742019111,0.165773532846339,0.179909905777202,0.293633615916226,0.221738812279021,0.0883842199469067,0.290758640191487,0.278441234493004,0.264979502626071,0.136899816009306,0.265469573487436,-0.555638585950716,0.143411204180947,0.270957035188132,0.254794717389069,0.332035133520158,0.204242158985655,0.427415636540507,0.172390915828957,0.196654129898796,0.382975508902078
progressive,-0.540188845647725,-0.306884963790762,-0.492296564236874,0.170132107220789,-0.326486725140387,-0.0028260972231027,-0.396649879504433,-0.504201545260775,-0.486238968528469,-0.534568676656692,-0.439663173595,-0.321224908036661,-0.509217834076574,-0.32337999606616,-0.209947458177424,-0.470857255175166,-0.54376133572289,-0.342466186506526,-0.469950036389111,-0.499097278380699,-0.218394793616881,-0.0036254608678955,-0.517718911194323,0.0143271982249742,-0.286246292873225,-0.243096900398826,-0.210511794230793,-0.325377104039586,-0.474179539078472,-0.109628483299439,-0.490398035839368,0.0597948474685726,-0.484967907143373,-0.366277745433602,-0.332916488098215,-0.527489724552375,-0.466805000593514,-0.469405219217414,-0.315262504791327
stable,-0.215570016321666,-0.308965918607211,-0.274826670309653,-0.384218199594184,-0.162700155846096,-0.219147184938373,-0.101389428667547,-0.26933165852912,-0.248457268686835,-0.246235051729705,-0.33868025162379,-0.399702964925213,-0.24014319852768,-0.10176888613561,-0.247702426747138,-0.318249410418492,-0.256911789282949,-0.4789558662061,-0.156943615600203,-0.147646788966709,-0.380795776566863,-0.280380294335345,-0.193536023725852,-0.228254865585758,-0.265682628956768,-0.450173009429173,-0.176324642851212,-0.257069522381176,-0.156002054137201,-0.45806470498649,-0.167417032902474,-0.357944013301665,-0.241543975449586,-0.177349902942575,-0.273804786230342,-0.244782030849037,-0.25241123396792,-0.180817081619858,-0.32659149607673
stable,-0.0753870570578964,-0.0925497769739537,-0.10168442256264,0.122901207848132,-0.0659041506627578,0.124696133926981,-0.161459714741707,-0.0368697301865898,-0.073246378203681,0.0104946881705404,-0.146228224679398,-0.138132720036223,-0.160191094973351,-0.185660529222635,0.0360552510970578,-0.0049894102885063,-0.0467492448324292,0.058571669067216,-0.113267707624409,-0.108933823776533,-0.0479982272893867,0.148886620276869,0.0002867732325279,0.0695483106661475,-0.0176668837757962,0.0522163608990741,0.140056413035163,-0.178398291935414,-0.032229584327997,0.0861694816445449,0.0039253690515271,-0.0764618204878692,0.009134414377989,-0.0383727200888004,-0.0801262225498259,-0.0514508856549071,-0.0510210021467348,-0.133661575107723,-0.113141761298169
stable,-0.0633983305154563,-0.0690738925339849,-0.260411999253099,0.037674533206335,-0.157032799071908,-0.0910962632906073,-0.403865488995433,-0.10936496241347,-0.282319992452646,-0.112685238882272,-0.156186793669848,-0.626316871462287,-0.178114463727196,-0.260211631038559,0.32099158195154,-0.0494953008998585,-0.121433716328719,-0.155255125042277,-0.0832043285364404,-0.074822598014011,-0.462711560129156,-0.0250916392979747,-0.0821817306400446,-0.106930380917201,-0.11940503015702,-0.123118330469364,-0.0381159495025943,-0.0796436365701251,-0.103250367349054,0.159264313876051,-0.103916278075766,0.156677690414121,-0.0806539973049421,-0.135764473576811,-0.0740224176120418,-0.202540032685771,-0.0898567956804436,-0.107094698728559,-0.0608477868261025
stable,0.265455062082654,0.187798515585922,-0.0136314421950286,0.246146644173998,0.146773194775581,0.21163604033511,-0.0104562255790357,0.295138058887844,0.152843563015269,0.246988961163597,0.218664314199956,-0.265940114297904,-0.149677816500173,0.121520836009556,0.585902232414008,0.285573723160846,0.134999547202856,-0.0245021105759409,0.226000730688702,0.106719724407499,-0.118756935961243,0.223289845384148,0.153042291525186,0.250249312505703,0.200819039547882,0.109157549430222,0.288538091331706,0.168874501217052,0.165464710998763,-0.114156596099365,0.165783101350098,0.259858018191986,0.193603742053755,0.188354741158368,0.206416215899263,0.20114649587631,0.256698228364824,0.178398129137812,0.334231389457768
stable,0.130672763019403,0.0906988632150631,0.178707994517241,-0.174683856070829,0.110749620866151,0.142822952331834,0.114854618999767,0.131248340992572,0.325151545673905,0.164094450063455,0.204011802291631,0.372259960141321,0.172304289590174,0.0247025933341475,-0.26916241887989,0.0876098717622048,0.159339620089257,0.145616717973063,0.208045040310391,-0.0231911613898949,0.352944383108503,0.0748342000802876,0.141885110261334,0.141558006328928,0.190863750182996,0.106204189210041,0.2215585165294,0.0557568012865867,0.109014454922493,-0.653199592793108,0.176527960938374,-0.0632762713944875,0.203985193936824,0.219213817872979,0.18662545911056,0.251284480736482,0.186971192975704,0.136799656602564,0.061072398137685
