group,CD137L,CD154,CD19,HLA,CD90,CD194,CD4,CD14,CD45RO,CD279,TIGIT,CD335,CD326,CD146,CD32,CD185,CD152,HLA-DR,CD1d,CD58,CD96,CD54,CD267,CD41,CD83,CD226,CD38,CD144,CD158,CD305,CD158f,CD85j,TCR-Vb13,CD88,CD258
progressive,0.119447915434742,0.140525834682707,0.282277087279794,0.306272860867109,0.271608537800675,0.123917944003532,0.162760301540934,-0.0293381394661289,0.0520758719557942,0.199511835660197,0.291272136414894,-0.0356840160460908,0.0742009673063389,0.0202858509890627,0.236711049402542,0.235199571862187,0.0686374739042289,0.271816941997221,0.205894593557072,0.246506569924818,0.0702089093463965,0.163510716026667,0.262142711694615,0.040531981596023,0.205429057460917,0.143297099345533,0.141440640860986,0.162226198761897,-0.132684295343444,0.0275646173686418,0.13042546768964,0.118450579751517,0.165986534858067,0.267450620871909,0.07294018974711
progressive,-0.0274436675092013,-0.142675735915423,-0.0565200378154411,-0.014276681737954,0.0462296041761919,-0.0445878659832374,0.0001014844102459,0.0044160338597983,-0.177989055828148,0.0365139211595405,-0.0694779544358065,0.0322524838350389,-0.108425302944294,0.0542990708191966,0.227694078373577,-0.036256335635114,-0.0569360821435483,0.176627753794588,-0.0462313348138016,0.0224448159997474,-0.0668644126477445,0.164184692791724,-0.0577886014672421,0.138835070604048,-0.087689952337602,-0.0441178787790742,-0.271757791749645,0.0777205814826238,-0.0095681800780399,-0.153566967032675,0.0349348976206798,0.0503776056231752,-0.0260866216729579,0.147766449090641,-0.0197668293878236
progressive,-0.234218290123186,-0.150298323095738,-0.233564809445335,-0.526791727454301,-0.153673333636981,-0.187541368559856,-0.475866882554411,-0.474305665315397,-0.162253560573825,-0.192569959686673,-0.283403400397095,-0.12090355370366,-0.120856320118331,-0.189932453613545,-0.654213361403721,-0.165357067870684,-0.303416413974254,-0.702802051645094,-0.340230237126813,-0.387111194422065,-0.263149902731918,-0.572365523836734,-0.201798470484377,-0.179299978931893,-0.140252637528696,-0.231478290188517,-0.122168279898427,-0.329836711231614,-0.181331106618776,-0.403141756380989,-0.299414039854552,-0.544115108789314,-0.256689182110148,-0.541877547515025,-0.23490916016457
progressive,-0.110935405237947,-0.227950665638768,-0.240898022909389,-0.082539810859879,-0.195597301668127,-0.179689888860477,-0.358514057655011,-0.164959912607144,-0.159568135505309,-0.197899502287542,-0.23198638573719,-0.182832374825184,-0.115292789307342,-0.0885790903448395,-0.210867823997253,-0.330995874606199,-0.254319644740711,-0.144209117435944,-0.113309814361858,-0.211497320929525,-0.267544776098084,-0.167332137595782,-0.137266720299954,0.178933503714916,-0.0563668220208132,-0.195527618740291,0.234403679771063,-0.149973956623128,-0.215049540950359,-0.0005730350800779,-0.115613546825003,-0.116393111567224,-0.180565382668948,-0.225679316557707,-0.177932183409006
progressive,-0.0600749572165926,-0.0314720090119052,-0.0938744288936529,-0.0777397739295635,-0.0749881004851742,0.148289237055287,0.0524493334466109,-0.162952893617553,-0.0053325133677988,-0.042013901586439,-0.150573767913057,0.0411262742397438,-0.0544366208525835,0.0171138605236717,-0.0437227294823419,-0.0628886126841515,-0.0053867343620668,0.136985167394146,-0.183954353938937,-0.0791533756055622,-0.0582169634454335,0.199069572980961,0.0341199288766359,0.0036094735042498,0.0681756387191837,-0.0398284896366953,-0.221117756737753,-0.116849590891387,-0.157357819238612,-0.110023837330274,-0.0828795908386367,-0.031265467402216,-0.161052693575389,0.0838506982804951,-0.0587007460801296
stable,-0.323788727737961,-0.216275840200798,-0.205518938304137,-0.476532605502486,-0.300829436012817,-0.305457654582656,-0.432650106555455,-0.318543555638762,-0.179192194357335,-0.361579745273237,-0.345492348837593,-0.171882638459223,-0.098172944269047,-0.163771645353342,-0.33645294469982,-0.322764831748618,-0.321668243018937,-0.333232546821386,-0.326353432765118,-0.459683770098877,-0.385852093333558,-0.212704210142323,-0.183302443776054,-0.23191202450563,-0.284318352497182,-0.351065030423329,-0.352371601673217,-0.395745435094098,-0.180393314947061,-0.474029863565992,-0.347623766407301,-0.363357137912416,-0.34967501716716,-0.387532564596661,-0.346941152229398
stable,-0.0874122455258162,-0.103905060655828,0.0044318657602884,0.1050533389029,-0.140085436364375,0.0405476366080255,0.0326067248427574,0.0889412860788594,-0.0692249397238347,-0.123161982911646,-0.024681845369091,-0.0463454046778442,-0.0405025147493115,0.0221863049737175,0.0590993467473786,-0.171946217803583,-0.12764387854403,0.30400180916898,-0.240578450055187,-0.134502547090946,0.0398785939744567,0.245384416462118,-0.0128221433077048,-0.111711166092079,-0.0173823999655202,-0.0124164134682601,-0.0956034181595453,-0.170563303407772,-0.0158239191682245,0.0346319239233544,-0.131254516457095,-0.0381416178269231,-0.183614392294473,-0.0617185496671009,-0.107531147002789
stable,-0.162668147067845,-0.0299187162744453,-0.103046603047974,-0.287764793856254,-0.138836865875518,-0.162225706737809,-0.295364297629673,-0.111060839639542,-0.169003616327835,-0.0854881984520778,-0.0935099941311769,-0.126350565043013,-0.159468196852834,-0.0308117261445928,-0.149725466019113,-0.109296013860927,-0.166886065321679,-0.389116086040843,-0.0861486557895648,-0.0108126905414905,-0.136169093455931,-0.344957192804722,-0.0740835112242411,-0.141938767404578,-0.0638798960395947,-0.198463811813849,-0.0508627162700653,-0.135270038442807,-0.122521755657592,-0.180441117324583,-0.0758516251021154,-0.311432964969972,-0.143003085068398,-0.0503820812315572,-0.134422050014611
stable,-0.100769198998202,0.0166412795025976,0.0509042397996714,0.050217988161949,0.0152014841680808,-0.0622352288841138,-0.160027883219389,0.0028786571762754,-0.0601611074153166,-0.0726415493286051,-0.164113554802666,-0.0843753665948941,-0.0210535300159603,-0.072932719431769,-0.206192617644572,0.0162405336394821,0.0430661618979827,-0.245735577901739,-0.117395144232731,0.0151397002625157,-0.0780659053465596,-0.0660110629780229,-0.0881517884716596,0.0968998781429563,0.0301986780398436,0.0296043673874151,-0.0204993336051588,0.0533509487282789,0.0786919290201339,0.135614485165191,-0.0283003879900286,-0.117988355679208,-0.0604042465771555,-0.0682113741858026,-0.0253765540097581
stable,0.0937738314438002,0.0828041287372856,-0.0259174571460147,0.162913629240537,0.0158035504394058,0.0503835008214007,0.123481285949158,-0.0417278054918766,0.12607956855686,0.016538052885751,0.03859202541766,0.0788614212893751,0.216147341850001,0.142992281268549,0.16043013737268,0.0975107224882919,0.100669079021756,0.215637592115737,0.0253102870788393,0.0401950524195542,0.0715410972511368,0.125491543495731,-0.101690790022103,0.287502821030922,0.105478466475737,0.266009364181598,0.0734691848076829,0.0513112636694017,-0.0300386779209198,-0.0272627498294687,0.0441595702651956,0.11824247784515,-0.0175515850068567,0.186080220012139,0.103590537809492
