group,CD3,CD33,CD117,CD49f,CD14,CD16,CD45RO,CD31,TCR,CD32,CD185,HLA-DR,CD64,CD66b,CD35,CD24,CD66,CD54,CD62P,CD41,CD226,CD29,CD49b,CD18,CD38,CD15,CD71,CD36,CD305,LOX-1,CLEC12A,CD328,CD82,CD101,CD224
progressive,0.0805163933814048,0.588654588549969,-0.106648220034172,0.0265496296484977,0.164762831723124,-0.215717262650355,0.0885792381219906,0.268504101114846,0.0661020535115001,0.0364601235405212,0.0133501706467518,-0.205618689711218,0.568656601991809,0.163757680678963,0.736403913357973,0.148207360894805,0.046002260336358,-0.154805467855591,0.188330640929292,0.197400886659033,-0.0336825168311957,0.227031773316173,0.114085847236309,0.291014908835048,0.165313574174008,0.0719031440534489,0.516286771871711,0.447002071864211,0.285497763966887,0.068429541960702,0.465473159414338,0.0590665926189211,0.02641350810821,-0.019815894928377,0.280325673406794
progressive,-0.0400248291643326,-0.118908703090465,0.056076092369874,-0.0812857873080819,0.25798401344763,-0.0290964044199272,-0.100767306744525,-0.0019776701527799,-0.0733790191366648,0.316072487786101,-0.152795660341895,0.240136432638919,-0.0011261853797326,-0.0949598164494916,-0.137400210039271,-0.103008386976603,-0.101342556124253,0.478974595213008,-0.0497657915957555,0.155814581561564,-0.032263430097797,-0.0612891610552406,-0.0292909566184922,0.212665806998224,-0.298232531042148,-0.142343647101114,-0.365296154806516,-0.157541101243827,-0.175611023472515,-0.0564212812767053,-0.194319826689751,-0.107780575426351,-0.0425581334205144,-0.209716823525046,-0.150686198058178
progressive,-0.0477803149317402,0.560196388860393,0.0937493622454114,0.402048843005261,0.275029317982831,0.0407350075478891,0.132082559749565,0.488349185879093,0.220493906693939,0.0656921359939443,0.166068827328172,-0.0211373803271996,0.380731817736465,0.113220976423848,0.513510378363139,0.153221286048017,0.135917326342556,0.187003668303419,0.335866799991694,0.395026747104641,0.305788025118639,0.44277935941288,0.303791585115762,0.393364015696768,0.402057955755249,0.210431103535392,0.448920476497712,0.47617063276984,0.430591405797055,0.131891476981269,0.47400482652394,0.293325224275556,0.408559153371046,0.403446229885192,0.296118530033017
progressive,0.0423523325822956,0.271525057957881,0.363920027206443,0.354500946826594,0.36440404901881,0.549558336024397,0.24982498700083,0.229519251715862,0.36235241749872,0.506339796003924,0.133293816923536,0.0304905977103673,0.0189590156172798,0.603311499321993,0.567410122535043,0.491785849259884,0.451410071592057,0.12087379586972,0.412270128561255,0.224093126583425,0.346186775450691,0.320997400627622,0.322197971576389,0.249230276620788,0.003769623388528,0.41900770046202,-0.384961977988174,0.264314537797892,0.0379060449427945,0.485854241185905,0.480745780865432,0.41239518350688,0.313020126944878,0.307105674188984,0.410737816571555
progressive,-0.141948152477303,-0.022919289733734,-0.426399852003102,-0.0612373766119303,-0.156174420125426,-0.166133289871208,-0.411050615044947,-0.108262297042108,-0.404914160750745,-0.241382196531887,-0.444994670052645,-0.332109388391622,-0.204660897425929,-0.127070993310935,-0.0815393597565033,-0.3667311478776,-0.145007678904437,0.027320634665413,-0.114247583240329,-0.136626281307087,-0.228483729683455,-0.085056085492644,-0.178314195850474,-0.0889536868214802,-0.0989291222199505,-0.275149820294727,-0.0097109455938087,0.125622941285123,-0.278523689707795,-0.306248476498524,-0.229070167600043,-0.162961800915687,-0.202832796656858,-0.21130352121339,-0.217629819383127
stable,-0.401822740052443,0.0259601070011596,-0.0025230803754571,-0.0275911519038834,0.0177852563657556,0.0624282128873668,-0.140490079694237,0.0326269144997824,-0.174740014575883,-0.0815079661320181,-0.070336006875213,-0.233732196957061,0.0121361738423451,0.106149067693036,0.237805861382702,-0.0419495251144953,-0.0616736464464462,-0.141723022420294,0.0345528609877293,0.0397284434885714,-0.129266965069352,-0.0588120494552345,-0.153594102246107,0.0799805447320193,-0.0344882852094111,0.0165164003566308,-0.0261576308839028,-0.0074810834766991,-0.17713516154072,-0.120510131730853,0.063608864948436,-0.137207538410163,-0.144614672708882,-0.133961040008075,-0.120033441873438
stable,0.0035673295904528,-0.0837341384545937,0.112713926748984,0.135195898971616,-0.0358661080106334,0.156632641089639,0.196453356171026,0.0106613329612981,0.0841298967691118,0.170291587790859,-0.0375274128790072,0.369870889595604,-0.130323786265709,0.179466900699394,-0.25688538910296,0.153490410597371,0.040668516383396,0.286781500657892,0.0952663470589387,-0.0529887744931048,0.137394635180445,0.147637395834771,0.0483292088503225,-0.0098782725883096,0.0162898406205616,0.135518785361455,0.0087857120576474,-0.17533771432161,0.295749237969627,0.238332443310775,0.180211715118813,0.254985676698744,-0.0521586417184876,0.175432244939028,0.0982422064455302
stable,-0.147243674394656,0.0310211401838371,-0.0619765105487946,-0.0876284332569779,-0.0144584022566268,-0.294957761392895,-0.0030244273324826,0.088163025332604,0.0139620536772481,-0.0421398360064261,-0.125348717944041,-0.526238799120012,-0.175335442553579,-0.11582253227934,0.488655454208747,0.0546363204651107,-0.0124381280420603,-0.393206297692117,-0.0427946718976299,-0.0678617141810922,-0.0551578650405663,-0.103086816336613,0.0182950897655725,0.194843114136976,-0.0067388831615922,-0.0530914702660149,-0.0493019184436206,0.101981936798153,-0.237914777047173,-0.131403772563606,-0.108433311221942,-0.117205551278166,0.0730752842064345,-0.0100012714302587,0.0272577285038962
stable,0.0293516689980765,0.0948491179306236,0.0107753829276605,-0.0541340533672401,0.12796311933866,-0.162800081901294,-0.0432148867905913,-0.087256317724987,-0.0423071907174307,-0.222433779874913,-0.0611729909576323,-0.603152561594513,0.0641381977523005,-0.0670041343458151,0.407445504918557,-0.100947109493454,-0.0976722455802244,-0.419043379599015,0.0506896952332955,-0.0105782887381654,-0.0801702324900286,-0.155897289676383,-0.012276670044998,0.0124291686221342,-0.0033608880504449,0.0445127419254758,-0.0303890146845712,0.0634468641216348,-0.238214426662719,-0.0397249612384349,0.0350190201750456,-0.108040436372866,0.0786904098459497,-0.0887592079235543,0.0547084775846709
stable,-0.147170770345096,0.280729065918524,-0.279039225016771,-0.290546505640384,0.0621017609612613,-0.16052622194806,0.0219488798535769,0.109650770094834,-0.12489261415682,-0.256644459035105,-0.153500871512334,-0.501143690678691,0.401566556488476,-0.0354826217567912,0.53063635083907,-0.117936715880265,-0.0842279158343257,-0.307140644641352,-0.197737431652068,-0.267557241776737,-0.259911102566161,-0.160240847352435,-0.275399866023953,0.186388947435997,0.154995285053527,-0.100055811615888,0.481800122975996,0.129528146101306,-0.0114436247103943,-0.0605622095962043,0.44020805851023,-0.0531866205840708,-0.0069450268873626,-0.0723332479062075,0.0511581254912316
