group,CD40,CD33,HLA,CD10,CD7,CD49f,CD4,CD14,CD16,CD5,CD32,CD27,HLA-DR,CD1c,CD64,CD66b,CD35,CX3CR1,CD24,CD244,CD370,CD54,CD41,CD163,CD2,CD226,CD18,CD15,CD71,CD36,CD49d,TCR-Va7-2,CLEC12A,CD85j,CD224,CD258
progressive,0.171281848582593,-0.411491305280795,0.130027656112096,0.107404675431914,0.0729028659203453,0.0488038849717297,-0.0717126329615704,-0.224462688697471,0.311126994893128,0.205899863271704,0.121827760694704,0.255407410783304,0.189460998599747,-0.177238588126101,-0.317473346221247,-0.101383534501433,-0.547218980450874,0.158213214397767,0.0642016805061162,0.172652982635833,0.0664030482545305,0.275509876297477,-0.119456793437191,0.181691297684504,0.01101402562353,0.125116830932836,-0.131686042964803,-0.150918604985139,-0.310993433573017,-0.367182156683952,0.317543106017578,0.115175418700813,-0.392210021650051,0.0499737038884976,-0.100412810149046,0.0377190481542162
progressive,0.0695819259533998,-0.218764822957377,0.273433143494041,0.154619079870981,0.0584322813057608,0.0839920213871813,0.186492828856207,0.260602579694362,0.199090238589804,0.0975086987342795,0.488116816153756,0.190791361579612,0.406034293237516,0.0817454626059233,0.127683045438772,0.0439710976668933,-0.210222776798304,0.1057839163912,0.0902256795468299,0.367571567422251,0.116152618562937,0.646147159934929,0.329651152216949,0.203277474809793,0.0014294310324277,0.208249697748492,0.156240758902955,0.0058041741253124,-0.04200235985069,-0.11360985040604,0.34977145776241,0.0602751742587672,0.0445650965481145,0.337090139703302,-0.0688028383653079,0.101307791191935
progressive,0.102209562736165,-0.0080189277885339,0.284345139842811,0.0717011424638698,0.0418725099662725,-0.18651334977459,0.393669812610665,0.239511672532027,0.215635563530225,0.0409170174702307,0.49825080756871,0.0535129422357833,0.665385693915524,0.0594511177721012,0.12509646090024,0.0356706354785406,-0.253160921617682,0.0301155996558523,0.0110830086658663,0.188735996035518,0.0793942779266069,0.458362916586642,-0.134229884939602,0.135699961268826,0.0184439487093084,-0.0292638377276311,-0.0350683592518382,0.0486722411551681,-0.384111699742141,-0.0580629356022423,0.280299550668921,0.0634454828678036,-0.0767825075448594,0.353129055617499,-0.0185474084412876,0.0354455810729514
progressive,0.215500301734402,0.0513376724762086,0.214694627712096,0.283795225217842,0.105292191890913,0.206968170124084,0.285518676108772,0.290396333495781,0.398554360173853,0.0646504417580697,0.440714428518497,-0.013088766493552,0.184607693724876,0.0804839408367531,0.143571988234881,0.394977121987558,0.254024592170123,0.197878790521317,0.350633263736871,0.0926711560112092,0.0799383127611384,0.35981530015979,0.171590328921675,0.111510031578654,0.0063182336212143,0.189388483642002,0.233002547115434,0.309939831700847,-0.137004420287816,0.198228006357636,0.173813859451749,0.049203603907975,0.146526440764802,0.231374386058005,0.272075125690148,0.135433507155652
progressive,0.0541324541770938,-0.361375440062018,0.180329812935572,0.195447592070026,0.037997764412975,-0.0596563432004043,0.123053127374704,-0.0580494792233758,0.368851158105059,0.177559993066007,0.175831701729819,-0.169660042135309,0.181802916682449,0.463626888206706,0.242000829636616,0.317911127898546,0.0697007074364645,0.350073115115557,0.1544026172294,0.177910942000028,-0.0100977527633373,0.0278037651813111,-0.131150793022984,0.0940067706519731,-0.0304040121171863,0.0762968082928386,0.051060073139266,0.380541254245427,0.20846972453509,-0.115870188607765,0.193546430855986,-0.0929950089020942,-0.0800395141910791,0.205384842794717,0.101096153780621,0.153647601503958
stable,0.0730193187934543,0.036840091207028,0.183965241505452,0.0128954788781102,-0.157200972628299,0.143367759533586,0.162684903392365,0.256827788706176,0.0898860848967558,0.0134731170875124,0.121168718310806,-0.063028042529108,0.332687949567983,-0.011610193172138,-0.0093941291621811,0.0105553841303841,-0.152186012172159,0.0477728024487744,-0.0280664500312656,0.0963393934903728,-0.101069267263502,0.488880961437471,0.251550078261158,0.113424052999855,-0.115574547034428,0.105882822074618,0.0441473110761819,-0.0213938871886476,-0.223494843014324,0.190389454743927,0.292772956741397,0.060471784863466,0.120954025656815,0.158899790201707,0.0989883195079504,0.0022963700621658
stable,0.0094896187915905,-0.251322323585716,0.112558659365956,0.0640098724473488,0.0131024286049544,0.119491209268069,0.176793117806367,-0.0950314444243431,0.17786712871101,0.0351047822126154,0.147837710793964,0.0177412941218408,0.429033142781022,-0.032354414294474,-0.297067952441014,0.138461950674939,-0.429985537199441,0.110689864743312,0.0930421676383558,0.0546557361762233,-0.0041325215603198,0.315243842702037,0.0471813751570735,-0.0775279660327945,-0.0171265211698905,0.085448888361757,-0.117946536012197,0.0986438432153506,-0.11375503733063,-0.304357166429257,0.207171202086955,0.0580756448146334,-0.0343437058001016,0.0575563977998068,-0.0030154633736909,0.0778696227287489
stable,0.390291073629752,0.0254084514790348,0.383331279473156,0.147296077899161,0.0293274726941018,0.18797611300021,0.450184657107061,0.178635662793627,0.378627079540915,0.0585760851913668,0.324159062387487,0.109406942813551,0.673491080550112,0.154780563814098,0.263845388274584,0.243945432874155,-0.29485039340096,0.143571397131414,0.0558495794262226,0.182953590375284,-0.0341944720268014,0.546484735200395,0.21981322497564,0.175657862091619,0.0444483063569574,0.161649047992334,0.0292125994697478,0.110303388752646,-0.109373761866681,-0.0540171303288354,0.348986631078992,0.0378744287172452,0.116164145452879,0.472626329553429,0.0743634371786652,0.113033193169746
stable,0.0648416061078907,-0.008596566744664,0.285865474841551,0.162124206121003,0.179915883105652,0.152453565232703,0.32178509063093,0.0071496605632059,0.252995819178509,0.179685328801169,0.313742551333493,0.141989799801469,0.635799408864065,0.411713713377714,-0.0381796773538176,0.160502337068719,-0.328936576567277,0.281021139443269,0.108233122600792,0.190855759457401,0.0972265332554894,0.482091050608775,0.13388660237542,0.303621815288441,0.195804351672818,0.218675975164485,0.0715096365495887,0.0983087678574595,0.0014053553456692,0.0369031577528315,0.383252882825036,0.0799612429973389,0.0397074255835865,0.379673582842937,0.0143363037376337,0.0833949788973631
stable,0.0520061215528156,-0.177675538884879,0.189560851921386,0.0468731544997411,-0.106487790338906,0.0597221046282209,0.200562063027845,-0.0999026546693227,0.227388070367413,0.0354857572339086,0.244816755159257,-0.0665075455866792,0.541615373234676,-0.0189712452983901,-0.280889106708174,0.133532031741617,-0.473186401545632,0.0077454086095433,0.0190491061686876,0.199568441172818,0.0034224601193371,0.454100077215239,0.0468126551993768,-0.049002600630991,-0.0261493783073592,0.022331373321873,0.054213164481529,0.217730028257066,-0.601779644210683,-0.111591070062413,0.292218246981658,-0.0211012780809769,-0.386745890901135,0.154938511438518,-0.132675632684043,-0.0040274106341927
