group,CD30,CD33,CD49f,CD31,Podoplanin,CD146,CD32,CD185,CD152,HLA-DR,CD64,CD1d,CD35,CD58,CD39,CX3CR1,CD11a,IgA,CD244,CD206,CD169,CD54,CD62P,CD122,CD41,CD309,CD226,CD29,CD49b,CD18,CD38,CD71,B7-H4,CD36,CD49d,CD73,CD158b,CD158f,CD307d,CD307e,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD82,CD101,CD88,Podocalyxin,CD224
progressive,0.050208502619869,0.522627405860584,0.262413113687087,0.285949376053919,-0.0015613863127395,-0.0543003753268788,0.0261783555372184,0.0316377115227404,-0.0086513945395665,-0.119711096650681,0.395133517231573,0.176880976006883,0.657513829220283,0.210154764156786,0.106792123291086,-0.0704355403509313,0.06090335864257,0.0239409239533225,-0.0130297888599096,-0.0298612669873978,0.227003882429643,0.0358645656820488,0.408270558461054,0.0598181330299315,0.450005042179035,-0.097655402428601,0.105653481687539,0.26831805083466,0.290030165904184,0.266373268676442,0.0854420735635862,0.309585685164749,0.112651054251433,0.477976865937383,-0.0996216270771794,-0.0330236093431358,-0.109715823364677,0.055734846988379,-0.12270453021874,-0.0200110478652562,0.357942946710476,0.234478515948223,-0.0462348914795584,0.199379955560219,-0.0363218022676717,0.133605358479384,0.0336916312574199,-0.0739553956558183,0.0397085365963518,0.206351482491829
progressive,0.0455183253886844,0.133760965003793,-0.131827889003602,0.162645810701427,0.0585595054808182,0.145670127614467,0.260470164875093,0.0488811127428464,0.105904028967221,0.0705904055471516,0.0722009694940489,-0.0005783685999344,0.158400433694384,0.128077623757694,0.221782966684817,-0.0037545579761821,0.128916672914026,0.177833536771079,0.363785061798365,0.0133556673667456,-0.102144008107259,0.235259896174133,-0.133013150286432,0.0862613316138026,-0.0036836353489771,0.0273520722302053,0.0066536031873925,-0.029039315191165,-0.053468013521255,0.338723296227607,-0.0005710016528466,-0.105751025040532,0.130292802402297,-0.150379573054352,-0.0279223465574261,0.0933618804370767,-0.0261192677695068,0.122613094589738,0.0970903096907656,-0.0329395922182709,-0.0428771659668663,0.152171021652319,0.12104395438696,0.103050248742247,0.130149926625883,0.0903054080348881,-0.0081016545223294,0.277563555644371,0.0469878109762112,0.16197855639748
progressive,0.409841697078705,0.555024046840692,0.495884961087348,0.548764049609308,0.464534759439215,0.281853102489937,0.290447738472281,0.286145199739665,0.327963595934478,0.0672910867318746,0.339870816767822,0.424708448105362,0.615611077009559,0.510770429237137,0.313379811420284,0.432428340555748,0.415901070122956,0.48524597020376,0.287158450691987,0.293342803526418,0.344029332291005,0.270360682631165,0.49419499701372,0.365016060188932,0.529972692270462,0.177566921125954,0.483960159288549,0.548614859544283,0.458836675603922,0.461939317281952,0.375064751494907,0.321745551135277,0.410447767358245,0.542054500342903,0.154083868526454,0.230374522762747,0.227363528347131,0.449266062334696,0.412219971049716,0.245861701287014,0.498398550586595,0.444645338871939,0.341503769174834,0.468990461869505,0.393591038810152,0.502159946589441,0.481717266205778,0.367948539870065,0.404062946951148,0.453803011313165
progressive,0.220467303195299,0.355133670722191,0.148796015670025,0.227886336949911,0.130098504309625,-0.0204693270050559,-0.0895416069483042,0.120515701476822,0.17493624252123,0.287286281015165,0.437299018948508,0.125707798429801,0.185356378342231,0.167447216858231,0.100229991344502,0.0186049913845678,0.215911960000761,0.162618417366153,0.008389216500061,0.117389896162184,0.610042115567261,0.152417467004758,0.137494173379715,0.0814768362679892,0.176637633954622,0.207877773471453,0.0439031608461774,0.264125084092769,0.0501311350918694,0.309894517099043,0.423458880576775,0.4469332762446,0.242892930586702,0.218909097077383,0.192710601350113,0.0937906915356046,0.246223011069676,0.108881755853144,0.176463381434931,0.129788254634832,0.282339682672566,0.332846406846223,0.283391335468687,0.290713039665473,0.211010200089346,0.087137035367133,0.194294750474519,0.0367781384570272,0.176132711062741,0.0385830673931287
progressive,0.153721961956188,-0.0581508234949807,-0.0335218609078798,0.130219720667549,0.174611542118247,0.242477229480804,0.327851295838119,0.401746035097723,0.346291763633194,0.214289940501279,0.12813428581496,0.282338600607563,-0.0294563998500264,0.363559315346944,-0.0402787413645643,0.172979069425486,0.199945550500233,0.29750852005051,0.0893211993519825,0.418352747058047,0.175775684252669,0.200008113409386,-0.0838650324916698,0.408319467576119,-0.0665202641648499,0.105522958234317,0.105582810834265,0.13227174607544,0.157563136687752,0.138647237990612,-0.0645772287124676,0.212374333909267,0.212697387409777,-0.102079342335126,0.18488563468533,0.219965956081701,0.36928655951816,0.274420811289358,0.230839914305766,0.012176137229033,0.265232075392935,0.386659426882603,0.340427322874704,0.297615354660971,0.352423577318755,0.279130857835694,0.316876254397984,0.336042543186571,0.323023378352423,0.213953092980933
stable,0.18079774966351,0.445730507513203,0.302618841027402,0.405335010603794,0.18753942468261,0.0574474582313378,0.304610528126839,0.162744284600599,0.125243211873983,0.196309854811472,0.228156892728598,0.200846809712297,0.470148700459624,0.316107448090454,0.231753088896864,0.103766045292238,0.274951260274174,0.118933946377966,0.23872960151719,0.154238446582821,0.434085573512112,0.375218465448713,0.34492063988247,0.159664063978937,0.467871809815768,0.0710866345670131,0.197323474454559,0.312431387473894,0.254538238583168,0.423864180500943,0.263918254991262,-0.058676186779868,0.116080377170809,0.376616410343985,0.220906675603539,-0.0585295390017728,0.12878734774914,0.125313021473291,0.145151838955767,0.157451459499875,0.263054909955246,0.295231397300008,0.261950260238204,0.228496053645601,0.262163913001807,0.182300595267888,0.172173005538143,0.198245782807842,0.152027364179894,0.262405943185348
stable,0.191490861416978,-0.154462143276864,0.131056527351123,-0.0492653455683364,0.218682026755726,0.16902517755906,0.192219582458205,0.209248018863814,0.195103339203567,0.0794391640875441,-0.004338055252751,-0.0030648854431884,0.0022879444949769,0.193092715353495,0.250127900867369,0.196318914423707,0.0466710237815908,0.259404043380949,0.134380960501189,0.19829993319457,0.160029176603076,0.0852627828779134,0.116560146371328,0.239165620504643,0.137881723130452,-0.0142178259821529,0.258008335203116,0.0413787776620608,0.0735388479709324,0.197759656947466,-0.12933683157669,-0.200898203392134,0.145130663771787,-0.204267405316239,0.100494751656875,0.0477474634316285,-0.047123337047409,0.198507451539494,0.118411970284051,0.1980686669976,-0.0874081312486187,0.0545349331802368,0.184710172162362,0.124998962780872,0.0734896400358655,0.155062984593704,0.0595721704806166,0.299818975809833,0.211935415861873,0.209052408689778
stable,0.0847831476002656,0.0486425321287675,-0.0346403396431393,-0.0437200596117443,0.158365850436649,0.078313428992639,0.403647311758491,0.025777236307226,0.0708945864323295,0.188810812597857,0.0714119728071694,0.0852721724842179,0.330095155250692,0.123360682770915,0.151635125463905,0.0385986645307264,0.0604269297006315,0.141699690893844,0.170905919868933,0.0272190081713989,0.220146836194199,0.0987013312668578,-0.0759288332711209,0.0008452832165009,-0.0059458411941083,-6.23463073684776e-05,0.0797552413876675,-0.0169056169283873,0.0128860749371006,0.335205114590506,0.0403538867713301,-0.393896945444861,0.0550267595853429,0.0336681336665332,-0.110288270462472,-0.0540891027666314,-0.0520608587958567,0.119231886280079,0.0265254760389233,0.0376523011067367,-0.0754650184593294,0.0245504921230004,0.116933990054452,0.126078580101181,0.0495696109472671,0.0974590912568989,-0.084688707952327,0.312394162958586,0.07875531535238,0.134214140902677
stable,0.111725878290525,0.1527934977809,0.0892798615927613,0.140433915970465,0.255720123923944,0.0480564601290818,0.364957196542588,0.160829053854237,0.140567416282638,0.248431145567124,0.0172357330427977,0.173611118186541,0.223821508305203,0.19778447181838,0.329550251577879,0.200634016995548,0.14278558065086,0.253204990246434,0.313763030480823,0.149462496077002,0.0934015645965754,0.213199627317848,0.123305414257945,0.119652357524793,0.134704774278984,0.0584050353689661,0.163365499058433,0.169968408248007,0.170025820924704,0.268490578458747,-0.0524395765988654,-0.12381635495829,0.179120849619462,0.0674144273052871,0.0945028889085853,0.07133569774008,0.0796736733753208,0.200960416442489,0.211562923126178,0.0150905713556465,0.0669792768493626,0.110994677488367,0.22940452660085,0.134190482125296,0.187398513558005,0.181047973706257,0.0678946898524761,0.296983333586659,0.199771434125219,0.239394850133595
stable,0.190445784767652,-0.0938385154660682,0.331656484905171,-0.0312243205460014,0.288730971782883,0.111764665841775,0.380296093528528,0.259516601800173,0.2096313968353,0.574015561315817,-0.255482323370024,0.186069460208448,-0.379578141241366,0.215206687600031,0.181226071239833,0.253089618967516,0.260438911705054,0.211188474491268,0.395050184499538,0.184967339309621,-0.0412549271864643,0.441714133930383,0.305575969822456,0.246538410775403,0.300888345036731,0.139770577370872,0.385727441148407,0.316784138773198,0.353721755326532,-0.0099169845890102,-0.0246488960996392,-0.435684432468351,0.300207218896045,-0.0485789872464387,0.348924396354545,0.153751346570841,0.0616361587522848,0.31286280430287,0.302673170679455,0.0285810890982785,-0.253133413378485,-0.0714388887026761,0.348980580982047,0.0089022665471231,0.258896451270477,0.161170594480833,0.246012759784135,0.375884668536376,0.2515448718692,0.127847930947184
