group,CD155,CD70,CD33,CD49f,CD4,CD14,CD16,CD195,CD32,CD27,HLA-DR,CD64,CD66b,CD35,CD39,CD11a,CD54,CD41,CD309,CD2,CD49b,CD18,CD71,CD193,CD36,CD207,CD49d,CD133,CLEC12A,Mac-2,CD85j,GARP,CD328,CD224
progressive,-0.0179553741231643,0.355699597552392,-0.408429614021265,-0.0251859141802002,0.0488446614561246,-0.195809150129623,0.279229366141386,0.0698678052844353,0.16129605835655,0.0768441483056716,0.298609740479647,-0.371703456241698,0.151152314703755,-0.630660289117391,-0.195219022903909,0.0459241045950884,0.156707676864142,-0.189291857538166,0.0217611610302319,0.0160888424931059,-0.0944997550315939,-0.318531296103706,-0.298165078359645,0.0549677028743473,-0.372567644395759,0.108959360676668,0.267087986716454,-0.0186813313738416,-0.346952489469779,0.257057343421629,0.146090145429573,0.0719772642924827,0.0384308526624558,-0.162986621085742
progressive,-0.0418964991731138,-0.0717378682681921,-0.332620708136318,-0.0348868068005126,0.181512184263018,-0.204408812877603,0.0773355360456223,-0.0762738315231139,0.0626847224504031,0.0403677058198109,0.138695765753277,-0.0122034123630888,-0.0716946817073043,-0.417539233103989,-0.0930464364439308,0.0701033414915602,0.239525884458726,0.0751360875978925,-0.001026098913633,0.0091720329360032,-0.0633963156671512,-0.238806664287258,0.120701925823621,-0.103176920403853,-0.110150969998694,-0.159772206581331,0.314470904624391,-0.0166036410799228,-0.145457149802586,-0.0037255871057766,0.0554738543054979,-0.0711504572783749,-0.115386255911955,-0.228459635437085
progressive,-0.0573289853355337,0.0075762111483262,-0.219260345851064,-0.224908328363128,0.327949924657956,0.0812336137568414,0.210443885058387,0.0402140634310275,0.396305202299936,0.0364762786215802,0.531274021761491,-0.0871414177857277,0.0036916978284983,-0.354925195782179,0.0419858374538035,0.0542287682739257,0.344507785030444,-0.202863787707355,-0.039210621344086,-0.0132001186429232,-0.0954894160631575,-0.141661919419881,-0.470426483348048,0.0031769340220458,-0.209483181782606,0.0260516314988951,0.237327979529575,-0.070335660192894,-0.194867915783063,0.0119059633478406,0.226064754424076,-0.0217819609783301,0.0479140162302179,-0.0947691989602982
progressive,-0.371311805583635,-0.329984151290542,-0.332977839303041,-0.264053036752531,-0.342056177020143,-0.447531521713494,-0.229139334592129,-0.366120609132506,-0.498408298037257,-0.0288287162676354,-0.215634954817514,-0.175182387933994,-0.442468719444296,-0.474229142068826,-0.354320058663648,-0.332575921683325,-0.277671827043832,-0.169474881146472,-0.365462167166584,-0.374923428851843,-0.176387829395466,-0.385512483819705,0.330059803886966,-0.375009838263391,-0.373852568810578,-0.0820411654734857,-0.283871558378945,-0.056942680328441,-0.472922801060314,-0.205646194885346,-0.208108393597001,-0.350767354325078,-0.42756629389161,-0.340675765388779
progressive,-0.245743773553515,0.199060206485306,-0.258157530539596,-0.194392010530649,0.0143946372807517,0.0133437368388037,0.262281452517599,0.297363350824822,0.057921449697564,-0.0736871036149103,0.0926508205824749,0.0614124438224358,0.210010873761702,0.0333236139378869,0.0153952846827311,-0.0759733907228808,-0.137149665222097,-0.201782615177341,0.257689704144765,-0.018222047440769,0.0347434734121127,-0.0755885342589786,0.0823852346814751,0.164844937894308,-0.194672748828085,0.125395704071296,0.033553469483689,0.241026126939215,0.0843593577295616,0.247945007342244,0.278125554898192,0.189469369396457,0.0058203467498396,0.0489703623922691
stable,0.131584018454288,0.0434629879431975,-0.0615791207952295,0.081994737695367,0.352295446430588,-0.0497048782011695,-0.112282659053347,0.103471569709525,0.0953089162196025,0.299647044284691,0.223464660808859,-0.129424448532872,-0.138344691917834,-0.208569900292807,-0.0961799105357405,0.0711345921016765,0.129186275069943,-0.0092392553823307,-0.112735570763677,0.291190020250932,0.138524456923391,-0.0288008972799806,-0.200347935602001,-0.036253537554136,0.0013299236186208,0.105399597700522,0.093587785327594,0.166061119585584,-0.101249009210177,-0.0015439747882908,0.0415443621582482,0.0890439695911664,0.0532408794132201,0.0764419873480663
stable,-0.115444426003063,0.214586797466962,-0.166838943104766,0.203244091493402,0.366353417257297,0.0540563727355666,0.238942286812133,0.0920193043439156,0.337301722964754,0.0741253396124974,0.548559792631227,-0.160076679112791,0.247272507417379,-0.303094260095338,0.107331021375288,0.321180931870709,0.410865942456846,0.064894422716465,0.0849414096227406,0.197098817878387,0.106776088738057,0.0382630340140077,0.082135343487351,0.188765219887536,-0.141640599104411,0.101964151343347,0.335093258228925,-0.0258816950104234,0.15789034103329,0.148005048450427,0.198501324066169,0.204364211447913,0.263280442336887,0.169320754150559
stable,-0.030769651910271,0.0994096106202547,-0.0486342676819317,0.154273335700039,0.414374456673909,0.0528235372254318,0.292771957966611,0.158591875930565,0.116012776149795,0.143052180218376,0.547644985377476,0.179498949841449,0.145909286423335,-0.485333853815967,0.108927042093543,0.147321589625315,0.441684824899128,0.139507024153343,-0.0544043832549772,0.127869137286567,0.0418193620981183,-0.155629364268343,0.0027085297272783,0.0163974554034359,-0.158110550611832,0.172950709481577,0.306636281059814,0.111109195343977,0.0898756243701128,0.0489689255413043,0.378228851827118,0.0815259827000641,0.144592455944755,-0.0020755282674448
stable,0.0680371791262308,0.117463818951336,-0.0119700978496617,0.206059269494618,0.27910483629464,-0.0377008139816669,0.324819550703907,-0.016521530671935,0.285250315382155,0.126210770662267,0.569752855338242,-0.0532100642291001,0.192120334929589,-0.328158767677872,0.275415761608863,0.24654483833598,0.502462947633844,0.175570516132622,0.0343493289303972,0.0877993645070298,0.112440328729968,0.0074974541775591,0.0926721953967937,0.0922267592747756,-0.0140813059511208,-0.0916545099608359,0.291574082582508,0.0234914599211009,0.0011118908356712,0.0546740908118106,0.270680839790999,0.10727057612516,0.112167970965926,-0.0054915574517579
stable,-0.200740508529949,0.056698359366108,-0.200304115056436,0.0269559786214329,0.154680121554856,-0.134721049602766,0.132828980939384,-0.0186296388584656,0.222290978200249,0.0359289686602726,0.485767449859379,-0.357025936090391,0.0389661024001588,-0.500516620805189,0.0209371072693505,0.0478921980912187,0.369392215901262,0.0378378930823597,0.0606289299714457,0.0526654660719605,-0.0120644457787094,-0.175934680399368,-0.568390771744106,-0.0650426243260416,-0.138628939108658,-0.2171156680661,0.268690863018021,-0.0620274482527533,-0.479290698670827,-0.0456502588984914,0.131214684478852,-0.0645360574871173,-0.0300834381440482,-0.209928796434603
