group,CD275,CD137L,CD30,CD10,CD4,CD16,CD279,CD335,CD294,Podoplanin,TCR,CD32,CD196,CD185,CD161,CD152,CD107a,HLA-DR,CD66b,CD366,CD58,CX3CR1,CD11a,IgA,CD206,CD54,CD122,CD267,CD124,CD184,CD18,CD158,CD207,CD49d,CD337,CD307d,CD307e,CD94,CD150,CD85j,CD328,CD88,HLA-F,Podocalyxin,CD224
progressive,-0.0523944442499195,-0.0776117990808525,0.139581749657787,0.0212901583099896,-0.112371223458499,0.132647777368929,-0.0050373107415198,-0.122184009161891,-0.0892326443251339,0.0775488535327298,-0.0040556638409446,0.0189245089689472,0.0729956049808919,-0.0152772734280151,0.130900532075117,-0.0824915744588245,0.0009547744442855,-0.166259533016842,0.143544264319137,-0.0579408176813655,0.0887802700247129,-0.0497409015083442,0.0104486543816717,0.1924821314432,-0.108939307203803,0.15776445964667,0.0197062714635939,0.174890019803445,0.0200101439150817,0.0924849082095059,0.10660520533105,0.112616217696588,0.0506522588496917,-0.0013683194544538,-0.0056704336261007,0.0709731759858288,0.0495202401533723,-0.162343033895064,-0.0170462413506676,0.0140468761983738,-0.0169844464604954,0.110508516445917,0.0449035021749632,0.0676072067049955,0.132660163093925
progressive,-0.027378172796904,-0.0080676930269081,-0.0482051734206136,-0.0645972861666062,-0.199196564930942,-0.101904659017645,0.0468748981591395,-0.0316946959949236,-0.0230041567408565,-0.0189902507976405,0.0241480393975324,-0.206182789648713,0.043920288642273,0.0169827683541101,-0.0134916167743917,-0.024070964714589,0.0458322221140825,-0.210983282280968,0.0244063429212577,0.0648518990556937,0.0132212505609203,-0.0006392186154452,-0.0822609393794888,-0.0275954515676931,0.0602862922030791,-0.377220668099405,-0.0093660206810782,0.007886954021917,-0.0485155477056485,-0.0533118314730286,0.123384625624393,0.047423332633572,0.0885933200969646,-0.318680825009736,-0.0072262354187278,0.0535522072467767,0.0174723483026146,0.0087447563270306,-0.0186078341075461,-0.124319447738077,0.0305354985202385,-0.0723101686068897,0.0137256182450286,0.0566053939395198,0.237690646988882
progressive,0.132237276493636,0.19145596876664,0.264872681272726,0.201296079296583,0.374821476472551,0.236484215140553,0.160339136784617,0.104953734758656,0.227714196599245,0.251715720447917,0.230696551722661,0.626624270608647,0.10284446399304,0.124252714677522,0.130288636590357,0.247169211524709,0.267421490229946,0.587982180568532,0.195582306761743,0.219250506765868,0.377315013037605,0.223857569561351,0.365604497286302,0.335847714169402,0.201067121176662,0.583044632579238,0.198779108018245,0.165195460318036,0.199024871006172,0.173560254351684,0.291288080303603,0.129579044672316,0.151735984345299,0.246502816998214,0.244126534949739,0.295283312456477,0.132355382372474,0.240933675874904,0.255873606167144,0.471791392330257,0.395184377101023,0.500090504251685,0.244485356700802,0.245955960715094,0.231120254913592
progressive,-0.253766452273233,-0.274030008378577,-0.135552590353289,-0.353865775974204,-0.31337812780176,-0.458716061254776,-0.272983838566409,-0.110652215930516,-0.173678473577389,-0.302859356266352,-0.352960351103048,-0.396385516346637,-0.140004197810198,-0.0807736736198082,-0.0777285738589772,-0.225992632509413,-0.0414885804749795,0.174605009843557,-0.489820516357766,-0.321615323957446,-0.242433409579102,-0.347959355116472,0.0115505301940229,-0.275439483646147,-0.0816901059951061,0.0256202100079924,-0.186350248522871,-0.311435678267424,-0.169869082974802,-0.166956379372781,0.100013773883499,-0.0613042325893745,-0.0223213089053296,-0.0276805623549485,-0.313822126565542,-0.23669185661544,-0.236583696928129,-0.374503640289648,-0.20732504246567,-0.0239561236836742,-0.0685903860344743,-0.309626375937118,-0.19206292186698,-0.1825153116096,-0.378216900520064
progressive,0.0547701404409823,-0.1048829233302,-0.0425721471348351,-0.192613174635959,0.0193156412357013,-0.101162413592894,0.0362400613099401,-0.0058007532942641,-0.210470905683212,-0.103258390281679,-0.170389270260759,-0.130338085093686,-0.0155753531391218,0.0368309411762196,-0.184849633340573,-0.118674510997241,-0.0605593499213559,-0.222155136534988,-0.143873605646335,-0.255957448278717,-0.0411951682197421,-0.0253770033361073,-0.206357223308578,-0.157648958606345,-0.153488574908251,-0.178473164676161,-0.152381899845847,0.0276629622256261,-0.283120078483139,-0.21840106143052,-0.0209763149896302,-0.166433495127174,-0.2139786327249,-0.0766785418714745,-0.0694259383206679,-0.197300018594148,-0.0438218975598486,-0.0473454146443798,-0.127201314059959,-0.175138772661523,-0.0952251431904811,-0.175978656655933,-0.0867093157076839,-0.128167200262791,-0.104938747539304
stable,0.24067473080126,0.222759375548111,0.172599153603506,0.126265941162295,0.367510740158169,0.052062788080649,0.180496572861943,0.0783650117761629,0.209507771040902,0.170341598269156,0.231806619583753,0.10495461482319,-0.0701436182515081,0.146216791023775,0.119354332544797,0.166405685877663,0.0555829171947591,0.236735788042307,0.0324441776501762,0.126890187428057,0.182285735869246,0.213182290597729,0.0847984300147922,0.169542889416839,0.101704375570736,0.196795429432533,0.230345232284774,0.0584430280054819,0.17962322737545,0.0467956370610367,-0.121362444049406,-0.0165521971575568,0.0679137275808857,0.18052296493845,0.204826752057248,0.206744160541476,0.0213334704776509,0.211898551674642,0.169302241889667,0.177019700220695,0.0459082337090429,0.177098021036286,0.0969681670575716,0.233610855643399,0.133737059398932
stable,0.0119621440185372,-0.0761955677663447,-0.067614698920715,-0.0609021348254516,-0.24346192859003,-0.112416286152226,-0.0325424095615993,0.047926610367001,-0.0640043462818646,0.0287073289798263,0.0271703661016258,-0.182760930670567,0.128475789674244,-0.0003495415405387,-0.0570992247043577,-0.009770851732918,-0.087958711968481,-0.447928902096675,-0.123977419388531,-0.0781232729802224,-0.0193221639921616,-0.0630475825418662,-0.316681598256504,-0.0315352240341108,-0.0295106616475841,-0.311870955967255,0.0142114041547922,0.058388400852353,0.0306292684991414,-0.0962145842055001,0.11239583941732,0.0552121316893727,0.0112864012026949,-0.396726766803017,-0.0385798542124433,-0.021350081170676,-0.0448589216326858,0.0162434771017563,-0.0318621437006932,-0.158513932306399,-0.173957044543221,-0.0180014956837777,-0.0055685446914183,-0.0149283005025673,-0.0191087528586814
stable,-0.0344698774527651,-0.062368425718989,0.013371417724828,-0.0757231978815227,-0.377032489550346,-0.289428142914937,0.0330637322561304,-0.0799057634898703,0.0018410627912946,-0.0189189594292601,0.016374648405539,-0.0820979505432346,-0.0057297870807625,-0.042031789927723,-0.0355877232866704,-0.046737975412067,-0.068686497830098,-0.543903423857306,-0.152640070332299,-0.0600945370164283,0.0161003058544755,-0.0740268513818419,-0.108982830651538,-0.0534828307094314,-0.0563746815428528,-0.401447075557881,-0.045637832434194,0.0800039787379831,-0.0582263195701946,0.0593102106542554,0.183722172772895,-0.03610224430481,-0.141986881128909,-0.334720693786896,0.0085490915807229,-0.0002747904251326,-0.0078501745230385,-0.0429923577477155,0.0265347039605073,-0.335037749155125,-0.115745212801587,0.0111948600472667,-0.0336730707980746,0.0123265371320788,0.0416669755739837
stable,0.0314626849100824,0.0911545846979677,-0.0165307190059694,0.0493294142115082,0.0006334858517208,0.0244723617272548,0.129158691781901,0.100176034605725,0.0617944677645959,0.0327314690121013,0.0894213438041286,-0.0171139136982939,0.156374625592786,0.141982548724919,0.206564141560518,0.144899942204728,0.0625755712879772,0.112822816409111,-0.0200001318202097,0.0568617725531888,-0.0745151818412787,0.0992398845825859,-0.0712913516173276,0.0718492795334837,0.152376820858508,-0.0840890307539537,0.199988910262665,0.123209459148599,0.0814440906924412,0.0241829276768615,-0.349205751754134,0.0733441486875545,0.0371736064383231,-0.0874461895407301,0.135862237480876,0.104778110371458,-0.014947320305284,0.172100488576008,0.0777386799676405,0.0831676382557517,-0.0092036978965646,0.0956501684728835,0.0648791733321506,0.116443062342348,-0.133463160671473
stable,0.341036287952875,0.309876642879306,0.152418371969102,0.0871668807219345,0.271607954034133,0.181749319683334,0.217013293177874,0.187185527387122,0.13745723762062,0.27776493149056,0.21131381692827,0.307502869188301,0.173740470709535,0.223608309356579,0.276377832839626,0.182832086179813,0.308249972382414,0.423569739805483,0.0840763784809989,0.248336408253464,0.212439819294413,0.193892529256432,0.10613969695831,0.203950969188982,0.164240727007029,0.290613045027237,0.232244316605122,0.242083138678651,0.157766895247988,0.221900623037008,-0.0081878318328333,0.217751557604023,0.0984703720519771,0.14685188036647,0.211673260683453,0.269500864868097,-0.0871796373073825,0.26615583495418,0.199611921789797,0.250043964340499,0.195889231159233,0.307799872964816,0.307722080747913,0.237489369000402,0.193675914977074
