group,CD30,CD33,CD10,CD7,CD49f,CD14,CD32,CD185,HLA-DR,CD1c,CD64,CD141,CD66b,CD35,CD39,CD244,CD169,CD54,CD62P,CD41,CD163,CD357,CD309,CD29,CD49b,CD71,CD36,CD49d,CD307d,CLEC12A,CD328,CD88,Podocalyxin,CD224
progressive,-0.0220281058693798,-0.456152491976257,-0.0790067573625531,-0.212013642997427,-0.329762211428177,-0.357720585878354,0.0430754736322749,-0.180935015614613,-0.0435126687770626,0.0714174786718517,-0.357421202189828,-0.0603579552782417,-0.0994122978766487,-0.42315865055598,-0.241540123242621,-0.0698123766113815,-0.178012143921145,0.0757184863681413,-0.146338755223822,-0.267124056689347,0.0631338401566934,-0.0114686258895504,-0.0793479656536322,-0.354626563435837,-0.210885960042875,-0.174065116565988,-0.329075052079354,0.0808836213441001,-0.0194528355624078,-0.249274882957757,-0.116300947707374,0.0043379266343733,-0.0391094853976999,-0.232013849655838
progressive,0.120419575580053,0.104457018049581,0.186816404294234,0.0505352210504755,-0.0239453737108329,0.203135435726991,0.322121983957519,0.156510410701361,0.153725409036478,0.0645927673279684,0.132451123600068,0.0193936886410661,0.201439590553768,0.359158999187811,0.264395345474596,0.319034608779374,0.143000346551334,0.174073363428929,0.0849780150059788,0.0211111553773519,0.128187841313104,0.0397051040992501,0.204197285676616,0.0446841267527569,0.100298626239794,-0.150769358492435,-0.117318874868871,-0.0213947248338174,0.225983174704689,0.118952397708392,0.209358392277124,0.291515407549143,0.209469687339126,0.228595598095743
progressive,0.0481328191622151,-0.073352685004131,0.153694869279716,-0.0813930973687636,-0.0840707589466875,0.215269983013143,0.513909956671052,0.0274225232646887,0.325528279507196,0.0597233969126438,-0.0676781774941946,0.160176120849037,0.159279024936185,0.0566201848834593,0.212703772242242,0.110289589795859,0.0439890626018619,0.370048351162968,0.0568911504538509,0.0354209437068584,-0.0374962557436845,0.0267851303307192,0.058752910928875,-0.0494128601902153,0.0788152270775335,-0.587099453635613,0.0010957663057084,-0.0153830556993662,0.147632219056911,-0.175180270666593,0.174764735235011,0.327745239834341,0.111856949728429,0.112952704466159
progressive,-0.0050348621516925,-0.29662568032283,0.0661506147965117,0.204496914725065,-0.143210694806513,-0.0396416350600424,0.07031933529856,0.139310520181139,0.042896992371101,0.105189409509533,-0.0781839281802376,-0.0044856372877572,0.157104242769005,-0.2075693821061,0.0156407834250324,0.0931742370655078,-0.199154172660252,0.102368055166641,-0.126594418361248,-0.063152205331801,0.0973097229907998,0.147278999027702,-0.190343922730091,-0.0975437107427638,0.0143012272500834,0.05985463152281,-0.108721256537391,0.0582860510276581,0.0304619353402095,-0.280847229464788,-0.196574631344327,0.0585608985732064,0.046306556335026,0.0434905232411207
progressive,-0.0762286821171193,0.148550072783102,-0.22396270603155,-0.111348475244013,0.0172293116021045,0.172973770453688,-0.0724324468885664,-0.3814798436188,-0.163283054585947,-0.30646034340814,-0.141430055603212,-0.219113130876084,-0.230939887712347,0.0471136490560902,0.104741897010339,-0.0674808562463796,-0.0273356879637349,-0.0461983655611985,0.0856163480147406,0.0221272981416061,-0.0036822190021806,-0.0539718627937911,0.0113938393527437,0.0196662838411079,-0.151730984398744,-0.0772950806993871,0.161786578305576,-0.0767192028863602,-0.257355416764574,-0.0737848229982488,-0.0905751922544679,-0.103671103059368,-0.172804292879667,-0.186004443412378
stable,0.159694049788265,0.257270189868,0.180363819147305,-0.0117398552736523,0.420774236765687,0.179687695502096,0.381162786827955,0.0542110244057444,0.34312991573833,0.0981709924395615,0.201963242270983,0.218533693563863,0.295393149635391,0.380591995732889,0.402331475771086,0.258469810895801,0.329875905038677,0.368692058126067,0.348352110711187,0.543190528903993,0.102744692999012,0.0732798265481759,0.103336503340178,0.383693863513243,0.369409191090043,0.0568980948872992,0.316819043794204,0.266515695100037,0.153542508754382,0.315887749871504,0.38357537770945,0.266144216004312,0.113318086260421,0.299994181137796
stable,0.161910410628796,-0.0711100002648417,0.174099163809064,-0.0428019729570103,-0.131813797897617,-0.142361801652169,0.053763942944293,0.135798008346172,-0.193226043684059,0.208168997622351,0.22368006258257,0.0001424212480503,0.0541992036530322,0.28504193866442,-0.175122686983383,-0.0077295397082786,-0.0519137175173257,-0.190989065026197,0.0044954514050686,0.0417932064528213,0.0446276277883318,0.201671109974475,0.209008237893906,-0.0863665939393232,0.123715170635864,0.031460162772942,0.0965019316604415,-0.0963748105645084,0.11706262021207,-0.0616894237394103,-0.0626508353601042,0.113475413096356,0.126333743964846,0.151393049174554
stable,0.0501243966605972,-0.0891855983666438,0.0525845933149348,0.0715712471928381,0.128206359533019,0.0809170440888904,0.084839124616916,0.0997676394415365,0.0420598521729757,0.150955240384663,-0.0965023202861288,0.076379019543465,0.137785361197519,-0.115346959830855,-0.0421958295678935,0.0368795390800039,-0.0274656841557195,0.0561879896694938,0.0205340628436106,0.020192832110494,0.0346664809544889,0.160520576584813,0.183447303274314,0.0676842548857659,0.127180256764271,0.048402739002647,-0.161544374178109,0.004777741209981,0.0773755341785231,0.0633291744566366,0.0892077290209739,0.0335449455944356,0.142653147730166,0.0405249294014486
stable,-0.163321907542036,-0.0293834163407094,-0.130215971199898,-0.115750714174471,-0.104910709028282,0.0459173443169089,-0.260417787899178,-0.125021586974502,-0.685105784598622,-0.356998586826633,-0.0225752140630944,-0.361771080405543,-0.0767780039546943,0.391606294141254,-0.231020530507657,-0.120672614108229,-0.0732434425260621,-0.490211403771199,-0.0981035086309226,-0.10564284707156,-0.178737801003982,-0.074292135939145,-0.110172325764818,-0.270752163611081,-0.0893865658967931,-0.0853076437251663,-0.0512339829073148,-0.441221462479328,-0.1335800750387,-0.147234255198191,-0.136316629250772,-0.130802628553817,-0.150502450980692,-0.0053218715776977
stable,0.0802570071964708,-0.157641557326501,0.0970942300766743,0.0731930906647796,0.2736129671007,0.0363912303024191,0.325751598535571,0.141532629030871,0.46877686736975,0.0643819181278435,-0.266661222266659,0.118872881329405,-0.0624832129796012,-0.357362683819771,0.142835497550243,0.360590017957539,-0.150099472586454,0.408180655414428,0.205102214592241,0.313777047461932,-0.0307290905772809,0.0155075507800772,0.167121086022714,0.185754891246461,0.327295378591904,-0.511379496431177,-0.0414496452617155,0.223036317214397,0.219191225410834,-0.373824451701881,0.16783594005267,0.291960460061893,0.129940585622938,0.0179292810404418
