group,CD33,HLA,CD4,CD14,CD16,TCR,CD32,CD69,CD95,HLA-DR,CD1c,CD64,CD66b,CD35,CD96,CX3CR1,CD11a,IgA,CD54,TCR-A-B,CD41,CD226,CD49b,CD15,CD71,CD144,CD36,CD49d,CLEC12A,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD101,CD88,Podocalyxin,CD258
progressive,0.310600347926442,-0.19195877565187,-0.10010868801355,0.0929927297849138,-0.245277224555097,-0.0883555336777223,-0.083794434495547,-0.110396352732893,-0.262862188925762,-0.353776053030108,-0.191452847332433,0.37480137200678,0.0182421797350412,0.608759165300925,-0.170270477832459,-0.178058200658975,0.0530849508012813,0.0543740786596636,-0.131397729222593,-0.0936441231200811,0.140729830871154,-0.0682599002943592,0.112624987844733,-0.0766292653991206,0.470181359214069,-0.187156165217967,0.368981713777371,-0.20140201057522,0.464927253997834,-0.0552256032621396,0.171011190982323,-0.0284557852884583,0.191919668583676,0.0817388843628497,-0.06206214483384,-0.0640222677479741,-0.022125396468889,-0.0700072915418634
progressive,-0.110438344239014,0.19398824669301,0.041151904676599,0.178203629631928,0.144441892185689,0.0716630050254388,0.292208871114716,0.0524042374767738,-0.0722883604473182,0.294129605456565,0.0072350629745297,0.161969361718381,0.190285841841811,-0.0823992158310191,0.0612441981336784,0.0693415508913878,0.0637053880145944,0.0011446491022883,0.322198297246187,0.0045202846593621,0.333065269285781,0.178766285591298,0.0802842435097,0.0969748086052564,-0.289231620434203,0.037919799860242,-0.0061946639780082,0.0918042596543429,0.0582412033045055,0.0539671915000179,0.0341449371269532,0.138881244680227,-0.0485924330365944,0.0456793807257935,0.0303404390396335,0.179626840990751,0.0812548375685692,0.107440573845844
progressive,0.184792565399848,0.37686749319505,0.40426132082805,0.427331827899546,0.218149584761463,0.202137368174464,0.640176053733857,0.101759162941924,0.262746110719713,0.633701307661081,0.121251975738821,0.245319795184921,0.152532070646941,0.0301004178728991,0.185325314358338,0.161859704119825,0.264237233226563,0.280963476343301,0.550654156468339,0.145779779196821,0.0895399940080641,0.155086783869329,0.142391417660636,0.177169565246528,-0.367300513561618,0.255520306635174,0.177073200979161,0.212928978204452,0.0302050504892961,0.210743669668384,0.272832111676024,0.425574401637852,0.253404339454227,0.341306895426003,0.0815250489811495,0.477086904131771,0.20680019625513,0.169874004958731
progressive,0.187663905694391,0.111643912929391,0.248062186024141,0.416886956508894,0.444476018381627,0.198126587943278,0.474437949435324,0.417177642011133,0.268606251393871,0.0370974200215178,0.172433220497767,0.0209321258398927,0.489423663202682,0.518483794715722,0.224950964869315,0.2930827510423,0.171585335150006,0.349871614538585,0.202367628161386,0.0872791846073467,0.250132529581817,0.281177800405473,0.282598397638974,0.365550494700149,-0.137117490091963,0.122909934770816,0.194613440861996,0.092440329745874,0.258987975231235,0.210164184060003,0.165392991381603,0.116226217088539,0.24541923807221,0.315651151520492,0.277081993736132,0.368020408646081,0.235745749103234,0.311348605378286
progressive,0.347749678998151,0.108472813378481,0.0724496709201448,0.308474852136361,0.0914594608508104,0.0859871893279734,0.181796587254533,0.171142442616071,0.125476054218378,-0.0007330283457108,0.0347620263436514,0.120933591729211,-0.0100031578503934,0.223338526367258,0.188358100960805,-0.0095963457993683,0.107948896223697,0.169062440008001,0.317990961443398,0.199707010946269,0.179342996765378,0.193203908636179,0.370458471772572,-0.0100186185663557,-0.0474460616804173,0.102527343738507,0.182176163323165,0.10460859299647,0.161626906505636,0.163922603972219,0.0868309027098364,-0.0177288199461321,0.129101377337453,0.166014319727423,0.109634742680581,0.116742539564263,0.0832219659321261,0.0039262993976538
stable,-0.287146841235822,-0.440676728385052,-0.446649265860433,-0.289589367914438,-0.414687739651262,-0.408406713531722,-0.410335293172984,-0.196049318675186,-0.437474287607922,-0.509802918029586,-0.135802466173173,-0.290889224297801,-0.346208161678454,-0.0845087301024847,-0.415443443322246,-0.430745172644155,-0.4385412595231,-0.482008114766288,-0.428101382842276,-0.435238579243127,-0.187480128406206,-0.36813046501122,-0.228508390457926,-0.402156038475158,-0.305068040272164,-0.437124306117842,-0.201389215524974,-0.43098269016812,-0.427910380843261,-0.438983403345713,-0.413969054306607,-0.453833762710903,-0.455049320288461,-0.411433670433197,-0.425526085907741,-0.395788466169293,-0.416644152273491,-0.413235755680923
stable,0.120708789989513,0.252804233113357,0.259555267272523,0.14888034579548,0.0479199021320902,0.0080892627417713,0.244029615804321,0.031344492387314,0.0798196296966428,0.383553867899504,-0.0707655196646111,-0.176909595300028,-0.0260256028018746,-0.0753430826202252,-0.0549118834257515,0.0334597629141234,0.380439919288229,-0.117558736946299,0.468296611261819,-0.111422354697382,0.28861645831954,0.100809118440532,0.138436857246608,-0.0523128725172073,-0.0302971298085523,0.0513656517889236,-0.0118356860835439,0.304203529276781,0.0557798446683772,-0.0479858145914141,-0.0748929350899772,0.14224601173625,-0.0837409417313568,0.280552398285985,0.224944882866725,0.134806666912743,0.0557257407871586,0.0461691566052928
stable,0.193402634236601,0.0426212339158949,-0.0104946120353156,0.139661795270199,-0.268553175899701,-0.0253923772175459,0.299989806721337,0.0249842811846828,0.213460200688825,0.0496645977726746,0.0542408874561543,0.126486887069998,-0.0142087874145526,0.336418506583176,-0.00953407599847,-0.129546386560551,0.0301458336019437,-0.0471749082239527,0.0585342049931259,-0.149635871371682,0.176312781623553,-0.0032439672077792,0.0513119842517886,-0.0718690687463813,-0.215604343307011,-0.0842537219490709,0.149465700996387,-0.161063034469232,0.0888634615511517,-0.0194866576369488,0.0902877170997042,-0.0425077659032682,0.0138929334376618,0.103540827167425,-0.0057767384848887,0.0036714323201246,-0.0287706498533804,-0.073978149556448
stable,-0.0026953612997014,0.0495861098635729,0.278556842783259,0.276174873983122,-0.0565819996452268,0.146172297072174,0.404316848085808,0.136702755567906,0.136152413962734,0.178527773034019,0.0132938602892873,0.0055155972493447,0.0425063789725582,0.175247931886317,0.115113715539153,0.0968923474323806,0.0172656546956727,0.235135393702635,0.173535742748548,0.0498110252246851,0.141601932745821,0.098217649344855,0.215610629154245,0.0283322719589687,-0.43049902655134,0.0679779147022691,0.0261177619452926,0.0125331771097417,-0.0579053491726198,0.0994740627430459,0.0689418984623207,0.185739623677488,0.0896261260533236,0.0879787801834866,0.112002858170956,0.285236384957868,0.101099727623837,0.120545677053308
stable,-0.325391815170104,0.188119444081293,0.24225166703443,-0.0834303748704551,0.203207840810367,0.127553557186393,0.284401422196439,0.0809463357167219,0.0818861184892877,0.476705171363901,0.151977691355291,-0.414263729676589,0.0870810158099434,-0.538708338073026,0.201040967572232,0.133750671451556,0.048690312392973,0.074765929665531,0.314767918079607,0.114948315151636,0.165822810822529,0.183008643032788,0.20660597489329,0.152176877180513,-0.640889115794538,0.0483622567411818,-0.187060297863129,0.187210503583362,-0.498407357224762,0.141770177418705,-0.237082942927733,0.190724771976601,-0.131844082946973,0.104866281567601,0.0638855240304277,0.238055492389587,0.0923220242445936,0.131466526410507
