group,CD40,CD34,HLA,CD4,CD16,CD32,CD107a,HLA-DR,CD1c,CD64,CD141,CD66b,CD35,CD366,CD24,CD11a,IgA,CD66,CD206,CD54,CD226,CD29,CD15,CD22,CD207,CD49d,CD305,CLEC12A,CD94,CD150,CD85j,HLA-A2,CD101,CD88,CD258
progressive,-0.161648135667348,-0.100462118188588,0.272702659677055,-0.151876472783849,0.213379595803355,0.211500312236954,0.043715500245597,0.0610989564010495,-0.305187691941498,-0.0393906291500223,-0.173427905368425,-0.132692573735878,-0.0018546897646376,-0.0380912741111821,-0.0567976321791753,0.147497650368332,-0.039756682846579,-0.171947026104405,-0.234816338384265,0.47527484665725,0.170972165919475,0.134494472311299,-0.152392626048195,0.0986706546069963,0.0069015738545198,0.28573299986525,0.244385557011211,0.0134174343333463,-0.164757694374017,-0.175907191293084,0.0967351886650897,-0.0881336909232422,0.0423516185724135,0.0190039365606006,-0.201888849040704
progressive,0.134672572680209,-0.0553577716268405,0.292463743408463,0.205870384327645,0.139277475789825,0.249045084969417,0.0485548498357851,0.29233580938709,0.0995275411499064,0.0989473233463693,0.0739828517941069,-0.0241354173291935,-0.389595417938002,-0.0452483669930149,0.0458273734924853,0.146065940881902,0.0295101000416577,-0.0048465313235991,-0.076928179794761,0.518198399599042,0.0609175144625084,0.127540008959078,-0.0688581032224971,0.0209184559791549,-0.038078288631535,0.357247253766327,0.0658283959515081,-0.0282977063594946,-0.0083032041723118,0.0225921724849527,0.201308308153309,0.0061976038202944,-0.0366962975713911,0.130278444465263,-0.0423904180463225
progressive,-0.179199638790721,-0.196519773341782,-0.348266790893746,-0.380219378847368,-0.339983896547418,-0.430667627541524,-0.199450545279063,-0.294591136321525,-0.172312313521515,-0.15635631533492,-0.315099127805371,-0.363902243637172,-0.1674243365378,-0.273052646048279,-0.240898321105924,-0.319694255233581,-0.332268593630255,-0.212837291417446,-0.264220014630006,-0.222214943291864,-0.305140899359328,-0.310445668743738,-0.210520245007074,-0.0908870085402374,-0.111506987916484,-0.231161880569679,-0.246066438452765,-0.141822398347127,-0.289165961696938,-0.280105231306221,-0.398793434354489,-0.25878291326992,-0.225215900806757,-0.419769467993969,-0.24728420624841
progressive,-0.0669710034385022,0.171118114486275,-0.0130544437986933,0.202492082897753,0.565732824240352,0.365800325495074,0.106299544450627,-0.178248909111414,0.11045242012668,-0.0871238783879571,0.089395258788367,0.608781759289235,0.336680775481474,0.315766372258158,0.449454548935427,0.0184844550333699,0.288801178900898,0.411728353463306,0.116271163839009,-0.0131101127457696,0.350084066211104,0.168808831081569,0.436307591727917,0.400003357060189,0.307951220922354,-0.0140640583841654,-0.0598347889520769,0.237403765244433,0.343114267321498,0.261386089962215,0.0197296337775166,0.194721966026057,0.198935634834739,0.302807424944228,0.410452016705125
progressive,0.173204278575375,0.266541211186629,-0.0292831435429746,-0.122985058158077,0.2927322084635,0.262170356223383,0.234567154934661,0.12436123058639,0.348839694557363,0.0251902796475568,0.175010437080153,0.331470436085303,0.0431121292695706,0.086472865296343,0.276828502693418,0.125187418377334,0.380103277713621,0.303548824729355,0.409806816398804,-0.0377079407572203,0.216176264411562,0.172042482667003,0.32110246467909,0.176437339022604,0.184047404205403,0.0817611687321885,-0.136738344102522,0.0043079975324354,0.452987942956219,0.233057364695751,0.137456634077555,0.402074461159056,0.25163121471148,0.180749138619049,0.324004710817065
stable,0.235214521727441,0.0968160777894976,0.155516674967381,0.103464299868553,0.500663511346113,0.229179460951114,0.283752981880702,0.181158338233025,0.268072357791056,0.129649028150006,0.196631777382523,0.527894146201751,0.0400280418384051,0.248194274617393,0.31399657197336,0.0765271264510681,0.441786514906697,0.332866279945314,0.308727745404842,0.0812928920085835,0.286712558326917,0.155682353749747,0.44236866411979,0.217401425321331,0.0553886928179239,0.215310586839759,-0.0260810932811684,0.191422305544666,0.215102822576557,0.335758071411603,0.264708896243119,0.235688455205262,0.119186793239781,0.316604484123499,0.339446669858103
stable,0.0081005045693997,0.292908019309188,0.44175371850823,0.355294845314199,0.333354242365186,0.413937120625535,0.424204928846457,0.599861774745983,0.107461422373327,0.156553590198083,0.391504975107909,0.393904688469377,0.0574915718867015,0.234169049028995,0.357486832625188,0.423681721234128,0.393868687012263,0.259820517521912,0.169564750872202,0.422579377848524,0.403990799101124,0.435782861958809,0.366400113235054,0.15585829496855,0.12169042893559,0.379208826126622,0.407282917948841,0.431191675385633,0.3031897274088,0.403010538010196,0.411689614864714,0.300509725274343,0.425590148248966,0.356250630818529,0.387095502265352
stable,0.412503740490576,0.176483710552655,0.353023065555221,0.425867745219973,0.347948295320967,0.384718446889845,0.168398867015721,0.711673892908949,0.0970303535179553,0.273213048531838,0.141679216139528,0.238708214457833,-0.185448230528236,0.136823982678445,0.0711356609858593,0.202469946572695,0.138730963843864,0.0781880893797435,0.0899720880908764,0.544197184241712,0.102487502169553,0.142190603885278,0.094833151408246,0.0710680586607604,0.124086005618731,0.302446280099598,0.194168092725685,0.0867025762995167,0.0851768080417086,0.0677386828917232,0.452600517845123,0.0753725279283327,-0.0306334336624795,0.216605060311298,0.0877776209112825
stable,0.230274757295623,0.202592156170857,0.413236922041988,0.375090779071596,0.288793332968479,0.427740387313738,0.218712306500842,0.751410564402815,0.436192361256426,0.203333700265405,0.40898584758202,0.22209643444452,-0.208731659647721,0.29003224823981,0.187837319173591,0.432073786678587,0.279602175742249,0.111967375233326,0.169460608448001,0.611397072089718,0.324838161951737,0.464954101738459,0.0769308954143612,0.0860607650240503,0.0976896201939518,0.51145051405773,0.485950506417572,0.295546065900562,0.258210918546803,0.216603055809891,0.495838825189061,0.21731488377416,0.294709530039738,0.30631070841955,0.195461084962695
stable,-0.014154941167886,0.145734082091756,0.14850693006063,0.130811242045852,0.234877637533729,0.2233728058154,0.319141639856855,0.411354811152172,-0.0679274869169852,0.236283513905552,0.12270227466574,0.348614326506449,0.0269153125139708,0.162074761176825,0.106631100556277,0.181164150118721,0.274931255104687,0.265600351142012,0.17643315583286,0.42881613911489,-0.0781813892330156,0.0759447972094538,0.319140762546019,0.0421912194970584,0.0978146479788264,0.302958224591526,0.219911643691068,0.0967099196388887,0.130612424259674,0.11948936937838,0.206751835472204,0.0373545489112805,0.132136008489212,0.209141073253511,0.207685251253873
