group,CD252,CD47,CD33,CD4,CD14,CD31,Podoplanin,CD146,CD32,CD152,HLA-DR,CD1d,CD314,CD35,CD366,CD58,CD39,CX3CR1,IgA,CD79b,CD66,CD244,CD54,CD267,CD41,CD357,CD29,CD22,CD71,CD26,CD193,CD36,CD207,CD49d,TCR-Va24-Jz18,CD158f,CD336,CLEC12A,Ig-light-chain-2,CD85j,HLA-A2,CD328,TCR-Vb13,CD82,CD101,CD88,NLRP2,CD224,CD258
progressive,-0.116775457230824,-0.0891375972661499,0.371985611609443,-0.073614983054922,0.115584559428179,0.139225571051782,-0.0477243985210343,-0.0376737232654021,-0.128311462028413,0.0834477118126638,-0.333279661399143,0.0112102558616166,-0.0861082469719133,0.537011609831308,-0.13092758938893,0.125020203834371,0.0994811051246382,-0.110191377414539,0.0899562439632265,0.0025642633778227,-0.0013794680413771,-0.217472276700983,-0.254856377791443,-0.0062138612375181,0.154532293587436,-0.0927970365499191,0.0396616621692651,-0.253834630836382,0.298065941147795,-0.231653177647143,0.0848903603970362,0.34362311986388,-0.0587346329507076,-0.322697552117851,-0.120856343211402,0.0655847384348781,0.011655195284904,0.327681370549826,0.0443791109487954,-0.0557464829072295,-0.164182513392301,-0.0315632573144402,-0.0076296698911757,0.018480215567963,-0.0424174739892575,-0.015699476514386,-0.15985813320855,0.269096332020236,0.0309107698485539
progressive,-0.083409414330011,-0.0923797606782623,0.115819970943041,-0.213564351725057,-0.292301636105392,-0.0385826877491937,-0.136785977080236,-0.106524127504146,-0.389513600747922,-0.107008438758831,-0.316095269563518,-0.122876405443455,-0.134277733739305,0.123033534947668,-0.0035601943116259,-0.137401545199819,0.0722561956913067,-0.146333804985021,-0.243202874928487,-0.0702474350606733,0.0034994120925624,-0.22572582804553,-0.467613306150047,-0.0331169814850677,-0.0245137357319127,-0.0764023928610998,-0.0716020120216389,-0.0385539983634632,-0.177134120734682,-0.179100068477653,0.0297686964017021,0.0629729102742667,-0.10101977532295,-0.255785628319459,-0.0742605578379515,-0.182497986657462,-0.182541566129776,-0.0514031965413495,-0.239476278403401,-0.277879129676353,-0.0681040133909738,-0.0396421837818924,-0.123786531333072,-0.0431704476843279,-0.0020508249307552,-0.307233097683853,-0.115593019977245,-0.0100230627888813,-0.137932428633639
progressive,0.245888041843895,0.258176756720389,0.433032594267668,0.178283511037831,0.486333184628694,0.287781848643894,0.304339031345225,0.217322046482963,0.433458499312491,0.265209728654335,0.256310609484026,0.368937830759019,0.179635959662922,0.375394209518872,0.254548146567198,0.429642938625369,0.428713062375737,0.27563804174747,0.369894000478077,0.231721228818004,0.191468073994894,0.198639935390345,0.325845395996559,0.197860740507339,0.352202860896468,0.214640694644552,0.252827963414722,0.0684737456735209,-0.112152707168427,0.161996405591062,0.263539583300272,0.430995746437564,0.16854553718514,0.0067470583544636,0.264263037153103,0.333968528793657,0.251708050300591,0.187814233089738,0.360634795600887,0.318922549441829,0.245269809609477,0.34867085679729,0.276500481326725,0.306579648152819,0.231472404102349,0.425318201307224,0.236966511824332,0.327937107117522,0.267988170429547
progressive,0.241240186165844,0.256604210243459,0.203456643660983,0.467722203763872,0.394276138528751,0.325116938552352,0.39192422565102,0.313937326667229,0.533597274803526,0.339147074031758,0.266820916067724,0.311068488179231,0.404915932976113,0.398675167634473,0.369525985630545,0.472036910673066,0.401287823524765,0.405484147828553,0.363706968808107,0.405120045896122,0.181340115123134,0.441836601264965,0.346808949490122,0.472884100589132,0.29996057131458,0.419433726846192,0.30060759523869,0.178848315988247,-0.0152689463518971,0.421575011690017,0.281264187319846,0.325829839716197,0.418540650135996,0.211155268083445,0.255552895755424,0.499361727614894,0.435763976106981,0.176871486348921,0.322215159608249,0.309927557579599,0.248887169897213,0.302497139988223,0.302144659131118,0.476803642209561,0.28388321202108,0.434311255633186,0.33274751612571,0.428685212545048,0.331000520337232
progressive,-0.24707223294964,0.0748264983024018,0.092860115542978,0.0179742772609998,-0.0005712422764878,0.0527112826534997,-0.296191243938005,-0.165613848380605,-0.007767395663394,-0.147176673107118,-0.312682156072592,-0.0813818590517692,-0.273899056093995,0.045189917431179,-0.184585235056396,-0.185933559793682,0.0028779289475949,-0.317832552520478,-0.0867716733749589,-0.178081386781762,-0.0937522571832733,-0.187634545792584,0.0306273066389773,-0.220058884582488,0.0834725340292785,-0.107333626215033,-0.0579527725956053,-0.475141970323224,0.109693222936732,-0.356052893887539,-0.261270577720603,0.138151385516633,-0.183738537648033,-0.123231337814125,-0.272166939771935,-0.0764449504702214,-0.258845250345258,-0.0240710842875589,-0.0761966138567974,-0.201714222395796,-0.322592507758511,-0.121610451520427,-0.147194744663381,-0.169867574017557,-0.156699523912772,-0.153851992384958,-0.218601404198495,-0.297289591948809,-0.234229657620962
stable,0.05829162714805,0.073171686922826,-0.163111199976936,0.26471162346584,0.167062160884169,-0.0873595732803805,0.001447840613479,-0.02164335785605,0.0173245316705711,0.0481988828815937,0.226839382162061,0.0413157686356705,0.0400041530234293,-0.338785959071754,0.0362446265624469,-0.0352112139452658,-0.0294481527380389,0.0811776906137033,0.163251566218416,-0.0561309268572059,0.05016987399169,0.0491743875871755,0.166108166267413,0.0557476127880435,-0.0450263347016364,0.0032164660487077,0.025916052332916,-0.0306821478564747,0.0120151074251627,0.116960762569202,-0.132150935421287,-0.0495407824591564,-0.0503043958166946,0.166953291267121,0.0905415005134841,0.0467667895817906,0.041455686185164,0.0721560367467174,0.0819980493279038,0.0697447475879552,0.005949815430053,0.087915136205776,0.0113294825890796,0.0610102091426962,0.0778072305488668,0.0946828962682469,-0.0063605257650444,0.0067997351724007,0.0496589950715693
stable,-0.0984619633533609,-0.0930829169217498,-0.345659269133366,-0.242557851907446,-0.233672204585753,-0.424433397756132,-0.199990117663259,-0.224732353906615,-0.275856858397362,-0.132605620702179,-0.305009744347483,-0.324676798603362,-0.262130669781312,-0.371403807973143,-0.125553715681197,-0.345779231965632,-0.166736597704803,-0.23006858621444,-0.104645231955142,-0.214864136324511,-0.0513215830912317,-0.306376627259157,-0.334655041494467,-0.277647660866887,-0.292651165793705,-0.127649096377667,-0.394211100981907,-0.151286482071468,-0.132156204640977,-0.0518842660596735,-0.0380829854841863,-0.258973864177635,-0.0515916733484763,-0.137956817232328,-0.320960178727922,-0.26892172009713,-0.194060956960737,-0.262205078986785,-0.241195610756528,-0.314408284886829,-0.255008900623736,-0.344289150761694,-0.242462427515399,-0.181866880882239,-0.278811900101235,-0.260716668587166,-0.228393675070945,-0.187092677642166,-0.203126037816722
stable,-0.0131043060025723,-0.155861400629499,0.0649156386042003,-0.255712958553147,0.0962743850139842,-0.0572228800056328,0.0013698882559391,-0.0098838088503769,0.200475853373335,-0.112139030053802,-0.26783011839864,-0.0678547496406362,-0.0142065996945121,0.444154712052702,-0.0579676388221372,-0.0102400353712466,-0.125003966395014,-0.0946082288381878,-0.0697798458825096,-0.0420513453574609,-0.0399889945857058,-0.0904078566355881,-0.170939490852136,0.0443377084722375,-0.0875223778738384,-0.0963557824773356,-0.114058606729241,-0.145587066846749,-0.233066640263488,-0.0815576295928981,-0.0702744690609968,0.0386541155030852,-0.0380811160112353,-0.302007710936488,-0.0224664910344639,-0.0133346657674243,-0.0117036051201646,-0.0627252535493946,-0.118586870691291,-0.220325039858796,-0.0345999669801667,-0.0095311975687745,-0.0118808329603343,0.0632422131773594,-0.0987854057058738,0.0411578077535843,-0.020289246180983,0.0373445710471881,-0.0469867873038975
stable,-0.046366397229527,-0.0114853827234461,0.214147677411739,-0.169110639017826,0.0575372056054896,0.122621979895176,-0.0598628334547062,-0.0862689156794678,-0.164060108878074,-0.106327032885207,-0.485260811334753,-0.0624680189784735,-0.149998623757826,0.506228866470187,-0.111220415138081,0.0156636187438288,-0.150138901379194,-0.168216403436882,-0.0912264387494045,-0.106389875867089,-0.0763421262871063,-0.149196255451286,-0.284391751752023,-0.0025340047674948,0.115206561082571,-0.0791136903343319,-0.0398009264866962,-0.0687439611622992,0.0009385156142172,-0.020208694898271,-0.0429109175556135,0.219586895563304,0.0135706714654791,-0.245338175967489,-0.13966987241928,-0.0624821076827542,-0.115047569827415,0.10193788860978,0.0349017569403332,-0.236544513600043,-0.0721284937065122,-0.0723359580753602,-0.0192142514036852,0.13572957425924,0.0234054229215931,-0.149204592836521,-0.0709603465163703,0.0742191365422965,-0.0193161302716458
stable,0.0059391934335133,0.178501584575024,-0.119429807856134,0.26430744850942,-0.107701799991474,-0.0460437255765218,0.0730345705311588,0.0280465886786681,0.284074606736583,0.0887837536240531,0.589094941213241,-0.0068676331258079,0.0977105037108274,-0.412501269247545,0.174767765946234,0.0490261358730992,0.197967634746346,0.111268634506492,0.112587417827081,0.0606676974167799,0.220850461136945,0.322918536343101,0.517569379062457,-0.0228029769491717,0.167117476960371,0.0108629881144253,0.161457948386249,-0.0366228714072512,-0.557954582897814,0.0595143662529707,0.0503191520201621,-0.0290097485986037,-0.152526071511337,0.389617955711179,0.0375298937911662,0.0583802277250859,0.0007162415504394,-0.354708647705162,0.0206162192497495,0.225669168932788,0.0961445226849289,0.124831837570479,0.0402462732461882,0.0019027235948335,0.0544834865583982,0.287548872503172,0.0037227965743909,-0.0886999248054833,0.088525320255653
