group,CD47,CD30,CD3,CD33,HLA,CD49f,CD4,CD16,CD31,Podoplanin,CD146,CD5,CD32,CD62L,HLA-DR,CD64,CD1d,CD66b,CD35,CD58,CD96,CD11a,IgA,CD66,CD54,CD267,CD163,CD226,CD29,CD71,CD204,CD36,CD49d,TCR-Va24-Jz18,CD305,CD158f,CD336,CD319,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,TCR-Vb13,CD101,CD88,Podocalyxin,CD224,CD258
progressive,0.139335858043241,0.166864387223909,0.0929225961067824,0.361984086828313,0.0626828388357211,0.146095431038483,0.346565765264415,-0.0843733107341188,0.126057457732278,0.278592164585723,0.212580761055892,0.142174740003896,0.143200936563286,0.0221911335146929,0.0345244157191468,0.324392245885019,0.208344778739517,0.357373992373466,0.465974361080062,0.44579001200905,0.0073525137469457,0.0851345048958491,0.166249831929989,0.33648357654692,-0.109878989813363,0.196469426918583,0.0344335413704199,0.101383125480575,0.23525351091345,0.0750336510754322,0.125598911487365,0.255846921124073,-0.0599137935882223,0.0634271210929098,0.117471949337649,0.204418168275039,0.095556770850257,0.158800406580563,0.296110936824305,0.241089010464829,0.163744185712627,0.319192296094359,0.118680220183989,0.203600741478004,0.211784435028805,0.181198947593922,0.0839527465539248,0.332439816619632,0.228060846283478
progressive,-0.0066433042426992,0.038239771235378,-0.0015052992495383,0.378993939782643,-0.139027481446949,0.0566001678354539,-0.122027734138731,-0.100625073057605,-0.0205984424366578,0.0141744917093706,0.0708000142796126,-0.0074344662630326,-0.360622199038309,0.0803934243036131,-0.295136963983573,-0.107236962283537,0.084851553668417,0.023187714104758,0.336462326436246,0.0281907101607094,0.0309983343326599,-0.0633459314858199,0.0036697118274855,0.0484133361755267,-0.512178335848951,0.0611754785210194,-0.0470993033398851,-0.0304766654510323,0.0421914442635497,0.14503134213277,0.0278016602418401,0.304352640121167,-0.229432639302573,0.0692803419377956,0.165607293969124,0.0538210873313954,0.0342009141058613,0.066300289951666,0.1206304925163,0.0017930861358399,-0.135551070349016,0.0277206679856027,0.113005032285752,0.0498488607411939,0.127453141158465,-0.151266185565106,0.0863463509796805,0.249528207665627,0.0667073162363924
progressive,0.496636822070993,0.474531142312857,0.235279386367136,0.530282553558539,0.582994858087869,0.432442785591328,0.435106697521379,0.380535344440908,0.542940909565967,0.486382010722292,0.302527696278707,0.328914045481491,0.42988824878927,0.382874980523315,0.497753506098846,0.488824431537726,0.462903170366686,0.316745025996274,0.23600284476224,0.517022530636662,0.407205920604568,0.569183576587266,0.4789987873839,0.286047312346182,0.454235160548732,0.331227253451293,0.448729904544787,0.462755054413867,0.606220384466978,0.414636125077709,0.381740735613182,0.46218878325942,0.489474537920263,0.395365358180934,0.576257736274378,0.463765750516048,0.371072511924627,0.289889231250518,0.559789362344004,0.579592141428447,0.569600382335074,0.526257880956082,0.459044230695176,0.378233161116076,0.52545354981569,0.456936985085722,0.410768776657251,0.363072777130976,0.39604314587737
progressive,0.230399438896446,0.158254666285023,0.0557610542696512,0.232967687993758,-0.0420773502951662,0.187324804179228,0.329401835163491,0.47282533742643,0.132798372125997,0.358118285409932,0.247824903748698,0.277390402055781,0.498863716624315,0.16677554720184,-0.0074591700359336,-0.0916480350082273,0.226800094285113,0.551716079466087,0.544394456434599,0.308986586880919,0.303707287656641,0.139620753153276,0.220955163832881,0.487093768427689,0.0361001796943044,0.196280401873087,0.0765449057780624,0.25870522798837,0.221009799013385,-0.553105822337842,0.128484584390944,0.243895175915532,0.13975451651819,0.314258430007112,0.0141138089014476,0.268193288980058,0.270404428844332,0.160519271119355,0.374461469645691,0.0588776326041967,0.102500273882096,0.13063073402443,0.3120230811013,0.18189715224885,0.268377516753406,0.382393422412181,0.189809067852902,0.386335853209757,0.323581978846415
progressive,0.34326213192933,0.307661958002367,0.0771502520141014,0.124985893661038,0.358429321513095,0.439879068338289,0.303740860874342,0.29503090307793,0.270146808814528,0.319155113392245,0.304791815740526,0.18714944871616,0.536819932858642,0.194346215365659,0.376657700233933,0.193232124248212,0.481945443635453,0.20105317658926,0.194020382383498,0.427788681051542,0.199760278481738,0.352914253950524,0.384821060582863,0.162739542143375,0.254399897309871,0.290362722969229,0.250158499654134,0.462400591293161,0.447220452671746,0.218678356090581,0.316019567026869,0.268473488973779,0.305937542101581,0.263338918665035,0.124711446904475,0.357869559507019,0.355457677363298,0.29841801897248,0.121733506807932,0.38583442080603,0.382842941800875,0.344763359581085,0.329047293361519,0.400729972618451,0.249244586564033,0.467692838885571,0.458368700332611,0.343977303577955,0.385995165959478
stable,0.189342737838057,0.291514210014365,0.478604515190209,0.169267417701145,0.296148044769663,0.260864281657631,0.39768848056099,0.272454311669666,0.16639806413396,0.343738726967696,0.211681614408541,0.477030509906382,0.234018936309798,0.465777423206047,0.153490594813722,0.200250339723421,0.284843726991955,0.272070713940651,0.198164332322262,0.319609794786424,0.357779133982853,0.212004664074883,0.332926451524579,0.225327019992035,0.0315291566935652,0.180537616129678,0.228261795096913,0.35956138943773,0.283114778365013,0.403104836575507,0.286615286868431,0.116665027983392,0.168799501665203,0.328871712927848,0.153611460031866,0.333690005188805,0.251233678601524,0.311649711974202,0.276221708577827,0.26093446925811,0.256244602957432,0.288564685339102,0.15790066196075,0.32398713955537,0.218526219857939,0.274677917922648,0.350170259980737,0.278286975973875,0.33947898766934
stable,0.320137400201575,0.210716704784257,0.122960459289127,0.232986689830876,0.497611871215802,0.469966323797608,0.384563658336616,0.149414696048679,0.317148682445099,0.123941392888795,0.0792471636729286,0.212906292069583,0.347366378884676,0.294858925847246,0.619933261670294,0.0852762503741123,0.21074667205756,0.184477466613735,-0.09764471764115,0.240732703449691,0.143468594853002,0.506521491341266,0.124181421609219,0.0880846769457146,0.473883568930603,0.0560698046326707,0.206166559084702,0.334664729502009,0.508821518074191,0.203896751811906,0.204340990528944,0.14130289670689,0.390507538202047,0.240763463238257,0.42698007354618,0.217950198436559,0.231455536430334,0.0970970289391952,0.362323796112893,0.113713480768906,0.315490285208425,0.107379865924172,0.380349775108528,0.204105989560558,0.345378759927529,0.233207879888779,0.23292244995512,0.185630455981776,0.255080071731744
stable,-0.0324685500605553,0.0074966688454367,0.0745203361415086,0.213509160744647,-0.0366046755247922,0.142299074237896,-0.134241094042366,-0.296306224646458,0.38108656229537,-0.0389961900097353,-0.103086349091809,0.135432682237865,-0.259280675044511,0.0064355598908548,-0.394001669382014,-0.0216997224995672,0.023741452709999,-0.226408668448813,0.219184932739428,0.0642027241759393,0.0482726615886837,-0.0119667798191193,-0.0439440912199714,-0.0363105777914974,-0.282216604002535,0.0568752237314121,0.0273123644604847,0.0471579994673439,0.107961793433548,0.39666074181095,-0.0373284134515625,0.302503722202673,-0.0108565400954743,0.0356449675682563,0.0799595546801326,0.0486074978145123,0.0151400950992706,-0.0562451886311252,0.155329401610555,0.063907512001393,-0.220258882348289,-0.0264759700814734,-0.0623139023189638,-0.02824709675593,0.225797677104765,-0.161782831633075,0.0552210006979504,0.0267830052477111,0.0297677423402005
stable,0.0617429261055433,0.0742788536382485,-0.0556287284690259,0.356341766088513,0.01096311817966,0.125616905490827,-0.0296777862450382,-0.0187556046421519,0.244206468328331,0.133554883463397,0.0230166335382688,0.0084392217123825,-0.0220494293689427,0.0513638370230812,-0.279602604947283,0.232502088966897,0.0916801569723215,0.0374885014499997,0.530908789035288,0.139073487905423,0.0853492244437399,0.0046543077173297,0.0489598799805134,0.0700742030830369,-0.159496771036104,0.105290457413831,-0.123426557652843,0.070520618253201,0.138097448614522,0.0932659337236409,0.0486770944940586,0.305823493683599,-0.0407492588598423,0.0180034040417192,0.0163361035027537,0.0896601865038278,0.0228108352992506,0.0758057254308522,0.279450612408204,0.185399344352946,-0.0427044293563625,0.119924518547387,0.0803837126919869,0.137426877346093,0.177733980780965,-0.0326007034819405,0.0683145598755575,0.217324057406794,0.126263359785154
stable,0.305041018797692,0.243800042812654,0.329611913138687,0.0265343635061602,0.301763725665843,0.169598112357333,0.446248335596095,0.161371605945744,0.0495591946305947,0.366314896757975,0.138942096668882,0.344415573569042,0.30403024104287,0.176669736821693,0.485901550578416,-0.0894746133246252,0.346533966874522,0.138262390802963,-0.266423756615065,0.234499517524602,0.401333148679049,0.270067119992456,0.265273909030527,0.257015542577156,0.349104854336475,0.257871164781647,0.119518369754898,0.287939536081403,0.216847581927475,-0.095550807439693,0.34604092364266,-0.0731019224400475,0.305182144700918,0.351749497857941,0.236966359546946,0.345350178339333,0.296125744572113,0.224451007265997,-0.126123779002393,0.121123399202509,0.396980066212684,0.0936282780887293,0.222221429292106,0.274234297406483,0.263888622748073,0.335863540922465,0.327381629930701,0.208350367562132,0.273955231366416
