group,CD56,CD33,HLA-DR,CD35,CD268,CD54,CD49b,CD38,CD71,CD49d,TCR-Vd2,CD3,HLA,CD90,CD49f,CD4,CD5,CD32,CD62L,HLA-DR,CD66b,CD35,CD54,CD41,CD137,CD2,CD29,CD71,CD204,CD1a,CD49d,CD73,CLEC12A,CD101
progressive,-0.0763175675644198,0.149963613176449,-0.159255441781865,0.245121586978884,-0.019279212702948,-0.24996875742225,-0.0602059155587407,0.146452159897703,0.26798110192509,-0.0831951512962843,0.275913548255777,0.0541893571872627,0.081231842164659,0.126009302554382,0.0690092730937998,-0.0113146745970423,0.220381311455775,0.1881524049977,0.154734770579602,0.20169666317454,-0.134459434657089,-0.49574805102515,0.163147446945172,-0.0907592553146414,-0.012879699879944,0.156440989267887,0.0087084644630359,-0.305930826621217,0.002170275308789,0.183300978239038,0.253431361481711,0.0291798777638528,-0.333521900789047,0.0659871276777458
progressive,-0.0483262616773403,-0.324821770217284,0.286177525851068,-0.340259525107648,0.0371229295710229,0.570078270311336,0.0662558620299024,-0.394744275604145,-0.0410853337631478,0.269651443061471,0.0388064920863683,0.088492428014045,0.233292335507169,0.002636769768776,-0.0705288776215446,0.157826395370151,0.0588314530412496,0.405690437201372,0.0085520309639435,0.342274710272695,0.0960383885345454,-0.28057353070453,0.53695511980217,0.100861319019903,0.084798384162464,-0.0065740868911882,-0.016375337799056,-0.122850934551388,0.0450821826152223,0.0598543977374763,0.299546937638141,0.0441410222844634,-0.0304984023755323,-0.08801195647786
progressive,0.140339134803323,0.457157454324327,-0.227877359308195,0.427292774798489,0.036767133463098,-0.0494251984669732,0.228272434934899,0.438386296717036,0.490557656392189,-0.0372277425933674,0.0540359126835181,0.0932048550200443,0.175432465771579,-0.0445632554562802,-0.201100984662002,0.373828960569852,0.05874541336106,0.363281282470098,-0.0398761352260302,0.555619207493956,-0.0368862398778325,-0.390384661163789,0.329762901143523,-0.184725258280887,-0.0071302501297301,0.0373259454610675,-0.0823741859355124,-0.362311062132583,0.0071742032123017,-0.044321853296558,0.301674269166806,0.0347482308616653,-0.164485596381621,-0.128621842731182
progressive,-0.0553885403678626,0.151767219739487,-0.156308847306808,0.0148447438876688,0.0129817657865566,-0.133027492957505,-0.115101375449865,0.138097486078775,0.072862181791784,-0.0412382965542773,-0.165253221513158,0.131050495002273,0.102604139130987,-0.119790434913955,-0.17112376442085,-0.237822932999316,-0.103885532542442,-0.363311305098485,-0.020029738235292,0.105244650017282,-0.496165657144171,-0.395153373899275,0.0151763314785854,-0.0751006512945137,-0.0181025024404109,-0.146557155897935,-0.0966283789218984,0.493513512760651,-0.0305670428266219,-0.0486702998851105,0.0562471920333609,-0.124490257562529,-0.21401598642648,-0.088740564306793
progressive,-0.0934181278302934,0.0678202079433228,0.150805723447333,-0.169837456289645,0.129602418678418,0.0209607362348212,0.156806896981574,-0.138329934000364,0.191572679201862,0.211107923185125,0.0786271413507982,-0.113444030566849,-0.057520460530843,-0.0933695400869255,0.0221463255119503,0.0847902194873984,-0.0783111673966341,-0.109474820813078,-0.0712974526126006,-0.278063406578127,-0.0483129555719711,-0.223682190949121,-0.180025518464948,-0.0371937861204628,-0.103861051783601,-0.0908133230230132,-0.0765216604295217,-0.0412715187736873,-0.118881246648512,-0.180889018907457,-0.0714739319661035,0.0428907521126093,-0.246851022676631,-0.0506249665978374
stable,-0.0855650867534685,-0.119028220470943,-0.200391806240656,0.026336154079456,-0.0744706079033545,-0.30078395352408,-0.155999829714796,0.0058579136741099,-0.295149058909103,-0.210249719271631,-0.113583751056568,0.266560279369637,0.399115014299948,0.235450377730044,0.429455228866281,0.510556766743081,0.427414941288127,0.345193560452385,0.288407833074727,0.3874767927002,0.140375127501632,0.0583032959180944,0.414418910657889,0.423805990274892,0.159767803273575,0.275810499502638,0.371237790259218,0.0885855939733051,0.300080042229025,0.256982771125102,0.251926618796218,0.149443296820327,0.249188879752319,0.296461947726362
stable,0.103967634928308,0.106540888750574,-0.035449360619882,0.115707359739335,0.131768201879055,0.0492904457760556,0.0379839797868564,0.138630123407555,0.0815061493133572,-0.178181048345668,0.101985968539272,0.189378439909974,0.273927855589799,0.0898466310356999,0.21572155959327,0.273852951345831,0.218529009380942,0.239379452612468,0.205590475681434,0.618711343181567,0.211666463608636,-0.346180539487051,0.312581698294837,0.0338191181458601,0.135108476034015,0.183183037257845,0.219472891650371,0.132898160340019,0.204643283452622,0.203619254632212,0.403862348698569,0.130547591230469,0.131232434934165,0.172374041979466
stable,-0.120744162459223,-0.0338083120462185,-0.203514518166439,0.437130801642182,-0.220704266383635,-0.169692449666515,-0.0694273446641667,-0.0982299080323171,-0.328357678197982,-0.340229537810626,0.039445606271623,-0.0394878753138533,0.134937894799379,0.0454093838800963,-0.0406040724097567,0.225801504552978,-0.117168415931348,0.276817630865952,0.0223337501483954,0.476358308475092,0.168941062338572,-0.295318082782533,0.424169482956924,-0.0208104698458411,-0.0354326576810519,-0.151190346508832,-0.0023112199959438,-0.301026028979648,0.0249293875315443,-0.0250943955828211,0.0931370394884129,0.0174321382547115,-0.0451604336071856,-0.16127044406145
stable,-0.0673601063822793,0.162474364329538,-0.424765652751819,0.509211473156642,-0.0762387618884433,-0.241740671875614,0.0075289260408354,0.0569000083192455,-0.094639753332622,-0.279675266252952,-0.0135552010796795,-0.0288140514433715,0.0395968486163521,-0.0045240200166049,0.0109638626692156,0.0950471129780862,-0.0051139189990729,0.0280716668096189,-0.173641753563772,0.197783022329815,0.074671478146696,-0.240276801902742,0.253743245680606,-0.0663561463115917,-0.108538676463148,-0.0450537586262777,-0.0362682676737322,-0.0765138078341846,-0.125052000259503,-0.0921625187130852,0.0868903611070707,-0.0994076254066723,-0.110831382635295,0.0126623614142717
stable,0.185642437699588,-0.225602427969089,0.407767456510381,-0.404663441536329,0.0358005643321611,0.269018751268465,0.415719931649409,-0.0552218299857509,-0.470693676717183,0.175398472517873,0.0480290284974559,0.0365688926850095,0.196965098130097,0.001241843218023,0.0451660472606149,0.234975110326494,0.127429312891404,0.23052809664918,-0.107566638260326,0.481548944943461,0.101921194090147,-0.567309876894687,0.382403320927145,0.0577983363485349,0.0195185185925732,0.0670392836957098,0.0428545824515294,-0.516417136935567,0.127873203517406,-0.024528443335308,0.263554781667959,0.0555556995088123,-0.437613195524835,0.0296366735328519
