group,CD33,CD34,CD49f,CD194,CD4,CD14,CD16,CD25,CD279,Podoplanin,KLRG1,HLA-DR,CD35,CD58,CX3CR1,CD244,integrin,CD54,CD122,CD267,CD41,CD357,IgD,CD71,CD204,CD36,CD319,CD85j,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.557701877558466,-0.0345680409331518,-0.157117150741196,-0.108478965217512,-0.0781421785732464,-0.250856379639927,0.0611217568277602,-0.153469302261388,-0.0187562251856591,-0.189705142933902,-0.165886831882995,0.125835542810821,-0.475491155723433,-0.337596666854777,0.0352704618084194,-0.204071532998086,-0.257080579274938,-0.0934790420070049,-0.0842942854001804,-0.183345380612234,-0.218983278288354,-0.0640757235934395,-0.0357275356856628,-0.234373587107987,0.0193543700789879,-0.290335136189158,0.0696093166801114,-0.170234448098568,-0.119301544962515,-0.0947027532286334,-0.36066118425193,-0.0941691001271083
progressive,-0.271996592847565,-0.0410207320756533,0.0948226187917585,0.0696667257472973,0.195187386129533,0.183682744334416,0.165335889461767,0.0448421479656268,-0.0304349810493937,0.0534990931596555,0.0269073748566597,0.334931321069871,-0.370889633294962,0.0642858545960739,0.0291349239069993,0.301085809410661,0.086501801015375,0.585257902732863,-0.0090020342116649,-0.0161573378317216,0.347480112384186,0.0625690593096008,-0.0030985595681104,-0.0223349775395718,0.0474169979190147,-0.0614978339883092,0.0171854791682914,0.228674365757621,0.0376675853401727,-0.0311593475169051,-0.181649328087628,-0.0361441440485886
progressive,-0.32381843366766,-0.138464834165581,-0.407787948888374,-0.140012001586808,0.18323301001245,-0.0378813249378159,-0.0518354140820671,-0.083428351374003,-0.201928395484226,-0.228581360150266,-0.180468521643378,0.386438833240287,-0.564620661327393,-0.225338201424197,-0.222697735280877,-0.042626461260035,-0.111348562356093,0.110794490828181,-0.1781503784825,-0.111665967269264,-0.400617933014722,-0.133563749538604,-0.0361578721409819,-0.43649572935733,-0.143511533670465,-0.34715646023574,-0.059488187353462,0.0335028336816241,-0.0946099017473079,-0.182225640705418,-0.281141676619242,-0.199439269844124
progressive,-0.281816042549475,0.152423316095325,-0.0220254737121695,0.0858660515218245,0.135493719686726,-0.116989171968805,0.235876074317425,0.0259148816240217,0.132267352282317,0.0637544029823593,0.0179348972920722,-0.0742534671352164,-0.0974558338093249,0.0760955626636985,0.0797298769979308,0.168944589009333,-0.0705528732620868,-0.0321166182509064,0.100937835259018,0.0490247994154022,0.0195622537335919,0.0648260991390016,-0.0907000128287352,-0.1648422060686,0.168846092019238,-0.118283384234346,-0.0734400708970094,0.0443578460375168,0.136197295000092,0.0635192797886066,0.0596652812106975,0.0814956565232088
progressive,-0.193474729252384,0.433310512389227,0.256447571933044,0.46525019181805,0.352914863779742,0.057490305445687,0.220476177405431,0.278573330206919,0.425215398427324,0.412306556312612,0.411468750722624,0.357559340091628,0.02400516855151,0.45842321514645,0.49981560072068,0.546262997363182,0.441520035951047,0.0998892142050121,0.434943313631032,0.401392031365014,0.0856824964486385,0.411817076470542,0.20594015857029,0.287711040580569,0.407507267385987,-0.0018836472096326,0.297170696018238,0.454536598569889,0.422658125362141,0.488175485339632,0.320404392842515,0.415278321386491
stable,-0.33645210020361,-0.110077878386186,-0.169972314797071,-0.249630740928789,-0.115340064269983,-0.193187495724432,-0.249290896096786,-0.31186993417272,-0.241618450068408,-0.311190447585905,-0.213830010405854,0.0166436817540775,-0.506979571555708,-0.340108532324184,-0.252966966308747,-0.221423297065778,-0.161185501900153,0.0346749134658364,-0.269535521704611,-0.163560654122071,-0.147882666990061,-0.248500061980023,-0.0026127105626452,-0.505881640719925,-0.20449972744962,-0.249084535756599,-0.133902216063409,-0.255624145788742,-0.238469393572604,-0.231536804028507,-0.243403499799506,-0.269909332132667
stable,-0.0201593301437959,0.145554404718376,0.235117666376842,0.153359124078802,0.332344451029309,0.0782619627220534,0.190503958948423,0.0381795441400406,0.166464796622024,0.0259850530092643,0.117153094662196,0.624334529424859,-0.352347433055256,0.0800255740887077,0.219156652156979,0.0622217026779204,0.0216004976431151,0.330226751893701,0.0497375469609055,0.119874308309767,0.185579131205276,0.0177124644202725,0.0506291835604926,0.113710235436114,0.138836644172876,-0.0350755496315773,0.0847155266028763,0.182477421566911,0.0427498025411316,0.124895643195856,0.0985966978347469,0.170809665953556
stable,-0.0148916605546562,0.142766338563587,0.10326079052737,0.0731272893824304,0.438121416035996,0.0350080434137561,0.294929057575114,-0.0057081854255696,-0.0165313772076462,0.0171763149095034,0.0645941863644716,0.609055294649549,-0.426381386612158,-0.0105208191451113,0.0573293514464303,0.0587697274959003,0.140125953991206,0.442719124358841,0.0331700207689287,-0.0522065157449995,0.1057291905077,0.0006740560088286,0.02634423383317,-0.0536972933213144,0.0348311311512438,-0.125240594970384,0.165776651989139,0.38791253553143,0.0655819503651049,0.0335230930206381,0.0110640599554885,0.0226633214762229
stable,-0.0824923356341218,0.107047249448841,0.165523251022382,0.0255844067024611,0.188850300014039,-0.0922765662084079,0.0756817492719706,-0.0611838028032954,0.0142964041830658,-0.0122947874069495,-0.0845929390061757,0.500562017128727,-0.426613284573105,-0.0151664206988501,0.0269764078351793,-0.0414607267653123,0.0032183223647534,0.418083872453752,0.0173968506506941,-0.0266271714722615,0.0678183551889607,-0.032270054630529,0.0467303965462366,0.0493220936865506,-0.0545054225353718,-0.009399678391166,0.0177793252682979,0.187175954517931,0.0201411673437699,0.0255727526916325,-0.125317150034979,0.001157295715667
stable,-0.249431140431194,0.173256776266566,0.102367812263673,0.238787507673597,0.118349874383505,-0.0067079530386005,0.273243838614442,0.0936010396913088,0.242468819562522,0.27183087931884,0.207250870924575,0.407868941025824,-0.253909147925029,0.180095485803212,0.298653985285815,0.31299835656181,-0.0233231911397203,0.208119892354044,0.215485150347955,0.220241898411129,0.127179480773932,0.193452694088399,0.114886404926043,-0.343929023554902,0.241785841594965,-0.0312234260510859,0.221883273674048,0.307604033983535,0.275412694444708,0.241806144415147,0.019437623995738,0.246966206525632
