group,CD80,CD137L,CD52,CD33,CD4,CD14,CD16,CD326,CD31,CD32,CD107a,HLA-DR,CD64,CD35,CD57,CD39,CD11a,CD54,CD41,CD49b,CD18,CD28,CD38,CD71,CD36,CD49d,TCR-Va7-2,TCR-Va24-Jz18,CD133,CLEC12A,Ig-light-chain-2,CD88,CD224,DR3
progressive,0.233434191621813,-0.0277170865440414,0.286696434244666,-0.522489135932734,-0.052013035479198,-0.25047752283214,0.249498194833765,0.105468430474038,-0.292008688348307,0.0997897585979962,-0.0963861263134582,0.256280954923605,-0.436713251740219,-0.734246685546622,0.0975560710133013,-0.244649329307873,-0.0514410467135419,0.0549064704447277,-0.13486526516767,-0.0102524566350029,-0.260231158531588,0.001677051819175,-0.112982134352348,-0.444518039639868,-0.457891699403875,0.086954708632308,0.0590561245575469,0.0931986306498505,-0.0545864396956536,-0.520977928208018,-0.393544773555266,0.114240844824809,-0.224205280103498,-0.0074301607714271
progressive,-0.0575661920834201,0.0199630345543755,-0.171040085069886,0.245983858224729,-0.114469963271355,-0.122374392132779,-0.089123255381078,0.0547633431975222,-0.104587359047569,-0.161722056663068,0.0478982945955912,-0.218936390948853,-0.182385135145883,0.446699725600637,0.0657108826739126,0.112169578198076,-0.043626467801377,-0.391085492726703,-0.383897955149751,-0.076078039392893,0.0327818104076429,0.0385696808148524,0.385876039949409,0.0432625674801959,-0.0496818446471906,-0.209368994331725,-0.012134395604611,0.0678164716254823,0.0257579025541513,0.0018490787728907,-0.0295389849861273,-0.012041840777182,0.200917059287746,0.113967287695679
progressive,0.0798429493800095,0.183555260903725,-0.135906380989485,0.215640086880661,-0.257619886087411,0.0209268268614728,0.0140942587005301,0.113987088020296,0.237344747469679,-0.103965059358268,0.0782369918804723,-0.4477227439122,0.032693997760293,0.552973267367563,0.12955402554537,0.0519823042454205,0.0540163111231746,-0.158195677750005,0.338332535703459,0.247581088428652,0.286494536558577,0.154771329293628,0.203468949371912,0.232241135372279,0.255172320209172,-0.232782838552204,0.0832289191716135,0.160264557168258,0.14088055870816,0.213277251998166,0.0507607459695155,0.0184595580902909,0.283795922946658,0.103356593462099
progressive,0.367703327375251,0.362860537054718,0.188231803808748,0.0644516878979246,0.280828700231235,0.266976688023582,0.404840180238821,0.389981249168943,0.0159818149606796,0.481057300779876,-0.0329671138535556,-0.0451924685187977,-0.25192147567662,0.432828900989638,0.371691130795913,0.236996017141497,0.130346966810925,0.131457527632134,-0.028353314957196,0.269110767387947,0.166975746803421,0.371117710745312,-0.0944620613871084,-0.612616721656048,0.0858696214937956,0.0007323617673528,0.283750022649399,0.357138130129094,0.184018625208721,0.140322163985642,-0.0122498298327286,0.361562248711015,0.35019749268208,0.354714969429894
progressive,0.230906673587754,0.0231081873626682,-0.0911593900157791,-0.0057011387029709,-0.156611251171638,-0.193309190930068,0.038442590589851,-0.11697501303607,-0.0167690713618542,-0.148347374988049,-0.0805810609614908,-0.0817148301275448,0.119443234348134,-0.0031877852593497,-0.223269196271823,0.0596352663174936,-0.167682012928641,-0.118271934326312,-0.0284250980236105,-0.104060167318193,-0.143359103062707,0.0613511651519374,0.203520732606206,-0.130280427595606,-0.197165694183751,-0.0320042848165434,0.0762986884995523,-0.0210398528176123,0.0735216809078973,0.014175720569609,-0.132454922963521,-0.0479615094718887,-0.0425252308258027,-0.052917274939207
stable,0.0400913466623102,0.164148025912354,0.141845499338221,0.124621035011503,0.0744107880083396,-0.0886684840036379,-0.026157143749646,0.0446474271119412,0.0279797043367312,0.150243753269872,0.10941114594304,-0.118514847402473,-0.049087369073255,0.334186913572424,0.071641012319404,0.077513490777345,-0.0553628961734177,-0.131115260378013,0.11872656260121,0.21992332463887,0.147003473523041,0.0522106217599606,0.0694955525228425,-0.0310903317925579,0.0254768812014472,-0.176480531276666,0.0026158133063028,0.050764522361879,0.109938373221572,-0.0678436680683094,-0.0888032532805011,0.0790227736633626,0.10909089651743,0.0452457673364753
stable,0.0412242066916181,0.0387876574948427,-0.0962640072092528,0.295773319128121,-0.0287580007690747,0.193194227713982,0.077942082431236,0.0670545306516003,0.206654232162463,0.0244982371753228,0.0887511740338872,-0.235588688545838,0.425339666264152,0.550604207614905,-0.041665120884793,0.0377062516549263,-0.0176499166245958,-0.135164251365855,0.0961617086499508,0.182513973378465,0.165061308254036,0.105335718264442,0.222927323619113,0.0324806167351902,0.340153472840146,-0.124381742389521,0.0371142137288901,0.0746900631543767,0.172178861715212,0.0717532978606025,0.294738064065582,0.0852511026016388,0.139929095638381,0.121011725314328
stable,0.0484593150471648,-0.0114069174158912,-0.161825380236558,0.0221584705938486,-0.378498089102052,0.0017189408620365,-0.130019257209037,-0.0049964688840373,0.152299407286319,-0.0324853528732267,-0.0407613283570796,-0.464833057108606,-0.171970859398497,0.484263310050511,0.0770880257971546,-0.0201576129300163,-0.0768375135715479,-0.39898337752964,-0.163630418214928,-0.0031585131250605,0.203153479856975,-0.0976639490210472,0.0474405388217112,-0.0618700474964953,0.129305404727693,-0.314087587589962,-0.0171323923593461,0.0322824861556211,0.0011758092008536,-0.0742379833733202,-0.116079398819328,0.0851802383560051,0.0737599205996246,0.0686147621046735
stable,0.0207159044901786,0.0825006536856931,0.0703045834034466,-0.148820915031898,0.0984123888585078,-0.068933348378155,0.275043770574867,-0.0075551405977523,-0.0710817238940632,0.156119064925038,-0.0123817164627477,0.387954034691773,-0.13785660256397,-0.344936622906178,0.115069127023798,0.152837720772222,0.163869100402758,0.25826879980548,-0.139097635921364,0.0499981062925844,-0.178011734953378,0.0439714192880711,-0.0594142998314042,0.154874118691639,-0.270155856841348,0.261857006090458,0.0960825020583714,0.0687104330420064,0.136661510697606,-0.0353098315273672,-0.0684779935600568,0.103765628418108,-0.033067664606983,0.0739016954720708
stable,-0.0280565704909965,-0.0731388283515279,0.104138514468997,-0.299157165073162,0.219069643905658,-0.216459202875949,0.164694607120438,-0.0907676534529705,-0.27656268820456,0.110171352312223,0.105662904303406,0.370045373386511,-0.486360905167533,-0.591247453689503,-0.0378651793905422,-0.0338781070378468,0.0436198889231367,0.281992224366531,0.0692290823746817,-0.0212647668528286,-0.139116908767661,-0.0334343735603478,-0.269757804145501,-0.483189612768551,-0.266456679241527,0.133335090950208,0.0065334384621254,-0.0662177754289239,-0.0572996916968113,-0.510617057083011,-0.285982972962852,0.059522855387365,-0.233607045772573,0.0321489173245199
