group,CD40,CD154,CD8,CD33,CD269,HLA,CD14,CD16,TCR,CD32,KLRG1,CD27,HLA-DR,CD64,CD141,CD314,CD66b,CD35,CD11a,CD79b,CD244,CD206,CD169,XCR1,CD54,CD41,CD137,CD254,CD357,CD309,CD226,CD18,CD28,CD71,CD204,CD49d,CD158b,CD337,CLEC12A,Ig-light-chain-2,CD23,HLA-F,NLRP2
progressive,-0.0217793876195235,0.0064329004936325,-0.196963151360124,0.212580137645541,0.0130977640404941,-0.224586030707535,0.172047517009684,-0.411317420462442,0.0330378590160067,-0.135242769139474,0.0107707572771164,-0.171221068550451,-0.0796508694455336,0.373454740528596,0.204177675195134,-0.137149366622086,-0.0082409557892307,0.271304281847758,-0.0280121256550797,0.056407202375396,-0.111928999677627,0.13440219768729,0.12491569218626,0.0941948094096688,-0.328467903486919,0.0730734101459967,-0.131298428114966,-0.0261479919211434,-0.0095914592459744,-0.0110289827292093,-0.0309255380165306,0.0695728727675484,0.0490123365651392,0.452746428223406,-0.0551078417313786,-0.179130286639377,-0.149292741907988,-0.0519372158985999,0.277668541789647,0.0441686275413015,-0.0794111070530353,-0.0691667314126126,0.0536840460550152
progressive,0.0173679395998333,-0.0634222758914111,-0.053804102033,0.175154872236962,-0.0722465576932125,-0.153285305300747,-0.188834720968663,-0.241389787733128,-0.108791441794474,-0.380844888464606,-0.0368619590527404,-0.0567151782709953,-0.337059936620045,0.0512250627516723,-0.106103450250456,-0.0590019728035417,-0.134224205750067,0.0152938671263472,-0.214266096334916,-0.0653911009751968,-0.330825921799897,-0.0284268997572644,-0.190798388960002,-0.0930845295193749,-0.417629690232604,-0.164331256040287,0.0033314984823572,-0.0717837410306514,-0.0592156404417043,-0.0477178256706072,-0.10834971970822,-0.0400505110525206,-0.0536167499525506,-0.0890121283993263,-0.1311884955134,-0.195166932763436,-0.0686551507127684,-0.0856386656594137,0.0849931083382676,-0.184357080925595,-0.108309052629959,-0.117293691480979,-0.156998979191325
progressive,-0.0263430707614612,-0.0819448179859324,0.0157050531843745,-0.305843390591696,-0.169285909777488,-0.0015355192171961,-0.191845080936763,-0.0535172167209106,-0.225414444410259,-0.0895107780095647,-0.191328712890819,0.0041201768632999,0.277828440431088,-0.104263705165867,0.0228092871059683,-0.102665164761648,-0.25445740110117,-0.607338269508153,-0.134349586732422,-0.159270437512021,-0.0595716300307608,-0.129836703096674,-0.170528094657411,-0.220297625166949,-0.0405289229718931,-0.354870417677135,-0.145895723054354,-0.165154068341055,-0.144550523338056,-0.143204159681475,-0.284330140287782,-0.37286698466721,-0.187041474166482,-0.0599035145877023,-0.173663784180929,0.213365816662374,-0.165642720748727,-0.203201737619693,-0.232077695938923,-0.124212514464264,-0.123936492463241,-0.197626382894204,-0.13813901659995
progressive,-0.0969123775648959,0.0882445448800006,0.0389240467987154,-0.0836446898356217,-0.202511869599898,-0.0108350981356121,-0.358924015561404,-0.460416028374212,-0.143267356705158,-0.469216417516393,0.0281743725412119,-0.0020243711213865,-0.0434607144113016,0.0950659856684513,-0.119710728587527,-0.0973948179146665,-0.473269935912772,-0.334308863183506,-0.144895585443287,-0.138389968851305,-0.132165284904527,-0.0017301852123603,0.317288444343078,-0.136106683438184,-0.178660249469363,-0.120954898805626,-0.0678185320980072,-0.169460346516913,-0.112898369697843,-0.0159277665331761,-0.224608444587954,-0.181694550458333,-0.0625816117631011,0.381927184444891,-0.0121256197083436,-0.0946464565512333,0.0612943571956031,-0.0892286311222043,-0.266432205581812,-0.0732149380396317,-0.112948246814226,-0.097668912641592,-0.110509239161351
progressive,-0.306296547260295,-0.224013336614849,-0.363088355925937,0.174749198731106,-0.423574611007531,-0.0562765607645424,-0.113725487016274,-0.209209000694288,-0.395435133489747,-0.231349804575809,-0.449885668678528,-0.119582008212461,-0.0790719657676034,0.0914706842636201,-0.130923656217218,-0.363021053066628,-0.139517519488206,-0.0548796785726722,-0.191454522879582,-0.416749773403315,-0.399069261620342,-0.314556292230774,-0.0798352346310942,-0.340692951376187,0.0448162954788345,-0.245195132756933,-0.17397046930553,-0.352707144716033,-0.352709213730064,-0.0575054745029859,-0.3731724551962,-0.144587756347428,-0.230099691258194,-0.198188260887645,-0.378411790414747,-0.225591376687415,-0.408472725003567,-0.326307055407853,-0.0709852169024681,-0.0789163707312383,-0.142892021072798,-0.352836245249889,-0.340817088649872
stable,0.163888781415626,0.0579184067714594,0.0813359533431802,-0.0644372939258902,-0.0168737134944909,0.165418155604703,0.0921698582341298,-0.0198969938679753,0.0625025390611284,0.004753188227989,0.0289362196038114,0.034324743957005,0.228882524709227,0.0707866501284149,0.118984081110389,0.10595662006143,-0.0793745479669152,-0.371530151389563,0.138838914667169,-0.0596247245170735,0.0847395023023051,0.0042378788607167,0.0536571084712823,0.0151980518944873,0.173978975896235,0.0755017573674981,-0.157630553675787,0.0452433737785116,-0.0528918415290877,0.0118335611152238,0.0344861586777091,-0.148119270573197,0.0136030349057077,-0.106819613431884,0.0224222345340225,0.1658970164957,-0.0491627732955672,0.0240043310025178,0.0257780211647829,0.10384232692974,0.0004833512453683,-0.0203733867772698,-0.0675185563257324
stable,0.134170682193939,0.0173793252131906,0.138210020285991,-0.107953829422324,0.0380275280284586,0.176596636814962,-0.0117970398579037,0.0970854435327511,-0.0004931829408019,0.14795250777836,0.0333178304974795,0.0185760128555967,0.430229973571309,-0.108311511251629,0.0869837399637173,0.163566930375051,0.0641444715919193,-0.40558231944676,0.194639329671565,0.0445632756919833,0.047372197163819,0.0601020965863112,-0.0614974872895549,0.0609245682210087,0.182791226219321,0.0158472425230612,0.0773492137541691,0.0617475011611816,0.0146989904507831,-0.0543645927257021,0.0815714613404786,-0.171875305832691,0.0964765840067087,0.129590539391189,0.0360795408340411,0.252056876093263,0.085301671983101,0.0326245905785036,0.0568076552445647,-0.0819634141841618,-0.0196708417492271,0.0674698451860736,-0.0251831647870456
stable,0.408877417063152,-0.007238820664036,0.0628097838570804,-0.0195490613363887,0.0111412376689844,0.25089680083185,0.0932168195349161,0.208759066929912,-0.0318234298205053,0.270918182116331,-0.0261983158869807,-0.0307382184953066,0.609750236716565,0.218153132716147,0.0664178396955683,0.0408277858974882,0.103183990434337,-0.240278216477052,0.201006689608676,-0.00742377548025,0.0382761494613489,0.0255971078086212,0.351177432081974,0.0318740033810355,0.48729762610708,0.021291408005953,0.0178495950243029,0.0176268098999083,-0.0558675605957231,-0.16414006646238,-0.0042825213865766,0.0743220277040478,0.0321972599828193,-0.268391001357459,0.0047441930727435,0.209695327458831,-0.0730469051528432,-0.0568953398553715,0.0448111058016454,0.159223360612772,0.0046730681576052,-0.0322635104479337,0.0403387125143196
stable,0.1570781029794,0.123885058455754,0.0173580116513171,-0.0027000123986141,0.0623178714010358,0.256772241555789,-0.0040750821572173,0.215293775757899,0.125539192308369,0.334541107842863,-0.0163988199832275,0.112046068693368,0.653804692559078,0.0079441760687734,0.31968433617895,0.180562479222066,0.166730475015639,-0.355481469346339,0.273581358302209,0.0609407880654458,0.189396323862314,0.0706458355078721,0.055097609442032,0.0743881008695877,0.486053292039104,0.097187529847046,0.0285966286749925,0.0355812947348653,0.0684087315163892,0.0181154870369653,0.127920053451657,0.0634160573949748,0.105478565596887,-0.0364393926134135,0.0711548554407349,0.332423255621696,0.127798771704669,0.0806890823412106,0.0664711733127273,0.130971133996346,0.0337776218131059,0.0522584315803507,0.0410516885940918
stable,0.198777871072276,0.0852624485650942,-0.0225241923178308,-0.358782817682863,0.044047552085049,0.129298176062807,-0.0973502482871532,0.210906613763453,0.135367457876416,0.25707233490385,0.0099436331354324,-0.0212116322685247,0.506225829890415,-0.425496986674049,0.131765677615905,0.142813344771965,0.153355652079064,-0.582423421273023,0.0289212571658986,0.139085734430194,0.23612317755984,0.119661459412882,-0.292167516981382,0.0647432111891325,0.283566975807488,0.0238352452406306,0.0662593074738753,0.124682300458735,0.0941911155145733,0.115920136220418,0.0707568657661453,-0.178171332285575,0.0548541962876671,-0.617081253895388,0.146881447575388,0.219110646519439,0.0278781830456421,0.111890472622231,-0.472438324817292,-0.222298733472641,0.108424711092355,0.0711726486055965,0.0891681402760569
stable,-0.304500058960147,-0.273115389322323,0.030888654443392,0.185742933600361,-0.11507908552682,-0.281137541100903,0.0361604357603292,-0.321409425663491,-0.0908252476463239,-0.187477151632306,-0.101183159613757,0.0518158920085705,-0.396842158147267,0.163451365985102,0.0355048268179297,-0.0667989497008064,-0.183634543078275,0.191816247070604,-0.303913255756035,-0.0946029513094038,-0.337766933573231,-0.12175501588655,-0.0539166659586507,0.0399308214549296,-0.297805219876951,-0.162209018720258,-0.131392395852017,-0.204920340764898,-0.13142345041726,-0.255192868036105,-0.178735924498993,0.026786080702058,-0.1020418828843,0.114569453497572,-0.134514766018977,-0.300791020731837,-0.009463768190149,-0.0684526442799343,0.255637984745179,-0.0751532631086086,-0.151084667145586,-0.202235452678736,-0.237718641828957
stable,0.132048430289762,-0.437006850557672,0.0116158115015768,-0.0043186650993473,-0.115013632088004,-0.0452574204452873,-0.0889173206549844,-0.0923624995977432,-0.183580838440243,-0.0073802934526066,-0.358380972115957,-0.179548500760611,0.0815204987702575,-0.161342083758063,-0.147897219828117,-0.218769001334312,0.111926995775487,0.0273433794583511,0.0280925464262834,-0.243965590763081,-0.132581728330349,-0.362331536697689,-0.202717905295563,-0.367294941062364,0.0344530239891221,-0.0955480677280129,-0.384564799126937,-0.005561571040438,-0.14039230510778,-0.38144512620557,-0.24076074904441,-0.128303628656139,-0.381209269414366,0.0312795617164713,-0.183066340271121,0.236240621825047,0.0928636999984123,-0.391376074029484,-0.0956984539480404,-0.139302074391395,-0.0790845173874724,-0.178931064290978,-0.400962362932502
