group,CD112,CD40,CD33,HLA,CD45RA,CD49f,CD4,CD16,IgM,TCR,CD32,CD223,CD27,CD107a,CD95,HLA-DR,CD1c,CD64,CD66b,CD35,CD39,CX3CR1,CD24,CD11a,IgA,CD244,CD54,CD309,CD226,CD29,CD15,CD71,CD36,CD49d,CD305,CD319,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD101,CD88,NLRP2
progressive,-0.0069861064273792,0.169903664141582,-0.459938454286428,0.0915053392092681,0.0302411844635338,0.0307330080174297,-0.0297946469324576,0.0788090051405552,-0.0112970349699606,-0.0640676377211561,-0.0016390270376583,-0.106257265727261,0.383681484347266,-0.0826966361778058,0.171279544605774,0.215288171661676,-0.0694373139699467,-0.468621120755309,-0.3210610447838,-0.732036842422798,-0.353592942262333,0.105185672283932,-0.20944875253705,0.0364486414333584,-0.132221587983132,0.193923268364949,0.191858914167984,0.113676095995495,0.0976194217049463,-0.113071912827833,-0.251522195028667,-0.429429355996319,-0.402685506519684,0.17066131914215,-0.150755778513409,0.144800136415902,-0.37168266255477,-0.374318429801993,-0.0866245973620428,-0.355637740414894,0.0157058346586576,0.0430431004492761,0.0205245147890379,0.101444244314822
progressive,0.0352523551833432,0.0638775685698125,-0.29829686611947,0.124576586550894,0.0106820746228681,-0.151952917124425,0.110892673327363,0.114975834780877,0.0508616981711708,0.0719520626091532,0.401435429340929,-0.0303349422583137,0.0629385602337435,0.0295774635945969,-0.0526413676118581,0.352257457399227,0.0851126454578529,0.0314925230923107,-0.003645485966278,-0.285308549856323,-0.133218308429767,0.0537062598254788,0.0021300990083246,0.127140589585849,0.0563431049077044,0.344856056053435,0.572833357519938,0.0209728835754833,0.0558520066087175,-0.074748220215911,-0.063153809990894,-0.257133371180234,-0.29837633056985,0.139492451551327,-0.118695685602417,-0.0544105493408574,-0.109045629663139,-0.0079042145330911,0.195266899663181,-0.0101843336871785,-0.0373280645592575,-0.133980275120222,0.181991798742658,0.0671220028532385
progressive,0.0562650822765598,0.11521832755423,0.0466084974145154,0.306021805629334,0.0353749988125448,-0.0949995404277924,0.395641018223282,0.290192338438731,0.0459075152584404,0.080780316824783,0.572802254906891,0.0609245126809173,0.0657230733343293,0.129108767112261,0.162280580005002,0.645475734604535,0.0780326672606191,0.128982728201364,0.0997901710971202,-0.106075440280866,0.244609731052349,0.0755549260442856,0.0494923566241334,0.240969132135049,0.16421606785463,0.227419993474703,0.539863883051725,0.0277932881961064,0.0371402333665166,0.0531732929749258,0.0984950248071436,-0.389923101222097,0.0206918537876916,0.279072234167881,0.156145378266105,0.123093349107295,-0.0091688918347758,0.178470892917648,0.377259181323754,0.117957734705455,0.226579819632441,0.0044767493677541,0.380820620908737,0.122998895691637
progressive,0.258857822134682,0.0095985838091167,-0.0475225221850216,0.156319521561823,0.189513072758128,0.0610956503503072,0.029510214658563,-0.0889078294268146,0.0214402870147766,0.0863465623821101,-0.0688674067338831,0.243347663649074,0.195922908736578,0.127014512542516,0.120403126575134,0.171335422010394,0.201094207463972,0.162729669412332,-0.114618406700262,-0.208759847594054,-0.0772820010289712,0.115595464172352,-0.0084454517744989,0.0542676549357741,0.10776870345578,0.102941261137702,0.0569383114123739,-0.191867408321856,0.0712924542457447,0.143711604899615,0.0595202939586612,0.443048197774138,0.0397196073565815,0.186214281228594,0.176215055254838,0.20971351191958,-0.139853236089542,0.101934634776651,0.148666895215631,0.0966457224515147,-0.0801379385254098,0.0188702236765411,0.0197488005276912,0.0797929022553364
progressive,-0.161169376274316,-0.14939643862616,0.242699967102741,0.115884712941374,-0.391454682023427,0.120518224377097,0.0333138754313919,-0.152519777206476,-0.117632365919628,-0.200684209763797,0.051881459583739,-0.160514569456963,0.0290129898204568,0.0188237295146292,0.0305628100549996,-0.072110177641041,-0.169385574205448,0.10669824880941,-0.283066398711844,0.115198737941038,0.213485913963427,-0.0825838614635351,-0.211857815285387,0.129547355887008,-0.0681532097671375,-0.0425119456081758,0.283914419727804,-0.220674164495174,-0.0878856471035555,0.18007557933835,-0.258853236874068,0.0775823628398706,0.277031539404013,0.102888632066804,-0.0174517278125088,-0.205092675883277,-0.134807548815167,0.0572175266981442,-0.140376535557428,-0.0081783320059382,-0.0576657180704221,-0.172631452208314,-0.0086484730953838,-0.0947520634802176
stable,0.0690008751804061,0.191589581421489,0.125519644163115,0.227822499978135,0.193245080628924,0.122733776612707,0.320799440515344,0.0340786830157118,0.168129342074316,0.224825249142444,0.184237755982589,0.176065268146366,0.24466089388828,0.127410024775248,0.159304451697756,0.361968177560524,-0.0013442129389872,0.166903647347506,0.0226346346058885,-0.0988110245037878,-0.0703624158037499,0.173979060377445,0.0842982367159451,0.338063450721705,0.253894634080995,0.165484831041217,0.387549424637899,0.0978593253656533,0.228088528485803,0.244880275339392,0.0019094327939854,0.198222754566386,0.0855658169504808,0.410294090231533,0.247508180746557,0.403347136012523,0.193401098472891,0.25857774743664,0.309599050541117,0.222618270704524,0.217224216818282,0.240495595301624,0.230152715890562,0.202683116800827
stable,0.0988619575473394,0.128935168122374,0.150978905297247,0.481325129123691,0.12156511572272,0.399309836973937,0.426430771003147,0.210958519280012,0.08525272160934,0.22701467538997,0.367606208643946,0.106571270869925,0.102047729740979,0.277973160457431,0.0896823965818338,0.666650835831873,0.0135073787219955,-0.0552367726873238,0.18688559055415,-0.177180939933829,0.207879316178489,0.293855325739417,0.151474057947126,0.498309783725181,0.164931854488788,0.302222818646249,0.529769839420767,0.0553082262594499,0.361851429249102,0.475882259020268,0.135771739938142,0.170511772510054,0.124428708579493,0.510418018611518,0.369484309199844,0.132051661090504,0.339235876741816,0.146263458704292,0.320700085775174,0.149388298547885,0.388826805986923,0.37145161866485,0.313493113693624,0.146549647709136
stable,0.0860933791907192,0.356334939611293,0.0861706665625826,0.36502845389558,0.0564051376766136,0.0779116772654009,0.401656382000918,0.380725385104054,0.176253858450778,0.105790188830757,0.390785495364735,0.0444550254203331,0.0571989157187546,0.145633126572627,0.157899338519184,0.690738647675632,0.0646212969317443,0.270624172735208,0.254188287651471,-0.174330421591002,0.226493909076306,0.138675778656503,0.0552148523349878,0.247352105796782,0.170688123302775,0.159881702263753,0.580952487540832,-0.0537494850683335,0.150104143345381,0.187096894569618,0.13886955643607,-0.106455311797027,0.0053087642291005,0.347104772539207,0.209954627978868,0.238801329065738,0.142466573959664,0.26724877927878,0.479312344088884,0.260588828464049,0.235071774655701,0.032264335206631,0.21909392506148,0.122725945967083
stable,-0.0002720175604189,0.114449485328811,0.0176317717006189,0.286477303726668,0.086763068542239,0.207328267622144,0.363811489636148,0.123063513923471,0.134227124828539,0.0705173155305148,0.419292097694304,0.0513120659013946,0.0435183188496456,0.17473793689348,0.0381437976954843,0.683682002382412,0.25643996622688,-0.0466947556790177,0.0385589278311421,-0.256445253117584,0.255309358322747,0.184374054131185,0.0651422915642863,0.283619263878221,0.126574580919535,0.202191964002441,0.580739212939212,-0.0212695486892185,0.136538921201157,0.267072617829198,-0.0020602338475438,-0.119561196698167,0.0967627255608332,0.393623022132566,0.302544852750062,0.0625256042584148,0.0586535526569954,0.164773806868353,0.319808896964945,0.108818363340374,0.135143314900438,0.114425588305666,0.256723302280839,0.0246944347475136
stable,0.17291822573409,0.0822499985501695,0.129707604883002,0.0660037098155364,0.240766786914321,0.147298827428569,0.358961586856558,0.371479064304804,0.366850012341388,0.357400423202142,0.33867492557445,0.244320644610398,0.188201513103321,0.314272372231498,0.0107860342017225,0.310166301123807,0.0745423455291718,-0.0376162346314862,0.374374468176546,0.0177778567217057,0.110350300997943,0.380047243126624,0.403249690420523,0.335956352369399,0.364902818205783,0.231288288389189,0.249667684933381,0.212217889993123,0.281646389940306,0.235165411810093,0.352352395622498,0.133419759242062,0.0304788556453002,0.268093391943857,0.0738936071888303,0.342436449596985,0.134991626049096,0.123985941072524,0.318858505244723,0.177192352578157,0.217782843625891,0.275098625032368,0.306271814349969,0.255042843489648
