group,CD47,CD33,HLA,CD10,CD4,CD14,CD16,CD20,CD31,CD32,HLA-DR,CD64,CD66b,CD35,CD58,CD39,CD11a,CD66,CD244,CD169,CD54,CD41,CD29,CD49b,CD22,CD71,CD36,CD49d,CD305,CD209,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD88,CD224
progressive,-0.0151541919327067,-0.293632652494597,0.0917031600766226,-0.194844031278791,-0.217007106990374,-0.182768500008974,0.241141858977869,-0.127960508182939,0.0352337788969996,0.0369538063831894,0.0244184181676418,-0.386290858313253,-0.203248340820956,-0.482824414899217,-0.275126049158194,-0.228624440780677,-0.026105196913302,-0.269089565423989,-0.213875339562736,-0.0254293604879916,0.176958276934337,0.0514383624834232,-0.152786194117721,-0.226922362232763,-0.122249058253697,-0.237023855238107,-0.213395830715214,0.116180949407051,-0.0559424868208391,-0.119559396484429,-0.17752959900815,-0.122011666922707,-0.213885703317787,-0.234763672069401,-0.0929198366780179,-0.265399267076331
progressive,0.051743911193317,-0.306078223423729,0.0549520616072192,0.0408396794185469,0.038885719437258,0.0849789934204726,0.13379115772187,0.0738088603495578,-0.026905663505516,0.184405731981952,0.150252931558326,0.0768738226052239,0.0328325532487934,-0.236967022701844,-0.100127310993361,-0.0933538539463812,0.0080800143456395,-0.0220854484689064,0.0346712018660658,-0.0839906592508215,0.326476406810011,0.028612130028098,-0.115188508303775,0.0241713750006691,0.215529763162751,0.0094030216822946,-0.286838523924363,0.0029337108401582,-0.12394313990684,-0.0762413460419781,-0.0390493330038795,0.0306545213585565,-0.0243854238592714,-0.110351319857611,0.0390147154936398,-0.201305697151267
progressive,0.0735277077330312,-0.0986971558616831,0.138286427920538,0.0645225133579504,0.334359527725818,0.177678617301102,0.214652436873748,-0.0127231120650561,-0.0807760196806175,0.509542427582948,0.512788644960326,-0.0543219124499262,0.0195135679470963,-0.130663248009922,0.0393643120123453,0.176312448837453,0.131480986957827,-0.0434124260992545,0.153149750968264,0.0124982180142966,0.449200372887804,-0.0998020877149084,-0.0574092150648887,-0.0270345295626343,0.0092571858986718,-0.536183690306411,-0.0976343091009853,0.181688536871624,0.0034437550876506,-0.0621748035081059,0.014787103934326,0.265515051912845,-0.0064193314692627,0.146337756329736,0.287836568604441,-0.0025768142736442
progressive,-0.438346687573901,-0.0887631243279352,-0.211893380442232,-0.290011963331792,-0.518298867446127,-0.411802248848166,-0.459807286832769,-0.0286173894911931,-0.186062067033055,-0.552508418903697,-0.145431266819099,0.0275919372320069,-0.620087564514194,-0.336049468025741,-0.321469253554685,-0.347585075556992,-0.219946981282435,-0.519869402263916,-0.414180740063792,0.44574619013222,-0.32694527900849,-0.121942709174005,-0.203812382438111,-0.192971648226236,-0.0227102735996061,0.316070807718003,-0.251435673971979,-0.282103944483667,-0.179044133957271,-0.12207596852207,-0.100307035008666,-0.132532258722221,-0.187427293715773,-0.245503944224051,-0.406061315805495,-0.401103326046453
progressive,0.0993915255378169,-0.0530985305569558,0.0227269202524412,-0.0109441110743167,0.0117839826195416,-0.120705102155051,-0.178583559838137,-0.211975970297342,-0.188903549285545,-0.163119261804387,0.0570811153962765,-0.180511438014614,-0.0588309236046887,-0.254868764211285,-0.310076343424316,-0.284363090232463,-0.0585612601978186,-0.234056618999893,-0.258788586791344,0.028747592870407,-0.105461055482623,-0.041886497018102,-0.06008440512756,-0.21323584092111,-0.0222747999408416,-0.0061138494967687,0.137884568681442,-0.0807487094615342,-0.0279036741870013,-0.0556111661236828,-0.0667662812399042,-0.0164605000881628,-0.087893340827842,-0.155247469048202,-0.246031288728542,-0.153802480916687
stable,0.314305804458066,0.354175657622751,0.261199078374555,0.0783610992723987,0.191758623655422,0.259345765956105,0.0923872908699068,-0.0986311690409118,0.332379731210121,0.159724935086295,0.23279985705264,0.400884275921913,0.0171498850011987,0.208447951125995,0.209676362352108,0.0233590827855156,0.356349572480246,0.0464624841068583,0.204424820538154,0.212365110484252,0.366885099472861,0.301149905389808,0.337486142432651,0.140107861466951,-0.100534469205348,0.412829916763981,0.371112801139445,0.247774779625323,0.409251624734591,0.171071785262246,0.406491685466865,0.227132286147546,0.27302707898963,0.209323173207039,0.179581207373203,0.167985976957647
stable,-0.184085821621271,-0.0120169276735101,-0.322611654853613,-0.156182059664493,-0.324141696033021,-0.133501474894369,-0.184252137394217,-0.0697724071836579,-0.136185335105303,-0.278340339174201,-0.514971939235596,0.0757046738429858,-0.125147024660254,0.285998074767651,-0.120797747490832,-0.165301279598464,-0.390430134992406,-0.0751878217837914,-0.189149459678135,-0.148957705841677,-0.442783310652554,-0.267111151694295,-0.300488142303151,-0.175859122556659,-0.11403548680393,-0.071541057654132,0.15221765682974,-0.336492435736255,-0.2948514703135,-0.0916141238323479,0.0227056864304612,-0.19739527601449,-0.0044973023381426,-0.256956207458129,-0.184247747736434,-0.0871967681283376
stable,-0.177668179918869,-0.106776858446403,-0.279610886088423,0.0189594206636084,-0.265865475684858,-0.131780557232801,-0.0804597794532282,0.0372569980715906,0.0646788438806451,-0.149589374631664,-0.364004568443338,-0.172732544236167,-0.0640950363766698,0.0995917186901892,0.034906042934095,-0.0582799796156965,-0.0972974029832718,0.104013594295941,0.0984348119569616,-0.0912891491629333,-0.349430620087824,-0.223501187530351,-0.133713752821264,-0.0182858794723512,-0.0149289975446618,-0.205749439839615,0.0260693495083642,-0.264638811643631,-0.157542796854709,0.0475473924965,-0.152439716562231,-0.219044437807086,-0.1216218719586,-0.0776267381142884,-0.0256718405329668,0.0031976574175535
stable,-0.424876441081861,-0.407249330162487,-0.508091290228656,-0.143026242915448,-0.400561004030955,-0.207271358049623,-0.254821094476535,-0.161881545788908,-0.52137652353593,-0.248130302122151,-0.570829598060968,-0.458410308948113,-0.137963001308198,-0.161639195207655,-0.406566629891411,-0.436289154996308,-0.355075301893633,-0.119763499740904,-0.237996317741104,-0.0392979398599832,-0.436892419629627,-0.411390975698881,-0.460244318758604,-0.243032568359371,-0.153211605692514,-0.197110847691747,-0.446151420955505,-0.45392653761858,-0.558274349976942,-0.181436530997464,-0.524822042426454,-0.454278561392109,-0.469242185330182,-0.282345913913667,-0.360626953101728,-0.250108714281566
stable,-0.1053028751192,-0.0491276667015965,-0.0737775587468593,0.228496770125734,-0.0217709847349536,-0.0033627660202994,0.37552888169624,0.118029540754625,-0.0704936506347153,0.24576404944702,0.103024534944746,-0.0475467198673648,0.415572565448655,0.159852758424642,0.173503784945317,0.0900431093569026,0.0741514722554813,0.433870444661938,0.0848830751605587,0.125364148105229,0.156395933311036,-0.0116564865247828,0.0590209614018987,0.0463596744657075,-0.0400619498955293,-0.221903532688416,0.078814438005128,0.0940585112662295,-0.0004544775588242,0.119051845212215,0.113323031357297,0.105191346500646,0.172722878558673,0.185332059914227,0.232186100555415,0.114158420542666
stable,-0.247415150613859,0.078158948475551,-0.220176487700793,-0.0113303475395747,-0.249548728960548,0.246458074863028,-0.126212650249717,-0.0826836209391118,-0.170106751564426,-0.0816619121909191,-0.561533092856934,0.157927417747421,-0.0087203875261327,0.328942445210904,-0.092187428820754,-0.216056312496799,-0.43342832754546,0.017198458689453,-0.27646969959231,-0.068706968849674,-0.253212245136779,0.0238067500857894,-0.292074747690567,-0.0241638825097635,-0.152878086762988,-0.212580002931156,0.076036819759873,-0.411580896151104,-0.322291748961935,-0.0514873873636862,0.0562733987626293,-0.273746614332579,-0.078276890682598,-0.102540353503851,-0.164348411099933,0.0444234343208645
stable,-0.145118917969257,-0.411208017432062,-0.171056582381381,0.0252213656861307,-0.0014584634309394,-0.371851834751145,0.217033359235189,-0.0316533500417278,0.092478652540937,-0.103903988536341,0.226678645222632,-0.155665727334456,0.0519259849335091,-0.423032871129225,-0.316360792514771,-0.0803824724265108,0.188576311878818,-0.144807057766025,0.0850363698409317,-0.417835074123388,-0.195946623791007,-0.375249058723724,-0.309919744042638,-0.441977223540183,0.0847270535393165,0.0815772046314684,-0.349965048613006,0.183527647727007,0.196575618788377,0.0077844675669684,-0.208406957965246,0.0542189468122708,-0.219874176494659,-0.0123481305086691,0.173925395811606,-0.359318460071855
stable,0.274630486371402,0.0641929101482899,0.21870345029205,0.429501901690486,0.423631496952431,0.0687057498471155,0.332393549158858,-0.0345620487088081,-0.0357780531680628,0.224394535573088,0.44194102723729,0.12834304928139,0.348970151631202,-0.148169865802014,0.126382369679812,0.156389507587533,0.278733391235084,0.0915293967323568,-0.0281177249051283,0.317617906015297,0.477520977744789,0.085653071772921,0.212684369063202,0.133547286589581,0.173459324514622,-0.134218380739904,-0.125634008290324,0.409980895413549,0.0971953373628032,0.0559648526818692,0.106168251364019,0.15702744452281,0.0930393498272512,0.411526675109233,0.402614927451599,0.0736683554207885
stable,0.236813739643574,0.13758972520005,0.382765234523432,0.18773013519861,0.379297484634635,0.207218892715983,0.124554047465169,0.403522007112986,0.198357171355432,0.23169057076001,0.470097251162391,0.278897833056734,0.152847003360777,-0.10035883709158,0.253274776383995,0.191356666824789,0.024363444001889,0.290947012355808,0.304296910357949,0.361750184388938,0.178021631740632,0.304161132125128,0.155629117904165,0.101054616911077,0.401112432868723,0.225358849251193,0.233810418514567,0.311815922089227,0.274871530113093,0.441715815662875,0.350637284166549,0.293938457974032,0.402429709932291,0.0853231381906399,0.2699742877717,0.121856151651742
