group,CD155,CD47,CD40,CD52,CD33,CD10,CD49f,CD4,CD14,CD16,CD32,CD107a,HLA-DR,CD1c,CD66b,CD35,CD58,CD11a,CD66,CD244,CD169,CD54,CD62P,CD41,CD18,CD38,CD15,CD71,CD36,CD49d,CLEC12A,CD94,CD85j,CD328,CD88,CD224
progressive,0.0942483379781062,-0.257067654611993,0.0537695604571777,-0.0313522451669252,-0.210453414469567,-0.008790304940061,0.0034257586643222,-0.0064958295870541,-0.134354587940265,-0.0141972104848794,0.049756648103051,0.0733793545318471,-0.0475140617866572,-0.103827097446737,-0.238269106542872,-0.169565998269106,-0.047394226129863,-0.0033667155716903,-0.0103293500682826,0.112015114194749,0.141493437216703,0.0126087395740389,0.0328420054293022,0.0476010540601557,-0.0515058857217432,-0.171642863156636,-0.17392787548064,0.0466209261592618,-0.166561203796745,-0.0070408670957334,-0.047710817967693,-0.0171797155387795,0.121202029728518,0.112280570392316,0.11089030665046,0.113043352306159
progressive,-0.0425604864333263,0.045521117252714,0.0615504148470063,0.138674884800607,-0.121758348203543,0.179579511341479,0.0010822503452056,0.121435070865643,0.292950442651804,0.218452230124439,0.518394469410459,0.180699587705515,0.271283812354247,0.129978594827641,0.131701785415896,0.156324250745995,0.246878566143588,0.325569073195672,0.196905159547403,0.467927539338316,0.0965564854081675,0.372168107073387,0.0895217423490405,0.119842543697871,0.284863814634944,-0.0935439847562961,0.178618367633315,0.0603567557094413,-0.304051154408557,0.236604132878023,0.0295860994369626,0.233030718929002,0.353631602743041,0.197807824535447,0.370779120804773,0.127870340198812
progressive,-0.170720146095828,-0.0515849325903518,0.028551933891829,0.041326549175436,-0.227648253336317,0.0634351603641391,-0.171306607276078,0.126679306515263,0.0507650824448483,0.220230704630082,0.40367930786798,-0.0757962703285666,0.276354113955468,-0.0031544313348833,0.0804553221497642,-0.0652039973443784,-0.0596737859750263,0.0012171195072642,-0.0397327467697553,0.0326328389938986,-0.0394438431423972,0.320098773659938,-0.0428294031497997,-0.0765113211521007,0.0037817650004699,-0.415828808283905,0.0155255424389737,-0.613741727147833,-0.155060983136218,-0.0006165363584306,-0.244616511112676,-0.0017937508033025,0.0935536058123737,0.037999967334682,0.189303342001249,-0.0364691366589506
progressive,-0.274672005286808,-0.223378043123169,-0.0095483772366487,-0.201944563257346,-0.0167532899902596,-0.222550181951247,0.0976213027824506,-0.323658084570943,-0.238840396839288,-0.281265647326012,-0.350550566471045,0.0910294732417758,0.0764677673091241,0.103022842807048,-0.378679084459436,-0.278406587978332,-0.174815958673597,-0.0438622592730868,-0.358220898803944,-0.126554344857485,0.535476095090737,-0.0092844501138313,-0.0973747600074308,0.157165591213576,-0.0725413843729039,0.234932511829166,-0.156136936177207,0.646130611604969,-0.0670567331650535,-0.0486342462542113,-0.133838334037653,-0.196650106566841,0.0405012303814179,-0.139247508700777,-0.214621070635373,-0.239184346238348
progressive,-0.359117279514559,0.0214767833590729,0.161157625747355,-0.0352286418933356,-0.107110984112098,0.37811844131664,-0.110905541235019,-0.0021141497869921,-0.0920906915025308,0.17327155052189,0.0850381592399983,0.393673334965686,0.0608611642709154,0.337823617472399,0.336420533992267,0.166677322203549,0.228187953292412,-0.0122038793822836,0.20238576192335,0.114957961763346,0.0961390662139504,-0.149176446999001,-0.0067041309163708,-0.137590916066164,-0.0500017282306456,-0.0136709788660996,0.435875220637796,-0.160408636300398,-0.0538213362329509,-0.216462978845573,0.147036575724382,0.258614430878151,0.107471339989925,0.2485311786421,0.153366256224806,0.127200516313919
stable,0.0685678086710494,0.384290130275768,0.0651812252984705,0.149240037027673,0.242379870917984,0.140388239635821,0.285807311244829,0.152045179295382,0.171769628119909,0.141947789187715,0.186272087833228,0.280138229853783,0.077824741167087,0.218050600815229,0.175004393521621,0.397160261844613,0.350156301456988,0.107064820051315,0.186887749976085,0.368149385866064,0.391129402389949,0.120818199290041,0.366298850108597,0.426962604120375,0.359206661889934,0.284210661011622,0.165639489061166,0.0926227855631896,0.303737341806366,0.1547057471489,0.118047870686776,0.168124167994102,0.211135226871582,0.075814490791974,0.191753913430432,0.226915071999291
stable,0.105452746541244,-0.0576360356981611,-0.0744745503892093,0.0658412513302568,-0.181830420618345,-0.0122974566034865,-0.235865340006681,-0.0411496245553694,-0.197327373952373,0.0940897667332298,0.0721146392958111,0.0601837065279331,0.172531643964951,0.034999316117388,0.089344296692782,-0.11643054363854,-0.0886902196343728,-0.0147221438619763,0.166133239400303,0.210110898112814,0.0462485521505687,0.102694362632803,-0.220445020893465,-0.376889961178438,-0.109397043549243,-0.0070963165436897,0.159223058034875,0.110419869270983,-0.208682354507976,0.0748331362113654,-0.03255347828381,0.0738475296581492,0.0623061933211864,0.0577966766417896,0.0479389276422015,0.0306277314835667
stable,-0.230610724032079,0.154888899470319,0.403589716207617,0.203414651629876,-0.0729282508053637,0.109539041030371,0.056406816174321,0.271281567029918,0.116738241326248,0.270908942898176,0.3684587590298,0.151208852351375,0.529855351123475,0.0515717000322986,0.19860751509587,-0.146797556934624,0.0258888799293527,0.0810233644476498,0.0625276556079181,0.171492597193849,0.274146817037847,0.380124914182056,-0.041271780664846,0.0524790336655694,0.0917774386076397,-0.0689533804196238,0.0485093884405435,-0.351107924309944,-0.145680297180974,0.0798270411000147,-0.114396106440616,0.065335321405314,0.336018666409434,0.102738028669436,0.251382013979708,0.029352095810595
stable,-0.0485070995936095,-0.0547750703535556,0.164005749644783,0.127665455244266,-0.0635050159993211,0.0980548784557084,-0.0028223167779092,0.0836289046846841,-0.0389901116813302,0.331038862432792,0.234090733513225,0.13862652878914,0.3901407199519,0.121538136745613,0.162763705674841,-0.282511745441199,0.0073526723626062,0.165775633624681,0.032614853378022,0.212577330907593,0.100503816041121,0.352604054470541,-0.0427410412421469,-0.0101379287666026,0.0211200615364743,-0.118444540691789,0.0982180598087755,0.0038477125119859,-0.126408744468388,0.164803180189837,-0.0723003626889155,0.0543073327633984,0.185777628917297,0.104882860778971,0.259558823834132,-0.0003548112327242
stable,-0.177026784227283,0.0541048804009294,0.252450254387777,0.188570407882881,-0.171333992217446,0.0890312242134531,0.196210204163555,0.246542604584316,-0.0091065701149444,0.244442247877146,0.428451859604015,0.330818600640926,0.4872533585444,0.116600430581191,0.156710662564903,-0.36646221687911,0.112013167090013,0.150268379743826,0.285601879030554,0.341059781708256,-0.223183518419472,0.425844717805922,0.128020959346099,0.161198712934316,0.0074436789771251,-0.0789304761474276,0.247492825929942,-0.531553415740935,-0.0367681722268915,0.264912250557607,-0.369887827068227,0.243860599479072,0.274077073500222,0.231850689253467,0.346599516075061,0.0724324065024462
