group,CD47,CD30,CD52,CD33,CD10,CD49f,CD4,CD14,CD16,CD31,CD32,HLA-DR,CD64,CD66b,CD35,CD96,CD39,CD11a,CD66,CD169,CD54,CD62P,CD41,CD226,CD29,CD49b,CD18,CD38,CD71,CD36,CD49d,CD305,CLEC12A,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD88,CD224
progressive,-0.133312867147451,0.210016238607827,0.200380012071933,-0.49414380072354,0.0334455536114304,-0.0108174917823407,0.0436015990037166,-0.154068435166486,0.36508429670811,-0.215917455091542,0.0540286503016064,0.23176994253756,-0.338694400894693,0.176527865769955,-0.588600923710094,0.379575999448118,-0.125359681420451,-0.0919665702844941,0.226479330368119,-0.0643645515918393,0.0889018515801798,-0.19590500147491,-0.170250119513273,0.100369820617906,-0.1313504798541,-0.045365963820777,-0.235709299502567,-0.0748000829397995,-0.301463042940517,-0.339015462690621,0.210555137799674,-0.202810523666519,-0.328871838988225,0.168359892793438,-0.104498434214245,0.163724438463989,-0.0312634091479498,0.0207214201287534,0.222939149094015,-0.0075849037016411
progressive,0.10052282178757,0.0706875596639341,0.164704654835305,-0.231329506468171,0.124714119461684,0.01481675205664,0.293576498184825,0.0229860465787652,0.153239651878803,0.187020917567464,0.266765377234413,0.273178550088901,0.0600108743184207,-0.0430427496018152,-0.404395435269674,0.101260112378438,-0.102646823872365,0.206308525509383,-0.0365203821087145,0.0229749711310153,0.484414007567676,0.117992804420605,0.169962345034873,0.0829913540505327,0.13851584756037,0.0605878125075054,-0.10630858916682,-0.26487119853919,0.217198777858436,-0.0779729732168821,0.433399470478991,0.0872085247188208,-0.0113279673703315,0.0434823004811563,0.129942999305938,0.212285374938827,0.138394831765454,0.0302215023222308,0.14397300463354,-0.19097948004908
progressive,0.151028413765868,0.0766536439996188,0.293800880998906,-0.0388944534300099,0.0485163711027333,-0.16121716667566,0.423954735606554,0.16838425817958,0.24018618213186,-0.0378942244608177,0.419751777626176,0.64924197524487,0.0935819188455152,0.0119319612569484,-0.312680141309646,0.0599990749568025,0.132048453696029,0.18645402280912,0.0027702260267211,0.003834599934926,0.422309957202797,-0.117290333400247,-0.157241070789854,-0.0372127675940847,-0.0060244768310341,-0.0484880521261461,-0.062144158208535,-0.132681399208699,-0.268867857673746,-0.103682177888358,0.36655106889739,0.11915817864032,-0.028075996938064,0.102889515277793,0.138159449481804,0.334178051187246,0.057195420058999,0.129963299141388,0.258384233878557,-0.0477911492593796
progressive,-0.477640281048175,-0.172898250999102,-0.148264126879299,-0.343764883625167,-0.206110865745922,-0.304851143835519,-0.448894460679796,-0.445118671161352,-0.249786945838535,-0.337187877540435,-0.463350085023708,-0.217339650267081,-0.253244407702308,-0.544405863961636,-0.419170113250953,-0.12138174855099,-0.408526908536235,-0.292149066004245,-0.372901415905143,0.139091152009908,-0.345216427191686,-0.321262596920748,-0.38413193790959,-0.117599846544816,-0.305229344580498,-0.130785717598345,-0.399571697132807,-0.0917139426578218,0.237301859357624,-0.486991627620417,-0.285851647601788,-0.320642455870707,-0.330603184594172,-0.186524356628505,-0.356408280495777,-0.195234965430327,-0.368142389764902,-0.33283033570689,-0.276753800681046,-0.322543437715132
progressive,-0.206469436421054,-0.0491528123963889,0.0761587299017316,-0.336707431864222,0.050033629488322,-0.249763753185818,-0.152475045243678,-0.153076838767006,0.148470263377947,-0.372856380762324,0.0416751412107703,0.0053847866044384,0.103806631499385,0.122588184646388,-0.0535840235973727,0.0129534132240248,-0.0411576543244122,-0.203780717250824,0.150784449596405,0.0846452103681974,-0.140884026504817,-0.0647669763351051,-0.220458576660447,-0.269800802704014,-0.279705715401322,-0.229706820909075,-0.147543823161161,-0.0850696610990234,-0.108568371738782,-0.202215302348264,0.0656350102285153,0.0461428774112869,-0.0580335836243853,0.0651395316031162,0.0541109248691384,0.147093494306799,-0.0287546673187509,0.0181925376331605,0.149780496603524,-0.0287542910143638
stable,0.135720965263092,0.118335731837654,0.0419558650139208,-0.0266612216167088,0.0928366033086748,0.0254688296130189,0.175836822382928,0.179470829534234,0.196750939499798,0.023693058769459,0.0052324275531721,0.301300296328605,0.127722533482707,0.111725789297515,-0.29730095509409,0.11169275023807,-0.0319470313616057,0.179051228485435,0.0979008983163854,-0.0635238425631808,0.231923920494004,0.0814484042866467,0.0433993077377284,0.081299877492525,0.13744258873387,-0.0088299707095906,-0.229786862349663,-0.0083089785247553,0.18297692738371,-0.0049766435849337,0.288456494671069,0.145694435107954,0.170781095036767,0.0491667710293953,0.187943309281242,0.145507605117296,0.110089760388545,0.0802758009833982,0.0756510471298066,0.0522740120700079
stable,0.127229245035542,0.138814162930546,0.27133823363321,-0.124141881849256,0.168967362251104,0.113720361816271,0.123481757297914,0.132348208944219,0.167942029764173,0.0346009695951217,0.120926228528913,0.186423588039387,-0.0391182354281396,0.205990868625267,-0.141863911422566,0.276004735200199,-0.050006844859884,0.121294369526512,0.27393798523943,0.0778607887694809,-0.0238145215560809,0.129454993822709,0.0352159633272823,0.23285559877228,0.163866865071529,0.09732406564153,-0.202897388501704,0.141796632793604,0.248696981392428,-0.123219568542875,0.341478988208627,-0.0611337586884034,0.229502095621315,0.165452065568318,0.108571930760268,0.232777011101285,0.1733434496917,0.118062567643621,0.173320918490014,0.276891704657637
stable,0.19452134741485,0.0148857238538492,0.274666176899159,-0.011116040317926,0.106101714332134,0.110611809410389,0.402201039862173,0.0255987435178734,0.333940575501381,-0.100112947714794,0.101664987543979,0.560318877143166,0.216286545151179,0.117299754431193,-0.470057386202849,0.0602276966168158,0.129806352244709,0.185429950795458,0.0500582927491998,0.140372329701767,0.457050474574034,0.0360769860753959,0.0955474591336243,0.103132157413225,0.151952823140743,0.0014083515964166,-0.125087546102183,0.0098202306510992,0.0411553269069806,-0.119020103948336,0.384852613682796,0.223498525687098,0.146523179666221,0.126104113170451,0.197541317809585,0.381528258780512,0.149499869422261,0.153804844695237,0.0389341658941867,0.022909503713491
stable,0.167170331574244,0.170281054457649,0.211080275869094,0.0724492276478237,0.142934560858275,0.148479265249976,0.183414870477979,0.0185431228832733,0.296333385230868,0.18216199477892,0.188711862376363,0.58169543725751,0.0728997693634392,0.193555379940606,-0.264927782971831,0.0305644198524011,0.291718420015278,0.250362703392206,0.0611133976772637,0.127615517962586,0.419545575612741,0.117461626862899,0.167137516286148,0.188260887162733,0.265750931950221,0.0906775421047948,0.081406202755702,0.0841231519206458,0.162847068273782,0.0906362917449944,0.390687360979246,0.403990831527287,0.0771104259939108,0.0670808880387183,0.209903388035979,0.278128877073802,0.201247708073763,0.138188201242784,0.19272198254085,0.0252906180640999
stable,0.107880101702742,0.0857765831751013,0.215702682570472,-0.149303346435035,0.0795242343936488,0.12129302860812,0.31333801212311,-0.106860919754782,0.248584843487062,-0.125692607135538,0.294718139281612,0.609102576004452,-0.30081258363512,0.219441708300437,-0.52499665291774,0.135516632669435,0.100637264019372,0.236004310743718,0.216870744968955,-0.0305341059501407,0.502892712786896,0.0487357566235329,0.10353960639593,0.117611422256045,0.143610444627194,0.088152844320958,0.0251008854671217,-0.1219010508698,-0.508737754392392,-0.0849234507028434,0.389315353047403,0.143188124749559,-0.360571230663643,0.157731938074556,-0.0309213913456509,0.249118684397591,-0.036249120791096,0.17237501109489,0.271142292147965,-0.0989550115918571
