group,CD273,CD33,CD10,CD49f,CD16,CD31,Podoplanin,TCR,CD32,CD185,CD223,KLRG1,CD27,HLA-DR,CD64,CD141,CD66b,CD35,CD24,CD79b,CD370,CD54,CD62P,TCR-A-B,CD41,CD137,CD163,CD226,CD29,CD49b,CD98,CD38,CD71,CD204,CD36,CD49d,LOX-1,CD133,CD336,CLEC12A,Mac-2,CD23,Ig-light-chain-1,CD82,CD88,HLA-F,NLRP2,CD224
progressive,-0.052441342893434,-0.272431263557638,-0.0209721970160009,-0.368176824450606,0.0677594136778337,-0.0593390169134557,-0.0184533462530946,-0.115230890493852,-0.15715570491604,-0.03711334149433,-0.169884370953166,-0.0437169915233052,-0.174394389654572,0.0058069802684695,-0.166066859235712,-0.0995368655495701,0.0332341265068099,-0.26419463774998,-0.0412511263929569,-0.131192724281305,-0.109837162285723,-0.0249202589904917,-0.120161396018731,-0.0835426477778527,-0.175259024676406,0.0224929056271129,0.220037896419133,-0.200246148607888,-0.277703986475711,-0.165096941918655,-0.056535936617507,-0.160315365944825,0.0301046666650748,0.0540589852751554,-0.32562754892969,-0.0174161825707671,-0.365735114919677,-0.0583842927771489,-0.0535993870317656,-0.159088677281853,0.0343660257402043,0.0015094399673273,-0.108012839861619,-0.27598881935355,-0.0520814499714138,-0.12080046992652,-0.0708420951812248,-0.199411262712791
progressive,0.117870267948229,-0.146586513127446,0.10421748124052,0.102681191687913,0.0103196928920146,0.0234623935037539,0.0104929364244674,-0.0223161130553026,0.21811963449006,-0.0719874908940919,-0.184073155856171,0.0159899781226689,0.0603116601105501,0.195407393971838,0.0740767359199509,0.0597110197347125,-0.0621329531511599,-0.172708652334927,0.0313130565615226,-0.0516179920687675,0.11463363622246,0.355944547028237,0.150423848445822,-0.0695516857265311,0.312023099707993,-0.0113577675172374,0.234432133468646,0.0463705369560031,0.0602964974120789,0.117899891063369,0.164709010537111,-0.215090287574038,0.134626190298971,0.0334897308989437,-0.000270493168903,0.0652988583620228,-0.0070165460714584,0.0852355602902846,0.0199620787525836,-0.111120604917575,0.0656340611336973,-0.0261003045489963,0.0407745666828655,0.0319980746210939,0.0848883213726843,-0.047445683788562,0.066409439360393,-0.098453744627462
progressive,-0.0785667255203165,-0.228598769726093,0.004046509836709,-0.251894230716662,0.162425695183001,-0.206390011036198,-0.100943062142253,-0.0775386805419638,0.401845729665289,-0.0837177258618337,-0.0663776370876754,-0.127451480630806,-0.0519620758446822,0.421015387593217,-0.131576362126014,0.116021649933367,0.0001828292215332,-0.239110790759627,-0.0627801549716485,-0.04475239560196,-0.0381119490239393,0.340899528735308,-0.15409574498616,-0.0470889481522365,-0.183718203313383,-0.0722257775851716,-0.0750236020679051,-0.128864205383156,-0.19064177437458,-0.12742325582239,0.0847327549766244,-0.371241666961089,-0.602783473621373,-0.0474952660315925,-0.196534121474788,0.0808042869439446,-0.0656364133929777,-0.116345727295964,-0.0591464815696097,-0.264697607048721,-0.0429513371500751,-0.0728611423161557,-0.120718146924322,-0.242608655088544,0.188674798868878,-0.0622458880555806,-0.0071300831327393,-0.109416103129651
progressive,-0.0997867770421395,-0.400865868243382,-0.139028870548338,-0.384060738666441,-0.376057978320104,-0.241197749862405,-0.294084158912966,-0.254591763291319,-0.399465228177924,-0.1368084798076,-0.0834909608369545,-0.137315610710882,-0.0842296250299844,0.0266933660475764,-0.0772809029067306,-0.158616488602068,-0.447785649783437,-0.530884476881909,-0.380049853393843,-0.152812083494153,-0.355538239463384,-0.0320399245424831,-0.332374743517103,-0.216233522026996,-0.25889201695803,-0.216058316884122,0.0215625873581225,-0.207341281357792,-0.278481815706737,-0.213388412919228,0.134353184065061,-0.190438300034597,0.26715228765221,-0.08895885904508,-0.294972912301484,-0.067702776715288,-0.394712635140072,-0.0308306127908816,-0.244695280018206,-0.422562650372494,-0.22796477175025,-0.390739146294278,-0.225390906324965,-0.315776999801616,-0.333388976983112,-0.230955223126998,-0.217205478124338,-0.335935199123853
progressive,-0.390012599966176,-0.0340841845427445,-0.251686727329147,0.109909490185758,-0.250045568576887,-0.257421483758875,-0.373874078993032,-0.392944813567133,-0.3453348536087,-0.351022721372578,-0.190422763901646,-0.375268956154842,-0.0846870263407184,-0.208298919643361,-0.352092881395328,-0.402935354602275,-0.116335220970311,-0.234833514105434,-0.159105781744293,-0.354714667905498,-0.275446699833816,-0.304910796738389,0.0623737759370625,-0.407500679384124,-0.119171926957401,-0.2723626176521,-0.107124926270188,-0.213029312271139,-0.150430097273573,-0.253724360478063,-0.357550114378019,-0.141895055799121,-0.112517489613598,-0.400290922606782,0.131990704262296,-0.399815693269711,-0.314213326342439,-0.37392055477752,-0.364809950433802,-0.257765142914625,-0.351099445571838,-0.263759738077532,-0.395960983444178,-0.361443085217526,-0.420118338712014,-0.35544070088653,-0.389953355350684,-0.199352816387045
stable,-0.234306768228023,-0.25468341400518,-0.253328121186911,-0.161941296676246,-0.22650945617913,-0.223606904637982,-0.326132470512389,-0.212210067701487,-0.255956011191846,-0.219967491494209,-0.0703924028298272,-0.236226674755653,-0.0630149741213383,-0.0134152215995671,-0.150253785425963,-0.215134747379128,-0.322982941472351,-0.502047839117557,-0.300044700921102,-0.320481011390696,-0.254542595199554,0.113685635858125,-0.150780232796736,-0.142302019972038,-0.161494763969777,-0.372443784212847,-0.104128899464834,-0.23114088117397,-0.197795998861692,-0.26445595143776,-0.170132309981319,-0.320853484449746,-0.306638156543517,-0.172541025103215,-0.0922093606852674,-0.0612195569758659,-0.12930885819069,-0.194540838499572,-0.237831639820577,-0.204332494949198,-0.289312945639158,-0.253291230999469,-0.234440634357236,-0.249765625894374,-0.182257470963378,-0.300124027043641,-0.224721832941319,-0.251462616575244
stable,0.0368776921259938,0.360794695508702,-0.0343254307457138,0.319573042901302,-0.186694098302659,0.124010243899421,0.0087163295494102,-0.0594827029959815,0.187872495109475,-0.0567795218725911,-0.0859338750185926,-0.0379662519013867,-0.124001427101522,0.175572273015885,0.0174084666337502,-0.0308985507458735,-0.20590021645286,0.107259156390824,-0.148639894366877,0.0489123798595455,0.0784139959498651,0.375891835641306,0.133894922064715,-0.0185500821045314,0.369094868561849,-0.178040302955748,-0.0639183158248924,0.14206445795102,0.216687386111335,0.267213084201692,0.0353196208659642,-0.0722799508825043,-0.0212557745082117,-0.0200143661421753,0.183450105905102,0.0676561523629619,-0.0372876272217585,-0.0886940073804705,-0.0243755013125355,0.0517001547181393,0.0213384628126022,0.106271861809509,-0.0569511156640385,0.0738964957857445,0.0847202886999495,-0.0037736730978863,-0.146308518129179,-0.027049035432377
stable,-0.0185883551860343,-0.190502480712819,0.0872553866859802,-0.0325507036519078,0.258360599116423,-0.328352147901468,0.0041642507863375,-0.0385203803312398,0.250366945749109,0.0380217572956644,-0.0235749267624053,-0.0224234789961321,-0.0299167863183011,0.435829412341497,0.0456728397604303,-0.0647574194981177,0.20733377979981,-0.299556177837907,-0.0012931615414797,0.0042160074539215,-0.0930878593246522,0.402153460207743,-0.134497518231353,-0.0257408978277682,-0.0595059462282291,-0.0087775577867745,-0.0274693249035463,0.0196292284772509,-0.0531301940973109,0.0350275683868106,0.0060818824251158,-0.215871806673563,-0.264011984579207,-0.0007877053660727,-0.312573629388019,0.0045743401107751,0.0706854914041663,0.0069126334093703,-0.0078689745388205,-0.101004232168995,-0.0465178299182347,-0.0045076580342444,-0.0328650082461877,-0.113566062323287,0.0909210869133988,-0.0151369198132462,0.012838105432322,-0.0505259439511914
stable,0.110741049029127,-0.170633134019098,0.0964131392251057,0.146194603332666,0.12914075198927,-0.0697653874263906,0.105999359423355,0.0954961602614179,0.226701559784382,0.122274702280111,0.0481502580478121,0.028694810233303,0.195367277464266,0.467269480467963,-0.12301468138015,0.159926109385073,0.11536472027264,-0.37471608654125,0.0471015219970189,0.08024015637067,0.0407921286331922,0.342447154939092,0.0182342386952591,0.0384773543597682,0.0843927444411385,0.0871293986207346,0.203351053994538,0.198476402402182,0.117613271695594,0.103136483948096,0.0456707574895696,-0.0629448445184916,-0.0541063067497066,0.0946044424441768,-0.114984704210355,0.186935510380091,0.119428708692777,0.165467472586279,0.137616878868745,-0.154733754554939,0.0825972227686289,0.0249981588725795,0.0384275385706342,-0.0876998230828406,0.219742503128288,0.051013158044736,0.0419492350783155,-0.0513594455348694
stable,-0.196675572434554,-0.281994510658798,0.0553318814710998,-0.441506508649179,0.182762496352963,-0.380999411562081,-0.258262702394412,-0.0749290465749018,-0.110846692504955,-0.11358098269098,-0.0546373786155777,-0.283050765845289,-0.0264243213688598,0.0242564032665287,-0.167091119530279,-0.151863386494968,0.289191574835836,-0.275008822401814,0.0498741666370759,-0.139312939806857,-0.203685728034016,-0.0169663171315708,-0.3893136727249,-0.16697042743044,-0.473862135785733,-0.142047576161979,-0.0261158152066707,-0.379379697423641,-0.408773861196366,-0.402877814587324,-0.0893286739932394,-0.188595890523583,-0.277552442806181,-0.161715151055125,-0.249036945719115,-0.125217132658804,-0.106840609009946,-0.0571749641743906,-0.0947384048456505,-0.299630405581576,-0.136769420045509,-0.0637647223050335,-0.084682057917267,-0.157173781412375,-0.133718923030101,-0.142161108937542,-0.101004798541248,-0.323781445795937
