group,CD252,CD137L,CD70,CD52,CD8,CD19,CD34,CD269,CD117,CD10,CD45RA,CD7,CD49f,CD4,CD16,CD335,TCR,CD32,CD161,HLA-DR,CD35,CD57,CD272,CD11a,CD54,CD122,FCERIA,CD163,CD2,CD226,CD49b,CD81,TSLPR,CD71,CD204,CD1a,CD36,CD207,CD49d,TCR-Va24-Jz18,CD336,CD150,CD85j,GARP,CD328,CD360,Podocalyxin
progressive,-0.0412335070305686,-0.0941114780085688,-0.140153849370369,-0.137443577417465,-0.0672937954112895,-0.232579942756561,-0.0123142808881895,-0.102720304866519,0.0349023285861739,-0.0487474408846339,-0.0600847292311063,-0.0368593330238165,0.0752085786767368,-0.0280248647898622,-0.327740891949413,0.0198390669230061,-0.0525985364047186,-0.21011141783958,-0.0545508535404473,-0.276757504936341,0.531309425342156,0.0765791112182451,-0.135683175242576,-0.0616003739757715,-0.362436865052807,0.063215766040896,-0.0944553689491997,-0.0480951562796104,-0.0301421815165467,0.0152061528417451,0.16171250749111,-0.21178611277597,-0.0219832846062528,0.424485713698739,0.0251263788789587,-0.226691927107048,0.414702329161819,0.0294521440792688,-0.423707425631831,-0.093337348577673,-0.0108240947722283,0.0574470198650689,-0.155851868673335,-0.0635963047571886,0.0050946748599002,-0.219322228225034,-0.0735845527311041
progressive,-0.0012721165449436,-0.0823381555252172,-0.0616342313548716,-0.219917521699796,0.0172457164009632,-0.0304907454823853,-0.0206965373875376,-0.0340331235352821,-0.006596561442178,-0.0941975397395411,-0.140848187997089,-0.0258805676675134,-0.0884662460548582,-0.164566797632373,-0.157118280239821,0.0742718692072185,-0.052966058973589,-0.128245942509888,-0.100366694500534,-0.194417482729868,0.254797731986602,-0.0986900360696253,-0.14580978667293,-0.229401242944088,-0.337036942638855,-0.0663211788830471,-0.134235053261005,-0.208790801777872,-0.0453822422891533,-0.107746156738512,-0.104227403269254,-0.108459605664527,0.0575437897533223,-0.289421042532873,-0.0845922803324806,-0.0838411585895153,-0.0906695071431972,-0.0097906823179826,-0.367427643807686,-0.119850169319872,-0.070389654083212,-0.0781244897116255,-0.208978808607554,-0.0317768916755974,-0.0022057413992986,-0.125177765141821,-0.0571178522153498
progressive,-0.0290653619012611,-0.0267876845642438,-0.116161182227969,-0.290693614632198,-0.0428051958663235,-0.0992564846994273,-0.0248916939759591,-0.0666088851787497,-0.0490977251422092,-0.0604713804110368,-0.16861858997156,-0.0901018144201082,0.119064740634559,-0.428988809427682,-0.275709373330133,0.0173890014146561,-0.0322307382809572,-0.445426948906141,0.0229148879890712,-0.662186746161716,0.25587645216332,0.0049441578292514,-0.09654956216231,-0.213682696499434,-0.454250088412421,-0.0097697482527017,-0.0320893045969254,-0.163545289489157,-0.0792617172856549,0.0220665322974817,0.0294425650116037,-0.187587682730549,0.0502155178629803,0.236907593289045,-0.0688034222759289,-0.0192091312524028,0.018361234662389,-0.0633156768750818,-0.378155447845841,-0.0590835372680045,-0.0619455840638688,-0.0638912124298592,-0.355076980633199,-0.0333370087078861,-0.151801417427201,-0.0752812295060354,-0.0471799007708401
progressive,-0.354068867132381,-0.358673528355741,-0.377131249982403,-0.15955884865321,-0.372497851402722,-0.428105788745229,-0.356742774063071,-0.393775089182726,-0.374136391289685,-0.461028777266455,-0.461175922819255,-0.405538779444942,-0.0855167665330138,-0.290783027045564,-0.24942170091367,-0.355494560179325,-0.414455379492,-0.330972076322514,-0.400069633998941,-0.107012482335351,-0.117865101985385,-0.490108977105006,-0.35732915105309,-0.407654367944474,-0.402253989285549,-0.376545704879818,-0.457998601594349,-0.242444626525799,-0.205938391035328,-0.412585062479945,-0.363352419778667,-0.281574898188287,-0.159517910324711,0.153639249873799,-0.451710958330271,-0.410110674038872,-0.0004873571454795,-0.152065642791958,-0.213772783288984,-0.419872386995993,-0.270819893747196,-0.400549165470773,-0.294618372156442,-0.374078343529667,-0.269050301745622,-0.415316144857587,-0.37629377061532
progressive,0.185428918666997,0.0902766182894584,0.173416965879804,0.0359657261220471,0.148492784851151,0.140916071117681,0.127611594855319,0.133765409900761,0.224609432997641,0.0891469999424457,0.0516995944806827,0.013629410379355,-0.264080010727186,-0.0162685427737675,-0.0131926808354926,0.0857436666219338,0.146818194548779,0.0154794511032321,0.117138022639342,0.0346187494944654,0.103849906404344,0.167392710261774,0.102889653626649,0.0216536986905827,0.240056465108374,-0.0354984614065516,0.0998762629754431,-0.0480771989196584,0.142875103816309,-0.0428214503925806,0.0123928286928675,0.168181496713491,0.0948543636931446,-0.0401345288937455,0.0234660139466711,0.305819564339946,-0.298743261575085,-0.0344695078024484,0.181466043333441,0.189346788436015,0.136223918210348,0.137213334394757,0.0288197041870041,0.135885676526286,0.0899741781879084,0.0989032758611907,0.032994866584312
stable,0.0882844236922079,0.0547794708742891,-0.0105380514522666,-0.0558920532385343,0.0118615866655535,0.131743989024363,-0.0036682820167967,0.0952902537500926,0.0717414134417124,0.0133628128171178,-0.0324205046324445,0.0098286231976117,-0.0718670137991166,-0.213725823092262,-0.0918350398122591,0.0981798934095861,0.0905084102147939,0.0438024743217345,-0.0167615105617311,-0.255436034667545,0.256519291434178,-0.0304915922338826,-0.03612134602566,-0.162043972426398,-0.33735736069929,0.0821190926913898,0.0109015680536252,-0.0671185952225219,-0.0974608312507674,-0.0155609229707087,0.00770813857613,0.0295611290426129,0.0505382103305369,-0.0215389773916583,0.0416598206179963,0.0628335873208625,-0.0797954772594132,-0.0240159846996919,-0.199929516366219,0.0517400393239878,0.0085618763652359,0.0836538628122341,-0.0877671589121535,0.10764848561087,-0.0615755579491181,0.0672489374865916,0.0596329665929707
stable,0.0227803267244613,0.113466494449467,0.0621094656959339,0.32298868203228,0.0624249060953943,0.1754823838378,0.102366791501935,0.19713721545531,-0.0647733792591597,0.122101367706299,0.0022289908840549,0.0631775092138664,0.204477516750843,0.198111829256957,0.181406776001927,-0.0236343330932328,0.118969537985483,0.161573066689255,0.247111660984164,0.37885553228047,-0.303085413809109,-0.0203592238471774,0.0013304371737528,0.243260580580086,0.278328231902068,0.0521813343371694,0.111949552561299,-0.0079239340195396,0.0440790766498303,0.130680077233334,0.165624045198713,0.128428520195789,-0.0046720607315238,0.0262290875149681,0.099370919511921,0.130194013946711,-0.19586576557249,-0.0044291356389424,0.302721994647412,0.157900449668583,0.0804905142959719,0.0148355909588925,0.164133724541231,0.106698168424593,0.12650462130587,0.205807736752016,0.101586635605704
stable,-0.0379579601605179,-0.0281234605294206,-0.0630225182659402,-0.184499613577335,-0.0730067700749076,-0.0401363568883495,-0.14205662521977,-0.0221451923853643,-0.0740195237759588,-0.125359176849399,0.0625274507752685,-0.0161592921960494,-0.0153160352833225,-0.197228919726188,-0.350633308973486,-0.112547861649117,-0.0709250574321828,-0.38779610332684,-0.0810442676249585,-0.455584713478897,0.121206111235129,-0.0168639353389209,-0.0357664714064253,-0.135771578394419,-0.402695399866095,-0.0180132235892852,-0.0590876839704252,0.060362256798752,0.2017604334506,-0.0959800576398986,-0.0527461143783942,-0.0995985426096461,-0.0672767662525907,0.321408840119272,-0.0871747857318716,-0.0736020906869361,0.173653282542594,-0.0778647352689684,-0.0442638727179495,-0.0659926907564469,-0.0598793382349907,-0.0034990016673736,-0.303835834742883,-0.0969183428123557,-0.112745000519142,-0.0532771344981294,-0.065787286205029
stable,0.225124322380045,0.15762040686271,0.154925571944452,0.204836233340038,0.169169455882335,0.141505803468616,0.131723352671105,0.192205913758354,0.230437687530335,0.183039231256638,0.122443481287518,0.214841010887793,0.240359788449798,0.0916451125619013,0.0598800887495789,0.13881043666906,0.155510132050698,-0.0364943294657066,0.24975199631031,-0.0149830120411091,0.113530463740101,0.237411085011638,0.236710419934831,0.065882771292129,-0.0352725891934651,0.17176362133369,0.208199977435494,0.0928341495897619,0.184435954746284,0.242837003410639,0.168446958410678,0.290180727853416,0.130536775972788,0.303815136123781,0.149326724465502,0.241635949216141,0.158061754905567,0.0336728071936467,0.0653855455417147,0.123747851530509,0.109041117421872,0.196615511334687,0.155096463987687,0.177708638724588,0.0323273145573126,0.185531997930646,0.157508536727908
stable,0.031106543031147,0.0920851385759696,0.0569170016963342,0.237788537731096,-0.0433324252107972,0.012714034257,0.116013443577258,0.132487705370268,0.193819345728551,0.141446303280636,0.0401970018120431,0.2124535945207,0.21668398047625,0.0441170647051859,-0.0084882974005423,-0.147031577569323,0.0127341006770819,0.0842320862618745,0.0436816479693001,0.0576079151088745,0.170596963022353,0.126150210475972,0.198209418742566,0.0687799803771551,0.0119976160980948,0.0595270411161302,0.0777784861206983,-0.005527887729132,0.0424003026279854,0.184797435098904,0.24441361955152,0.0919438502915001,0.0401473499164876,-0.126538830125269,-0.0248073421231335,0.0299957345244741,0.15917929657321,-0.0671513510081129,0.0920922921828936,0.100957666063999,0.06687657638146,0.0971597597641819,0.0613865278442897,0.0467345936107522,0.0535244611932817,0.0806030517379314,0.0752405443561462
