group,CD40,CD52,CD33,CD45RA,CD7,CD4,CD5,CD32,CD62L,CD27,HLA-DR,CD66b,CD35,CD57,CD58,CD11a,IgA,CD54,CD41,CD2,CD29,CD81,CD38,CD22,CD71,CD1a,CD36,CD49d,TCR-Vr9,CD305,CD85j
progressive,0.0401574431949755,0.210062030712575,-0.0972432649720311,0.0632178558010077,0.292171062115801,0.103900131405178,0.32131261698112,0.0316351965581774,0.210921819206857,0.371174865878083,0.265315505090723,-0.0808932220270893,-0.513301834648617,0.0795864635427543,0.0500923145377003,0.0161891674560578,-0.051819326598638,0.15859007119552,-0.0147173612940415,0.216014320267056,0.0504156949465036,0.312322163208909,0.0170844214704569,0.0701127766515018,-0.345532838181509,0.142170800929965,-0.162540215419509,0.0653007211492032,0.196151496065816,0.0107045131973689,0.0777383354745992
progressive,0.146089241248373,0.132498173537535,-0.296915971783401,0.08215575166187,0.0051737950422323,0.16526965886283,0.0247675474837805,0.259954202851376,0.0473687937673907,0.0307739633675547,0.222719411390453,0.0951139115013388,-0.313461530968007,-0.11585293401736,-0.0097744508788654,0.040520232245075,0.0064878367984054,0.416513034933597,0.253313511138005,-0.0322759845283344,0.0684503037893382,0.0162472338155085,-0.364971988830835,0.0680746120982309,-0.113064825387893,-0.0231849445750707,0.0138388975191654,0.246346177430864,-0.0288086979153054,-0.0476325257400011,0.111227645369157
progressive,-0.0738862329496717,-0.0483285564400876,-0.268455241029767,0.152627642723882,-0.008711414210248,-0.0003551461090462,0.0021468369671176,-0.289181336176284,-0.180843500817573,-0.0273335279468563,0.0692766622338737,-0.380885200980115,-0.531548111773568,-0.140896300700622,-0.357884749299201,-0.15189809647351,-0.355940923415154,-0.151236456472487,-0.384255318113554,0.0047763147172058,-0.23308890329459,-0.0856132986528309,-0.107181044778842,-0.0109938743229715,0.111980821287794,-0.247268240870064,-0.363484745614387,0.149860961525055,-0.23326201357544,-0.10563056325343,-0.13748291756537
progressive,-0.0114562269904342,0.0986785356101616,0.196719250593567,-0.0054251147547945,0.216164563750522,0.0672199724858577,0.0931896202368899,0.0471290601180217,0.116785017527962,0.301329498639599,0.0474293175743134,0.303682857538387,0.18688053491393,-0.0739668936502475,0.140100796804144,-0.0225330015260446,0.0409737602967286,-0.191016959314739,0.105258186102629,0.168620169062073,0.113208059243682,0.139913049462065,0.0782038655495359,0.0640101634566751,-0.0433419173253052,0.097837835117798,0.189974522847617,0.0747641907930978,0.129205660791997,0.0527688603268637,0.0572448061889491
progressive,0.105540749894771,0.0933945481363583,-0.16188306197742,0.181094554045315,0.0810436102311001,-0.0891746778524674,0.0658897618651165,0.050098713810614,0.211514043978717,-0.059993757823528,-0.0618636300626173,0.332923784830788,0.0267110333627301,0.173347518537459,0.190893737872525,0.0212315146964332,0.154581412757474,-0.111068537535996,-0.213619158081748,0.232916449969159,-0.0257098568159647,-0.0046982172805165,0.0697223932431821,0.163486569820208,-0.0733742864158868,0.327284066715129,-0.149385568980426,-0.0545101565557847,0.151133143729866,0.0762856862287445,0.0672130501679638
stable,0.0901862814067815,-0.0032024185047077,-0.354344672569494,-0.067520032252538,0.0873569474421735,0.140689448494065,0.12271227722219,-0.159907671386073,-0.0418115048052095,0.187787944540961,0.06810234398043,-0.184692010382702,-0.541567298864222,-0.0085467034346909,-0.182305928886901,-0.136647328548273,-0.122529331676595,-0.0764029073227176,-0.310497000073622,0.153181969962024,-0.202256027097278,0.0083514890633434,-0.158076950292963,0.0241807744518524,-0.269258419673697,-0.127924226596908,-0.259528222111844,0.0318101210008763,-0.0401741670360083,-0.0938693009334523,-0.16931327595098
stable,0.0086671452370853,0.188721099380582,-0.123443965851477,0.0626471558489848,0.0960681838358453,0.260312929956479,0.186154482349501,0.196583786066818,0.0604563253321946,0.0572045236160937,0.558155984859243,0.0442527526515362,-0.405925702790541,0.0078699775077225,0.0150419863392731,0.197610437539264,0.0216489117562952,0.297220888692873,0.0058022345799199,0.197967589827159,0.162534410373646,0.144152250352216,0.0199796095402377,0.0866718670040939,0.0436579326281214,0.0968221485510288,-0.0425459225713136,0.368209161250208,-0.0021085018126633,0.0904659669658687,0.1709814263311
stable,-0.393607876161049,-0.0935135232298803,-0.0182883995361378,0.0737484780285249,0.0761363396563994,-0.243629564010153,0.0813459919233346,-0.35509737640044,0.0056137242570097,0.0565412977971804,-0.56148127064191,-0.227958202174533,0.0303068261331894,0.0831796132960362,-0.0500000957137863,-0.139178951524654,-0.0822966049354995,-0.371945264276619,-0.0269326396321135,0.114675837899978,0.008298366192777,-0.0568803094176687,-0.0233513496356143,-0.026154241745127,0.33906588618394,-0.0435188151542325,0.0563828152144269,-0.0573724747185062,-0.0122385915550799,-0.0898869875110838,-0.316510618057212
stable,-0.152859729801051,0.0746580115648817,-0.134877068930867,-0.0517697448946248,-0.109817554512452,0.0497201644672191,-0.0579523373150652,0.0943513549447266,-0.114534696085377,-0.121249384521895,0.308974050530328,-0.133748711346087,-0.365790628116411,-0.215171558761917,-0.20159396484075,0.0693632988450392,-0.2173117292122,0.166208867205761,-0.168071233816591,0.179006249312878,-0.0381904634983956,-0.0169313001323828,-0.0635707386075316,-0.0458331374471219,-0.155903312142979,-0.140857767656883,-0.0977628313880351,0.161490285958193,-0.147819398915071,0.010008173202392,-0.0201424306969133
stable,0.186756067477156,0.0819984731834501,-0.0828897836782659,0.106484317812504,-0.0559408599574229,-0.0059603426832444,-0.0157768080034778,0.235300393735589,0.0416855459151683,0.0902120703587801,0.196248916624195,0.191952523317553,-0.141192423684068,0.164518571022656,0.176390045659858,-0.0530214682063469,0.233462103602149,0.0166961391882695,0.0936584603535508,-0.001398065736158,0.0285958924043445,0.224560792806076,0.138894487771258,0.162582949003028,-0.0965967189986254,0.162385883000095,0.136535142848129,0.0617046254647674,0.17598187934917,0.0537832435608577,0.184107180947106
