group,CD275,CD30,CD269,CD90,CD4,CD14,CD16,Podoplanin,TCR,CD195,CD32,CD152,HLA-DR,CD66b,CD35,CD366,CD272,CD58,CD39,CX3CR1,IgA,CD79b,CD244,CD268,CD54,CD106,CD124,CD226,CD15,CD71,CD26,CD193,TCR-Va24-Jz18,CD133,CD209,CD158f,CD336,CD307d,CD319,CLEC12A,CD94,Mac-2,GARP,CD328,CD82,CD88,Podocalyxin,CD224,CD258,DR3
progressive,-0.0292735748564042,-0.0478518847609033,-0.0525959152362727,0.21509732809905,0.0075696299881794,-0.0687193076439299,0.0729417906034367,-0.0502410633795427,0.0595642707289384,0.108722929013976,-0.030048829023737,0.144548185748353,0.219163901089151,-0.127457918618559,-0.554710085564074,0.141229502501855,0.106899480602276,-0.0713216638149758,-0.175383502214311,0.124411531857934,-0.152830799197076,0.0041924717436895,-0.124256624013312,0.212492075806903,-0.0412607627653331,0.156347565928238,-0.0793861309138476,0.176354525514692,-0.0965318547303335,-0.411459084061667,0.232993408166603,0.0156349037754391,0.121444243000744,-0.0028808939591162,0.285571299093503,-0.024275768558317,0.0005540670084504,0.0365647366757801,0.0428779038313057,-0.518570682636448,0.131533021772906,0.0244715733715851,0.130228232653145,0.0022804107393602,0.134608570181645,-0.0490205457453386,0.0104274406446653,-0.26050493199045,0.0762619441188949,-0.0789141142677593
progressive,-0.0922189187630373,-0.191442728152492,-0.139387280611226,-0.174538326765842,-0.236921062145316,-0.317928363049367,-0.259032498846454,-0.258992226375414,-0.22871255677955,-0.145879023114835,-0.524711133553123,-0.182383332162091,-0.442413285808212,-0.125601645492666,0.126633035206835,-0.118699010607288,-0.224646617422413,-0.253667052853685,-0.0049286477462229,-0.223881071767894,-0.259676600284577,-0.185013207222269,-0.421502737341388,-0.122498646065578,-0.687976711753407,-0.177242807999883,-0.201288247632705,-0.292417071533775,-0.0897487345661272,0.01476514984012,-0.228983196516308,-0.0882396700129669,-0.181802699639058,-0.156817908383247,-0.203331421571671,-0.260765053107165,-0.185094382087898,-0.180324892556764,-0.119687581610102,-0.0884864394003704,-0.143421629977051,-0.238286191333357,-0.113706111314081,-0.135738544202556,-0.195601382546591,-0.408141256790466,-0.190002569559801,-0.0419079143044336,-0.18162626907645,-0.177455183841657
progressive,-0.012357746749541,-0.10243575357475,-0.0796564522813586,0.0130227774591815,-0.39119383721778,-0.266057321350042,-0.326457001760132,-0.0788860065440893,-0.0829286235161076,-0.0291202441921656,-0.539030662044985,-0.113518055770454,-0.595199364736719,-0.203850686124543,0.120291251504756,-0.0461918956051411,-0.0977672169112824,-0.151210929601434,-0.25043331078025,-0.0762162931061478,-0.149764924943797,-0.083387247369226,-0.207809667942653,-0.0291636998726179,-0.434963099406276,-0.103244733451496,-0.0862144588532619,-0.0077366440925618,-0.109814362691111,0.396152587408692,0.0156629517360035,-0.0780439816606072,-0.10379571172687,0.0650568925107391,-0.0235917205366251,-0.0818743946956752,-0.0919850831546292,-0.132704418182219,-0.13855144649056,0.0513994939562894,-0.133963990987826,-0.0816087755780846,-0.0810020887426167,-0.178873331434966,0.0610197108076443,-0.390670854149659,-0.0855163541435846,-0.0099538615351417,-0.0566675793529312,-0.104714333037374
progressive,-0.42985633767204,-0.380859752063581,-0.470268621995743,-0.471672572147774,-0.547809082104689,-0.499796318419203,-0.53885801248482,-0.531005464115191,-0.451974023206122,-0.459268290514804,-0.721879042339703,-0.467034272633252,-0.311526328743788,-0.521280148288087,-0.571378340828223,-0.50280597098272,-0.464141734067959,-0.558657958891883,-0.516913359529796,-0.495540607095949,-0.509801453116139,-0.453955593506041,-0.487548993279885,-0.353419215021481,-0.462706677101555,-0.461841657276617,-0.474834995193991,-0.497702975268126,-0.466379245100083,0.245456453632645,-0.459792110688673,-0.466567651907039,-0.506905441699026,-0.435614056331541,-0.305747656396483,-0.516069383089956,-0.483370834867744,-0.469410024659967,-0.339663727482249,-0.349445969957624,-0.468129550362061,-0.457867343434734,-0.451493962456248,-0.420580904577047,-0.487370902815911,-0.591187717463681,-0.477346350156873,-0.56449724892652,-0.496401505619718,-0.531523121804191
progressive,0.0146247589146673,-0.0763119314969341,-0.0758558868175009,-0.0971916615734274,0.0956652778613961,-0.243313004287418,-0.0205850286283566,0.0742572199798684,0.0663215677168546,-0.0435501079783627,-0.052047480254407,-0.0096961218517203,0.14410941045138,0.0803143485209136,-0.0233178393877841,0.0693864395933627,-0.0928775018223959,0.005493743051467,0.0306638423805538,0.140687168354937,-0.137893489587359,0.0006251385081098,0.192146520569588,-0.0754946282688853,-0.070430132993821,-0.0051952220997959,0.107846743772219,0.06107140370881,0.0196611925796479,0.0319045025029926,0.0696901956071749,-0.0474513241802623,0.0661665729192671,0.0552889071944536,0.0373804863409693,-0.0554098423371095,-0.0178212098874195,0.0432775399618548,0.144205725264336,-0.121480792012262,0.0382919896199904,-0.137049118033124,-0.0748261111340596,0.0349339426187726,0.0463853936405951,-0.0384323927690754,0.0036384425436005,0.0190589491052493,0.087604319692264,0.136183988558058
stable,-0.0848848006038399,-0.11445204686224,-0.0513008519472936,-0.0154117930081752,0.0668037159344501,-0.178866204057888,-0.126375778499186,-0.0673273538758961,-0.0538679250713683,0.083581109628304,-0.148120127768304,-0.0789103299909963,-0.148574292464261,-0.146546352255465,-0.0122072317448622,-0.0803312668276449,-0.0119347483890676,-0.0102966961540079,0.0134746677138096,-0.0600426189878019,-0.11587477935286,-0.0006219256276541,0.0647424660760369,-0.115215307020856,-0.233166061450401,-0.0918372099574604,-0.0791499862563074,-0.0341151239373664,-0.104850441571097,0.10106491651582,0.130667778633167,-0.103209733927649,-0.0863881759194063,0.0259660380933783,-0.0178362021785035,-0.0552951439930531,-0.0300616845082099,-0.0765810485237953,-0.20407766840296,-0.0947228077391068,-0.0205599647746937,-0.136992880514283,-0.0815370640198328,-0.129877057573173,-0.0976784837358135,-0.0881939732581405,-0.119119431235694,-0.0706896134365439,-0.0283095600938939,-0.0540459195692003
stable,0.127188252631108,-0.0128719604078872,0.0678767731594197,0.0822922753694419,-0.0467703448787038,-0.019548164058286,0.245788577747002,0.0325286082258367,0.0752189576017315,-0.0387316283401216,-0.017596990700749,0.0501642071054727,0.0159596131499867,0.22046268198863,-0.349940948324813,0.0101963176755501,0.0459223355694141,-0.0928191985660658,0.0229340150267043,0.100819684669433,0.159178211896956,-0.0490418817206144,-0.0419445677759523,0.0448652138974725,-0.0907837040011907,0.077944391134403,-0.050427934967183,0.0391436122165994,0.168812376469243,0.200548112912354,0.0998333338326638,0.137763551250699,0.0568513015851439,0.031457485415305,0.0584304664240506,0.0467544427049012,0.0561760888987309,-0.0092994630015548,-0.0026897700171982,0.0932992802060348,0.128393605373071,0.0749406186015193,0.100231303364356,0.0344422270799514,-0.0595040112769466,-0.0277412963996279,0.0686146414612608,0.0531114547968883,0.152539666083718,0.150343430282454
stable,0.0792882791901177,-0.0692293233172265,-0.0376184641705376,-0.0827627753416164,-0.335066688740957,-0.158841865416681,-0.29702017434668,-0.102870150525967,-0.0513673882051992,-0.0925075289262006,-0.428046875926479,-0.0901080579966008,-0.632113341060254,-0.230149957241434,0.0168155731234864,-0.0847466365578186,-0.0390921667022081,-0.0687985437082343,-0.284470871858321,-0.0365396487071182,-0.115762129301084,-0.0552780394429335,-0.145750088375235,0.0518072565044383,-0.498622722736836,-0.0207182885586414,-0.0873839196861828,-0.0888871556601337,-0.0673110421422296,0.304807484901286,0.0314619817201246,-0.0114252466998725,-0.0713633400805337,-0.028616966611578,0.0551009611122805,-0.0373712242608877,-0.020271216353441,-0.0360554341897962,-0.195652958922506,-0.0080332052358201,-0.0451152503652866,-0.0238471521618513,-0.119262896188273,-0.159969063772987,-0.0230126227988133,-0.249014414515634,-0.0396214266960825,-0.0622481382997972,-0.0762797915689173,-0.0130074848586126
stable,-0.0410037652769625,-0.124415714119602,-0.14246096365086,-0.101680935622218,-0.0988034233891038,-0.318456233988783,-0.0339898615665296,-0.215771209849097,-0.176396253075918,-0.0799539781658038,-0.187740709305907,-0.127951415504276,0.213357099923984,-0.10750345147027,-0.582357863869063,-0.0501490838707091,-0.123070988225218,-0.215556530918154,-0.144735646265488,-0.090187658180606,-0.154516946271653,-0.0858105078854453,-0.137174100802067,0.0128004134444574,0.0409964261599192,-0.129048362004108,-0.136891742222006,-0.111341257336122,-0.166082169693876,0.0945729036160323,-0.143545697359227,-0.167530343435152,-0.0737292624916771,-0.0603626005707484,-0.0550332688786094,-0.19459950943859,-0.0374727393783436,-0.142256393107062,-0.145534862786316,-0.0955061487980823,-0.115453505617799,-0.180676497546527,-0.164619829638762,-0.136710521983787,-0.308465410205314,-0.205273905140108,-0.135443629871969,-0.301377155931222,-0.168406883067929,-0.0839241136059976
stable,0.0447092735978881,0.0908373107128672,0.124065482284585,0.0682779561692333,-0.267986612455992,0.0650097377090036,-0.093597277862056,0.0710582642282935,0.0063026330219499,0.0859543565543985,-0.165152385494687,-0.0105682698379719,-0.465150373283647,-0.0858668174570585,0.339580019991074,-0.0182026027860613,-0.0672967930979704,0.0535478695052118,-0.125228864470295,-0.0010746015175937,0.019883286861733,0.0414805359055922,-0.183667788323105,0.0546796439140199,-0.524314178432731,-0.0140245614818658,-0.0087768347075272,0.0343317298920497,-0.16515179999313,0.511289834567578,0.0512359030566646,-0.0029438506719853,-0.0027956834790504,-0.047617181099286,-0.0559114452297804,0.0097573752281635,0.0536030117752244,0.0179224541560372,-0.0458968480225286,0.212377443369945,0.0083512221811428,0.0457279525165829,0.0100007826379905,-0.189866850429248,0.142785747521693,-0.148953635340515,0.0270657071035286,0.0669566237082968,-0.0331007896071531,-0.0138221608005703
