group,CD252,CD137L,CD47,CD30,CD33,HLA,CD49f,CD16,CD294,CD31,Podoplanin,TCR,KLRG1,HLA-DR,CD1d,CD66b,CD35,CD58,CX3CR1,CD11a,IgA,CD79b,CD66,CD54,CD62P,CD41,CD226,CD29,CD49b,CD18,CD15,CD71,B7-H4,CD144,CD1a,CD36,TCR-Va24-Jz18,CD158f,CD337,CD307d,CLEC12A,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,HLA-A2,GARP,TCR-Vb13,CD82,CD101,CD88,Podocalyxin,CD224,CD258
progressive,-0.0788229385118457,-0.113097319588463,-0.252351979569554,-0.0680910734320206,-0.280062446718488,0.014322230796464,-0.127135174430945,0.282067491242955,-0.16886576942712,-0.053352310757671,0.0288823527217303,-0.0148268749509859,-0.0694320919752313,-0.141808045485484,-0.14267059472296,-0.0160401963481588,-0.144764455352622,-0.186365521243782,-0.0653705571332516,-0.0684455905971185,0.0507065608813356,-0.0815884005843492,-0.133735094948578,-0.157889952602095,-0.1213875327128,-0.197157352505241,-0.0965205781201036,-0.238864498066174,-0.0430656060458054,0.0806992088045968,0.141909229608705,-0.0597533021556401,-0.021677873288253,0.0291586270801344,-0.0873768376199506,-0.208142178687907,-0.0058459698153744,-0.0222741863392423,-0.0080572905710408,-0.0658758736503233,-0.280062633013832,-0.0192149240283047,-0.0624872615997564,-0.0843931582658625,-0.102521331178092,-0.0154329713537852,-0.0212361636099028,-0.052306431786349,-0.217017131460783,-0.0907882776612179,-0.104880402223779,-0.0234024946286523,-0.256577622788473,-0.0105782058863388
progressive,-0.197942513058462,-0.197617781875443,-0.180492266249199,-0.226037656380052,-0.297224728415817,-0.2227023935187,-0.374657880387887,-0.265248003709494,-0.288177733313204,-0.497887894450859,-0.253972962824543,-0.215156889571038,-0.289840590760571,-0.108073114304849,-0.245105841279846,-0.28310012721681,-0.179887701209678,-0.342087873369367,-0.277198538136861,-0.328156181772893,-0.30370083415954,-0.23951398544286,-0.310804413034144,-0.100228751944309,-0.335343903017105,-0.317769931022989,-0.240248981604563,-0.450660810885907,-0.16558410391627,-0.189565240464778,-0.310686346947622,-0.251225242047337,-0.214217490993767,-0.227166115081051,-0.116631926798827,-0.377613668285369,-0.25587120015994,-0.296303239683641,-0.222237887296432,-0.18454949879945,-0.314793599443164,-0.177704890425823,-0.384934716407705,-0.300219809254284,-0.348614590195175,-0.181328082863616,-0.136910385538554,-0.170820102553328,-0.232763853193816,-0.307325197671675,-0.243618578448234,-0.219069546251755,-0.264019766897048,-0.234207369121633
progressive,-0.465666691191532,-0.465371878484311,-0.466076884362795,-0.488682348816925,-0.486817664899857,-0.409842361408997,-0.55478871088555,-0.452285002522818,-0.483736007152152,-0.587271433155735,-0.569252345650421,-0.483065437321212,-0.479665952010408,-0.187610639579051,-0.469332290902938,-0.488848938961866,-0.495435548573375,-0.560023928622071,-0.524881267500563,-0.506941919110165,-0.558812818781449,-0.461706928010059,-0.36401862161751,-0.294267152009457,-0.57487922695381,-0.560072544285717,-0.58699443108182,-0.654370072281803,-0.54106220337474,-0.427051617003009,-0.450060010571397,-0.374849728777058,-0.51618606248478,-0.466119811716306,-0.474795201088493,-0.520902335225639,-0.469405487617972,-0.531805293609246,-0.473245836531057,-0.493539294151689,-0.53543176727794,-0.493578420444572,-0.491659856778185,-0.467333166213547,-0.51964455665792,-0.454609236101907,-0.478028739871117,-0.455092103108361,-0.520229945363471,-0.555621553098749,-0.455690129687826,-0.492785532264551,-0.492042111678296,-0.482342600984219
progressive,-0.217405240230679,-0.309319219775673,-0.100062801837836,-0.126639890027312,0.0812726223968931,0.100858434310637,-0.0575811390799712,-0.578119587309554,-0.0773498673438192,0.0697687643231249,-0.278825692358134,-0.283850621428844,-0.183989723618368,0.17391050429003,-0.0278277895673478,-0.584993118458896,-0.277928598047563,-0.142829125322073,-0.228321681370751,-0.029782514622059,-0.17593049120031,-0.253283589324254,-0.499743616342679,0.0718168908464924,-0.120480252299894,0.143985765202611,-0.253472754282261,-0.0580942619705898,-0.176157310245733,-0.0673821229321704,-0.341230423131936,0.570491435423356,-0.0053183619373816,-0.153743507623408,-0.245439887885376,0.0425580114723835,-0.243060242444133,-0.156829974792783,-0.214983285552253,-0.210045565414347,-0.164954405297089,-0.166638202511269,0.143012367425157,0.0261437945529233,0.0501610470786858,-0.0930797913113562,-0.225188945336136,-0.104415249537468,-0.201955600973359,-0.161628156284943,-0.250993319152347,-0.087561160293739,-0.287622920090909,-0.27608345832796
progressive,-0.111592377821572,-0.0512130603338025,-0.0517995534147869,-0.123561900926127,-0.0632545493290074,0.15425941687817,0.200514562416783,-0.134586783124646,-0.0424993132984147,-0.0138580492902994,-0.160889326252008,-0.14879068604304,-0.195317068422309,0.0893739857613781,0.129416078223584,-0.0404205194691073,-0.283187515790317,-0.120901870463582,-0.0135612557510415,-0.136499582033657,-0.168280748787826,-0.139212015239537,-0.273058766617378,-0.120754908371132,0.185857369322817,0.0908654315681035,-0.041538188854767,-0.0028421767092729,-0.0637616975303319,-0.199747395397097,-0.005494208838444,0.0863424450109522,-0.109196029746739,-0.128306597110671,-0.0337480697233469,0.25077198401222,-0.117839025008624,-0.0153474868246662,-0.119865717008234,-0.146100260340976,-0.174807562567295,-0.104424066692213,-0.088674337340263,0.0895014997592566,-0.0884272261377074,-0.326211803564016,0.0216031310950164,-0.0721285483599898,-0.323088442108348,-0.0784268136929346,-0.126074202543437,-0.0334610296897896,-0.192512762543221,-0.0735716544734589
stable,-0.215271609316002,-0.276112692208228,-0.409225409654948,-0.321065545050372,-0.352691895052609,-0.512163847161844,-0.374575031569233,-0.233609242017942,-0.244019730600943,-0.373684863367899,-0.285147772242848,-0.241860103272973,-0.208153230683036,-0.47415075771673,-0.304549039491934,-0.203342738594081,-0.221719444663588,-0.365737137721899,-0.298754581221741,-0.404046782356899,-0.362399041872436,-0.18222475117457,-0.166771378818343,-0.438883959366414,-0.340071154630521,-0.375097851105107,-0.338298106018868,-0.430455258599807,-0.312588360345322,-0.081225034273239,-0.243479261542857,-0.34441995142519,-0.290731376303031,-0.302538404736046,-0.260992854398376,-0.396005942520772,-0.235600595746218,-0.255935570838116,-0.238500816875961,-0.253582720672815,-0.364385390038678,-0.290093576395077,-0.432394060963765,-0.359723478171343,-0.437838522978715,-0.191223616201605,-0.233106621390548,-0.274111040126337,-0.271684961971738,-0.335945183276661,-0.321244110676432,-0.310054635477723,-0.327952861387878,-0.26627174281308
stable,-0.0316325168480742,-0.002465704590827,0.0695832780050601,0.0120489170408886,-0.221174181340147,0.0942841926508037,0.133348123403401,-0.0463052665937047,0.0134364869715974,-0.0247691519151722,-0.0440415823885085,0.0001258782311502,0.0127412031947782,0.315153438700279,-0.1525635965608,-0.027661186858678,-0.366050182985573,-0.0560733364761688,0.062848260968177,0.214219869446983,-0.0417190342510617,-0.0673381589254821,-0.003070423777129,0.250479276294033,0.141856943647864,0.0542653546393634,0.0855809543199731,0.0810497488160131,0.0139584715005879,0.0196069848646041,-0.0899601554814743,0.032391921092669,-0.0610759811531705,-0.0127575246542055,-0.035954592865675,-0.325958744942948,0.0851485175533959,-0.0316664614469342,-0.0329470281433123,-0.0430658699002825,-0.0672728635198786,-0.0306257582965726,-0.165040363948055,0.0143874765970014,-0.135688969093609,-0.0333412531240802,0.0019217256604192,-0.0854835064884979,-0.0793474017332591,0.0562367002901248,0.0698895135206486,-0.0431682554965114,-0.0036903689524119,-0.0089113630989586
stable,-0.030950707206377,-0.0121368527916066,-0.107697486311831,-0.0821479197029845,-0.0932902565177683,-0.083694604589139,0.0547407064551569,-0.199543857709495,-0.0666244142280135,-0.0146428785440969,-0.124903850820101,-0.0967566951176909,-0.037597286924332,-0.292629317474519,-0.135256983325208,-0.265976667410541,-0.287902891755983,-0.158378423235527,-0.0124964360026255,0.0020171866500409,-0.124174575076364,-0.0751560380622185,-0.0814925674996901,-0.13262503962789,0.0686971806486451,-0.0490415244445327,-0.0245000824886465,-0.0017737126522593,-0.0018149937602571,-0.255678838594144,-0.0868978129388944,0.359158740980446,-0.0518657299079474,0.0249239929254527,-0.0889717735618373,-0.116670742981452,-0.0759318847850537,-0.0965167982686698,-0.0812893462425594,-0.0297219904398678,0.009980911744365,-0.0423424312372519,-0.0917293915546879,-0.174188978462702,-0.185697489980846,-0.0129278023355561,-0.0776856990675497,-0.100332822114472,-0.0899478888023225,0.0714958592226353,-0.308822176387484,-0.0590463821175528,-0.0999576323171647,-0.0837681449030913
stable,0.0167598852369074,0.0634151087694732,0.204953031805925,0.131256977449843,0.0031716041404993,0.277198138241897,0.134768571317712,0.179911295275008,0.0177255619454855,0.129467562928328,0.0771474484237068,0.0491309551140867,-0.0053617516901982,0.625051129667027,0.0935807038004449,0.0829313457963147,-0.464434674706041,0.038774371540935,0.147631462109334,0.270116908574285,0.0644435027154718,0.0826512447473228,0.0316556838785794,0.423563539620076,0.0829178408345915,0.10330575738767,0.147115999424878,0.234533517907651,0.0494221849277073,-0.050261335082446,-0.0404216005196508,0.143839381562481,0.061823819454617,0.056722051443419,0.0329791630543337,0.0265578104887871,0.0968032554040493,0.0358286014738638,0.0861601367205475,0.0916451241011265,0.0585481718845481,0.0424420455082907,0.150982072931208,0.279092270314172,0.112415741515123,0.0573469225702057,0.0448316711037114,-0.0247803759412994,-0.0505410323854779,0.0499291143491875,0.107013138678161,0.116296250150733,-0.0583686251463464,0.0120145581410444
stable,0.0369012049760539,0.188447676978935,0.117679102118257,0.0828698286662518,-0.148622898659328,0.286956302700743,0.108314936953222,0.265489955185558,0.137381837481862,-0.100540723221361,0.104314751037127,0.123441968262202,0.066202847162719,0.552718784444871,0.0585977538437119,0.183373845509101,-0.378463747016353,0.0881444119923058,0.134715652491887,0.122239861430913,0.119774262622946,0.109630563361203,0.170122598568035,0.46821355113518,0.0973994175084175,0.111367380076959,0.113715334411646,0.112279119251645,0.132642126782973,0.0198905252251384,0.214851301631427,-0.540934113309374,0.113213879536835,0.087789115687432,0.0485877032877427,0.0109772175623646,0.13881841187356,0.12993623738976,0.0796620511969774,0.117233234600279,-0.357304578887077,0.164643881773199,-0.0350067998224252,0.228785304736816,0.0110956700390863,0.150136379044166,0.0679529441891968,0.116541471228409,-0.0101763764406575,0.0580046373637061,0.301471635818096,0.0869079846540304,-0.101937188735304,0.152458965462234
