group,HLA-DR,CD169,CD49d,CD33,CD10,CD49f,CD16,HLA-DR,CD66b,CD35,CD41,CD184,CD71,CD36,CD207,CD257,CD94,CD150,CD88,HLA-F,CD224,HLA-DR,CD35,CD268,CD54,CD49f,CD4,HLA-DR,CD35,CD54,CD2,CD71
progressive,-0.0523025056526845,-0.0544205527756551,-0.0507673086912176,-0.0385180513295675,-0.193903395784074,-0.394456346204416,-0.2378362005069,-0.281942781166956,0.0089331960755261,0.199806649112382,-0.331160375128403,0.0476635539062697,0.239799697169903,-0.0146403527636762,-0.0202568318148888,-0.171772228171806,-0.0673136089255633,0.0146732147125236,-0.108790460525475,-0.110467110989614,0.0366680426998679,-0.159255441781865,0.245121586978884,-0.019279212702948,-0.24996875742225,0.0690092730937998,-0.0113146745970423,0.20169666317454,-0.49574805102515,0.163147446945172,0.156440989267887,-0.305930826621217
progressive,-0.241217743331195,-0.210941804162301,-0.30775289808709,0.143433847232395,-0.0129434470892812,-0.146561081527277,-0.213178601253413,-0.143201702522649,-0.0755612362406997,0.31952277502621,-0.234473634658463,0.0055908730779524,-0.140249924058457,-0.142992329122964,0.0961908891856676,0.17021884151404,-0.0065812631946641,-0.0053788241287923,-0.0238916686201694,-0.068573737351433,0.109131404460633,0.286177525851068,-0.340259525107648,0.0371229295710229,0.570078270311336,-0.0705288776215446,0.157826395370151,0.342274710272695,-0.28057353070453,0.53695511980217,-0.0065740868911882,-0.122850934551388
progressive,-0.630142711538558,-0.121537050100817,-0.510069086312172,-0.0242028761461703,-0.0704751845840637,0.0840001492297262,-0.303324465291533,-0.62748578149514,-0.0524611436636676,0.288385829552913,0.108874980728666,0.0136322689158218,0.0543765889884212,0.0421796489295384,-0.0880318990498904,-0.0056477919992522,-0.114328248902107,-0.0828091929442928,-0.231737701785631,-0.0638217267673439,0.0270170968182068,-0.227877359308195,0.427292774798489,0.036767133463098,-0.0494251984669732,-0.201100984662002,0.373828960569852,0.555619207493956,-0.390384661163789,0.329762901143523,0.0373259454610675,-0.362311062132583
progressive,-0.261233303205256,-0.620634501361115,-0.188207932706388,0.144899047288568,0.309299675909327,0.222271407901978,0.258156014734217,0.0447054126760644,0.244664479804427,0.259332084137251,0.130255652137115,0.227078671735172,-0.151952248395938,0.142281211083051,0.308544921715918,0.163267147746146,0.194033948952251,0.182382122830877,0.256432244349058,0.302515250602167,0.279576135869569,-0.156308847306808,0.0148447438876688,0.0129817657865566,-0.133027492957505,-0.17112376442085,-0.237822932999316,0.105244650017282,-0.395153373899275,0.0151763314785854,-0.146557155897935,0.493513512760651
progressive,-0.115057714068935,-0.135029058551553,-0.180892723023553,0.367867854088093,-0.293121696354793,-0.0238577941799272,-0.240747567217656,-0.33419356628267,-0.257068484504467,0.015761168754406,-9.48821074501603e-05,-0.209421840060471,-0.0187057089500741,0.142316914018274,-0.290878169068403,-0.322652809188278,-0.288185521797341,-0.251661288692019,-0.370794398547017,-0.122151351482523,-0.214723191421779,0.150805723447333,-0.169837456289645,0.129602418678418,0.0209607362348212,0.0221463255119503,0.0847902194873984,-0.278063406578127,-0.223682190949121,-0.180025518464948,-0.0908133230230132,-0.0412715187736873
stable,-0.0689007014040742,0.30275924468572,-0.0731775730672072,0.0524113367092777,0.0177077913280461,0.0349313659651671,0.031867330574126,0.066956811826721,-0.0025958283295494,0.0622143198373754,0.0587364728746193,0.164525363038385,0.200068379640633,0.0470404322343771,0.180686081022836,0.109748643213751,0.082192001774067,0.0161484821125345,0.059063961293455,-0.0107745960893554,0.059457282907254,-0.200391806240656,0.026336154079456,-0.0744706079033545,-0.30078395352408,0.429455228866281,0.510556766743081,0.3874767927002,0.0583032959180944,0.414418910657889,0.275810499502638,0.0885855939733051
stable,-0.592247510694731,-0.119662054563058,-0.371439556067824,-0.169282091562756,-0.198500807537165,-0.278691506755987,-0.120427595321923,-0.499927879503975,-0.127324451391933,0.043859297370007,-0.200612260600733,-0.0554999738182118,-0.138725887855362,-0.150673325743264,0.0090619554658379,-0.0627808454096838,-0.151467269247152,-0.263397945440471,-0.225908524854347,-0.202624416637611,-0.177365776169259,-0.035449360619882,0.115707359739335,0.131768201879055,0.0492904457760556,0.21572155959327,0.273852951345831,0.618711343181567,-0.346180539487051,0.312581698294837,0.183183037257845,0.132898160340019
stable,-0.551592381532915,-0.197522883125565,-0.210075657186662,-0.223221015080006,0.133333729428391,-0.13392106193372,0.315742509073889,0.381531764820311,0.266427188559452,-0.237212269858575,-0.138760540780054,-0.022657499731212,-0.402842864932185,-0.311797986584042,0.0914895902928601,-0.0212295692980976,0.0115448945955468,-0.0750618115172277,0.131082845634055,0.002473164846013,-0.0234669750113035,-0.203514518166439,0.437130801642182,-0.220704266383635,-0.169692449666515,-0.0406040724097567,0.225801504552978,0.476358308475092,-0.295318082782533,0.424169482956924,-0.151190346508832,-0.301026028979648
stable,-0.50119078500486,0.0289133771474325,-0.224184300275366,-0.0193506001477501,-0.0234666355670885,-0.0233596731806588,-0.0723680667167919,0.0338747456313696,0.0040959536074348,0.0381349972153645,-0.0153956259211749,0.0445249543122767,-0.219605147616982,0.0409120435336294,0.0039489149109833,-0.0035278319279836,0.0952845043244,-0.0345911386802016,-0.0367702271468735,-0.0632698776622964,0.011040122231284,-0.424765652751819,0.509211473156642,-0.0762387618884433,-0.241740671875614,0.0109638626692156,0.0950471129780862,0.197783022329815,-0.240276801902742,0.253743245680606,-0.0450537586262777,-0.0765138078341846
stable,0.042488219445041,-0.327426005135247,-0.0608386039257675,0.180340572562492,-0.0315419203224589,-0.190709084419979,-0.131386370601058,-0.570929640702385,-0.0173529002686879,0.5871222081194,-0.173199852053653,0.0287965701590569,0.556339915891995,0.141058488412602,0.0811611395122228,-0.0739486965580213,-0.121926921543562,-0.0749311779695822,-0.210266639732159,-0.0558000201863548,0.0835094002412986,0.407767456510381,-0.404663441536329,0.0358005643321611,0.269018751268465,0.0451660472606149,0.234975110326494,0.481548944943461,-0.567309876894687,0.382403320927145,0.0670392836957098,-0.516417136935567
