group,CD252,CD8,CD33,CD34,CD7,CD49f,CD4,CD16,CD326,CD31,Podoplanin,CD324,TCR,CD195,CD161,CD107a,HLA-DR,CD64,CD35,CD57,CD278,CD58,CD178,CD79b,CD54,CD62P,CD267,CD163,CD83,CD2,CD226,CD29,CD49b,CD38,CD15,CD71,CD36,CD207,CD49d,CD73,TCR-Va7-2,CLEC12A,GARP,CD224,CD258
progressive,0.41059885315086,0.0485371810448803,0.171191339242522,0.361650283896158,0.235159443303035,0.0692859689859181,0.190599571199737,0.0442444606901229,0.155492249266395,-0.0619924412515213,0.380569796378529,-0.0761078066372522,0.367643293633682,0.297305365842457,-0.0464754714250674,0.331563533569332,0.215188963570529,0.0807647204280097,0.01077298522864,0.362264035414525,0.431942137444205,0.364320903499233,0.456364904910983,0.322523687112422,0.0438961148292626,-0.0642996629782042,0.3548598877477,0.26360644975478,0.346407029908464,0.164067156376837,0.179078604820829,0.123871987335617,0.0796267521761737,0.266668718145021,0.095097493426822,-0.145711873976927,-0.0242182152425693,0.276415837013082,0.0982333806403791,0.317432677677831,0.356539370155992,-0.116994765647825,0.16442518722944,0.210555084803494,0.314940540983614
progressive,0.0701649589362834,0.039814220385755,0.341411295321072,0.166432264979036,0.0369979257146114,0.179766357995046,-0.0269815933797894,-0.0802486459189353,0.0448296084078405,0.0252523745957985,0.0542843255324277,-0.0797120072864089,0.0677557599782519,0.0493929265471358,0.0880187788187719,0.0386959752851655,-0.267061054843907,-0.0458002420015931,0.214804522576028,0.0785980894988156,0.0389010191141525,0.0903245533793644,0.0627957210237694,0.0580702761614127,-0.487255675342211,0.0109148790858448,0.038142179327154,-0.0420114343064656,-0.0059023036418515,0.0931014647623896,0.0300491999758086,0.140763125810424,0.0064378768192792,0.43529781114856,0.0933335047316434,0.139649952326855,0.370550978646778,0.0033825264755008,-0.110219184479691,-0.019591458308894,0.0068998032438328,0.172260238149748,0.0906141846759184,0.253176639995575,0.0899749565950338
progressive,0.150350558751204,0.0135632472793048,0.312134362147392,0.119861278516243,0.1113718524046,0.384985684864671,-0.1306105582083,-0.0101653688273915,0.107569519882038,0.340804566037452,0.192329970045681,0.0898578898260297,0.134153474255362,0.112972691273331,0.0639529000521005,0.135783090592887,-0.316550879657738,0.178578286595125,0.348826563616003,0.108882172706373,0.0945463247745432,0.168462532477568,0.13753311844722,0.127856743112639,-0.174123620050268,0.290264813100084,0.109499099793207,0.131175005931759,0.106099442734595,0.1585495705675,0.245270339048912,0.354264812739254,0.225751538199812,0.359911145926552,0.131448893055483,0.652852431504906,0.29301717333851,0.0625290766742905,0.0445539472612042,0.0911242330419628,-0.0356333237166606,0.39269486945119,0.136685326210378,0.194168345903768,0.154604052798362
progressive,-0.257757979852578,0.096021442871805,0.306321393237785,-0.319366819800064,-0.226931888898965,0.0948918042990703,-0.0550676434762702,-0.200537500537542,-0.190005763163736,0.28394222589046,-0.0924260632295388,-0.161481250650435,-0.29811465310181,-0.202163643983943,-0.170617999524577,0.0005954651106553,0.159898629258805,0.146493274994676,0.0566508254741139,-0.161348060697849,-0.0859792136322239,-0.078273715844128,-0.12742937214456,-0.281617421192273,0.011147656089056,0.168318065992054,-0.151314576794794,-0.134070971290144,-0.199554643070055,0.203051771142595,-0.230684429141514,0.144311305058113,-0.196904033721676,0.124935443743771,-0.212153911862816,-0.0223742528444417,0.287288012127857,-0.256787099045952,0.145929863272536,-0.127455843916785,-0.209593492477859,0.17557742571257,-0.0717042232385404,-0.246987561878997,-0.204429553016109
progressive,0.304652458419872,-0.0544446767286272,-0.140451369851124,0.11540289604233,0.142165108444795,-0.0729646919419243,0.0180143179766625,0.360990337143796,0.33884272435528,-0.071611142960247,0.135618006735607,0.426452210051611,0.198312476504165,0.222211989290477,0.205369417385959,0.0905721478095202,0.176303222931926,0.236007001038805,0.117367379957622,0.0687290809608702,0.0488855100603687,0.245708646060148,0.10804844444386,0.0158777267914242,0.115008823300902,0.018852396513057,0.0793869593846172,0.20819562739098,0.430814073734905,-0.104836155620588,0.006823002884129,0.0348521918974592,0.102139872776327,0.0481070878491437,0.256478218644194,0.247552234322839,-0.0452393917577745,0.378493315842249,-0.0557747141187303,0.122691198034672,0.229632667869357,0.108627875451238,0.395408648829573,0.138724348367197,0.181843413190432
stable,0.0645613077815746,0.0065977295500427,0.285869765980573,-0.0560254736615637,0.0811684913628129,0.0578621160390914,0.125724823667621,-0.0173515933596833,-0.0549391428363481,0.273284198705593,0.0124214673193612,0.200628928805765,-0.0453682955072073,0.15212446315916,0.0676809432960713,0.139259915696106,0.229014219977843,0.26155339106799,0.0961247186454919,-0.0280959407452052,0.0696889644187329,0.061925194041905,0.0698772255037173,0.0356749241235578,0.123922316349468,0.0927175322895598,-0.133830367572904,0.0754366980465964,-0.0622701571947258,0.177840727591017,0.054467527285063,0.24758689242598,0.0288991994369638,0.130029525890128,-0.0048861254326729,0.389225318012142,0.252152688128686,0.0605109578396344,0.235837530600736,-0.110579480931537,0.0661881003855536,0.252425844920106,0.0373750361121967,0.0639642776927045,0.0365668511382493
stable,0.209418985505117,0.0864384446528544,0.394165168421955,0.188305143831384,0.178171540953672,0.349572561429379,0.248087956249923,0.109424005476836,0.217742207209374,0.392179396303375,0.197596893425276,0.269881605479593,0.152689113815651,0.354829689086768,-0.0263276493134725,0.152079627546918,0.285690740801677,0.10676073908163,0.173526096778398,0.10939674279876,0.235160202460264,0.275240824465893,0.17777308465191,0.162031072837788,0.175527353946424,0.247546246938646,0.140129991799154,0.193317066871246,0.160739627129995,0.309770415561508,0.264738534481592,0.467003994541263,0.1572652481688,0.284259475932526,0.217097524942201,0.363514096067035,0.377494701242842,0.142797470917747,0.318686319596668,-0.0270188395921337,0.13930163059626,0.508986364489856,0.286234578096953,0.211697743517675,0.252444125109935
stable,-0.0125142968268363,-0.102527179465236,0.228366069557019,-0.17677072735968,-2.22952326056051e-05,0.0612062497920383,0.0587623315400958,-0.0739093012233917,-0.169973838198377,0.425929174661554,-0.0557079332263391,-0.0222569172846785,0.0214052437391197,-0.0026827723229048,-0.0106280373586455,-0.0737868008040126,-0.0094069661322303,0.178907846657694,0.0019198151353287,-0.0474409777352469,0.0405319509952467,0.0921336259166469,-0.0475779436766837,-0.0245946026323435,-0.100583980060115,0.175582546665203,-0.0067945214020325,0.0424179360535283,-0.179176906552612,0.214958047915524,-0.0027434814387997,0.121250602784296,0.0207547525971644,0.280157137623645,-0.0200568005494323,0.244994636118929,0.328847344345163,-0.0471855060407803,0.250122491042403,-0.0571649015391418,0.0432026733074626,0.195482803338331,0.0401212721975137,-0.0033388732131596,0.0183438627802757
stable,0.224622524657306,0.056826137976288,0.245485149053102,0.0645931481116491,-0.0349177767242513,0.0770034914402415,0.0070585945438616,0.0351031349495113,0.152976955359141,0.178723863075698,0.158935160273965,0.112225274899502,0.11519602618077,-0.0031368557783638,0.106369094231984,0.12189920606006,-0.331717160535302,0.192530400464682,0.52726958143418,0.116282649618275,0.0342485288256731,0.252230082375728,0.0903231929538087,0.0976338807149134,-0.216151934155339,0.120380277505237,0.096370229367238,-0.0973510875568876,0.0432166674941967,0.002316972684178,0.114686036615891,0.0872040080866036,0.0811644020942403,0.226394677441562,0.17999409487828,0.0434629452408843,0.224377941401449,0.112148930385025,-0.142439320965319,0.11947453090448,-0.0001122428752881,0.0822573119744089,0.129460420991399,0.275281804217672,0.192839215322853
stable,-0.0064850464071745,0.0370056880798059,0.319166883099481,-0.0323555026812153,0.0364187737530059,-0.0798110399434202,-0.123453129907814,-0.087851234932988,-0.0283655532167822,0.286116009889468,0.0027902493370161,-0.0017773453376961,-0.0624392505756797,0.0009679522332924,-0.0012693700936001,-0.13551014507461,-0.448499747879997,0.37609480074579,0.553965668362679,-0.0714677819750919,0.0158224257977242,0.0519184891277552,-0.0306465056764609,-0.0775129700809752,-0.286818545912426,-0.0394139059766687,-0.0799326548271396,0.0435572219597201,-0.0321320460714403,0.0411957217159523,-0.114218358724588,0.0055144482859059,-0.175214787160875,0.299427757709705,-0.0663524866103369,0.567815880971619,0.163075488877903,0.0892643162047045,-0.148868694357381,-0.0344080570018966,-0.128887023681722,0.503392737201353,-0.0327690169808633,0.16298383884549,-0.0313566202239525
stable,0.196138928965323,0.419405939339705,0.382047511013009,0.168676884914344,0.358822524487496,0.311532686889172,0.150761040667488,-0.117249817040776,0.172912706831275,-0.102246276628305,0.308081446234127,0.109136360466084,0.307281800746311,0.313678698122298,0.370650819055325,0.231663802083993,-0.0551167085099607,0.494101144754757,0.341586765976732,0.15710684402386,0.146423567887021,0.20402592187685,0.204215175562957,0.372463395468198,-0.0205236708526232,0.109425086754874,0.201343106370688,0.408609558029006,0.154087863869481,0.389184164564753,0.330948487608108,0.167219003859024,0.280520878141487,0.189262944285421,0.112277731034659,0.156913488802392,0.377755300826976,0.224364126027207,-0.0388511972719685,0.0591074889487595,0.239162839077757,0.452612100588876,0.194344500551032,0.428292342725555,0.453617631414379
