group,CD252,CD33,HLA,CD10,CD7,CD49f,CD14,CD16,CD45RO,CD31,IgM,TCR,CD32,CD62L,CD161,HLA-DR,CD64,CD1d,CD66b,CD35,CD57,CD58,CX3CR1,CD24,CD79b,CD66,CD169,CD54,CD106,CD163,CD29,CD18,CD28,CD15,CD71,CD204,CD36,TCR-Vd2,TCR-Vr9,TCR-Va24-Jz18,CD209,CLEC12A,CD94,Ig-light-chain-2,Ig-light-chain-1,HLA-A2,CD82,CD360,CD224
progressive,0.300649435988817,0.358586597172577,0.144152066041206,0.180946473054037,0.416132228564656,0.353070546340431,0.244728204608714,-0.109784737107565,0.295993062509303,0.113727615285744,0.251399011152623,0.315657057127028,0.122986269765499,0.181724703575966,0.0700494012306643,0.0306420724189286,0.0746352254238634,0.293646790292864,0.0442440434412222,0.299848088863813,0.261138426844881,0.415110772600911,0.129568725433282,0.0234760885406781,0.364224278701385,0.159211937084735,0.0742489658611889,-0.076755454473497,0.187890908931528,0.221749006869336,0.262628608417344,0.0868280099350523,0.405249960541838,-0.0052615280995169,0.154977898711161,0.151193647651807,0.21450325046501,-0.236381932440517,0.259252369981363,0.063295008780698,0.220862001374103,0.0428108235665445,0.296105988022849,0.099828333610474,0.135661335020053,0.202154094600801,0.274926206958392,0.20369541942041,0.250222881265676
progressive,0.0213427742017715,0.344521292084774,-0.0524425592016815,-0.024993281429755,0.0465681959042967,0.0963010517378287,-0.210945633135988,-0.0552197300326998,0.11702580077464,-0.0164734394394702,-0.11103524853647,0.0273913895618717,-0.340446703535367,0.0895893185890145,0.0245777830051706,-0.26504451354293,-0.0471656117052148,0.109493791955218,0.0473581572765475,0.231572060984144,0.0350217153753599,0.0326960977957712,0.0910446137013124,0.0629587121436148,0.0114870790415431,0.0583287137498194,-0.0128336746966777,-0.426075788240445,-0.0736116844918891,-0.0423514290752107,0.0762411542672079,-0.185569172815371,0.0421629489261383,0.0937876915858562,0.151655441981932,-0.0039430015651395,0.367631255970273,0.0447105115560995,0.149225206218424,0.074316506391987,-0.0503174890096009,0.185533870654869,0.0471880876026975,0.0481052802746001,0.056944563648428,0.023488776599457,0.0388368157013841,-0.0617675064074018,0.196287150885339
progressive,0.01541395254195,-0.159770413235373,0.160460132815604,0.0443725485856539,0.15767769907799,-0.188914357348591,0.0552582800805021,0.267978658803909,-0.0679195895437605,-0.164509414542818,0.0736105736449856,0.0157140480627319,0.289120456658737,0.0313775064484073,-0.0153899253240753,0.563922707644678,0.0251882913801636,0.0120223927541896,0.0607344149468845,-0.417533995929572,0.0047372282183909,-0.0177247087905532,-0.0085031953691023,0.0133807122233326,0.0501447916836303,0.0447015145676111,-0.129418290179085,0.287305081325526,0.0624410788237119,0.0937288455048551,-0.071975935549399,-0.173479833101188,-0.0176238154162672,0.0498669187197655,-0.180092478621553,0.0412120012837324,-0.234734958445302,0.0153628974180055,0.0067809916516646,0.0151544120887707,-0.0048975567985658,-0.0345892941478519,0.071417358157962,0.0248688538227327,-0.0280234758807074,0.0049267880067604,-0.161448727144803,0.0800318733764171,-0.0829389266928912
progressive,0.239320562890792,0.0128344181190522,-0.24729013942231,0.237596948819048,0.19865623495439,0.0894643883064976,0.262260042311487,0.496715061030592,0.187443920120867,-0.0973884801019116,0.0957708615808586,0.334185240469625,0.388503618424106,0.0561883767460057,0.0112526600293338,-0.184255931171791,-0.267905023017695,0.118448571222625,0.515210098893274,0.36695647732285,0.233254013528334,0.204205242890695,0.236717386745795,0.372409591986704,0.231887548903592,0.44335523457504,-0.360555879085355,-0.154154353930815,0.240481093634457,0.0384206102017456,0.0352019484014587,0.0392456253376979,0.319062363269635,0.347460550988653,-0.66713445842316,0.0701063213986873,0.027752281895362,0.236197936925716,0.120285396202255,0.282516431644221,0.184642056244658,0.160968518180245,0.263310164059158,-0.109130339014058,-0.0172812024602918,0.162116265513321,0.233382146713421,0.084891836652248,0.314794348425747
progressive,0.219466197753424,0.167505073148081,0.35131057030277,0.0968830116208403,0.133727074563194,0.148067731572938,0.386035071084849,-0.0179131435238467,0.0431315791608854,0.331424813564318,0.0278578371210987,0.215412673306115,0.288369999204033,0.157944023240136,-0.115262931881462,0.239795364616636,-0.0504737066314309,0.307852078649622,-0.0729129621304206,0.0986396353298926,0.0435656020546572,0.139442265179,0.0727031794923337,-0.0578142182479639,0.131006083177385,0.0268920006610263,-0.0028972115974831,0.292286041945906,0.364708587730371,0.426969120033056,0.363317027733419,0.11503519813277,0.0826675222548543,0.0203064058654306,0.142257260494637,0.34440491441291,0.0946522766988367,0.046126761627674,0.0066977836276036,0.179139884319599,-0.0326409891418684,0.118503495825776,0.0526460425882614,0.301162744526265,0.361503630074864,0.000534578702126,0.0835538106742319,0.107752768778935,0.1216597567626
stable,0.227375713353265,0.129439553206996,0.127169980097781,0.238112898432276,0.206281869312022,0.135493807934655,0.13792402272113,0.216099535784579,0.0912585784868731,0.146307522779161,0.141658132611116,0.188731135257557,0.172384068919689,0.23822949644565,0.20114359420022,-0.0927070889881051,0.15439015560003,0.178165187755471,0.222858943815265,0.334407563468829,0.0363531944944689,0.202763138522283,0.192342480972137,0.150602323532783,0.214950740402345,0.148523705009757,0.11329607354793,-0.0531020832917065,0.184794688384627,-0.0013160086462601,0.0657831638140329,0.0197210543296712,0.0593280154977934,0.245945793464472,0.219032881000858,0.267629738932485,0.0378591899924813,0.115008025310438,0.0338831684960403,0.201226721667496,0.118112623137714,0.102083484843397,0.104089620965942,0.14850447002357,0.228421018886234,0.0991691785409713,0.2107463706705,0.134450971667629,0.146395959908181
stable,0.0715635918621974,0.263652222042676,0.104602289122358,0.0628228151646053,0.0419061321376844,0.159377028399237,0.0619021958884675,0.0906003230164373,0.106239159019918,0.109106752350717,-0.184887329182366,0.0488532972380449,0.236704594343646,0.0748294410352085,0.0271097185966056,0.0521198410839024,0.0360949588065647,0.071042692374347,0.0726388611238173,0.181562947817269,-0.0545882086623851,0.102054563967639,-0.0335798574818385,0.090641357389044,0.0022478034218628,-0.0410839995755733,0.129945043800197,0.160535137590629,-0.0392854162239166,0.136056509649295,0.202089650509913,0.385908166441017,-0.0300286848036561,0.104337690788714,0.0634490181727206,0.0110859974159436,0.122061394091184,-0.131949084835361,-0.127129994336021,0.130197420371738,0.0097726609347791,0.270653737950592,0.160022976888275,0.101785438626698,0.077463349569636,-0.0094535906916604,-0.0156489079100023,0.0894346443092039,0.129192712444122
stable,0.0708486949217153,0.250016712992193,0.215427656349653,0.0607842494523696,-0.0206211582547833,0.22581624628066,0.0706533456750863,0.0651966398824392,0.0374739908671399,0.163185556028892,0.0227910211033124,0.106706299042173,0.126857597074579,0.0269032347984834,0.0281704871583297,0.131029628125467,0.315670724598565,0.0550079279350424,0.143530662214586,-0.0012089929591667,-0.0446986574608327,0.0686109267624435,0.0680486808695898,0.0386840569522844,0.0647058470130032,0.0874598137397331,-0.0550967592348119,0.241552293386493,0.0104566958075966,0.156752184619471,0.239783237128307,-0.0774685303615494,0.0846791404324592,0.117308557657562,0.262035389497023,0.0351789751711893,0.114631895801547,-0.119240323258281,0.0300487485451613,0.121333897183053,-0.008408152084755,0.307517213641008,0.0608862728299041,0.211057035067909,0.0393925759139231,-0.018170817300004,0.0909417276688713,-0.0153682886485137,0.124340328367297
stable,0.0225410234998309,0.219229794650305,-0.0269019066736012,-0.042257535856743,-0.1427026630308,0.124459675423993,0.162506409797832,-0.181552765865354,0.0179532526310152,0.150920418077409,-0.0496648659282779,-0.0233837034632423,-0.10509385145852,-0.0254039132168298,-0.0567597270071601,-0.429932949093635,0.172450472156546,0.0219524620252198,-0.0461042697728488,0.485937365208087,-0.0445040163356396,0.103118567738377,-0.0897204969512717,-0.0108501483949569,-0.0397290319122074,-0.0009301596439795,-0.029429336690527,-0.322815586290585,0.0354031977958735,-0.217018524558745,-0.0104587083966189,0.213514927562743,-0.0070686261481093,-0.0067195907158854,-0.106928010806845,-0.018860080553396,0.236898539872118,-0.131261245454693,0.0062101158603416,-0.0760718224930299,-0.0565758127093294,0.0335728793400064,-0.0435340459266753,0.0755643054386502,0.0536770442302796,-0.0174791710250374,0.171748458214924,-0.0841182201617783,0.152658052477632
stable,0.0258094854175624,-0.373249334067943,0.186645631835832,0.0222887385760902,0.0605441852912249,0.141820590700681,-0.110088661784273,0.250231095059261,-0.0515570746263982,-0.230015299653885,0.0671885655446001,0.111863102615438,0.229998090949231,-0.0857959072868509,0.0537449068535629,0.368990212465669,-0.449160236608625,-0.0345767662876033,0.118934543125135,-0.550839660099015,0.0611190778562602,-0.0320521053390126,0.093242215438218,0.0986719162927997,0.158706388352664,0.037695199678251,-0.351685722839735,0.173645508429195,0.0299192441308992,-0.046920150903699,0.0062659232528079,-0.286720235191056,0.0663283345424803,0.189027310208123,-0.461389724537395,0.0919112523894012,-0.182041893328133,-0.0185234584411596,0.0995391804836255,0.0687112228561851,0.0411351394361856,-0.49713855339879,0.135044831866442,-0.229954468073132,-0.124415385718025,0.121493478447647,-0.0340364316887169,0.0420720123353706,-0.149247212755799
