group,CD274,CD155,CD19,CD33,HLA,CD49f,CD4,CD14,CD25,CD45RO,CD31,CD32,CD62L,CD223,CD107a,HLA-DR,CD1c,CD64,CD1d,CD35,CD278,CD58,CD11a,CD244,CD169,CD54,CD62P,TCR-A-B,CD41,CD137,CD309,CD2,CD226,CD29,CD49b,IgG-Fc,CD18,CD38,CD71,CD36,CD49d,TCR-Vd2,CLEC12A,Ig-light-chain-2,Mac-2,Ig-light-chain-1,GARP,CD88,CD224
progressive,0.0954822419949751,-0.106326705775366,0.0301482542046767,-0.419155409853037,-0.0489013184100261,-0.175899531418086,-0.0985377577970889,-0.174679574832201,-0.045598388151088,-0.102820644419761,-0.114394271649288,0.159808427390643,-0.0082454510430937,-0.0831505801452219,-0.0146969417906571,0.187053548921247,-0.141941806132005,-0.357606944462681,-0.0447158795796213,-0.554190509353413,-0.233194035765876,-0.235780023327807,0.0626524725919248,0.0487341924973844,-0.146154272880214,0.369860764100068,-0.166932577977964,0.0289323752420126,-0.188581001089259,0.0841438244222785,-0.0172821123866876,-0.0959544700682854,-0.0861835525405356,-0.180490161125506,-0.220246036506553,0.0005152944781697,-0.0787494381952337,-0.206364104610229,-0.307669032402318,-0.38586327317754,0.303939619402425,0.147284341396612,-0.231549399855615,-0.112075836884026,0.110234517130867,-0.0727131059858487,-0.028567853408101,0.0623634551351333,-0.10151140418042
progressive,0.115321583308781,-0.0091181987421404,0.0983475220938244,-0.261477649362065,0.207942987381344,-0.0122794149058733,0.140569215292441,0.213573865468622,0.143445686368729,0.0027769821995788,0.0951392066132263,0.461719743869535,0.0081836111467933,0.0195279076884429,0.0199598392637216,0.406514678270595,0.0977561451950276,0.163830760856019,0.05582034529714,-0.311654881671951,0.0663072594886915,0.102055899688716,0.189617116168632,0.360916768759473,0.0212617164657899,0.583517352555773,0.121924506899685,0.0276247860550443,0.212127112909859,0.0691552243432003,0.0841557189936814,0.001579999761471,0.145097013604932,0.0783810885547224,0.151705471079254,0.079350391573246,0.105757496022786,-0.346399453316924,-0.102977252360848,-0.192661467296108,0.336215973589314,0.0125693810424256,-0.0539090346061266,0.0831071885919238,0.0874202587715169,0.0441472760261435,0.0579993243061019,0.243268590812473,-0.118548531506438
progressive,-0.0590792760142389,-0.0493307364405784,0.0883902541473276,-0.0791010712229404,0.203878845039994,-0.20675893473017,0.342084287350371,0.208893410562539,-0.0159136478529715,-0.0346358200663082,-0.0902076360369556,0.494324425094303,-0.0345948911892106,0.0174098145288802,0.0573942453763223,0.587210052917074,0.0446559874637748,0.0345072257066322,0.0356565462998274,-0.227473398336365,0.0494124156048303,0.0521285208500077,0.117950673212781,0.153044527747368,-0.0122105243766462,0.432670071114899,-0.123376197051039,0.0554938513641664,-0.143275729476888,0.0102768714798927,0.0153066382015005,-0.0364693227512803,-0.055231922751472,-0.0887375728104449,-0.0610818880343702,0.0198085866575667,-0.0365794470330947,-0.220451947771781,-0.497458453489972,-0.0944443304140363,0.199317733914568,0.0138639988994764,-0.145426442119037,0.0693996454352393,0.0516660812613421,0.030236554340133,0.0220129326544319,0.304999805307626,-0.0351074109674713
progressive,0.0558257757427421,-0.510093842538261,0.0260913085557382,-0.340928323893304,-0.0300604054853117,-0.148480205928146,-0.0201302629034887,-0.0559772240147481,-0.0294703047985749,-0.0257980863833431,-0.179368018655508,0.0880175328648856,-0.193474313865621,0.0477645113327733,-0.173857767914071,-0.0319517652385671,-0.120294013971301,-0.166739101626703,-0.256035515231353,-0.247765629680426,-0.184649622847909,-0.125954075216137,-0.0147109211643625,-0.126037667017935,-0.0324699468138606,0.0858518394879547,-0.170500728377593,-0.231377399676405,-0.0678837718908367,-0.171546870216167,-0.271244678702403,-0.12502528079406,-0.0433573597095918,-0.238482266037294,-0.0752984022626862,-0.1413987211968,-0.169781264627147,-0.368388027620149,-0.0717495749189858,-0.218669931070805,-0.0313740164532651,-0.328682538836542,-0.260548062270181,-0.102894963725628,-0.130916679472884,-0.150316238471497,-0.129242919988151,-0.0417029363963373,-0.098054395845128
progressive,-0.208523053735934,-0.143032910105981,-0.127295412805056,0.0113706263930177,0.0218316293378427,-0.134941201673743,0.0844458693326989,-0.0548151215452335,-0.324378768014579,-0.0532722962741919,-0.210239162754206,-0.220475450647057,-0.0722088064947374,-0.0216084285106004,-0.0256597363053862,-0.022010661948238,0.0194861797351827,0.125603108197641,-0.0693159038815293,-0.0116569446100882,-0.0520675021376791,-0.127533885456648,-0.0400759142857595,-0.0942903345689471,-0.13480021769512,0.0055995618809818,-0.0327916001559605,0.0163921959684285,-0.150000705036416,0.0442564194559677,0.244451894411617,0.105404534195324,-0.187557557869799,-0.172685919894241,-0.128481562646502,-0.300742253642888,-0.231331489240946,-0.123836851682357,0.0197698667380624,-0.0487757104092625,-0.299289466167767,0.0388497772356949,-0.02016190229204,-0.116677175173767,0.0188409751375932,-0.116086439894734,-0.0926595949499273,-0.0342226793810941,-0.123381617891877
stable,-0.305119535031806,-0.202449466696277,-0.206038204494226,-0.45880984903351,-0.314359291328374,-0.348071258652874,-0.120160736415306,-0.153490456627684,-0.189466318918656,-0.0987365616644522,-0.47018609983961,-0.203988609611813,-0.302132470763334,-0.0991999022547304,-0.299401850876041,-0.0771980450350768,-0.154636460061109,-0.381252515874274,-0.250116106382141,-0.608393640072865,-0.219502548820171,-0.352395622977288,-0.302159590517796,-0.262588997811281,-0.353878634330178,-0.0591162799643068,-0.422919564322326,-0.148479920407331,-0.324290933110745,-0.310744905163946,-0.145831131150722,-0.189032710305825,-0.284591097787747,-0.411053721285405,-0.238171604956205,-0.111889578824358,-0.332457068667749,-0.341965514259385,-0.556997977094209,-0.412381630697362,-0.0616902367920431,-0.136309825924006,-0.381979794164818,-0.380080591075485,-0.191793338436676,-0.300144989744049,-0.21181082539382,-0.210874935277245,-0.265154935964575
stable,-0.137060023636079,-0.128889401252492,-0.0676055058581843,-0.208318781044622,-0.0303649669964775,-0.124373825172254,0.0806206959415122,0.0215541686834018,-0.114499274543209,0.0282618317875287,-0.116753130518715,0.0974669188177768,-0.220435280988277,-0.0847390484034452,0.0007193730543429,0.286806848232866,0.114300934972719,-0.238566999261147,-0.234745247652355,-0.1334599395052,-0.198646732680483,-0.110450002034102,-0.0201649741007362,-0.0554027353430641,-0.0158415099329879,0.25274461049714,-0.153228679690118,-0.122241180121809,-0.0007114082632195,-0.190383900232965,-0.107596491932086,-0.138052239582681,-0.0977751428350785,-0.099584403011403,-0.217667320829516,0.0492793208031451,-0.0499413877308097,-0.163367165742285,-0.157602621221684,-0.164790349589238,0.0150043357835031,-0.0759525767933807,-0.247263417275289,-0.138810496652768,-0.0734289152073048,-0.137397805208371,-0.134105879870539,0.0773691505417014,-0.0957839274151899
stable,-0.0046427984682052,-0.309095551705161,-0.0240468605991555,-0.25493908939235,-0.192285447435305,-0.186097392578792,-0.0686325972409699,-0.0025800332754157,-0.0616647641841056,-0.123044695185687,-0.440522565811163,0.209601827758667,-0.0783485026325076,-0.0311929275759438,-0.0027570413136963,0.118538118881278,-0.128037360070008,-0.180436506881167,-0.135150901631661,-0.0969317802335506,-0.122370510720635,-0.16008858634523,-0.0220613337443821,-0.0381264537632009,0.0155716488181459,0.126805719394608,-0.253186241760383,-0.0992904048699281,-0.16198668667208,-0.137511811499762,-0.046255878057482,-0.305095666634025,-0.05611560627308,-0.176458313570015,-0.0351082484972626,-0.090868174954331,0.107134050697508,-0.29630207441803,-0.347286063366654,-0.375338275487691,-0.261063640238028,-0.0622021939900984,-0.186816887287981,-0.226265918025349,-0.0939158400357369,-0.142698270996234,-0.0309233062518296,0.117652484167234,-0.0572279193326274
stable,0.0131839264251598,-0.0090813769459658,-0.0021766056581484,-0.22277259606786,0.0117777184146788,0.0016062327588332,0.1868066613741,-0.0005627461315578,-0.0592543236572713,0.029552381122313,-0.0781528571553897,0.338876962465779,-0.0437424041473969,0.114742548107982,0.124209671319453,0.394330576146329,0.0529652286357148,-0.173531818859428,0.0127352035146588,-0.225589363721435,0.0060122534915234,-0.0169841031216453,0.0921639797756444,0.184286985008832,0.138566809930549,0.3607466273817,-0.077346470075125,0.0003793181093518,-0.0324072576397791,-0.052249331661935,0.0110699376551905,-0.151930499239642,0.0388065066031931,0.0234525404245508,0.0433238644158803,-0.117591880977613,0.0134944664934693,-0.0855006943600968,-0.266160307856894,-0.214558900509432,0.125094338494463,0.0173984079007371,-0.206052953873229,-0.0861767299336405,0.005690740157138,-0.0550962256608514,0.0335779202738964,0.26304476791871,-0.0712644546617529
stable,-0.0519611573476142,-0.172238522370329,-0.0005351422549587,-0.228448422702981,0.256446539067183,0.147741517545165,0.274358184371441,-0.0952486408519339,0.0627098077867666,-0.021608165539271,-0.198954048561463,0.266704086995445,-0.163762884914622,-0.0251086346239312,0.229239991442997,0.58428271445355,0.0991513115801155,-0.364258672740564,-0.0260768050689506,-0.566601736622677,-0.0067579500244551,-0.0244772609025396,0.137062487662169,0.296068873386473,-0.188928406447664,0.456711154053002,0.0991232972177002,0.0613301962053097,0.116754461602201,-0.0090107905295985,0.0545309330848485,0.0620589910761313,0.129363151473585,0.100241740069666,0.137021463776171,0.0325170468998673,-0.0828692318839192,-0.204276704473499,-0.625373415537566,-0.146989982669686,0.310956301955428,0.043823649310761,-0.45596438445283,-0.178691703370394,0.0076895219585149,-0.13241237871276,0.009691706730913,0.225995484922853,-0.0989143062039857
