group,CD80,CD40,CD33,HLA,CD16,TIGIT,CD326,CD31,CD146,CD107a,HLA-DR,CD1d,CD35,CD11a,CD244,CD54,CD29,CD49b,CD38,CD71,CD49d,CD305,CD158f,CLEC12A,Ig-light-chain-2,CD85j,TCR-Vb13,CD101,CD360,Podocalyxin
progressive,-0.253408816111231,-0.118775058105849,-0.104104087106289,-0.199093514934455,-0.155425212928854,-0.191613856442296,-0.168154506928023,-0.161608063415912,0.112239917470426,-0.405858154637425,-0.357288019456711,-0.241639633839677,0.114898688610708,-0.20694779779734,-0.328102934428156,-0.294961284388386,-0.151326013520445,0.0723819472297113,-0.205405726467749,0.0142361036216402,-0.184736411006168,-0.192806861858231,-0.33934061180556,-0.0929157327584229,-0.303924885208247,-0.405213542067428,-0.326328300980744,-0.127766094219156,-0.149705228522659,-0.254149116773102
progressive,-0.0268529992078779,-0.108951857577528,0.16469459297795,-0.142371410131097,0.0329423436498233,0.0191832967780585,-0.0542773977811988,0.0559252223417581,-0.0019008013259082,0.0556178349925554,-0.207002681860817,-0.0028396333836266,0.259545384071599,-0.0287446413667928,-0.0783765428880298,-0.33551911511759,-0.0887591009886109,-0.140129792989157,0.219911462580782,0.102810572356582,-0.0453029469062929,0.105232348783561,-0.0059325900878816,0.0698169296099195,-0.0375678346200044,-0.0859522487870447,0.0219847095827009,0.0966271106068047,0.0028116756141055,0.0084461164978725
progressive,-0.18348427580115,-0.0368217935542573,-0.494687778855774,-0.354934382545006,-0.156937720226596,-0.256462318475418,-0.0939263781658583,-0.500981266093734,-0.167893459751116,-0.254203467896669,-0.0816275925093969,-0.263822893003628,-0.278959192392074,-0.35280366426215,-0.221523516203803,-0.119546152643774,-0.454893346619757,-0.216824192805708,-0.432444038434142,-0.63932527226896,-0.28597282119498,-0.469389568415926,-0.248852244500168,-0.522604298049829,-0.439916971848539,-0.234919623345333,-0.172774636952939,-0.413648305423782,-0.236736615338309,-0.200722910070556
progressive,0.107000515361723,-0.178676062946026,-0.289793584943222,-0.112212281940668,-0.0195563856684128,0.0731127004903925,-0.129306659665914,-0.274947662234915,-0.193532732343646,-0.0906099410047232,-0.18444985155362,-0.112840603902227,-0.321412153730671,-0.189763218734042,-0.269615187010066,-0.232679688567039,-0.254475773271824,0.0017401935813154,-0.175174489263542,0.261516888613565,-0.221146129230666,-0.264403800452662,-0.127917564238045,-0.323393418191645,-0.141804066212359,-0.104949563123338,-0.0318992672935166,-0.263678001201075,-0.0264000680599514,-0.0498925403878553
progressive,0.228007183580775,0.148772492152671,0.222435406078024,0.424169820308504,0.0246146918989028,0.21108990736356,0.112713100640345,0.211047119900596,0.287641714100452,0.353732709980014,0.25972977330459,0.35501143689866,0.28804622194769,0.366136109692533,0.326659023238734,0.168073978325766,0.459445759989272,0.417313658594104,0.0913778012446306,0.279153269776025,0.122353059892594,0.246690592758998,0.181561203908799,0.231261678718743,0.114257420508988,0.14910858193161,0.105798817385571,0.203629958527393,0.137982540656489,0.207094934875815
stable,0.0180591294103219,-0.126273653117519,0.0680629739636574,-0.0755416352650618,-0.159466165738598,0.0459459328355691,-0.0009151562496279,-0.0538359100237006,-0.0130564560660841,-0.227794755989637,0.051293742191613,-0.0420323254538515,-0.0742797781666334,0.0997969323421808,-0.0506944625181343,0.191012330153218,-0.020673359605216,0.0279645303905788,-0.0254919700781419,-0.23100153671161,-0.0271467944249046,0.114328856954757,-0.0979295222521049,-0.0945155857318364,-0.0254050095214248,-0.0855273337794509,-0.0591342448723746,0.0243215735706578,-0.0715954321367382,-0.0701210514308616
stable,0.0374430903311045,0.19212865526763,0.437867069426591,0.174136714831505,-0.139774133241072,0.0482054407000849,-0.0793330433220266,0.322469373461381,0.0755494710987412,0.0414507715105904,0.196534225660121,0.285519130138852,0.250997153550963,0.186975501598281,0.207443956576625,0.12152718765419,0.249612492072649,0.225578996689173,0.24388227463495,0.0911700390466149,0.153825828333293,0.247611720777126,0.108564990651027,0.0991122854817153,0.173556286539076,0.157859037374907,0.0483176639043457,0.135541325900512,-0.0132988390842079,0.175218693488881
stable,0.030716947483343,-0.427377817278768,0.0170037657068662,-0.328568993247719,-0.417049321952241,-0.107386658521,-0.0983363136637327,0.12355770352467,-0.128419193867417,-0.171590595285064,-0.63991776319095,-0.155103502373204,0.255201838776621,-0.180529969355172,-0.201774965466518,-0.436973763311814,-0.0840122335994777,-0.0077435926163719,-0.0476780044241653,0.188652078148938,-0.266990389476958,-0.139210993805773,-0.0808922444094845,-0.0437778509115697,-0.171084757075431,-0.414512781924266,-0.129621440143633,0.0269476064396253,-0.0953272358319746,-0.0944665804472047
stable,-0.0391159933005904,-0.130008274131952,0.047451154344733,-0.0874688079033369,-0.194506171212477,-0.0586609050761189,-0.0578736584182192,0.0170397308733026,0.0254712453357503,-0.102471635400817,-0.36014837351289,-0.0295588081918452,0.372597766923737,-0.0520633612794738,0.0033231706080935,-0.128748449300548,-0.0805363588527856,0.0057824686741801,0.0914538068397077,-0.0834968073178312,-0.185928827893852,-0.153197785396758,-0.0800229406389353,0.0957860757513717,-0.0222677321444781,-0.175750332384375,-0.069220170417241,0.0528484950064359,-0.085982853068339,-0.169630272248071
stable,-0.154445085702531,-0.0264946223550126,0.132791104322772,-0.0627159994861,-0.116515317007369,-0.0195927833110441,-0.0632211374429844,0.19009229982512,-0.0039241003849087,-0.204596174287427,-0.51486901690431,0.0506643354443837,0.480859292074772,-0.123697677598308,-0.203177041211495,-0.438116693172631,0.0022150085165145,0.0800603329517378,0.104630569307964,0.454983798786823,-0.269235268520335,-0.0852375130394826,0.0319225937971838,0.338857465911622,0.0392561758255251,-0.117810744704891,0.0439920442129463,-0.0062643878709088,-0.0818499325746595,0.0536213820380208
