group,CD33,HLA,CD49f,CD4,CD14,CD25,CD195,CD32,HLA-DR,CD64,CD35,CD366,CD58,CD11a,CD244,CD169,CD54,CD62P,CD41,CD124,CD226,CD29,CD303,CD49b,CD18,CD71,CD36,CD49d,CD307e,CD319,CLEC12A,CD85j,CD101,CD88,CD224
progressive,0.423033552115108,0.125965734302418,0.295432156813208,0.139779647277345,0.0620394639276953,-0.0207888847188387,-0.0571878429367683,0.0098736568533637,-0.0137634691784568,0.281485780855995,0.351246672234888,-0.115180284823251,0.0525337555116213,0.150312014166542,-0.198699311968403,0.094103860967538,-0.0121662117838552,0.230843305123104,0.325091767296066,-0.221294872051958,0.0537841165419406,0.226985731585628,0.127812272023091,0.0811140524617157,-0.0171952466027112,0.166147357912912,0.350412657615608,-0.107632273980438,-0.234219911829243,-0.236821845723162,0.304865155009444,0.0057464493538801,0.0489700879652413,-0.043682065471474,0.0656853976243598
progressive,0.423400194423181,-0.184084114010244,-0.164379333179556,-0.135678736969485,-0.0715932090565189,0.0214261591491005,0.006054316796001,-0.194352923918213,-0.186107616842188,-0.0219750299249045,0.393905578959848,0.112147364867923,0.0130680117938022,-0.0502882246310221,-0.159628282668974,-0.024753606932538,-0.33717682875322,-0.335230357362058,-0.414504717419216,-0.0584709015874011,-0.107055804193264,-0.084368579106127,0.0454296486152901,-0.0660275059151813,0.0359231174596204,-0.0814176991889474,0.0625286994435877,-0.246464414421865,-0.0223480408395098,-0.0134549367880401,0.0892564732383057,-0.142989129981735,0.0501152374867327,-0.0312058320239025,0.199781162821686
progressive,-0.230452385654212,-0.458233342097323,-0.0612900281146851,-0.479040158093928,-0.434584743496967,-0.130129711822191,-0.123455782913357,-0.684996202018529,-0.66905880951756,-0.271538132096048,-0.0689595113435322,-0.220385116863443,-0.351987650572056,-0.352500407751678,-0.331102570622259,-0.190015101102717,-0.574217675829565,-0.15544375642149,-0.162432992463169,-0.230562657207642,-0.215261529320648,-0.215920324578544,-0.155576095619279,-0.193405021766065,-0.208005229332182,0.27302801512473,-0.240523268809924,-0.295721822173429,-0.149183814126043,-0.254647435737617,-0.10168993605382,-0.511369921192018,-0.150200943346505,-0.542573233860971,-0.201926594214885
progressive,0.238045535780846,-0.0293386670582934,0.112202689721765,0.129008256419235,0.285529736619427,0.092961308368805,0.353157465162095,0.274130425743889,-0.0162487240867406,0.0443836921928699,0.356107007762178,0.0597807263145672,0.248147115748055,0.0806869004224931,0.0222715342416531,-0.0441470950082894,-0.0698093202436474,0.122446004137801,0.0142443157230075,0.249486738441274,0.0590141840491666,0.18858540924076,0.203451911261267,0.106454647343225,0.159860303047593,-0.39920877331059,0.206851520292926,0.0653158198439157,0.0821295943022586,0.124927897419607,0.286780970919275,0.0452735103394912,0.253823450834621,0.208099772265188,0.222910356624786
progressive,0.214775860950369,0.101306524597469,-0.181265480631455,-0.0060821847091687,0.0766027847104312,0.0498410346301184,0.417068034736132,0.133417373247265,0.0664163304367893,0.150817687150324,0.205385014590623,0.188540832325324,0.200165911396799,0.184127460476445,0.0886652735033432,0.0339073065201721,0.281486886889727,-0.202843544995679,-0.22272388697582,0.224846796438241,-0.0168916703346666,0.0504802163308085,0.266808742114348,0.0949298596614033,0.159173452271978,0.0691540713099107,0.0272830169834959,0.0206801921708728,0.142735226034764,0.181897266330349,0.406752360968084,0.198588861001236,0.219664622471666,0.202702043613222,0.124483451045703
stable,0.050898013046424,-0.0446318323585431,-0.0312705494313218,-0.324460065631583,0.116065925096716,-0.039505922587261,-0.0803791824496841,-0.150352889954339,-0.120743013375474,0.145364952792769,0.0334964324492482,-0.118049026960355,-0.169958980360036,0.018838523028424,-0.181821629321613,-0.136564055060885,-0.012308542440737,0.0620792536154363,0.0354838188533169,-0.127474351810474,-0.0198883995851138,-0.0072028080379818,0.0034032225161323,-0.056284803386379,-0.0788101965322556,0.159553423872186,-0.0401942695572881,-0.0976711476690453,-0.0019310975329226,-0.0919024015562064,0.0653352543821577,-0.0668176828883429,-0.0171393066475524,-0.133190353538915,-0.114813823159166
stable,-0.207230610243351,-0.485909421630917,-0.424739894370518,-0.428857612789343,-0.247651950742005,-0.187842978612321,-0.0920253616029124,-0.449581436726748,-0.700826479244484,0.0283458594907669,0.105027090937193,-0.228008488933969,-0.296904577238795,-0.519037524598695,-0.271939044547106,-0.214517869632497,-0.541494797968037,-0.285843459707266,-0.332343349460441,-0.127225348570359,-0.357615874763477,-0.472361382377775,-0.18645151552934,-0.245835806502303,-0.147218242173825,-0.135861139688131,-0.0998680238869999,-0.469445424861207,-0.20004247405828,-0.073220771467836,-0.27841679668785,-0.333528148219015,-0.400479977864272,-0.327203691553434,-0.146962128089862
stable,0.0707382750578126,0.14477271098176,0.0954594314591228,0.123852801853858,-0.102344357923533,-0.0152241349380732,0.0052116770779556,-0.20557738169179,0.0420940296516814,0.147306991736597,-0.302035639714011,-0.0396765207710515,-0.114854320375629,0.0734212118850027,-0.185814704782213,-0.111628341797016,0.129543749033218,0.147241418547906,0.132349674632114,-0.0818903833303339,-0.0192056536317358,0.164880916516816,-0.0587321959110025,0.0337542324854361,-0.151456840422258,0.365927020731238,-0.0464528419988777,0.26579866567509,-0.175441527551012,0.0509490069982074,0.200582260570727,0.0349057085070496,0.141349523280102,-0.169289111771072,-0.0832928337898138
stable,-0.0336001817826295,-0.368358117383366,-0.2731840087291,-0.321881486342211,0.0214959888861059,-0.0665477467943493,-0.137950769676921,-0.179320569767832,-0.603896217651979,-0.103909269485578,0.349792758573791,-0.202173236286517,-0.160363688306942,-0.263151351677468,-0.100152682819566,-0.178042885485339,-0.413125206433714,-0.108008393314864,-0.181263971227365,-0.197106470956887,-0.258545346291797,-0.274633907790396,-0.172419234487799,-0.187898820272057,-0.0002995237005608,-0.273943136240536,-0.104316793247874,-0.417936894588238,-0.119433901044015,-0.133966050658807,-0.0352812847171784,-0.386329200978521,-0.162446933195467,-0.254991465068462,-0.0204048624409347
stable,-0.0570045498205293,-0.432533361179002,-0.434090807616314,-0.254671286083748,-0.147286261399215,-0.0726992261138154,-0.129459673975386,-0.389571621046569,-0.488461334399455,0.0465565875969178,0.18666744216561,-0.242766581945852,-0.231799346500244,-0.309048483510294,-0.436776512294308,0.0623937246460522,-0.473485773500992,-0.403655697268268,-0.465523531994811,-0.176208619339933,-0.432224923030437,-0.393251176368321,-0.209165681964143,-0.484434525350461,-0.132229650976533,0.343203010025521,-0.201084790335159,-0.308299156236165,-0.0827323262483912,-0.109444179084073,0.158193068093953,-0.374109652792593,-0.207291226204753,-0.40476818431768,-0.151998726034642
