group,CD155,CD33,CD10,CD45RA,CD49f,CD14,CD16,CD31,Podoplanin,TCR,CD32,CD62L,CD107a,HLA-DR,CD64,CD35,CD79b,CD169,XCR1,CD54,CD62P,CD41,CD226,CD29,CD18,CD38,CD71,CD26,CD36,CD49d,CD307e,CLEC12A,CD224
progressive,-0.123656537832304,-0.410207370236476,0.0754296928051809,0.0674616311768697,0.0932399276464485,-0.198361448624185,0.0475632891151596,-0.266721950440026,0.0819431348432668,0.128984594655757,-0.145024271862207,0.310649356501382,0.0468563789347294,0.153263273076588,-0.276417670268151,-0.550349591542957,-0.0135266541164325,-0.362346870311969,0.0761997187403078,-0.10127281502815,-0.138296353251973,-0.15320931075197,0.0124623338304913,-0.0802310041692695,-0.0351624160405285,0.0573828912809815,-0.288436413303445,0.214863623179481,-0.380781007540082,0.119355981927579,-0.0546955111530075,-0.347458931844126,-0.0838812724194503
progressive,0.040936748410582,-0.266967417831773,0.0355389161358664,0.08726193920039,0.122515960378438,0.0701705026666272,0.0750450118921525,0.157670532827701,-0.0119410745535656,-0.025720620868784,0.206283659664738,0.0121599734867669,-0.0160327336557441,0.290108263520951,0.111422616353815,-0.447253057398144,-0.0013351117963067,0.0832756993460576,0.0004362640940108,0.48760901765183,0.254207523928334,0.300965159079189,0.0880864291213531,0.125430977427605,-3.27363221460562e-05,-0.270249028423584,-0.0712814475908624,0.0854142457122506,-0.0435304577007126,0.290863757314631,-0.0780452998388594,-0.0332952115170327,-0.214444947635466
progressive,0.318861821059496,0.371106123309851,0.0751732498048413,0.43056972998899,0.329244214676353,0.0751891083255004,0.0420918821262486,0.415244616900872,0.258376635637214,0.192737390508262,-0.119337572122565,0.246403808323152,0.203596534665376,-0.0314365232110937,0.29638003771201,0.200318584139339,0.208063351195366,0.230078533524013,0.0844974809973295,-0.0214552990309587,0.261586463548244,0.247171346471236,0.25432705064625,0.424734433841703,0.208037353506438,0.439997011755741,0.664113596701524,0.244311820599838,0.278234782385356,0.286409989304028,0.104048327127866,0.441051742575281,0.18024066784142
progressive,0.0826451687180131,0.0938635202845929,-0.426400415655732,-0.246444757613249,-0.151133007759928,-0.244861163282956,-0.427886684078171,0.0535523870203749,-0.34990253508576,-0.428047260399857,-0.469252490275764,-0.0629480169737948,0.0152700712088513,-0.0093036685514698,0.0711719369314556,-0.212038137024897,-0.411416452977904,0.0096944942269906,-0.420883117322966,-0.244134119489788,-0.120710719756752,-0.0304281677857531,-0.352578512727895,-0.104636405098534,-0.0567066984273955,0.114729437015598,0.333447375219185,-0.340596983643432,-0.0323325365496372,-0.0641675489247328,-0.191900845906558,-0.097582091609436,-0.34388726223048
progressive,-0.0412543232507216,0.151612308283518,0.162464195926326,0.0901531489427588,0.24024988463196,0.0326211522538014,0.0184411683661941,0.191034338230438,0.412851809923191,0.324148737482729,0.165400069589516,0.250598334590704,0.402691803149443,0.339950810533038,0.258427159901969,0.269598939220102,0.26746432372297,0.0246414107106357,0.334475970266349,0.111329903224925,0.211984461085553,0.0987959943824794,0.346701731043885,0.286080875658927,0.251184579940584,0.343133950043692,-0.0007971067841584,0.406815870435468,0.18338281259276,0.0119543383763991,0.463551032718387,0.247395938954794,0.46149432565108
stable,-0.0170297656427863,-0.101950861328453,-0.0723581159394422,-0.154093312214945,-0.0186134652324525,-0.137074474128461,-0.23945074802654,-0.16315310310053,-0.116811292551253,-0.145783780913968,-0.0636472516430458,-0.1432935038599,-0.069656752723727,-0.248617554267765,-0.19209459811131,0.0736364512565882,-0.0977351122906417,0.0084189092964407,-0.101698952579371,-0.189909570753709,-0.0889631639829115,-0.0087798864068925,-0.136088078793537,-0.155852294485658,0.173733114888298,-0.0957730155709219,-0.18593419212024,-0.161808790872145,-0.105749947365824,-0.225157445932093,-0.126493869314479,-0.20880990823589,-0.0850933548253168
stable,0.0270219286320505,-0.0439551389100014,-0.274717509073349,-0.257474706876208,-0.387231010027419,-0.205149895785726,-0.409137128136356,-0.201529946955714,-0.260123805343197,-0.314089355397772,-0.352841516292162,-0.416545451585426,-0.344594015523365,-0.422526574403246,-0.189356394498676,0.0533801129237599,-0.205429423112851,-0.306957031895109,-0.205161059951568,-0.208264048051251,-0.221886402206566,-0.202922972484938,-0.331011740829833,-0.356221104431326,-0.126006869524311,-0.113070816091411,-0.0705740329782489,-0.20226302573404,-0.0223899939535722,-0.35834119939436,-0.235524451948788,-0.313012331560413,-0.309387191230206
stable,-0.407169440796357,-0.451160772643414,-0.102245933160016,-0.299186072932521,-0.415465403632749,-0.260553907676977,0.0780512775337142,-0.550518002465993,-0.19251230634751,-0.215107812787217,-0.152370216368429,-0.219228065005817,-0.200434607298338,-0.0037368403068957,-0.291299223926753,-0.40657735326104,-0.217760377584141,0.0019182338117052,-0.136604226975878,-0.104341732885782,-0.436102422665263,-0.454092221787551,-0.317288518761311,-0.440137072415827,-0.24184227311868,-0.369484244342136,-0.478337454767961,-0.226619189140613,-0.534513576797081,-0.33898584572185,-0.160112884725082,-0.347025844610917,-0.278473442332639
stable,0.038977770028074,-0.0881635590817827,-0.0338258145370397,-0.118267205342693,-0.232955080180925,-0.119620409179265,-0.0216669761660045,-0.149973334747655,-0.11735964933468,-0.106746174300527,-0.197074712293674,-0.154329758644276,-0.0660840610738321,-0.415477324272522,-0.167583147289597,0.177416020982442,-0.146417820654571,-0.143838597591683,0.0395347085133455,-0.422220605719359,-0.0928477787387443,-0.136143676094143,-0.177285377021906,-0.30667312696625,0.0465153818198995,-0.147017198662552,-0.229527519567528,-0.0922498647482467,-0.0703057719019654,-0.352253888560248,-0.142851216734605,-0.163575250837806,-0.0473332040401822
stable,-0.206944504257454,-0.266161968107597,-0.0253500362079103,-0.0320232000106177,0.104059979194865,-0.157180327665028,0.0477420446681902,-0.218682133236973,-0.085951999411597,-0.0821004847663434,0.113866634183904,-0.209619535140741,0.111321635505152,0.454004721416339,-0.366275712091286,-0.593563731486756,0.0018545451141405,-0.192997738121362,0.0048665434250765,0.349459945347671,0.0715148010272682,0.141569020668747,0.0797480514039308,0.0328504050492258,-0.204533546628627,-0.258034140152158,-0.610824836342342,-0.0558548667312897,-0.166702993041919,0.203799832577894,-0.133670197858455,-0.50763582741648,-0.214979576517592
