group,CD155,CD3,CD19,CD33,CD34,HLA,CD10,CD7,CD49f,CD4,CD14,CD45RO,CD31,CD5,CD32,CD27,CD95,HLA-DR,CD64,CD141,CD1d,CD35,CD57,CD278,CD58,CD39,CX3CR1,CD79b,CD66,CD206,integrin,CD62P,CD41,CD309,CD184,CD2,CD226,CD29,CD18,CD28,CD38,CD22,CD71,CD193,CD36,CD49d,CD73,CD305,CD158f,CLEC12A,Ig-light-chain-2,Mac-2,Ig-light-chain-1,CD82,CD224
progressive,-0.0407374617202975,0.21263350231592,0.425523382442153,0.394095631500843,0.33894958082871,0.199996896895374,0.140989337109464,0.383803620214702,0.258993943020196,0.313178526866464,0.295873873659884,0.291211970457024,0.0473590040438314,0.22665998129782,0.158333961300541,0.194568139070312,0.0577576020092196,0.106575945382822,0.297778031646236,0.204124578247451,0.211242847234882,0.378113366165898,0.340304944792771,0.318601534872139,0.404831713837394,0.302280925463129,0.169634125840493,0.36428360613172,0.300324187211112,0.189752851402173,0.386118890118404,0.0766862804414035,0.145916450146514,0.188558504115955,0.0100944788718066,0.325450515370726,0.195975792400925,0.379153651036034,0.10660520533105,0.311421231291156,0.395011524392115,0.332090922763724,0.0553450008020496,0.361082661003997,0.226460747049121,-0.008621741028549,0.310692613147961,0.116671920865208,0.216012860011192,0.169941013875,0.147167367477153,-0.0321371283817654,0.199788197212951,0.332181874834135,0.313757139678902
progressive,0.147757585078418,0.132019797529106,0.199434030594565,0.246401502749713,0.308190579395865,0.223186240968275,0.149637430478222,0.183490497889846,0.362404525201981,0.217481848856733,-0.0183949386850402,0.233741250178438,0.371617708793884,0.125859364136279,0.0756265367070693,0.148768334800908,0.203355605213435,0.155660981837722,0.170861424393686,0.30291858624931,0.300537276306477,0.0149336187580965,0.0719939615591014,0.251299773024716,0.34365131917168,0.0346152586975852,0.322354327613978,0.282074258370494,0.212822710588553,0.297610662628385,0.173005838150181,0.335665718684886,0.30552094188873,0.170216487678741,0.146185258926779,0.222028019854653,0.296772546454958,0.443911518457063,-0.0394476488409064,0.172472491211364,0.18814511517089,0.0737242631130827,0.142366035416961,0.0722356691997717,0.406893041701822,0.187738792295034,0.212745463473152,0.345357024708227,0.335266296449813,0.277302847908604,0.311341324972448,0.321289687340599,0.302917149993368,0.224849422364813,0.242465560475651
progressive,0.131722902860588,0.0351156223360666,0.0203329880464197,0.293005341053734,0.10304615847484,-0.0047432408864665,0.0825759481782958,0.0713286680947705,0.360821399216401,-0.204732512296932,-0.0279657872942626,0.125020034477562,0.29825304681251,0.08751662559549,-0.277134271008661,0.0400285819596409,0.0987210687188268,-0.407299887601459,0.143093401676879,-0.0908467073335651,0.132557445606264,0.421939849137098,0.108336390125253,0.0709094283433197,0.157446916850483,-0.0215949989123764,0.167044746264007,0.0967628046659484,0.122935824715286,0.0864209505346633,0.106155559202364,0.279935745829082,0.309823932834778,0.0670605874291775,0.119702955381345,0.115738397216965,0.227436872522044,0.300838603137129,0.22171838318504,0.158194209142417,0.336788899861924,0.0361772094834384,0.578863365980639,0.0788722296867039,0.280259779187196,-0.0724163647504817,0.0622171070996473,0.150311919866514,0.158487765079657,0.350723960239277,0.13200805666861,0.0863305652596551,0.158390954409588,0.310350946073773,0.204520882985532
progressive,-0.063849051229796,0.0062213510483214,-0.170655706494667,0.101335983679979,-0.0833466954291757,-0.077753782915714,-0.0331092168788774,-0.123947633850143,-0.0153167724811175,-0.236117898374599,-0.133174809759253,0.167104347952862,0.0544590606887623,-0.178871093663221,-0.103975219791567,0.0969423042280494,0.0548739109960244,-0.0664064563356247,0.0465644982283894,-0.105736766521218,0.143181376412022,0.145435200445047,-0.136090186862696,-0.0036819012974941,0.0505439769073565,0.0118849971612398,0.0086302978949268,-0.0488445811925329,-0.0740719374871979,0.195393167699538,-0.0945150853307122,0.0030819373642596,-0.0474645137280581,0.0739441169448575,-0.0575819778173742,-0.0992350640244243,-0.0680627549581804,0.0148166520362743,-0.020506031242985,0.0313293553199147,0.062397662924017,0.0439765981424898,0.15313721994339,-0.0125868730967148,-0.0727651293597905,-0.121987962532407,0.0700108270019438,-0.104166046131336,0.0886096802254229,0.123747366427362,0.0004598758347215,-0.0255572774542862,-0.0145385840588673,-0.0585711400217871,-0.040445915982486
progressive,-0.118256033602447,0.0893923525727862,0.121357362728897,-0.17560377608006,-0.134091071878972,0.0879722360198643,0.126658308368618,-0.0685196191375444,0.110371942458629,0.107128934755636,0.236273046654645,0.105552875123275,0.153448488626282,-0.024540845225541,0.255679738574888,0.0308569815230369,-0.368605152817356,0.0884666155388495,-0.114129786293858,0.174529070857051,0.253523611209867,-0.0110407184632994,0.0374101600769613,0.1699817760139,0.104902825951108,-0.0141157509318827,0.098415857475744,0.18868895855545,0.0677707042087306,0.0620534825382718,0.125758580580782,0.127164525786055,0.242755871911235,-0.0643945808458831,0.31858037441743,-0.0407239007166721,0.159918078593813,0.103581551182391,0.0186284923762538,0.136224968936352,-0.0533926115057935,0.0373789451062068,0.0671066802805493,0.0143789481468054,0.0677754584793631,0.305778964143527,0.113888808889128,-0.0338216712209605,0.214022936922187,0.0359407823466799,0.0337541959845348,0.154860813997412,0.132494515084598,-0.0469033790269149,-0.0385523127155912
stable,0.0139509946288347,0.416685746541275,0.186754279781923,0.0643602067674576,0.0599476752461367,0.303570949180074,0.181960105181113,0.245947382165925,0.175584135658199,0.340174034976632,0.153693597670109,-0.198758814901627,0.158819830207757,0.342490138560373,0.138124049296731,0.327147288075509,0.127119988976345,0.176755274254448,0.0551198673696157,0.196454580559934,0.111506996479747,0.034616682726447,0.061165998033965,0.187865835906717,0.168883581973405,-0.0433351513661553,0.195275801626403,0.130903414639188,0.223918558747435,0.162512639571068,0.316325808195077,0.109105979661404,0.15060684162993,0.140719139596581,0.0675158890271718,0.369927845941521,0.184026199939388,0.208317547032899,-0.0472622118575473,0.131301820914375,0.0917812225989661,0.0516133288250179,0.111782577421059,0.0757680957358877,0.14009593299066,0.169749882559792,0.0905210718020808,0.137053226643078,0.180548954976084,0.24531186354265,0.210880050046842,0.170253819401496,0.162091554210049,0.170937512180284,0.159189296218473
stable,0.0064743750717965,-0.156740022352335,0.0227069638850185,0.118604865283613,-0.123814724307572,-0.227601345998723,-0.0896602772979559,-0.0438417233403866,-0.114454156828179,-0.218721087510945,-0.0979511296370861,-0.0116825444869425,-0.0729637976414687,-0.129114142192944,-0.203039124460612,-0.164045548223016,0.0431401104344896,-0.402370232028329,0.180303973993372,-0.0720216049119916,0.011759552995368,0.236906641407616,-0.0895244745664849,-0.119921327721577,-0.0213681408340959,-0.0191116791889203,-0.219250632795351,-0.0730903477544649,-0.167706609432505,-0.162380472936048,-0.144623544977254,-0.0461073229776304,0.0119267499411865,0.020376970079373,-0.0829210195470531,-0.0987556596193117,-0.114007746036729,-0.155936857797302,0.0194982001998449,-0.180504730222111,0.0333897358407049,-0.0548408112645649,-0.135193046571939,-0.145524512667297,0.151092573076669,-0.265483023048115,-0.115859070911477,-0.0546659829313026,-0.0878615177769788,-0.12557925560377,0.0538274724133471,-0.103392396033571,0.0242481999289386,-0.0716009107642755,-0.0848963358672282
stable,0.0653094968818886,-0.0076834386980525,-0.0972948966166731,0.197709540341347,-0.0875099520493076,-0.0988883016011881,-0.0798461445547653,-0.0188190560108726,0.0150886820655941,-0.117669490453719,-0.062563670031436,0.0239492842436333,0.193744689486679,0.0861250990838024,-0.127632938240861,0.0165987356428684,-0.0392166867786908,-0.330104307064905,-0.0018790691494009,-0.032193734244384,-0.0373583679489023,0.265383447902859,0.114590130404869,0.0639484715048433,0.0217673129174849,-0.0875681488358253,0.054881362485413,-0.0271088492363559,0.0445511394955913,-0.0408436521259513,0.104334007509732,0.131042730398259,0.0169302141597637,0.139232087966414,-0.0330099795199831,0.0002322248864962,0.0445614086507283,0.0871111887229331,-0.0080556715925103,0.0016451430035365,0.144217229326282,-0.0532982985765071,0.426215183248505,0.0681081156583959,0.12275515001453,-0.0506943185379052,0.0588864420080002,-0.0167963640758065,0.0854601580164956,0.158215884899876,0.0067118553848521,0.001708763805797,-0.0778400305723329,0.124637309135391,0.0735510998593391
stable,0.237663163404432,0.0796306200307827,-0.0845594952459315,0.22334200932624,-0.0790112079494156,-0.0374104724766012,0.0273412572978484,-0.118832519320415,0.113464727572265,0.0401427921142385,0.167563282176103,-0.126945680150074,0.0897968505715083,-0.0489564196862467,0.0636231911778379,-0.074171239516168,0.0478652631830135,-0.142167791201022,0.141343168259786,0.0553189538596759,0.0423626327996809,0.245562508527403,-0.103480153839424,-0.0579933774378557,-0.0065267139861349,-0.165629080952868,-0.0075996608758043,-0.0144482820950033,0.0508623016898467,-0.0379118920170062,0.0604388446152829,0.187781955988336,0.189426193484853,-0.0380831363342486,0.026330652812038,0.121784452922009,0.0343792158646268,0.101319603379365,0.0362060603637822,-0.0127059799304502,0.0109214723586407,0.0338788269037499,-0.0324869975761273,-0.006831909134996,0.182709570619706,-0.0145608297106456,-0.0459800632840612,-0.077861537653775,0.0065059478412765,0.364501603292369,0.0587088796083095,-0.0183203025229478,0.0174433440393452,0.0986735920767673,0.0892845105577162
stable,0.227506613288222,-0.0082843421857532,0.0239255326715336,0.263837692756869,-0.103379332283969,-0.175894320693793,-0.138714235282013,-0.0475194760274284,-0.158068494209539,-0.0953432601559837,0.01025923498217,0.0617634515366903,0.209802610679689,-0.104659119954186,-0.288618689100697,-0.0562285753584413,-0.0700895276883293,-0.376590001779691,0.283646038078209,-0.0196737248600652,-0.0468128072352772,0.367045479193965,-0.0852378979857807,-0.107563838885502,-0.0638348562729353,0.0053720776842066,-0.153092643193787,-0.148434731494196,-0.0952325218676962,-0.190276230085439,-0.0490697530208847,-0.117162849057592,-0.186714874753847,-0.304190958779953,-0.0397217517472537,-0.0019589353572252,-0.205308069823316,-0.0308976383299741,0.234412557909189,-0.0984639485467178,0.190045958648781,-0.109838605454771,0.410170519503123,-0.0642307476754243,0.114159355866428,-0.10354693628978,-0.104508361362702,0.070004034958893,-0.184968308425611,0.446934598813757,0.213425900504101,-0.117991816895112,0.0971069240558956,0.00631089289686,-0.0003917760034758
