group,CD47,CD33,HLA,CD7,CD4,CD16,CD279,CD31,CD32,CD95,HLA-DR,CD1c,CD64,CD66b,CD35,CD58,CD178,CD11a,CD169,CD54,CD267,CD184,CD29,CD18,CD71,CD36,CD207,CD49d,CD305,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD101,CD88
progressive,0.303564077130875,0.157746234829706,0.109249871010964,0.0329825968817469,-0.0115930672936303,-0.0967530675576686,-0.0731829483220808,0.0652663180467464,0.100428255074514,0.0756902434882615,0.0773492417309238,-0.0195039299484834,-0.0677428603704998,-0.348104565301739,-0.0981078270180845,-0.176547111720628,-0.250010726333518,0.197978657094634,0.0993141985629687,0.37243667213248,-0.229694021155472,-0.0158189090581978,0.0523626024095388,-0.0324806496392543,-0.0931294968117603,-0.080142912607283,0.0140678098332544,0.0809234753087929,0.0761878354374813,-0.0124242811057309,0.0008287784170072,-0.0531398460869127,-0.0908337677329334,-0.131321340987726,-0.111736885759313,-0.142934353473114
progressive,0.106498050362046,0.16383244336005,0.372381912269939,0.0591800187911783,0.131973158986595,0.119970883239174,0.145511827731172,0.27763910146839,0.276009976631872,0.0786280282757068,0.321374874146631,0.141600863449856,0.244307431585664,0.0654659115924901,-0.0183607330874251,0.293151637359554,0.173517797707874,0.282615718611561,0.145171169580181,0.368356736960401,0.124556746404634,0.132185319750836,0.303330826111415,0.102532682800218,-0.0830869307762897,0.128809981705685,0.0147664715956977,0.252066787785139,0.175484213193406,0.195658004629433,0.307763309448202,0.303226656629818,0.316161080855792,0.160470400924088,0.171108588129079,0.297540967395469
progressive,0.392799815110839,0.579233713019519,0.460176718644258,0.0619716997663211,0.229163748807949,0.209555159429722,0.218766476474505,0.554461846069252,0.314859820370198,0.420942650428581,0.316112243213649,0.118756716783723,0.45642247709617,0.160753144634995,0.38495090444427,0.41853222557233,0.274962539494538,0.457463472561574,0.331027104863703,0.439264707059395,0.168520333897557,0.155062545348311,0.505935295218042,0.412035228005238,0.346772135355381,0.489709096756064,0.187119910231316,0.325992176314856,0.551192030117859,0.490908649310993,0.505703529435054,0.405380190392759,0.429422465557513,0.396461626864832,0.414672838138499,0.325626669222632
progressive,-0.1183374198131,0.0628552774923924,0.195076875092706,-0.107906330254626,-0.269870347722776,-0.435250202131322,-0.0829551338355997,0.0967704985468416,-0.408519490780009,-0.148112364132339,0.137660922216974,0.154789154410864,0.329252044973394,-0.468155941846117,-0.280246398277898,-0.133588885432425,0.0057211711871413,-0.041567481806749,0.395687595823316,0.0252908782012335,-0.0704114264751059,-0.0352599294361145,0.0446844253437243,-0.0322250541652814,0.576809776079043,0.0613347992718309,-0.0208623697459503,0.0297194213492457,0.183669023383097,-0.106000249128834,0.0992249742210859,0.011411973812784,0.0693323105754857,-0.145285267681969,-0.0859082267186314,-0.272126655364441
progressive,-0.0424784522756317,-0.128613891017474,0.115080535703925,0.25777558915739,-0.0577507242003564,0.234375538105117,0.250890598315322,-0.0791203917325842,0.2288278715309,0.197455037018906,0.134900989503098,0.0280180778813905,-0.063797825608997,0.288436264921318,-0.0348720796400742,0.224907516794054,0.140144557653391,0.0358461830546545,0.0691056208907876,-0.138052564874759,0.294815941884634,0.0841767006476829,0.0035448259512876,0.0415998483430535,-0.0898100618334081,-0.0250927295304346,0.21110411463098,0.169133557518605,-0.150507232362983,0.1271747722522,0.179144740541006,0.239412165588585,0.130022823835221,-0.0157212626884256,0.10037668018146,0.276040305647182
stable,-0.0782826663378609,0.0029661432192836,-0.01993150501707,-0.418736041024193,-0.207736996355038,-0.178525149333967,-0.300393688025673,0.0764250142181638,-0.151544794835617,-0.0463143455064551,0.079210851926217,-0.238292102889622,-0.0041920321114315,-0.241944399441109,-0.0917713736842217,-0.277835850103477,-0.298208645969807,0.0352381196716284,-0.100249367051157,0.244983785568242,-0.243466633978526,-0.25628008335413,0.0038406366032139,-0.0199734965557018,-0.105310446159023,0.0981030519496987,-0.256137672414573,0.0606772519702703,0.0233899773449693,-0.0056810913654552,-0.0323500526033584,-0.163448266611091,-0.157534274810618,0.0007089940038401,-0.0720896407434337,-0.251998105283516
stable,-0.196901604082023,0.0767673675181831,-0.254332034845418,-0.146096505185776,-0.259971297293014,-0.124118296307927,-0.164716136659535,-0.045931175915298,-0.213228611034519,0.136760438338037,-0.390691760829789,0.0746916172944971,0.285721216440678,-0.0436097581235993,0.319826125868503,-0.0171816326328749,0.0125335754093887,-0.257427474983431,-0.0948955914958868,-0.258343977718099,-0.0262174695249553,-0.0954089589803879,-0.211667166220614,0.0132870571724073,-0.0143055779059461,0.134578098570429,-0.0139857527040952,-0.399762512871076,-0.193515779600769,-0.0978602172830373,0.133850309033308,-0.132533974489087,0.071151506869805,-0.206078968702332,-0.187946898401054,-0.110779149931466
stable,0.409571003072335,0.28306710853201,0.470764653653612,0.0468622293223044,0.461316365632528,0.325784686067759,0.15071013088302,0.259005677613693,0.351129429812289,0.201150416343246,0.623360416919171,0.0814933479093836,0.403960521879739,0.165725844100393,-0.0452330142072887,0.275761748176195,0.121609940637578,0.339455962565917,0.273808201430302,0.615518886346213,0.0995544643635366,0.013804794153295,0.391436772238845,0.243071093928243,0.20551469853247,0.281288171855795,0.0778113532494929,0.598029867767357,0.427614233441013,0.299820249889233,0.489074986542599,0.544292877069674,0.44838556137693,0.259133856096175,0.209957962951151,0.235156800842636
stable,0.258342510208515,0.0690868789721269,0.312052830327534,0.212732918813954,0.361794712937347,0.154299720583079,0.194129770244904,0.15755133746646,0.353064306633618,0.0941947998383846,0.734712937789822,0.400134247309408,0.0396038828264566,0.122205393741504,-0.347855113047622,0.153765571377047,0.179248883850293,0.300539270071816,0.0646895514565446,0.529404863103362,0.116983659994963,0.120473270284183,0.288215732955952,0.040075349828478,-0.0181509322802222,0.0992849876071987,-0.0083232689019744,0.440902421720951,0.360228481296043,0.118008357458905,0.222241665417338,0.40022150173646,0.18009853388679,0.215351485749982,0.150240544072414,0.243333793031503
stable,-0.0166904660001611,0.303252785151977,-0.121574056664475,-0.160732631000368,-0.295388589704747,-0.205491340699808,-0.229215395677128,0.190278924945007,-0.250279471293058,-0.0063845301391429,-0.453037463837641,-0.148743658855783,0.438537462897351,-0.0617097133405722,0.508133321594839,0.0138034512808398,-0.0773551135987727,-0.0884198079439694,0.217907117654577,-0.272002609339901,-0.150422119013165,-0.0160692125110257,-0.0376733040905371,0.206055183850703,0.425328325766738,0.14885612251118,-0.0803849039877902,-0.196780245687664,0.0244288664968002,0.410017940735937,0.301386520344744,-0.20380841431309,0.198987361435403,-0.0633682825805112,-0.0830547006787799,-0.176039196079829
