group,CD274,CD155,CD33,CD335,CD294,Podoplanin,CD107a,HLA-DR,CD141,CD66b,CD35,CD278,CD58,CD370,CD54,FCERIA,CD254,CD127,CD71,CD144,CD158,CD73,TCR-Vr9,TCR-Va24-Jz18,CD158b,CD319,CLEC12A,CD94,CD328,Podocalyxin,DR3
progressive,-0.158717587338509,-0.0144106357478815,0.422487056685987,-0.0214588651295599,-0.103054632484924,-0.0453263199647592,0.0029828470569747,-0.0907224924175358,-0.197202063693327,-0.0577328398770351,0.513617526523449,-0.0490731110576963,0.124585877407743,-0.027467658734584,0.0167434022106802,-0.0359322365966148,-0.0771843108382229,-0.0780383257903979,0.322129847037485,-0.0483624197114175,0.0243355827184616,-0.139287899817575,-0.0520012021183548,-0.0689097820497017,-0.0603249217416862,-0.213372888242816,0.506323985220423,-0.172681211410144,0.124045117125721,-0.13059974428631,0.0973311468726022
progressive,0.0538907784894282,-0.0598456821262378,0.225728844889886,-0.0514787866150659,-0.0212897245595552,-0.0273604331991065,-0.0412032510215451,-0.257060626554522,-0.048152452925745,0.03514817653094,0.177275061452046,-0.0080092633516702,-0.0141807882578837,0.0087334714223565,-0.461106098015741,-0.0386728117206652,0.0015285967327462,0.0087877923066521,0.0732711186257648,-0.0085203950796446,-0.0894933202814663,0.0071640335605853,-0.0500864384197311,0.0418652700165022,0.0351456773982373,0.0477540867396933,0.0351290937870378,-0.0146436420298862,0.102901467589499,-0.0072650417312785,-0.0477476800716517
progressive,0.0433320077604143,0.0572455623486706,0.274896487723809,0.0426912834573286,0.141873662521761,0.11275144289049,0.139771427827351,0.171709567639224,0.0938625434943382,0.0140671206140577,0.0966975763562865,0.108627000709094,0.22461949015451,0.202209864671254,0.108017126486454,0.100147055530168,0.0897745858809968,0.0794292805563123,-0.187625942379496,0.18140406530103,0.150809376338575,0.0850781714470976,0.087853930397892,0.132201495905699,0.112023849021473,0.141899310208127,-0.0094518519189593,0.108664169967269,0.155286042899298,0.141906641550869,0.179125652657606
progressive,-0.0780482145238304,-0.186629239896634,-0.0213125298772454,-0.184079967354571,-0.080594211913893,-0.24990137861389,-0.0352858189056529,0.133372124935128,-0.168689896505111,-0.331313758461133,-0.326367917258176,-0.420527674859718,-0.085164436464617,-0.338337418478748,-0.0217719904029884,-0.15886702144791,-0.221264638035036,-0.24641059034365,0.36377721948335,-0.161526388970095,-0.0267880198797968,-0.234906623915171,-0.125087570130709,-0.259735179546551,-0.162404487890215,-0.0178818096339157,-0.187413346167,-0.266576972272196,-0.260584804100841,-0.217869956900262,-0.21152233930034
progressive,0.439490431376163,-0.133632093119691,-0.115067257485918,0.319504999163488,0.392333308810025,0.407829945147496,0.400687259804785,0.107747242188737,0.347224176186416,0.310529541899681,0.184223966716599,0.331697595307422,0.40063220011152,0.445792789618814,-0.208055008559425,0.430680439177376,0.404350204649657,0.51333204665894,0.0162536951876374,0.403662582853438,0.397796108522987,0.421340483491017,0.406360014858366,0.447930938102719,0.550731525770579,0.408950022302257,0.196647649049331,0.449745811301223,0.320502613112603,0.408639368368612,0.425696861480008
stable,0.159803962435191,0.0619995092886477,0.356597744552396,0.0993388868805211,0.175746636790707,0.259203567374997,0.178626971094232,-0.0416219044316645,0.0162943902582668,0.165138739119664,0.517231952149223,0.0183075783717535,0.278746398944196,0.204252703630175,-0.0345757856400336,0.154203614945581,0.102271533166945,0.144361565605627,0.268298457846115,0.19761068152935,0.0093129503960965,0.203727925294709,0.133272828322245,0.199068997150985,0.0461680113376086,0.0254706872528247,0.16602850726666,0.157502192583591,0.17939442555944,0.198008296758331,0.158034960560854
stable,0.122624117234947,-0.0104064678804263,0.178220784918927,0.104607164235213,0.121295914787576,0.0435636458136995,0.0732021144621105,0.171455234127176,0.186361558548346,0.0662742800535905,0.0960074174983018,-0.0391529778905442,0.160258401058664,-0.0941881551004958,0.208545626699427,0.0084447744879356,0.0279482618563066,-0.0293192954580925,-0.0641914279450178,0.0710067467361907,0.0859734200872397,0.040034142670746,-0.0054429665481604,-0.033824128028275,-0.110301908072879,-0.0118993540514662,-0.0096370326898246,0.0808209180937972,0.0823970234977207,0.0824610463309285,0.110462495393886
stable,-0.010363490378184,0.211247202111824,0.180181110590328,0.0224046162524937,-0.0140834490496204,0.0104347618940702,-0.0537642319655592,-0.487155877186853,0.0726492777819335,-0.112849072138866,0.408962445949882,0.0652934045454833,0.0828914252401272,0.145095517005421,-0.322938603810355,0.0208341962484505,0.031233626609042,0.112940317825299,0.290422935973389,0.017986904428681,0.0649907105429217,-0.0137721670382382,0.0343813460889776,0.0559751535395119,-0.0402687904300806,-0.0410080913239536,0.0850273218725955,-0.0195119941888669,-0.113603612382486,0.0214152136696215,0.0446801718872575
stable,0.0289899884948997,0.429454215963286,0.314490980152686,0.118919497509528,0.108237991144053,0.124685448389582,0.0936331276123884,0.0280649759757676,0.211155894588456,-0.0471742008155455,0.216323780877651,0.0535011006729794,0.170848837006867,-0.0455475917011565,0.167446591338526,0.049443408187121,0.0924225936090986,0.0387649925663964,0.370235644284443,0.121961066023466,0.0564825934175554,0.11532475759602,0.158969396620127,0.0830661365101906,0.0301234229260012,-0.0246970584863913,0.358394070148205,0.0449660483924774,0.102773141804767,0.108306398932008,0.0683361408786601
stable,0.0006699209609627,0.107552586393427,0.139743407916122,0.0613032199157927,0.127330056483644,0.127614525415459,0.227042153931268,-0.0655763209926891,0.0674162747509909,0.453884637955943,0.480410842404852,0.104368309142016,0.245397040943863,0.0998283697596573,0.0300574034057493,0.126899173858355,-0.0154532640388125,-0.0578514670180819,0.0184667918707675,0.108311650080054,0.0069517152179782,0.103558142062401,0.0156353075010179,0.0394109380978871,0.0328610109214735,0.0232325642178656,0.279859583479042,0.049084436794736,0.057789043428842,0.0472934546175303,0.0494025937431265
stable,0.253052158905853,0.0537952816615706,0.350139838406117,0.416316240920812,0.41404482348937,0.350440323802545,0.290125494149257,0.126369665548568,0.442108886017332,0.197651276784371,0.50212373622802,0.191045829922585,0.401227784383967,0.0558468444281898,0.211312274199744,0.244727529150048,0.219917012660228,0.211789513061019,-0.0766114989658273,0.22954489825786,0.421248584005669,0.230970649533341,0.168835384871838,0.333688929256415,0.0909959158548224,0.205378646080037,0.369762250649064,0.316721338751845,0.400495420373371,0.328663874927943,0.179427779327849
stable,-0.147009782244003,-0.12306023479681,0.17125877118052,-0.027713659201686,0.0460072468244596,-0.0363751694120511,-0.0753787173973812,-0.0802422109621885,-0.0006697636981619,-0.0532740252652011,0.158310008788942,-0.186878024027266,0.055813652476894,-0.0624936600909105,0.190059248810491,-0.0248651078323629,0.0876577927232764,0.0698952883928922,0.231070359530284,0.0344716645988122,-0.0626164178237955,0.198123026158394,-0.051749506019231,-0.149029601386112,-0.218952802141112,-0.052777272878596,0.0481122793488086,-0.0466583297765078,0.0118083934608488,0.142587459838935,-0.255199355974012
