group,CD32,HLA-DR,CD35,CD54,CD71,CD82,CD33,CD32,HLA-DR,CD35,CD54,CD71,CD36,CD33,HLA,CD31,CD32,HLA-DR,CD1d,CD66b,CD35,CD58,CD96,CD11a,CD54,CD29,CD71,CD36,CD305,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD101,Podocalyxin,CD224,CD258
progressive,-0.013572986954424,-0.0888639941767158,0.341223455208974,-0.203575993269265,0.146782555864906,0.0872332175577739,0.310600347926442,-0.083794434495547,-0.353776053030108,0.608759165300925,-0.131397729222593,0.470181359214069,0.368981713777371,0.361984086828313,0.0626828388357211,0.126057457732278,0.143200936563286,0.0345244157191468,0.208344778739517,0.357373992373466,0.465974361080062,0.44579001200905,0.0073525137469457,0.0851345048958491,-0.109878989813363,0.23525351091345,0.0750336510754322,0.255846921124073,0.117471949337649,0.296110936824305,0.241089010464829,0.163744185712627,0.319192296094359,0.203600741478004,0.211784435028805,0.0839527465539248,0.332439816619632,0.228060846283478
progressive,-0.352330431895783,-0.335708309948592,0.385743352246746,-0.546903882032162,-0.0372287608612447,-0.009617497117538,-0.110438344239014,0.292208871114716,0.294129605456565,-0.0823992158310191,0.322198297246187,-0.289231620434203,-0.0061946639780082,0.378993939782643,-0.139027481446949,-0.0205984424366578,-0.360622199038309,-0.295136963983573,0.084851553668417,0.023187714104758,0.336462326436246,0.0281907101607094,0.0309983343326599,-0.0633459314858199,-0.512178335848951,0.0421914442635497,0.14503134213277,0.304352640121167,0.165607293969124,0.1206304925163,0.0017930861358399,-0.135551070349016,0.0277206679856027,0.0498488607411939,0.127453141158465,0.0863463509796805,0.249528207665627,0.0667073162363924
progressive,-0.146410037291083,-0.406404823811633,0.544786581409623,-0.118939254293659,0.413335009105551,0.351425789038868,0.184792565399848,0.640176053733857,0.633701307661081,0.0301004178728991,0.550654156468339,-0.367300513561618,0.177073200979161,0.530282553558539,0.582994858087869,0.542940909565967,0.42988824878927,0.497753506098846,0.462903170366686,0.316745025996274,0.23600284476224,0.517022530636662,0.407205920604568,0.569183576587266,0.454235160548732,0.606220384466978,0.414636125077709,0.46218878325942,0.576257736274378,0.559789362344004,0.579592141428447,0.569600382335074,0.526257880956082,0.378233161116076,0.52545354981569,0.410768776657251,0.363072777130976,0.39604314587737
progressive,0.538814297627536,0.088450242995627,0.593577816575183,0.152011441489576,-0.36236158553544,0.522560512324417,0.187663905694391,0.474437949435324,0.0370974200215178,0.518483794715722,0.202367628161386,-0.137117490091963,0.194613440861996,0.232967687993758,-0.0420773502951662,0.132798372125997,0.498863716624315,-0.0074591700359336,0.226800094285113,0.551716079466087,0.544394456434599,0.308986586880919,0.303707287656641,0.139620753153276,0.0361001796943044,0.221009799013385,-0.553105822337842,0.243895175915532,0.0141138089014476,0.374461469645691,0.0588776326041967,0.102500273882096,0.13063073402443,0.18189715224885,0.268377516753406,0.189809067852902,0.386335853209757,0.323581978846415
progressive,-0.0198197057792661,0.0790917773445145,0.0379453100388029,0.14653110942015,-0.049258771524595,-0.121959856913351,0.347749678998151,0.181796587254533,-0.0007330283457108,0.223338526367258,0.317990961443398,-0.0474460616804173,0.182176163323165,0.124985893661038,0.358429321513095,0.270146808814528,0.536819932858642,0.376657700233933,0.481945443635453,0.20105317658926,0.194020382383498,0.427788681051542,0.199760278481738,0.352914253950524,0.254399897309871,0.447220452671746,0.218678356090581,0.268473488973779,0.124711446904475,0.121733506807932,0.38583442080603,0.382842941800875,0.344763359581085,0.400729972618451,0.249244586564033,0.458368700332611,0.343977303577955,0.385995165959478
stable,0.0126780147804584,-0.337726256629276,0.252352714925922,-0.284805632686038,-0.11282082458268,0.0893122669929782,-0.287146841235822,-0.410335293172984,-0.509802918029586,-0.0845087301024847,-0.428101382842276,-0.305068040272164,-0.201389215524974,0.169267417701145,0.296148044769663,0.16639806413396,0.234018936309798,0.153490594813722,0.284843726991955,0.272070713940651,0.198164332322262,0.319609794786424,0.357779133982853,0.212004664074883,0.0315291566935652,0.283114778365013,0.403104836575507,0.116665027983392,0.153611460031866,0.276221708577827,0.26093446925811,0.256244602957432,0.288564685339102,0.32398713955537,0.218526219857939,0.350170259980737,0.278286975973875,0.33947898766934
stable,-0.209902006904411,-0.51109987434342,0.4554820084919,-0.277616307712373,0.0608966724050862,0.038479869549934,0.120708789989513,0.244029615804321,0.383553867899504,-0.0753430826202252,0.468296611261819,-0.0302971298085523,-0.0118356860835439,0.232986689830876,0.497611871215802,0.317148682445099,0.347366378884676,0.619933261670294,0.21074667205756,0.184477466613735,-0.09764471764115,0.240732703449691,0.143468594853002,0.506521491341266,0.473883568930603,0.508821518074191,0.203896751811906,0.14130289670689,0.42698007354618,0.362323796112893,0.113713480768906,0.315490285208425,0.107379865924172,0.204105989560558,0.345378759927529,0.23292244995512,0.185630455981776,0.255080071731744
stable,-0.336772506867496,-0.602320689183385,0.200918722011413,-0.39880209796971,0.376826468832448,0.0094128793470123,0.193402634236601,0.299989806721337,0.0496645977726746,0.336418506583176,0.0585342049931259,-0.215604343307011,0.149465700996387,0.213509160744647,-0.0366046755247922,0.38108656229537,-0.259280675044511,-0.394001669382014,0.023741452709999,-0.226408668448813,0.219184932739428,0.0642027241759393,0.0482726615886837,-0.0119667798191193,-0.282216604002535,0.107961793433548,0.39666074181095,0.302503722202673,0.0799595546801326,0.155329401610555,0.063907512001393,-0.220258882348289,-0.0264759700814734,-0.02824709675593,0.225797677104765,0.0552210006979504,0.0267830052477111,0.0297677423402005
stable,-0.320167201360776,-0.616293107616466,0.364184201933491,-0.430282514509275,0.121933933436204,0.0348523341595673,-0.0026953612997014,0.404316848085808,0.178527773034019,0.175247931886317,0.173535742748548,-0.43049902655134,0.0261177619452926,0.356341766088513,0.01096311817966,0.244206468328331,-0.0220494293689427,-0.279602604947283,0.0916801569723215,0.0374885014499997,0.530908789035288,0.139073487905423,0.0853492244437399,0.0046543077173297,-0.159496771036104,0.138097448614522,0.0932659337236409,0.305823493683599,0.0163361035027537,0.279450612408204,0.185399344352946,-0.0427044293563625,0.119924518547387,0.137426877346093,0.177733980780965,0.0683145598755575,0.217324057406794,0.126263359785154
stable,-0.201076419943235,-0.589820731946975,0.619572637271506,-0.426201202592223,0.641610070371231,0.105884188039876,-0.325391815170104,0.284401422196439,0.476705171363901,-0.538708338073026,0.314767918079607,-0.640889115794538,-0.187060297863129,0.0265343635061602,0.301763725665843,0.0495591946305947,0.30403024104287,0.485901550578416,0.346533966874522,0.138262390802963,-0.266423756615065,0.234499517524602,0.401333148679049,0.270067119992456,0.349104854336475,0.216847581927475,-0.095550807439693,-0.0731019224400475,0.236966359546946,-0.126123779002393,0.121123399202509,0.396980066212684,0.0936282780887293,0.274234297406483,0.263888622748073,0.327381629930701,0.208350367562132,0.273955231366416
