group,CD112,CD52,CD33,CD123,CD25,CD20,CD335,CD31,CD27,HLA-DR,CD64,CD35,CD244,CD268,CD54,CD62P,CD41,CD357,CD226,CD29,CD18,CD15,CD22,CD71,CD204,CD73,CD307d,CD307e,CD319,CD85j,Ig-light-chain-1,HLA-A2,CD328,NLRP2
progressive,-0.131084377240493,0.211307903063322,-0.320628209836687,0.145210054180313,-0.0933415545121726,-0.0577727623233608,0.155964416204553,-0.0876554109689312,0.0805221588228661,0.0378048965997401,-0.461509845166083,-0.404993213925026,0.102827357637202,0.0152754339297205,0.0846416959881133,0.00506935009537,-0.123925974259487,-0.0159128013354722,-0.104449359675406,-0.131672771967913,-0.081224914873333,-0.120744137932005,-0.0822576552111945,-0.0952840788826307,0.0015040205787352,0.0435058984563566,-0.0328258357388698,-0.114755714989297,0.0222263425252933,-0.105377901152655,-0.179968723427078,0.100502520767333,-0.0637987744422178,0.0636450818799197
progressive,0.0697159049329811,0.116822202476049,-0.254562638639443,0.0496584299931725,0.0076536701072747,0.0586051231137274,-0.0884710817356651,-0.159037688153162,0.0593257402943779,0.275993737354316,0.120313485732753,-0.245347272398681,0.181830137905517,0.0299752557117142,0.320130800132011,-0.0525873702301508,-0.0145575513159942,0.0035134873778141,0.0288378301613927,-0.0508419320410781,0.0080035073642113,-0.0871013765149323,0.0268003103618903,-0.0414367634861006,-0.0056834891962428,-0.100132642885407,-0.0717261243994073,-0.0399148629835377,-0.0355181928887115,0.117712007122948,-0.0163182715103409,-0.012055118362751,-0.0736042652528193,0.0657944072062584
progressive,0.0066149233799703,0.159129052045569,-0.247002731228614,-0.0674365713772704,-0.0546773115394266,-0.0723522901263458,-0.0987165105568259,-0.255592981329663,0.0052700782366145,0.502434642596423,-0.0712079124156617,-0.4789105286742,0.0448529810679067,-0.0360379983426639,0.242270162526305,-0.276332791485078,-0.306145579401691,-0.0837792335240446,-0.201119270039984,-0.236303044226038,-0.244025657578472,-0.105800369829047,-0.0199987993741393,-0.432490617402356,-0.0756780118304,-0.0431554179855922,-0.0856456227120438,-0.0646452282220362,-0.0118654220825934,0.147076786232576,-0.11779224910575,-0.102216517187332,-0.0351317113389254,-0.0347281291664963
progressive,-0.0851401049612874,-0.136250773347865,-0.150315117619201,0.141471195501619,0.196561501743879,0.191742891296201,0.186732256657787,-0.165519818844814,-0.0937246684777722,-0.0834263521733597,-0.208485960020933,0.0321651148696055,0.0310731865610041,0.177728646085299,0.14388641979132,-0.124465983612617,-0.0364497515381961,0.0091956083972641,0.143396844066575,-0.110516172066063,-0.070639414962616,0.161157155145808,0.0237858683051237,-0.200879814046064,0.106668407948473,0.186036519482016,0.123748790097605,0.0478186500804769,0.0208235826256549,0.0420348553206853,-0.036303606734646,0.116084422670342,0.0865547496399508,0.0931790629043321
progressive,0.0350555913250683,-0.0723418288687282,-0.13721901015624,-0.29029781076686,-0.277102902535873,-0.0007401847535569,0.143812735137003,-0.146723433554854,-0.0417587287646798,0.0002496258690799,0.0762998180964581,-0.224780337544039,-0.106733049152227,-0.182953774737688,-0.175344696581412,-0.086361251449893,-0.230634682684477,-0.279385636851436,-0.232515145160709,-0.305620840535178,-0.158792285906421,0.133155397057938,0.186933957076918,-0.106864910032535,-0.247505947270485,-0.0868130023511207,-0.0744799264322508,-0.0434560036197441,0.061946375564051,0.0527320773347625,-0.0870312149200593,0.0875164733013877,-0.0337160983260072,-0.124225121215506
stable,-0.080482326953667,0.0258640605779517,-0.385698897904715,-0.0109460856965463,-0.16784330307122,0.0531320202574674,0.0045553590355743,-0.358125655751744,0.134577701946032,-0.0726924176480343,-0.365289191427474,-0.490614714251287,-0.0657502230541506,-0.204171276546831,-0.0869244371955619,-0.222301451965814,-0.175421121745567,-0.0511166410917745,-0.102738582098148,-0.243796415071436,-0.36513453338815,-0.0756766185495525,-0.0051846594429559,-0.431922960709726,-0.0185123888015198,-0.0161650084555166,-0.0828026070378087,-0.0811781811777486,-0.0783766167907166,-0.196423743788873,-0.241081390933222,-0.118423916408593,-0.170185080544674,-0.0908913789375907
stable,-0.119303736937071,0.0325056894721229,-0.401725728413111,0.0143503011142627,-0.0429179621227335,-0.0863774643826673,-0.0576750353508466,-0.281206419300446,0.0019591008301254,0.268625940748058,-0.351626206504734,-0.619257581150803,-0.0566744761680754,-0.024904470139149,-0.001192351138208,-0.129918575218838,-0.151205465817521,-0.110620743936787,-0.0537990970256091,-0.144210136002761,-0.279807848854033,-0.0061331117855729,0.0632205952465764,-0.0610080717103687,-0.0421481859499269,-0.110720318127418,-0.0714823076732745,-0.0033640866281533,-0.0221464591552424,-0.108222604568864,-0.128598812441551,-0.106155497714526,-0.131748547230261,-0.0726075358579773
stable,-0.0557743216928357,0.109885576234498,-0.130063092375546,0.0695326102030619,0.0066328961645537,0.0452631657457314,0.044943059927024,-0.275461314326025,-0.0929501294456962,0.446434745564923,0.0446213047953772,-0.229023189917883,0.0430443128844986,-0.0350986409573799,0.338912196969794,-0.116466449044378,-0.0290251749249731,-0.0797753572118419,-0.0329459595385949,-0.0650797510947909,0.050638813593135,-0.0190082092423543,0.12480782062263,-0.390314470064077,-0.0284794653809123,-0.10377928203276,-0.0393115850534449,-0.0066007720996974,0.0506915888743317,0.221843788418458,0.015627144200195,-0.0546344195819261,0.0672398040717376,0.0406355803505962
stable,-0.0173281391710684,0.141994400354917,-0.387449602091004,0.0203349317976433,-0.139648702197319,-0.0181062779687963,-0.069896671869059,-0.188911379996459,-0.0002781347962641,0.378637157340543,-0.269116806734294,-0.606002521911858,-0.0600888026079499,-0.0607905107046262,0.207271952611885,-0.227040401571924,-0.207392820943562,-0.0782290306295665,-0.0967849572568894,-0.114100105461193,-0.263443651160276,-0.107387214432366,-0.0146931960894902,-0.171040415376708,-0.127140655148458,-0.0920403780490238,-0.103488607731199,-0.0400354449239943,-0.0728731354656262,0.0229206731101479,-0.17750424983818,-0.100902512091433,-0.0787689949887487,-0.125153609896633
stable,0.0822716069453936,0.134673850163247,-0.0717906607468225,0.189571572611196,-0.0129130519953262,0.0946564922597187,0.0428342152668648,-0.0891927809774013,0.0058094005123022,0.53568820700395,-0.23423205847916,-0.346146421315586,0.26329372452766,0.055500656592653,0.553459838493308,0.0772279069637779,0.0584204861453441,0.0140828983647062,0.0657273705488305,0.119491356183455,0.115726897486354,0.163455672594838,-0.109197721500888,-0.55516914507523,0.138068850016816,0.0915684709049872,0.0601917867515537,-0.088000733304178,-0.0142522438963885,0.208060937619815,-0.0172285374234654,0.0907672666406939,0.167596872608584,0.0033305053429174
