group,CD52,CD33,HLA,CD4,CD14,CD45RO,CD31,CD32,HLA-DR,CD64,CD1d,CD35,CD58,CD39,IgA,CD169,CD54,CD41,CD137,CD163,CD29,CD98,CD18,CD38,CD71,CD36,CD158,CD49d,CD305,CLEC12A,CD257,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD88
progressive,-0.190214223848289,0.200050248469444,-0.101884340716466,0.127205577148119,0.0055233334608865,0.113224952692619,0.06266569817312,0.23001012761806,-0.119757393759883,0.328976099832925,0.173008102653986,0.44555961984093,0.17077583480923,0.387396284559599,0.317882268046893,0.282338064923429,0.0229916304123779,-0.0478774982347307,0.181200612412208,0.128626422208886,0.122490735419274,0.141282907065804,0.1144242512901,0.0999575091798958,0.43830544103061,0.126371095377054,0.105654512429459,0.0200133326032499,0.0946215493314063,0.323853455460606,-0.0365749471210235,0.389966555627869,0.2185954600149,0.442882932329455,0.0988946911679214,0.185675108612698
progressive,-0.0803627592060916,-0.200257332057689,0.0549710130788902,-0.0398907607992034,-0.251326720752757,0.0079384942309682,0.0306922751282104,-0.297460081139896,-0.267510334127521,-0.203096893804363,-0.182324058179538,-0.251887122822933,-0.2758047850794,-0.320130354316364,-0.241234611821595,-0.208070063483402,-0.0145686076275689,0.0237849530499121,-0.226354961564567,-0.0431566121467155,-0.161354102926854,-0.080157566301886,-0.380056471576772,-0.153551371159193,0.257103668193204,-0.0084282370560171,-0.0035399946735786,0.0357566507881733,-0.0797572501206681,-0.186804643247396,-0.289308504810355,-0.219885682077205,-0.242592541436632,-0.157637536399365,-0.25026779171357,-0.28106473757803
progressive,-0.262449114513917,-0.245282497240709,-0.352742347845386,-0.361503743828252,-0.418476741126083,-0.199564226353029,-0.237943390036934,-0.641513853734272,-0.480206901754514,-0.202273902308278,-0.296846950094623,-0.232510746547344,-0.372213983581653,-0.408769846312845,-0.370373882209538,-0.224021082831257,-0.485726825448036,-0.217583021838456,-0.151730555227484,-0.176091957375327,-0.189815131638725,-0.202069560966655,-0.259136522748702,-0.0229560903526019,0.324009126743431,-0.272867852737639,-0.167732465344006,-0.143597032253981,-0.236617519946385,-0.0809377200712568,-0.146646497718001,-0.308312253194118,-0.424413011932092,-0.325639540981688,-0.357364217812204,-0.529565921425921
progressive,0.167472837379148,-0.433569733387221,-0.343222708968547,0.0408032423983993,-0.0774702242249729,0.192091403008718,-0.408242223930677,0.0638848568457838,-0.299336403346492,-0.44334025802827,0.0039792656287939,-0.126798102484009,0.0499983112037706,-0.14467724668155,0.145449405840297,-0.379566568046699,-0.241594204322593,-0.46785224954187,0.0385030144731069,-0.0559533186540371,-0.357592637367246,0.119692203965406,-0.322724904569869,-0.351013408548804,-0.429850690234199,-0.388495846005773,0.255098956810253,-0.193700645961535,-0.376411854215302,-0.293206184880252,0.156588850819699,-0.362567009811753,-0.149311919822441,-0.219332787059977,-0.183546970523174,0.0371208899619608
progressive,0.0836172254484771,0.224484809164866,0.129183348340963,-0.147514000573066,0.123496948210562,-0.0163430154359141,0.0748152475260807,0.221542726387066,0.0465453187949507,-0.0878379381472441,0.128006799995039,0.238100302716936,0.111400461617735,0.208903302670452,0.0960216861470381,0.0156259445175733,0.3632230659728,0.0457885236869899,-0.0173890280105573,0.0498321629272265,0.245504855666404,-0.0158729204770337,0.168025432867834,-0.0369866348143258,0.130260196458952,0.101912084020529,0.355749409292071,0.0183625143223873,0.180972190212531,0.154910221076972,-0.0481272670136456,0.0981204595471384,-0.0168358595476864,0.0649916383876155,0.165658456135382,0.166054632505842
stable,0.0192196635092781,-0.0145024798169818,-0.137251903637235,-0.10661039726689,-0.0829798060586437,0.0800091308599259,0.005813916093528,-0.14987846106153,-0.251904518901752,0.0425128611525326,-0.0362180611977982,0.185467501705715,-0.0837314895710554,-0.106224291608253,-0.174920820295516,0.0456181638976899,-0.272778625322596,-0.252665078931847,0.146550414830954,-0.0768822702399488,-0.12393311118683,-0.028122427924302,0.0552307785712043,0.0197945438736986,0.22940158019719,-0.0691267389356041,-0.105052373327463,-0.201332534552516,-0.157154216294345,-0.118943088984348,-0.130215133646836,-0.128498584411999,-0.0982898047290817,-0.107431798335587,-0.173754465454931,-0.157910014430791
stable,-0.236744406207897,0.145155318405381,-0.256267703887229,-0.308842474739425,-0.0752926875215562,-0.131227327366018,0.0136931352055285,-0.263496705451399,-0.597076892644441,0.190541272524938,-0.0736986705505268,0.364151032770352,-0.0756931775604014,-0.110346924149858,-0.154933740804,-0.210538974186938,-0.402145425130953,-0.062749130592282,-0.163442628956821,-0.121744350911683,-0.209505428752693,-0.218715149309405,0.188458196069973,0.0383519158915258,-0.0992340773439539,0.0967647368070687,-0.0957187704253282,-0.369347714953619,-0.180405263310056,-0.134242293649169,-0.0691678502211875,-0.0250393632869773,-0.234374193468561,-0.0668160087979068,-0.158397939102917,-0.187500495069521
stable,-0.034626690493084,0.322210506000497,0.325508800247154,0.20427985865762,0.0942619940733823,0.0901981249308613,0.417190902044915,0.069087367583786,0.305426987136062,0.270858908705817,0.24081365977802,0.18507357613117,0.244498861875098,0.220448798082448,0.173736889184936,0.0105559148587281,0.219674283303409,0.12333068530785,0.0432733153804809,0.250142141005104,0.203416200499189,0.0418368935300511,0.102841861202256,0.406042279437874,0.306749351273928,0.429627265796001,-0.056964237046353,0.50594036707114,0.410160227588228,0.240693272880643,0.0239701136983975,0.366377534826538,0.32230173549942,0.37967657031792,0.0044527974764402,0.115708953823926
stable,-0.0774718338666929,0.304274692951552,0.0358769151335194,-0.0988908981605236,0.168067703644648,0.061592493498582,0.161751282632327,-0.107611972708298,-0.359778722521185,0.218777620544744,0.0816351874691702,0.551940796814156,0.172574234959729,-0.0386369047951658,0.0905419963332349,-0.000232490985578,-0.306981862624081,0.160389354771145,0.120400712000826,-0.0691867716748252,0.0745482288234499,0.0092845807556974,0.200081633844235,0.121284106638587,0.183117897256198,0.271702311737396,0.0953671278236132,-0.101956268404568,-0.0524077125731868,0.224997596710406,0.0737183985191556,0.152462838381742,-0.0550108031280989,0.161276498473384,0.0288892778353872,-0.0198118317021466
stable,-0.0975790847540424,0.329532221239812,0.10662728406177,-0.0478120866520554,0.127625603593736,-0.175396564679527,0.403954301308179,-0.289637527741419,-0.180914809523624,0.383833485872871,-0.0787417481876926,0.275395420628455,-0.0149818768031081,0.0699129927850333,-0.178173749232165,0.398211338767716,0.0395410780695064,0.19395557342895,-0.093974147769257,0.0504758201302513,0.253222922645897,-0.141832553895984,0.286680774983276,0.18782324614221,0.523712039074451,0.285593317126979,-0.138505649254563,-0.0058503181663376,0.191290935525112,0.464165356412351,-0.0552185417302307,0.229936949718528,-0.0838515163610561,0.0664130708315241,0.06998233918263,-0.141840517141803
