group,CD252,CD137L,CD40,CD33,CD269,HLA,CD10,CD123,CD194,CD4,CD16,CD279,TIGIT,CD335,CD326,Podoplanin,CD324,TCR,CD195,CD32,CD103,CD69,HLA-DR,CD66b,CD35,CD57,CD272,CD96,CD178,CX3CR1,CD24,IgA,CD66,CD206,CD169,CD370,integrin,CD54,CD122,FCERIA,CD41,CD357,CD124,CD226,CD49b,CD81,CD28,CD15,CD71,CD193,CD1a,CD49d,CD73,TCR-Vd2,TCR-Va24-Jz18,LOX-1,CD158f,CD337,CD336,CD307d,CLEC12A,CD94,Mac-2,CD85j,CD23,GARP,CD328,CD82,CD360,CD88,Podocalyxin,CD224,CD258,DR3
progressive,-0.0227952769414911,-0.0557177407115407,-0.178267817990476,0.368114053629651,-0.186923992759544,0.0136430458185469,0.0261655648178154,-0.346663292888615,-0.141014665660496,0.0253469921845869,-0.363978020566431,-0.133023295060136,-0.142099315266305,-0.0216665315662976,-0.0928267841922171,-0.115740230979781,-0.0923464443024968,-0.0440921765305295,-0.10885767887952,-0.0781137905859117,-0.0933026446031213,0.0059545462972944,-0.282921634332939,-0.200044257210104,0.587035618164052,0.0952666901896884,-0.281780017581596,-0.245955787804388,-0.130540082928444,-0.187621732040081,-0.204898555721571,-0.145897412804653,-0.177291631752639,0.0282979885914294,0.275783764771617,0.0308149239959274,0.117986983129451,0.00931950316342,-0.0177468598048435,-0.269356043711716,0.254131180484321,-0.0279386074301829,-0.0712882034952896,0.0510863568426262,0.136864677387322,-0.388285714486348,-0.111321771743975,-0.191338509920499,0.271113837819546,-0.0160397124045995,-0.14879446497106,-0.246775749378008,-0.116942826446461,-0.181091985360516,-0.111786832978058,-0.0208135957868359,-0.0564788561684955,-0.0694759989746791,-0.0770878705685755,-0.139638388430355,0.289875776163515,-0.0985854413579038,-0.163132799245985,-0.109906603507145,-0.115670768022562,-0.0607652562212506,0.0720702064592616,0.0058476682118625,-0.146130337562659,-0.190151269631475,-0.0601486901327696,0.0440753294024247,-0.0778766858274014,0.155142548754017
progressive,-0.0190479784798592,-0.10159823274553,-0.13221781232415,0.191016084233202,-0.0411180703895996,-0.34766142544729,-0.175177992229193,-0.352492657409672,-0.132040445449858,-0.264153880348416,-0.242318653357692,-0.0408467180269784,-0.137325837175536,-0.0403693541536424,-0.0980141760141391,-0.168334907217299,-0.0337250503625961,-0.119190704673089,-0.073036120181997,-0.401538724341157,-0.0584447135494675,-0.0456821552770742,-0.37918563454701,-0.0798717934658582,0.286609881824243,-0.0234156210015635,-0.149323280593664,-0.137363357581828,-0.110892705135882,-0.138649466063776,-0.122476607111004,-0.170720087138541,-0.0333472861448458,-0.0268019268664329,-0.150203375880197,-0.115888455983942,-0.113815999865997,-0.613850081625376,-0.0963769838553935,-0.0866263572475834,-0.350620162143262,-0.165935515597438,-0.10152176432836,-0.181187672776448,-0.164422976700825,-0.166111630418259,-0.0413526652722832,-0.0401463209421047,-0.038417786212041,-0.0327979382636347,-0.121951810819758,-0.37432696921517,-0.105783305076874,-0.026437218094799,-0.143681635862799,-0.0316341899286662,-0.163094445658714,-0.171333297585525,-0.0997041219294196,-0.0978943288041731,-0.0688054298672378,-0.0591223626132091,-0.168658847731805,-0.328707853385305,-0.0967350811732215,-0.0546267415921325,-0.0552828912682594,-0.0877132932438294,-0.190641393366676,-0.270962842922064,-0.0637421228723267,0.085975663259843,-0.0930903173351572,-0.115171590605357
progressive,0.0488248624003039,0.0561101989169787,-0.0529286324919933,0.102593412653029,0.0092610708083322,-0.227716486881781,0.054755864633256,-0.0809388884575435,0.0415809837794069,-0.377902442586052,-0.119489458809601,0.0943786993595192,-0.0589167666951286,0.0557236031144697,0.0274079410963601,0.0665425781579981,0.0275114862750941,0.0482391414021268,-0.0501733777819094,-0.253982960712691,-0.0425587068016359,0.115078272895503,-0.571311878928649,0.0992346229288269,0.451321516787647,0.0571034770704133,-0.0330888119187514,0.0191853882126374,0.0246799811766295,0.0752875812493124,0.0838001121188185,0.0437200850403315,0.0839541576308741,-0.0069740650952274,0.0317619053817266,0.0138298161381107,0.0377707085255051,-0.285305352774857,0.0649864735963582,0.0476624929677241,0.228439829276235,0.0245034619473502,-0.0201606817793462,0.127756574843992,0.129906961067261,-0.130425688706682,0.0678384572783224,0.0568377338186862,0.181761335413689,0.0349381551588029,0.0584876985857722,-0.357315093823709,-0.0215443341089053,-0.0100036852967304,0.03108317599532,0.0541456490589488,0.0597546875160631,0.0316440916028595,0.0208695230847733,0.0283280290317436,0.0924164868021303,-0.0265797353804797,0.0088643575711523,-0.241708818143798,0.0005816205253028,0.0546408160234299,-0.0280942130054793,0.192891213411733,-0.023076558504002,-0.125385144608011,0.0419296395651414,0.165235504986574,0.0773761456478313,-0.0024890986506031
progressive,0.359778052590416,0.423289867565629,0.225181041753012,0.191961586814369,0.378782917375411,-0.0972226769845323,0.445986531662737,-0.103160100948997,0.329504053887538,0.271792468984061,0.419959516449609,0.390340954375007,0.205018177916426,0.287412973779348,0.355783531966189,0.432493158608163,0.213513555689219,0.424203821125547,0.434038502356061,0.500838700199869,0.37564075200118,0.379902005004029,-0.0222782950287257,0.403622207195474,0.515823284723703,0.413695283670944,0.358175720224226,0.362727107944792,0.396148173330175,0.351613584753111,0.364357688313106,0.23644606913498,0.368035046095873,0.39296491939684,-0.0942375940936807,0.364143200437444,0.236613187901801,0.0889286106141126,0.363871429939062,0.391890676121347,0.0863454515153679,0.295991843535942,0.411163476628726,0.410979234342553,0.381640272324128,-0.0060479307885431,0.415055000024313,0.42986527835724,-0.457141218162916,0.435011957075318,0.37106865861139,0.102648186972311,0.404266892688836,0.399378753164117,0.397899589324469,0.380308488006236,0.359122098266832,0.376911709356168,0.383167022588996,0.353960825009339,0.322919981373468,0.356416457334199,0.366068023939601,0.15195967817347,0.314877098913278,0.394520079362496,0.422656666259669,0.41814677291727,0.242481756547888,0.394849733683586,0.355499573780674,0.401044689165917,0.360679198795324,0.351048232571725
progressive,-0.273846641780743,-0.274117460363732,-0.357786404608494,0.231016786957097,-0.225581987256643,-0.0616007686814468,-0.309523949276199,0.01629810228564,-0.10587466483393,0.132787025352314,-0.367513230497006,-0.178945457464369,-0.318836500395359,-0.390742680178266,-0.319395162937893,-0.259517011956886,-0.36251030885855,-0.220563287368283,-0.364962057618467,-0.107862048583732,-0.237310585647135,-0.0363567266929816,-0.0492278063087144,-0.393180336632682,-0.0034129448129841,-0.111014639996698,-0.25912052537425,-0.224988687269356,-0.156589646831258,-0.303189239671071,-0.336609353770764,-0.133606031682759,-0.280553063075987,-0.212959976907487,0.0583587361424483,-0.204442501690032,-0.129472849403011,0.18376779992006,-0.162880886757383,-0.271781156094012,0.152325316668945,-0.201284942009973,-0.166661029732614,-0.139374048497677,-0.160734592209473,0.054894101211591,-0.323473133065857,-0.487994995692402,-0.123583921363209,-0.28526465214478,-0.331767410094788,0.104885087897693,-0.220866988041481,-0.108623471986317,-0.248107808640383,-0.256954905797851,-0.296226653373232,-0.109491999184936,-0.28566222988245,-0.261393651849664,-0.163628881527584,-0.227246114352895,-0.255694406523494,-0.179520600457435,-0.378244526211258,-0.406380661099482,-0.036412753545702,-0.119856282672723,-0.391296277631229,-0.179564416277215,-0.151360790027698,-0.279249542319141,-0.222158165112364,-0.234855341506729
stable,-0.0360244505879471,-0.153123961012119,-0.159473453872874,0.122979312862624,0.0050089079664932,-0.0971614283764503,-0.106530436776421,-0.0068457451139434,-0.0252727255777702,-0.235743362023609,-0.111198688731625,-0.0631600304177447,-0.152663162445764,-0.0172556702612731,-0.124098031512478,-0.0504702064508403,0.0123406862988863,-0.0948468517422344,-0.0893314956706899,-0.153484361168503,-0.0530422277287557,-0.0316978795120435,-0.394315195921695,-0.0689506729476311,0.364628609503249,-0.101583733125988,-0.0882580675476849,-0.126581452499898,-0.0843659261852797,-0.121272598847954,-0.109911873851457,-0.174799042667206,-0.0859625733905188,-0.0555189586616137,0.142590463846594,0.0089049536547014,-0.121021952134873,-0.299444492544174,-0.0030064158370147,-0.148870091665279,0.0054372287274676,0.0253440930701869,-0.0118695977473909,-0.0618871403579801,-0.0582209940582851,-0.131013493705947,-0.0571493700750342,-0.101536299818666,0.153046197101603,-0.049510594833947,-0.0241284344298511,-0.261926052256543,0.0139591513983526,-0.110736797052269,-0.0752719921097334,-0.0205513927494393,-0.0552591368015145,-0.0841756505173908,-0.115115107741963,-0.0661623189723108,-0.075125998551121,-0.0984684948925702,-0.0435303769789739,-0.139394761548914,-0.0300122239994451,-0.0305360059895441,-0.125430781181661,-0.011013727763416,-0.146410280399616,-0.103540097290456,-0.0957827586553488,-0.116810408147126,-0.105561767201335,-0.0338365708481855
stable,-0.0880163790074977,-0.184772665279406,-0.0369782943040757,0.200805712378758,-0.16619865743864,-0.272530192810813,-0.164990876096777,-0.213662499479885,-0.165849235549497,-0.230419476724469,-0.212707227892824,-0.124503317361432,-0.168304403524565,0.009005658731255,-0.192663656288001,-0.0637134163940058,-0.024294947886056,-0.126863711604651,-0.123442698272955,-0.155115662539957,-0.0012704919473215,0.0093331019640167,-0.487088880890537,-0.179437176251345,0.432431977656018,-0.0587259694870883,-0.0543147118984952,-0.163103715528285,-0.0584398775571069,-0.197951993993778,-0.113259956477391,-0.143509200461116,-0.167834898455539,-0.0558745840313927,-0.107536351900703,-0.0723305397924641,-0.0520108146166613,-0.258807858597045,-0.0449164124464606,-0.134416166417473,-0.0436731776773427,-0.0076137674012591,-0.0237877653611378,-0.212262310434091,-0.124390442045645,-0.172810016605058,-0.136809832142804,-0.144220096979772,-0.0474937921305326,-0.103844198554161,-0.161000475676447,-0.355982628432828,-0.0572166087085832,-0.145188137011499,-0.110234788973051,-0.0575967097193633,-0.123223383553733,-0.0417162654629778,-0.129807467351629,-0.0521766425774922,-0.157698962733493,-0.0926471860373369,-0.0972925610189622,-0.17867256905887,0.0333374162200286,-0.137925655507566,-0.131747956897499,-0.0215930128799636,-0.140354517416585,-0.124533839341194,-0.0994744896578963,-0.079442066148747,-0.166812554357246,-0.132557693168049
stable,-0.0557527027602902,-0.127097176308786,-0.355723416545262,-0.0386474793263707,-0.0956693794336493,-0.411291048413563,-0.099962784107094,-0.238804957640672,-0.0839991001975876,-0.480921015334513,-0.310912873501097,-0.0430289082364404,-0.181188542098261,-0.0734535128250558,-0.0340842463821348,-0.0861586127130076,-0.0218210089887527,-0.0341175567092371,-0.124163720751502,-0.180012624822658,-0.0361519365319998,0.0163230165989031,-0.642422520785765,-0.160775713425096,0.391470893868369,0.0054708297799051,-0.0640650148037033,-0.0651163793443783,-0.0458718219198405,-0.123947021967067,0.0118360668484222,-0.123453558168626,-0.0256686585603639,-0.13486600332619,-0.221679503712771,0.0320012284984754,-0.172950368089924,-0.504802446444023,-0.089789331045497,-0.0454421832868159,-0.19088388861881,-0.0641732604615747,-0.123537159964096,-0.117988647216023,-0.0323724312314896,-0.298944195762599,-0.162217909703629,-0.0618591090910066,-0.025583448294299,-0.0577711649844732,-0.09656792494405,-0.424451317444305,-0.122707869183314,0.0370640234428276,-0.0783158736642829,-0.203293223606618,-0.0527686431594338,-0.0603666844748393,-0.0718648674409888,-0.105793079818224,-0.146840587111096,-0.130757248431304,-0.085544730559688,-0.44777764046165,-0.0478311284011188,-0.120910958755047,-0.175684710838969,0.0180253960317365,-0.131247516686499,-0.108044854257692,-0.0921293352036008,-0.0593267525696125,-0.0818048526943663,-0.059366106699645
stable,0.0807299198931977,0.0111854700051611,-0.0023028188361386,0.0605330627536394,0.0672926840501682,-0.191958577569379,-0.0131611156679566,-0.167265224130498,0.0098116689379377,-0.0945342580576037,-0.0854561697772454,-0.0071609210035242,-0.0207620241795363,0.0508492954164623,-0.0344635337546996,0.0235791453749355,-0.0128285970147047,0.0247051811542219,-0.0693169721106855,0.0285165766192272,0.0198245616010694,-0.0007738498585077,-0.481041317749877,-0.0132153820618645,0.484750714398949,0.0266586755616966,-0.0147827283429434,0.0011573922709599,-0.0800383481081694,-0.0731371147742926,0.0376455289717404,0.0433579843355533,0.0387191350778213,-0.0245971459150229,0.0214165561781897,-0.0033160361292748,-0.0761406613477588,-0.30157236829452,0.0045014131502955,-0.0246973841040234,-0.0061243635824798,0.0347431167607175,-0.0026954654625391,-0.0515303959763424,0.0548146732717318,-0.19288849753092,-0.0038371531281943,0.107630012289155,-0.185277944089607,0.0565611728322347,0.0422929117909628,-0.348379609595001,0.0468789706637873,-0.0341759790358345,-0.0147880235361587,0.0492711944331915,0.0522910335282416,-0.00619250011896,-0.0756993304335262,0.0171977788716866,-0.0385076184884605,0.0063998269654208,0.0546403038871368,-0.17367667148729,0.0035051747336658,0.050408770036394,-0.0240417593900971,0.149679045585865,-0.0394571683939939,0.0498930943359067,-0.0326933668028301,0.147476373399559,0.0503208184960059,-0.0367052472163449
stable,0.0950190534958238,0.0241757449787027,-0.0663330347188788,0.1138101814333,0.0969094626505219,-0.216843008446027,-0.0171110108414501,-0.109845123605989,0.0914379735423195,-0.239624093474933,-0.192494043283264,0.0028872749650365,0.0173013329997732,-0.0141483593750996,0.0402129928458558,0.091668957330351,-0.0304180721132756,0.0719505609224653,0.0517743761913024,-0.209330007495837,0.0530559289909922,0.0077526440857222,-0.580829781345913,-0.132155611688568,0.525460805803828,-0.0064434684224137,-0.0255533877735302,0.0007347473889926,0.150979126202931,0.0076792085359575,-0.0019382195505238,0.0020894786930856,-0.100417910522686,-0.0319661577765511,0.0769685450521262,0.0325951526805742,-0.0515143137221774,-0.510874005101652,0.0099239792052883,0.0931855638810445,-0.0001725936356222,0.0741108640195704,0.0077013460046774,0.0313022584882355,0.0399079028951263,0.0282030699782586,0.003887323938047,-0.183573950827656,0.512770385508519,0.0592002496065357,0.0434026308969723,-0.368998543600962,0.0263397351133357,-0.0129461586272758,0.054777497813272,-0.0691562100264854,0.0766407426254224,0.05541113987904,0.087812307255175,0.0306049146017101,0.35936181856416,-0.0040214473854001,0.0738125857822537,-0.136013478006147,0.0348521898814954,0.0766517901471318,-0.0590544742821581,0.146995368023988,-0.0613298025429952,-0.16117382697835,0.0978756009380063,0.166672430751681,0.0230481054832345,-0.0112452223846978
