group,CD137L,CD52,CD33,HLA,CD49f,CD4,CD14,CD16,CD279,CD324,CD32,CD27,HLA-DR,CD64,CD66b,CD35,CD58,CX3CR1,CD11a,CD66,CD169,CD54,CD62P,TCR-A-B,CD41,CD226,CD29,CD18,TSLPR,CD38,CD71,CD144,CD1a,CD36,CD49d,TCR-Vr9,CD305,CD158f,CD336,CLEC12A,CD150,CD85j,CD328,CD101,CD88,CD224,CD258
progressive,-0.194329551815325,0.0963032819204727,-0.38543071602226,-0.129579262146093,-0.12018483714083,-0.171171738016415,-0.301018350312984,-0.0417619243483791,-0.0408992661123402,-0.069733394659269,0.138040305247927,0.0651395020545243,0.150333327451381,-0.280039644588783,-0.218464441590192,-0.48365968298471,-0.24247259871993,-0.030574320021416,0.13121642428336,-0.182109773752232,-0.238927412301778,0.144039493258586,-0.208219105477707,-0.0425402025895159,-0.202844204096499,-0.0608706706789201,-0.105133003003903,-0.123587507703387,0.198074186298982,-0.0833123443580754,-0.166041611553606,-0.032318577842891,0.0186745019122682,-0.312780161475208,0.0484292094292382,-0.0026509639015332,-0.292764138274428,-0.033190710415643,-0.0751288479315543,-0.270900630059738,-0.13457697734541,0.0249539398631842,0.0506238002573012,-0.102609324984726,-0.0887398921972484,-0.229974543370054,-0.0270815252255241
progressive,0.0594213069695489,0.262018270515283,-0.301098852377642,0.230285415462465,-0.0643501039815836,0.191655652883001,0.17540022896209,0.141695772010733,0.0273738970682103,0.011177849021458,0.36839315418871,0.147026713847717,0.352826575675513,0.110823963432199,-0.0020413396865312,-0.38104091767174,0.0257271381615267,0.0599189310746448,0.145741428280098,-0.0272355559572461,0.0540688552465784,0.528647550699821,0.0927688914293539,0.0442428900085041,0.105451102308495,0.0979564231984716,0.0437259548735028,-0.0381750243174785,0.0175157296709489,-0.355259222022363,-0.037720123596932,0.0178377403017539,0.100695318933023,-0.164382716988956,0.341813885179342,-0.0009239905799801,-0.0450498667616368,0.0763410461746084,0.0465551082992242,-0.0118139291573935,0.0561405518635556,0.231514137544659,-0.032564774992162,-0.0595548471323969,0.165758592580639,-0.189796926530803,0.0262276160366637
progressive,-0.21781224744471,0.0889679559688092,-0.223279931807001,0.105655951563056,-0.2996226950183,0.215211755367644,-0.0661647426550764,0.0132683662749975,-0.246782727327308,-0.0776941250970971,0.087749277729365,-0.0404737498026239,0.450455726280224,-0.0395737816444446,-0.209973277550568,-0.556964900765909,-0.222216730469312,-0.223094555517995,-0.0780191451665454,-0.172594239519636,-0.150425914058709,0.142452114739089,-0.316484305598379,-0.0833344784214946,-0.312571035065115,-0.279361489002472,-0.219931872751464,-0.316083530654504,-0.108634988254876,-0.23091179973846,-0.189783132339836,-0.147490514909094,-0.206394538415241,-0.241078909098452,0.243643030083006,-0.182625806116549,-0.0288399521277354,-0.225894027859614,-0.165903532690758,-0.220987668645224,-0.195549780890111,0.0667682289219609,-0.114213669870124,-0.247866729163227,-0.0367717009809518,-0.311356493000064,-0.228663057888283
progressive,-0.31028128326314,-0.18338216936961,-0.0478201580233412,0.0819669309834332,-0.100125222878775,-0.361340706568666,-0.396130080195933,-0.526651617279749,-0.17616218481025,-0.17554984086732,-0.503449466159334,-0.230128280413767,0.0841659554901028,0.226072377222482,-0.554651890874723,-0.455217768973318,-0.266550931750814,-0.331483741989304,-0.0438261920437534,-0.465597620004399,0.501433698578563,-0.0360234859858811,-0.217091306420873,-0.236662785374896,0.0185203167696861,-0.319862019805125,-0.113906957924638,-0.174068601848912,-0.109471751935707,0.17204217630401,0.532215045323798,-0.146773224097141,-0.207744928217694,-0.129474548315728,-0.0352211761076929,-0.0690788189255389,0.0706547741648875,-0.286308664819208,-0.315170772127906,-0.219282407413442,-0.184309489223215,-0.024172635439806,-0.242485064733455,-0.15853423337813,-0.39957158665287,-0.411261037967113,-0.345296103939974
progressive,-0.0134154876471166,-0.0203036823216963,-0.0706846246129626,-0.0764007990218896,-0.387329470322694,0.0131013221648455,0.138691188198552,0.171183271822079,-0.0422912995406977,0.0636713239963908,0.0380226864560751,0.105513034481664,-0.206040399875495,0.168710075491627,-0.0066727319785878,0.121278045889166,0.0678417981859228,-0.008518237814501,0.0737598839871999,0.138638520853141,0.0399089818115308,0.256918512130454,-0.222472542962406,0.170810741238388,-0.168767595205829,-0.144428124708143,-0.157531591579104,0.174180864175443,-0.0731058272414344,0.0330004356377629,0.124470045148644,0.0224232805659622,0.0806406674261728,-0.362874878200719,0.0539937616667361,-0.107208236511352,0.0878393027500157,0.0635242874700066,0.0123310572081656,0.12302867013574,0.0291499714923449,-0.138408861759084,-0.0070737774018091,-0.0108939301366093,0.18726116242466,-0.107572879129276,-0.0446641268840862
stable,-0.0700802523023643,-0.0695465522942782,0.111244880893646,0.112633880415619,-0.0433337634271941,-0.001448168030101,0.136052999589273,0.231129832259669,-0.075950359321928,0.0259053407946964,0.0198192820297331,-0.0386592049320809,0.13774482440207,0.317269420727712,0.220122626146589,0.0253850707252833,0.0111775564509145,0.0230772113929546,0.139837285212781,0.0769284466182169,0.0332250306226144,0.0619037905819288,-0.036524456966582,0.0155588856627194,-0.0207483657609348,-0.0262827091748779,0.119078176483276,0.104130007137094,0.0159043039442109,0.0514619531739675,0.361681263527266,0.0646431776934479,-0.0511259372552322,0.0954521057523682,0.149439933455514,-0.0204832914032454,0.14984392182649,-0.0252881090998967,0.042144133667853,0.3047118206119,0.0311442962730728,0.102577523223548,0.0299877402784531,0.134715135362832,0.0174323926025664,0.0616972585944653,0.0097141202000765
stable,-0.403933980529211,-0.414640734049898,-0.256427198588913,-0.509817130392112,-0.458563858007942,-0.44315232096837,-0.291269033585588,-0.269199094991526,-0.404783647685121,-0.176806364791515,-0.447884123472872,-0.179765458414612,-0.571297659175625,-0.0474030073415194,-0.281160152786694,-0.0942257754518202,-0.428410144409223,-0.419606583651965,-0.547763245529224,-0.233038727830903,-0.261425864821529,-0.499482406810222,-0.423711471258959,-0.21458602773037,-0.341713249997602,-0.482068341158205,-0.567237228391943,-0.151818598318426,-0.133541836238521,-0.203082028279027,-0.261274205131226,-0.43300771727206,-0.367793836183465,-0.202775073899022,-0.447148983971912,-0.263504524152772,-0.42111756933828,-0.400095218345006,-0.423004395151101,-0.420132722570037,-0.413057443319536,-0.461239888932304,-0.442469163399688,-0.468577341000414,-0.421162768181536,-0.30398219330698,-0.412673236288272
stable,0.0305776555316499,0.181277843451817,-0.138749847311459,0.209399647139047,0.0451184669390928,0.316679473261599,0.0844816464031284,0.367905818485953,0.0062551449102297,0.0204403060657144,0.237488605438777,0.0530911109519498,0.53178181140968,0.0651571067054514,0.251157111876703,-0.353309975317299,-0.0241227653912196,0.0757711969234641,0.0392130391025805,0.0159220512179726,0.191219818434473,0.382576858807346,-0.0913397198499053,0.0427493458438754,0.0248136165507367,0.0512033702828376,0.0206117695781435,-0.0530204631576801,0.0648290500587249,-0.145651686043445,-0.251011475352105,0.0541576541358114,0.0367744589165787,-0.195814696179087,0.18255472256155,-0.0511326024403822,0.0315853955123377,-0.0031237604613875,0.0323577340595286,-0.0297755382314132,-0.0320799192545707,0.306871176225714,0.129017754313822,-0.0883809520053046,0.132677674104694,-0.0100315574062988,0.0133367070804243
stable,0.0173725419858961,0.212960324265516,-0.220427848458537,0.0558651900586081,-0.0436384978823488,0.17559616229714,-0.176020507227048,0.0749519262702676,0.0204167545505743,0.0310754896126237,0.150615897174388,0.0741825898510184,0.528133003611631,-0.148972259450175,0.0331940657273757,-0.580884271731942,-0.107755701535061,0.0402829296917103,0.137804868351204,-0.0149645993588139,0.0255161714741722,0.334680239294409,-0.130211537409624,0.0370536676206414,-0.113496881678425,0.0228257295270694,0.0335726023737957,-0.206121789064592,0.0083660329649094,-0.0864056785771339,0.0206518774046353,-0.0434376174714203,-0.0405439513832966,-0.206636789523024,0.265760554850052,-0.0391530399520806,0.130201367154382,-0.0452414053057621,-0.0149546827249418,-0.038424501259488,-0.0530741670899451,0.176388949076741,0.0109637684025249,-0.029556100163109,0.0253351527318963,-0.134709255741379,-0.0805207092332534
stable,-0.0775672494919067,-0.21456434304349,0.199751398209408,-0.297743333550349,-0.137912086077052,-0.217429473589175,0.143576660591023,-0.067756457308041,-0.0802985297133235,0.0687912646228725,-0.180701679031197,-0.134983854441262,-0.417479064803301,0.296691875060961,-0.0002575832015827,0.461474152424621,0.0392564805818182,-0.0295562473933398,-0.0938975655429227,-0.048567274932222,0.273344891114554,-0.324548895694465,-0.0556872191866477,-0.0620434543937216,-0.148481748662033,-0.128725396137146,-0.0709295163038369,0.185419538080837,-0.0044334519990426,0.184936251201522,0.618355033599866,-0.0707681320036155,0.0500716071523671,0.162252069001807,-0.260574301189034,-0.0203406880903182,-0.0886477048306601,-0.053114363048068,-0.0008551386100487,0.388077931961067,-0.0784684359074796,-0.121720191490945,-0.0557815831855137,0.0158999492282217,-0.148834299202364,0.113963013313226,0.0044144805059034
