group,HLA,CD7,CD49f,CD4,CD14,TIGIT,CD31,Podoplanin,CD5,CD195,CD32,CD107a,HLA-DR,CD141,CD35,CD58,CD39,CX3CR1,CD79b,CD66,CD169,CD54,CD41,CD226,CD29,CD49b,CD18,CD71,CD158b,CLEC12A,CD85j,TCR-Vb13,HLA-F,CD224
progressive,0.296638984626946,0.298238996946867,0.414549738370153,0.106485206444924,0.227925572852853,0.0407388901516216,0.300549810471334,0.129318362585503,0.10433393950426,0.307249905919586,0.363594122406169,0.211959926631385,0.336322042860984,-0.0027544041610369,-0.0058205689422139,0.373079819769554,0.131544371142437,0.133968476784921,0.177092379550662,0.226026171784478,0.0784066431292073,0.305271521410426,0.43199667880672,0.192791119975393,0.309729298764625,0.215374301793466,0.0775848994353752,0.0326161426986046,-0.0115008681323446,-0.0129833408696204,0.269306394519244,0.114517586283628,0.131814785978271,0.102642890248662
progressive,-0.185586240410515,0.0770187888541865,0.0296160062043613,-0.0730918378631908,-0.170907055021628,0.0231408461006142,-0.116650876116986,0.111417060386182,0.0674736840561596,0.072841941174505,-0.254865886476671,0.0862901172826341,-0.239283339919029,-0.0953550735400103,0.270269299265611,0.085865752941001,0.151673038753798,0.145381601572392,0.10279705929311,0.122318171942504,0.0227703625331135,-0.550008099522851,-0.228856614827623,0.0534661094112001,-0.0094916673224473,-0.0033111401845224,-0.169617924031069,0.183638741152868,0.0114776132740929,0.1164027881215,-0.0524648607481507,0.149344139160245,0.127388892673273,0.26797498915476
progressive,-0.0295225959449569,0.137159414245678,0.307607527577514,-0.168002687735527,-0.125514703328394,0.0690086879565671,0.219334713042385,0.110388869344036,0.141372737819211,0.0794388380872843,-0.370951043563972,0.0585572230885283,-0.390907247505205,-0.101664762289997,0.215729578983054,0.0571045302002688,-0.113278898168813,0.0952598204295831,0.0580832991098505,0.0681126498483857,0.0849643579980581,-0.297902288545628,0.223493006862237,0.167572788256959,0.252883549901889,0.157705001141393,0.0849350145734278,0.626111673397507,0.0486100523684182,0.281655913068082,-0.118726893359959,0.0634437539854349,0.0493979969899887,0.101655549243226
progressive,0.0673246626452997,0.211333891984009,0.119610683952691,0.291194587127392,0.224563228412116,0.006636725089437,0.0826516498799132,0.156825634963329,0.195102209091886,0.128724157093246,0.0988934698151983,0.0714828798745815,0.0719083834479821,-0.0724550613467358,0.128827305020294,0.096397934544223,0.132565176590214,0.156094253614463,0.107644170425416,0.165976678095169,-0.167395246579542,0.148352700458324,0.0224399843958081,0.262598007995588,0.112685012488902,0.0882391145310139,0.125679066567218,-0.248400791332611,0.22006021872614,0.0472354676878501,0.0908041283893889,0.200514839528564,0.26202841016157,0.172356344543633
progressive,0.0467452778418696,0.0407080887359348,0.164308897292838,-0.0483811967352774,-0.0322751886215623,-0.0628594981059177,0.0272843959876744,0.111326563273001,-0.0630618926031777,-0.0316379565217846,0.135729804017284,0.11346427002958,0.0850867605178149,-0.124335701957245,-0.0300370744883466,0.0415706398671445,-0.0878585922467489,0.0697176496880857,0.0674437405648186,-0.009478197749244,0.103487880131859,-0.0560035389822107,0.268686361193135,0.158212327872781,0.0870495566567868,0.0524458175289851,0.133477162287581,-0.0365091092053902,0.070971899718372,-0.0770819613480047,0.116602452736863,0.140247978261555,-0.0636821164812844,0.0729895353011224
stable,0.451866717046571,0.413464966513999,0.460485367901533,0.467663524145231,0.243581717415157,0.427660622893391,0.421212547483467,0.481322781066175,0.439714158273743,0.401460983294808,0.4071571607648,0.452639369102063,0.296779320544169,0.4073760420357,0.456839240481919,0.513681041173822,0.453233773127117,0.435800579953466,0.42298359755153,0.405770734164033,0.475509779172136,0.227057618018193,0.410121639760959,0.440638009064953,0.469251545210526,0.502043682379256,0.435184538623544,0.394399217484699,0.484277004572821,0.365334982333519,0.43124141564684,0.443839454975777,0.463116310058214,0.431595412030209
stable,-0.211384553593889,-0.0503704659601493,-0.223350665399167,-0.278073810999359,-0.0653025455005867,-0.166450250783974,0.0437619927156482,-0.0078700911250418,-0.0710620266727503,-0.0089486915788839,-0.226501827912932,-0.124044454757899,-0.50689458578608,-0.160150978412382,0.441960459991169,-0.0164051350051934,-0.110247515360359,-0.142806752036621,-0.0292340103040698,-0.0644384262984739,-0.0960564680677513,-0.326116087735525,-0.192510233906671,-0.208672034647102,-0.166291024464902,-0.117324743128653,0.0055960855452898,0.113572802597532,0.0526432511322876,-0.0412728387564218,-0.130156642448971,0.0676785058500179,-0.113328814400816,-0.0184416658582494
stable,-0.344470381714459,-0.0197459528942794,-0.115048895626873,-0.392557140837068,-0.102013164572887,-0.111740019624139,0.146206810862371,-0.0708552709356826,-0.0188703502356094,-0.102665917914418,-0.230712824629019,-0.161732057457969,-0.639389705749686,-0.163761798763016,0.376924440424908,-0.0260463652343284,-0.157145324779296,-0.0941604604212626,-0.0850814076494557,-0.0622935496228008,-0.187157416848927,-0.474908718197974,-0.121151910703539,-0.0917365564815149,-0.0996707144321787,-0.0275542129771311,0.0825177630834317,0.059442856438496,-0.0081422706696713,-0.028914817509433,-0.40630668438751,-0.0693711837990798,-0.0613932919257908,-0.0146626244481724
stable,0.328771565749626,0.140873105561381,0.167758760732311,0.327948221055804,0.0209004816672386,0.0551904415467665,0.337466687684318,0.106076677347407,0.054657385167024,0.0723749053793552,0.0468851231176619,0.0552148202400521,0.291360930369012,0.119487328107398,0.0810816541925042,0.173842268110667,0.229933696554299,0.108000221837566,0.0576387627893148,0.103657148235635,0.0521160710449538,0.293720928527699,0.148053090041325,0.0801412817172666,0.197968260515352,-0.0148422100656701,0.253886432874213,0.340656483438528,0.0911655157578913,0.0147589977148377,0.239890360310948,0.0933751430026666,0.0933751537693274,0.015354616924105
stable,-0.0509974756637076,0.210539282182407,0.150767956764977,0.0396331342129042,0.159432273313656,0.134139450591324,0.232223536299065,0.237396201679992,0.139912981398701,0.0642096273649877,0.0863077280355464,-0.0023169574391426,-0.265724638429448,0.138840741718359,0.389717504955065,0.259110600536337,0.0591675273667865,0.0842492723240238,0.200070532457652,0.111390115327078,0.263973616231799,-0.178378768683509,0.172987264601598,0.240863063385475,0.196234628926327,0.150916920378955,0.237180363545895,0.288672666638272,0.138520161177251,0.331232572335118,0.120105336297012,0.179595246824083,0.165650271959381,0.316750738552759
