group,CD137L,CD47,CD52,CD33,CD49f,CD4,CD14,CD279,CD294,Podoplanin,TCR,CD32,HLA-DR,CD64,CD1d,CD66b,CD35,CD58,CX3CR1,IgA,CD66,CD169,CD54,CD62P,CD41,CD226,CD29,CD49b,CD18,CD71,B7-H4,CD36,CD49d,CD158f,CD307d,CLEC12A,CD85j,Ig-light-chain-1,GARP,TCR-Vb13,CD82,Podocalyxin,CD224
progressive,0.0320233576630657,0.109314283268103,0.0243674076260376,-0.200418968277043,0.0593315048670894,-0.0689021924055388,-0.118209970640032,0.01803000738544,0.0079369220793446,-0.0270113243976036,-0.0312009593218127,0.171841123875943,0.250877420892467,-0.335470445730175,0.0250682924849077,0.081196489200133,-0.466862244478027,-0.105146479464448,0.070817554689846,-0.0468217574895699,-0.0615695905037826,-0.107265425312794,0.372628214011813,-0.0923294114899249,0.0319029741467885,0.0236350069266761,-0.0779223402519541,-0.0463839382384369,-0.139691415125431,-0.237757470605796,0.0366729451032862,-0.296485270871062,0.260963760808656,0.0726824543301495,0.0272933174212901,-0.18462784273106,0.128153061249362,-0.0789025762046931,0.045151594598805,0.0008704549919059,-0.0750428753599069,0.0350412036310312,-0.151961210327763
progressive,0.0579452181222243,0.0757745816013492,0.212967608847624,-0.185742739193647,0.18473127268609,0.208261258532072,0.151483267583483,-0.0192055639840353,0.0849036556715706,0.102963880635113,0.0421321602122799,0.321622437211491,0.283971122539452,0.0082008576874306,0.103634733576358,0.0958773909198431,-0.200416963521049,0.115929091200431,0.103683340081344,0.120976150980051,0.0424136109035471,0.176140266850687,0.566685950137467,0.300902259642583,0.362380200940163,0.171744724450652,0.240147228228796,0.115719637226951,0.0619142346239543,0.187389518022315,0.0650191977457318,0.0663792768405355,0.304858583755375,0.0883908314652271,0.0524937067349162,0.0779386213315514,0.264368635229478,0.16583682012363,-0.0086329140914839,0.0278711094091128,0.0435168332552628,0.0422446218031902,-0.0971898558882876
progressive,-0.406555597276976,-0.225143969088588,-0.125808795080818,-0.402632837018339,-0.296457328438279,-0.0863850161537335,-0.370082170562622,-0.403697480935103,-0.413177829422228,-0.431216609105651,-0.435573873323977,-0.26896104776761,-0.02844267481778,-0.256189495813903,-0.462275789367865,-0.377327526641369,-0.464495984147506,-0.481643188821741,-0.414296245732468,-0.46150196248791,-0.312858770146517,-0.218359788155243,-0.0897399872860836,-0.311601799144246,-0.364580669551243,-0.411455187318221,-0.292602834629646,-0.363504591655584,-0.256319317370061,-0.0963787240753455,-0.406734903745301,-0.404033908900491,0.0581116486008414,-0.46113201216052,-0.427911413193029,-0.272725903437756,-0.275465695586969,-0.434004958540971,-0.404734514937304,-0.404887020336813,-0.450336920940107,-0.425045223825128,-0.445805020966379
progressive,0.0684916935396859,0.500494856472459,0.242061390174205,0.319106205383784,0.292958651269915,0.432716983617163,0.375723089932905,0.14884030603553,0.0032488568712839,0.260571477195256,0.13904047571921,0.499116225939911,0.366320111051282,0.251528659682645,0.142337699912493,0.51829923993001,0.363132557876695,0.301004534853259,0.315946498941667,0.202153156465628,0.469857954911771,-0.167226607046679,0.481334225459188,0.292508392450389,0.329707646106611,0.196686882311386,0.377103183125298,0.201066938366849,0.354724071631791,-0.245501681554303,0.0282848366194365,0.449104122125546,0.399064831180912,0.153784425928169,0.148539188113874,0.404752408164876,0.268848962515163,0.340995880653433,0.315387426922105,0.0893775394674557,0.281783088013299,0.0893428756407422,0.309706471406873
progressive,0.0376155873042715,-0.121287053829275,0.139492194223883,-0.271929677538237,-0.313408253166797,0.0186189327831698,-0.133558053376028,-0.0381422187105711,-0.0530588615383578,-0.0289577080574894,0.0402957480811548,-0.0875166106806843,-0.0280056451215384,0.238623226224066,-0.257315994757469,0.0395968231773884,0.0439535149699938,-0.0744817178452499,0.006677950924581,-0.26239558210989,0.0234768278981904,-0.13324150922017,-0.0791740033143358,-0.169172324825869,-0.214544258629387,-0.227311026062745,-0.275063493442842,-0.132052914557354,-0.0569600418827247,-0.0622026527556759,-0.126133622879636,-0.205190110943603,-0.117075260160429,-0.135736129933734,-0.127321082883574,-0.117468944631002,-0.110754747472705,-0.0214700988685874,-0.0246275694483187,-0.0628411526412146,0.0715887436589357,-0.210808437580467,-0.0739886886628356
stable,0.191464966430773,0.0040875064713138,0.0912942048499378,0.0935328595106849,0.0315243694117644,0.0191035961489075,0.201578222817588,0.200163205606138,0.20280969655587,0.272604449213325,0.205114095783478,0.182986382131098,0.0535898624417018,0.250801400414258,0.224325775576526,0.126113561075706,0.179695161045297,0.21300526545001,0.240812705372366,0.221690221704962,0.0979948687667208,-0.0528058349493104,0.0320094897631546,0.0221222416652038,-0.0089025130373419,0.218635916671218,0.199632007575865,0.110012193939495,0.116296601270021,0.277435310732991,0.27841749492644,0.0781730221669547,0.189529272462995,0.239515870711308,0.287183507259329,0.243262714867682,0.242979430660993,0.222385350305656,0.195158078290955,0.224977187890488,0.225245520129459,0.274515618882934,0.237139164068989
stable,-0.208462985755648,-0.224139637243742,-0.282786636203314,-0.0826436078359168,-0.285796325622793,-0.368106814167692,-0.117301083111788,-0.200685612108882,-0.194457392832258,-0.110555774987037,-0.174215914625509,-0.303386149111859,-0.58303014271316,0.150746155250576,-0.170066451408239,-0.212736839504038,0.241228199668492,-0.178956593742867,-0.197139216385004,-0.136825305265355,-0.151573555388019,-0.242846202067948,-0.383965283460898,-0.170740537258232,-0.150145805427938,-0.250120972523154,-0.307576040567164,-0.184228579429041,0.0016289424630024,-0.0933713861879584,-0.13134403421268,-0.0458746400355917,-0.416727931083161,-0.160866302991523,-0.130787809599518,-0.211284296913278,-0.282526305953417,-0.107760165002499,-0.182295662647631,-0.159646457490343,-0.0668541103435622,-0.168885501922589,-0.142102512882381
stable,0.158086965927844,0.275386701177272,0.180179149905768,0.0336341426790516,0.104885241082599,0.385516072993928,0.100746628060784,0.0747515575158735,0.144896192269977,0.0907895405796006,0.0637200868361607,0.157515466354345,0.58797040748244,0.16329364135501,0.236960214019398,0.114868913762565,-0.266203879967,0.152279409547134,0.158781658917811,0.19303004688996,0.0342339279031924,0.168392654497944,0.444688717538995,0.0814125158371564,0.158487988606252,0.121251405744221,0.173545643691697,0.0348507719202844,0.0079730514276927,0.0983256975938784,0.132833837741509,0.0663188970662218,0.441255733352319,0.109387488370398,0.16463462960316,0.0954254563375484,0.452144908674627,0.303285017368692,0.10734547525211,0.0966508417400237,0.0155224324970629,0.12974889804831,0.0711217877811646
stable,-0.0042773031909881,-0.182131876348367,0.0973534200671037,-0.383136301606757,-0.257886980514707,-0.119098065966257,-0.320710097519657,-0.0942432205300364,-0.0780476072561368,-0.148930705994965,-0.0508581005604035,-0.213233601087634,0.0888192019650151,-0.256662646668831,-0.156326969924412,0.0040089226425265,-0.634103279832944,-0.199102135705694,-0.0163681652851434,-0.0867338357411939,-0.0660633164171508,0.0268404970815609,-0.01111160641919,-0.349890946394924,-0.35804289173189,-0.0710036755060726,-0.209029903061591,-0.195466818722322,-0.338638266327895,0.0641460057461744,-0.0792867048631952,-0.423110732597414,0.0101166331225957,-0.097739357161731,-0.0699696164394258,-0.315012863044034,-0.034097925063232,-0.156862438828752,-0.1282026905646,-0.140792673691366,-0.276291643942347,-0.0227744083377809,-0.233901214289679
stable,0.109481013370756,0.0293135857016079,0.187295795099381,-0.256421816747051,-0.127609382518105,0.199558370274321,-0.245725760730434,0.0829418398053119,0.0348552135756077,0.0011769075142333,0.0514329239004419,0.173861760838488,0.512111397094262,-0.349865676907984,-0.0256156531234761,0.0849199527514069,-0.55267650909241,-0.0914118305673826,0.0367383671699646,0.0100756693275995,0.161897562846684,-0.23596066807187,0.346420229058591,-0.189449095881792,-0.129851367130597,-0.0706007658253619,-0.100831169901559,-0.0790300014371737,-0.189186643911294,-0.598791633005994,0.0367855907551835,-0.283771530112535,0.264505342893289,0.036136098172236,0.064649874146014,-0.494620173284198,0.0967960244851398,-0.189258531475828,-0.0157170782656932,0.051588693789889,-0.114329480533848,0.0144660948036195,-0.189638389221046
