group,CD275,CD137L,CD4,CD279,CD31,Podoplanin,TCR,CD195,CD32,CD223,HLA-DR,CD64,CD314,CD35,CD58,CD66,CD244,CD54,CD62P,TCR-A-B,CD267,FCERIA,CD41,CD184,CD29,CD303,CD18,CD28,CD38,CD71,CD26,CD1a,CD36,CD49d,CLEC12A,CD150,CD85j,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.140042227908824,0.0757982852099005,0.0732901915755692,0.015560866864695,-0.118103785276136,0.097379118517312,-0.0197581934848617,0.0444741931227153,-0.0556676773392648,0.0063426177525191,0.269270600991116,-0.0783036353127085,0.124666159488816,-0.356080704068252,0.0485984948582392,0.246424972145132,0.0716936476008143,-0.0043724387627101,-0.163438747613145,0.0626105879807677,0.220111278905511,0.154627133494996,-0.237327323872654,-0.0038096149608734,-0.157752123626477,-0.0203536780558875,-0.0226985240564426,0.0327787401020575,0.0093841193117819,-0.056957632781474,-0.0963632411305194,0.126808131038244,-0.344222972228353,0.091451564315149,-0.188850388241849,0.060802215861778,-0.030733301298129,0.128438271798124,0.102964868611332,0.0885938484294487,0.0287281256144694,0.018347178164681,-0.0094577728641097
progressive,0.157401736755764,0.19639522705463,0.231367454472536,0.13245140235392,0.302662130212665,0.222808974301629,0.198631910168869,0.0847532700444319,0.534497110674128,-0.0032944116679345,0.411403940779604,0.198642652587703,0.0356081142281651,-0.169392950220935,0.227916784312216,0.123609171014053,0.40565270959552,0.673673508660653,0.283212331377122,0.155874910705366,0.112950894334702,0.15792419348451,0.40584336503998,0.16754029231687,0.284899546131008,0.0709814543873109,0.153359581899194,0.0510534723166711,-0.264489009855659,0.0520054962966269,0.182771620447242,0.190125959913131,0.0254981424221416,0.338521238921298,0.103606260545931,0.201533840909368,0.409720058201081,0.159375975168039,0.376427369173803,0.1913844595678,0.154862213691331,0.0059588653182992,0.150003424007969
progressive,0.188795302910663,0.184607193687452,0.221138781337616,0.176265924499836,0.21491735666888,0.2432595453026,0.212609602357542,0.0917814774658392,0.596814532334,0.0667737763616844,0.348696796172342,0.105729638695874,0.165611287635661,0.338505821836647,0.316516487077171,0.144935354173988,0.225597775021842,0.507510272712301,0.287131836755799,0.100418197729211,0.166196252623738,0.194176471253555,0.305803309718981,0.201904464617583,0.230101542130864,0.135568490655342,0.291272795720102,0.118614475610231,-0.0798338533150751,-0.314004722731505,0.0966394807989814,0.192777609498833,0.274668327407831,0.0999334726849468,0.107921419531827,0.228861647310367,0.318384766364977,0.217600584800736,0.45049097199113,0.211680343066959,0.247628829039253,0.285614568308513,0.227229694883252
progressive,-0.0935196630343083,0.0484825796923627,-0.141305309853202,0.0839852956283294,0.30664515411431,0.0228245364579829,0.0449077910513508,0.106133736529751,-0.0654134400241237,0.220503171933429,0.118719861666236,0.409463264892655,0.13899896441148,0.149831805940331,0.126833453829354,-0.108231501771042,-0.0820022118506777,0.0802125962215362,0.204546646416203,-0.0539789863009778,0.0725496361705475,0.0182723752966073,0.422363356550569,0.117845146299436,0.295913701516912,-0.0009198756871494,0.139670513749312,-0.11505420021872,0.489739165192334,0.531247167800307,0.08521833206066,-0.0243464507459093,0.292486488346306,0.0485076652080022,0.232074219348381,0.128424891322678,0.167422226090554,0.120270079248029,-0.0044422398994692,0.147247767138952,0.106465385659032,0.0150832098857403,0.0453956979304253
progressive,0.0606742245356532,0.047292462203961,0.455158831224524,0.133246125914207,0.292357709191779,0.0026511969036124,0.0931735411046596,0.0176663608729532,0.179998029988963,0.007997296330071,0.0035106114286478,0.336431979241453,0.0162351247947108,0.184334571409613,0.164843910209057,0.0557519995963293,0.219858393847556,0.287819064716947,0.0187652269621349,0.0260508168995711,-0.0167407300796393,0.0031175387275603,0.138029745813121,0.0257417678118639,0.154736784481652,0.0670286105228921,0.15401959641429,0.0952950171120133,-0.0479145953335753,0.203674945148147,0.0359410307272576,-0.0751455961157054,0.149489109841843,0.241091355561849,0.0416663519360763,0.175702847574363,0.0068315421633301,0.025442482524614,0.134126365393432,0.107651223495622,0.0043100334582716,-0.075418307306868,0.0602744290209818
stable,0.164451890854234,0.159264685061801,0.0026522621168794,0.112160376932344,0.267572140756676,0.174760505931271,0.160614089848688,0.0997450989263505,0.348376803944965,0.0374483729372268,0.230850791153028,0.209420130751927,0.0344942529865287,0.354586606240855,0.263726099213995,0.120531891945959,0.173554415596412,0.335510509875456,0.2731737960254,0.020915440442247,0.187071877264593,0.0505569437004124,0.446824511587567,0.128397964438172,0.261702365782095,0.0181638722636746,0.361017940889455,0.107769416868454,0.205020140326854,-0.0748597466212012,0.066966156855351,0.117824990005569,0.308481295368216,0.149364312270744,0.217907969736886,0.135270499761899,0.276964818795098,0.21871119448238,0.240965042073069,0.175869564334193,0.159347291742448,0.276404093505171,0.158580189723704
stable,-0.204318512769036,-0.162938132185689,-0.29226332131555,-0.123232680658586,-0.417830083699261,-0.189627053882645,-0.129199320941596,-0.105725064275916,-0.31669256563229,-0.191423619209873,-0.485611805751205,-0.017630621963803,-0.0699893329925977,-0.0569495894170833,-0.245521646360534,-0.125535513467335,-0.314627342997125,-0.314353309600672,-0.268502465419616,0.0094658592207153,-0.137832354809307,-0.073462190640911,-0.372278276664408,-0.0242048317588004,-0.44429462031047,-0.201423659779081,-0.142731730445834,-0.154429386249892,-0.180564595109989,-0.239656988311853,-0.153175295877795,-0.227006982362262,-0.275655269440305,-0.402962228543773,-0.277588031338725,-0.267992259665841,-0.235045907057902,-0.045905888248382,-0.213576027221241,-0.142421728374414,-0.0829810409040788,-0.13232929002112,-0.121151065921007
stable,0.116816491961469,0.135543329020898,-0.0891948967429908,0.0808128840789452,0.206948480759306,0.0547591224415812,0.101235159453898,0.0236478804242286,-0.215490500040957,0.0650578215121065,-0.263438158432349,-0.0544073292715825,0.138093866288034,0.0650404343807878,0.0724814823201618,0.222940210434638,0.0694212512345623,-0.137952000059812,0.0709545450297955,0.120150356864824,0.110322455280998,0.0717398458748597,0.0536567649290391,0.0732138202998843,0.111947887133505,0.124166382255112,-0.0860273217636951,0.125672092746416,0.0540029675648564,0.515169031535501,0.152888962533112,0.054743280299418,0.0723321564536137,0.0409458697984033,0.0763139871514186,0.182903630343997,-0.108822740523449,-0.0027379170924037,-0.0387702883356534,0.0768622074656706,0.112293300518746,0.0900479896744298,0.121411770326864
stable,0.0858472074485923,0.233530197268746,0.177060534575406,0.149394703898914,0.242100211217319,0.302746598008163,0.233755831761832,0.0328165421865112,0.25223625616848,0.208717481285526,0.0922952868829968,0.113435466245473,0.174328869179086,0.410222503301719,0.29082468475888,0.158598375169903,0.225497206823223,0.159785528795277,0.146893466697633,0.186537441767077,0.189215903390135,0.185955906433311,0.168514265935414,0.158842887097855,0.168295460166495,0.128315841465886,0.382130821477689,0.0979686205050298,0.0273839205485809,0.0180103816326825,0.2379487087024,0.231973926515259,0.228729878970765,0.0463468837844311,0.059944590805827,0.220137866075897,0.201163515805338,0.263149544109582,0.364073108727418,0.117266095220161,0.21589383900322,0.242937716994914,0.210027478670913
stable,0.183515566241939,0.146220058375437,0.331439434013712,0.127935458120908,-0.116807409804097,0.135460504215027,0.112036093849038,0.0835447733353513,0.329969293208756,0.0367905847747689,0.646085073344544,-0.244769381684798,0.153591175767122,-0.45131075317597,0.0884012606571594,0.222546053209934,0.391184834209116,0.552713203891264,0.133191528804235,0.12981826332224,0.0413572608883405,0.0829208742456247,0.193258034218811,0.0718096168991942,0.179785178382171,0.116867227217067,-0.0346379983556237,0.117441611337826,-0.0625029772885927,-0.568426507324796,0.151447908673185,0.0516786864210099,-0.0420924398566385,0.402903791727683,-0.365797702594706,0.171907824810741,0.263738898881525,0.102063482034829,0.315543997033801,0.0718287820043958,0.0987818970941388,0.0102348943498706,0.151725823440291
