group,CD80,CD137L,CD112,CD47,CD19,CD33,CD269,CD194,CD4,CD32,CD161,CD152,CD27,CD107a,HLA-DR,CD1c,CD64,CD141,CD1d,CD66b,CD35,CD366,CD272,CD58,CD24,IgA,CD66,CD206,CD169,CD54,CD267,CD83,CD124,IgG-Fc,CD18,CD38,CD127,CD71,CD158,CD49d,TCR-Vr9,CD133,Ig-light-chain-2,CD85j,Ig-light-chain-1,Podocalyxin,CD224
progressive,0.0688408776358343,0.293228706443207,-0.0757859010125055,0.36157955311269,0.189731307173725,0.355854120026975,0.262906884251774,0.175540989068991,0.261417370493703,0.246077858537433,0.0065019937598437,0.151445562797428,-0.235855881191902,0.449382699994165,0.188931888780297,0.313032190568275,0.196329582405534,0.280716925279661,0.26540379550167,0.420565641365288,0.281570844693855,-0.0445556088005385,0.152631949751585,0.407740384755111,0.184888333468707,0.265509850795868,0.403924236347578,0.228702330081388,0.172589950159191,0.0835650985284127,0.216198602139091,0.103232731769004,0.17807507657234,0.0148297735535609,0.152920575437424,0.120422875764101,0.0166410305568184,0.112077922569997,0.0862144062567475,0.0641648831554576,0.221709167994313,0.0842028507527915,0.36994432149001,0.288869335504046,0.380955307427082,0.0712475947583414,0.380626650630491
progressive,0.0653717104329918,0.104256623270237,0.0740001829444197,-0.0487627444146568,0.0324914564834585,0.335686217084384,0.0869483257744479,0.0369265906263117,-0.110366072001215,-0.247153504021659,0.18685883253584,0.12087884807334,-0.0905751474880898,0.0190353889535949,-0.223865038481996,0.0226430963600217,-0.0683010860378451,-0.0008841322608103,0.113310370927106,-0.0096529076803457,0.341740608331776,0.076375244867298,0.0094712717100297,0.0705930801751127,0.0418142530594589,0.0642056675157863,0.0207024537667884,0.137805200366794,0.0566803660562555,-0.497422012194378,0.113016012139991,0.0933453040487609,0.0738215050698246,0.0237703125741054,-0.1005606048821,0.392046423326579,0.094437024524203,0.0255536275418536,0.0778754462517346,-0.191747268364918,0.170369499670836,-0.0340516747949949,0.0228990663052498,-0.0594791427851404,0.056018990829261,0.158196340835333,0.280835788859794
progressive,0.0030429645729894,0.0086208744152271,-0.0277296315347469,-0.06492409832379,-0.0898698855128861,0.110224489744991,-0.036336643066498,-0.0051338284935718,-0.3655426350861,-0.446586141275831,-0.0213776689252536,-0.0780338893909405,-0.0413185614188404,-0.0507244474932101,-0.592231522307286,-0.0385642592913519,-0.0360878134672575,-0.224584361428672,-0.032264698051594,-0.0312196561260661,0.315780466488869,-0.0140577539560027,-0.0620571514554298,-0.0304670205261608,0.0084572389871219,-0.0533983573418697,0.0083992283438866,-0.0427749716984139,0.0393141424871802,-0.372424844367877,-0.0302579367857038,0.0058504235103228,-0.0541252188205528,-0.0068728761841579,0.0961671985999962,0.200494201284783,-0.0641879014453123,0.469429595888152,-0.0885072344009502,-0.210701056425048,-0.0038926972585881,0.0927279030975599,-0.0717229106889497,-0.281269620385221,-0.0308432466537292,-0.0233140905279557,0.0756038837378163
progressive,-0.0740146373149456,0.12664459213659,0.329366366382506,0.117948598154052,0.124398571294729,0.364716642789298,-0.015439766803975,-0.007168358945603,0.0138754541873519,-0.0236502028625166,0.205173195754722,0.0834946591780907,0.0685361057862081,0.247054865531448,0.136767986505297,0.277905841340958,0.482477373382065,0.10688879065781,0.241381711645954,-0.0594783666182624,0.145674195410431,0.0215563998336272,0.0786449178661652,0.144948653261621,0.0212742151555804,0.125366263614046,-0.0383565821119139,-0.0443325991062374,0.485412942956621,0.0848187301215468,0.140175047894177,0.140746577124315,0.122867087163931,0.145619578545958,0.358491868515829,0.458384396072167,0.0551639430431499,0.509044781058168,0.101060983158673,0.261471233951578,0.166979742127329,0.190908536419324,0.390917002446349,0.265452434340844,0.298088337504831,0.111481252661228,0.0953300361648088
progressive,0.0277931642949894,0.192073702526544,-0.0287783955385351,-0.0714362749075125,0.0762609438056801,-0.340137610389881,0.105747997083324,0.248947456713486,0.0807741357064265,0.18954026567926,-0.0043997227586863,0.0868888174269565,0.0119517980722788,0.24065590592238,-0.0704341182343615,0.141379855423255,-0.0185403698113368,0.129638686877863,0.149652680202018,0.217681545478334,0.0613224019407013,-0.111964935195795,0.254954421747649,0.29563451816528,0.140991218502452,0.188174395547752,0.181568713511001,0.122121667404774,-0.0331603354227584,0.0464478509915393,0.214248417701884,-0.0725946167803479,0.0341110924660388,0.167983536598936,0.0584198279635805,-0.138534457298155,0.0571138066512187,0.0345790587686207,0.230203237497902,0.106324487824647,0.206081983075663,0.0036691729319955,0.1699038830039,0.195977149393393,0.176375932849535,0.115047474217952,0.002029900505615
stable,-0.0190465095709917,-0.0338748053430641,-0.123071092315079,-0.201424218692672,-0.0472432195969708,0.0674269898857082,-0.0017584836140913,-0.104494663052662,-0.165076634423487,0.0322135414305756,-0.0803529784886056,-0.0709855470900241,-0.19180654336902,-0.0663291960533559,0.152573422737313,0.0168391439729432,0.141838026499069,0.0114460883068755,0.0949481095113149,-0.182364865654108,-0.0033627933299569,0.0264136345375557,-0.0337356287459247,-0.0067622569835521,-0.0616652729052129,-0.117069173850471,-0.109352634025651,0.033680844018129,0.140935192961411,-0.0070095726158291,0.0154688137367049,-0.0125308498961323,-0.0492883395675282,-0.0610273396984926,0.168255034194915,0.114352647513614,0.0066290385438782,0.0546060742740489,-0.0297378070043015,0.0770705201755895,-0.0162922763099902,0.0011977695949979,-0.0340221753882968,0.0551286593441065,-0.0925524897267462,-0.012637220956623,0.0542245030662821
stable,-0.124004981388341,-0.0876940530159485,-0.14853874187386,-0.0093172449387366,-0.134864557930694,0.254547309047981,-0.074990607921861,0.0652852512870842,-0.201021658684968,-0.147113958597992,-0.0744823063377341,-0.0101707727653383,-0.0190442315378984,-0.0154557418849244,-0.310412011269806,-0.0011464659437588,0.217400194163584,-0.119956570436431,0.0993390752513398,-0.154674788550123,0.378295064945383,-0.0587420662144978,0.0099219043466315,0.0662569022483226,-0.12505023796937,-0.0255541437515766,-0.0513341282343456,-0.0872395688730911,-0.0266259327035288,-0.175609936561497,-0.0766537007424612,-0.0721933613913247,-0.043041790337164,-0.0370099625425584,0.0335037421348482,0.221500346922828,-0.0240732000159268,0.053977352784176,-0.218238662590022,-0.179531526433637,0.0576331747492637,0.0555006468351437,0.135348244408638,-0.0325913132047823,0.0689033724114379,-0.0398473139915961,0.0324866353518647
stable,0.0613730097137682,-0.0407424644506022,-0.0565595541893614,-0.121034446417997,-0.0116557074165066,0.109078019236478,0.020861447445968,0.0178987242838679,-0.219795615682497,0.10738647063309,-0.0948023707022459,-0.0345496068680183,-0.183020122046064,-0.043041097571401,-0.244679289883581,-0.0538579884738856,-0.0229183463294756,-0.167355240069004,0.0822626050573698,-0.106135145512225,0.467456768453375,0.0006022814224328,-0.0330364899154831,0.146509790644279,0.0534701663219015,0.0366616869682037,-0.0102479675203706,-0.0346437855588672,-0.0437628118548088,-0.256578069548983,0.0638700803282456,-0.0627348534319345,0.0038755886709891,0.0683423477909887,0.371187223982544,0.0342028594745144,0.105120657461485,-0.252122381234761,-0.0382594137088301,-0.197504934666037,0.0349434632480824,0.0270451942063811,0.0276328890917286,-0.153044955985264,0.0625147872749798,0.035686716385949,0.0606736668774672
stable,-0.122879657564832,0.0332907017604787,0.0725220536110267,-0.0715238466321,0.0806922162886947,0.163087814588261,-0.0005837101596875,-0.0644165421356724,-0.0592612087706526,-0.0151613666666235,-0.0203367035469531,0.0728110604022814,-0.0982764099696915,-0.0106415126609464,-0.231726542540019,-0.271800448036125,0.153878864534924,-0.0840333377997893,-0.0633977704278009,0.14669002264595,0.360388710253918,-0.0452095760547528,0.015028983731058,0.0283497396810791,0.0889485257993282,0.0217660013345729,0.0496865551766808,-0.043677013657689,-0.0770872865589657,-0.144590090917603,0.02136943864595,-0.0150276946822637,0.0158152756494937,0.0896160145634639,0.240289830136233,-0.043711834002096,0.0004180662209925,-0.0929077058904311,-0.0554437959974745,-0.230551423132344,-0.0446083963783352,-0.0587051603192925,0.0556087263828149,-0.115641284691047,0.0032436594170196,0.0087073741424022,0.0800055782528833
stable,-0.0032544805489997,0.0646033353995316,-0.137555094784528,-0.0387635607630858,0.153734581176929,0.0429279601532902,0.115663316452408,0.0440373051351953,-0.0223123142961294,-0.0533680235028151,0.0163435675660824,0.11294145223345,-0.005257459414685,-0.0577928399004598,-0.294315253930873,0.0802036172819693,0.172793359357428,-0.0662554357472531,0.128719277521171,0.122640569654395,0.204242438972314,-0.0363163688429559,-0.0097138816265666,0.0749635755565648,0.0681934327434273,0.166876883815194,0.0577466839766898,0.100795402448489,0.169859624705453,-0.437863991024869,0.0391610048127835,0.0489487913693923,0.0923451119809239,0.0688468194061456,-0.0363509154404797,0.0242267584542188,0.128901992722981,0.33292020431924,0.0076278326224311,-0.27718597358224,0.139261626988052,0.101813656441712,0.0603354564606957,-0.0022810096974436,0.153786994145973,0.198329270141764,0.214526795851453
