group,CD274,CD137L,CD155,CD47,CD154,CD33,CD269,HLA,CD49f,CD4,CD14,CD326,CD31,CD146,IgM,TCR,CD32,CD185,CD152,KLRG1,HLA-DR,CD1d,CD66b,CD35,CD58,CD21,CD11a,IgA,CD66,CD54,CD41,CD2,CD226,CD29,CD49b,CD18,CD38,CD15,CD71,CD193,CD204,CD49d,CD305,CD307d,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,TCR-Vb13,CD101,CD360,CD88,NLRP2,CD224
progressive,-0.012457968952064,0.160644355986878,-0.199401187036603,0.124535174989246,0.0228253335125222,-0.0349822917459815,-0.0467871692263866,-0.0046092262093592,0.0305880720739391,0.297005236874207,0.0671839405807954,-0.0297490915218933,-0.324826662997217,0.0349092919587952,0.084538751393611,0.0029495737025051,-0.0688523004574565,-0.0498720909426941,0.09733478262084,-0.0064584921011771,0.208766893136948,0.0362192696727555,-0.0860949133212517,-0.128703631220547,0.166347021398317,0.0396743758719361,-0.152343879618987,-0.12574252605517,0.195637890293273,0.0440678420314235,-0.005897475724267,0.302293177952139,0.0038097630875683,-0.0216396133560335,0.0185086257756339,-0.123487690095399,0.182437928067069,-0.157231116712575,-0.262046087509012,0.162540618918434,-0.096369458924313,0.0752310006851669,-0.10524010905653,-0.0245105728086338,-0.0175742081072065,-0.262466231538429,-0.0543905051673677,-0.0670240610187408,-0.0220461674079771,-0.0180949128620451,0.0884240681965163,-0.100083607734608,-0.0125990767499098,0.0756642919944733,0.142448833265687
progressive,-0.0628002223107523,-0.177918893964953,-0.108765985106386,0.0556878427087269,-0.0188903602376149,-0.301148516448557,-0.130933198564124,0.163340628613066,-0.0713193713891649,0.0671339026613951,0.0295780342542505,-0.124868975766201,0.0706021893282874,-0.208323229009153,-0.0033343289731621,-0.204590078711027,0.138268821933902,-0.213383606109089,-0.150232865822049,-0.167248824470565,0.17488152847279,-0.183530623340338,-0.0659619167003577,-0.490150955741697,-0.154319086436124,-0.0949340784671122,-0.0323099935315904,-0.162152282311075,-0.0980666359755532,0.430778282978259,0.158238276399947,-0.0390397152507077,-0.148652867858629,-0.0512377017266717,-0.110075207512431,-0.0481387617157757,-0.396184127370653,-0.12255067685249,-0.0904583730358817,-0.242257677058368,-0.173704358802557,0.185558361682573,-0.100075319386434,-0.253250454539364,-0.106092660139226,-0.0953126191817201,-0.0227886717032408,-0.126226427903102,-0.196319594865516,-0.186594223210266,-0.230569490454776,-0.126897960291369,-0.0429462246176051,-0.131225118413247,-0.310509441017535
progressive,-0.0482983440851856,-0.0294422813187065,0.105366828338914,0.112401235022677,-0.0035171543122019,-0.0609279960256922,0.018061597048889,0.200900402945307,-0.116837535779288,0.323465498871721,0.0064181741408056,-0.0242494945543406,-0.0470770060185877,-0.0134475262094871,0.0484539212780269,-0.0488456098695627,0.134216964573723,0.0363943659934591,-0.0013426625467496,0.0040185364549235,0.493881465032779,-0.0008103981116356,-0.125910517119061,-0.421624737753251,-0.051508409534682,0.0750627282572986,0.139849869100819,-0.0496420960370089,-0.0649745167480024,0.228336186923918,-0.191004725241305,0.152886599896853,-0.0843341113320302,0.0226137997606844,-0.0952179610784268,-0.169031640032338,-0.0309725287213347,-0.0455747928482379,0.0730313541170178,-0.0010471588203977,-0.0025983222528992,0.414222983300152,0.130382327648465,-0.0320478011359467,0.0430385916059553,0.0945111998874773,0.222134862226255,-0.0041981494959683,0.039907578928372,-0.0501349299546879,0.0071213716830385,0.0859460821084717,0.0427792357539784,0.0184308828635612,-0.134137552472784
progressive,0.0554223906618698,0.0485096800722914,0.408051788453939,0.355817029849888,0.20886756667895,0.295556897085228,0.0993615680969134,0.223747934106007,0.0877409694293881,0.308742423583366,0.294276887867775,0.254500001674754,0.286138992440234,0.212318651704365,0.220243094581407,0.0624829546812918,0.287008400839285,0.257533063057893,0.241276569092903,0.175517077505333,0.306488908592556,0.24259985418538,-0.0624006489420652,0.236618543747765,0.269062797840874,0.218853634468486,0.432919462092524,0.222037813009499,-0.0177016463136459,0.417394229607229,0.150566657108839,0.377223487582373,0.0352199609459522,0.281065486314401,0.0258904645033115,0.378022067472301,0.253012240311315,-0.0436876429488748,0.035078776038304,0.0866147538519697,0.304016934669626,0.302121832791313,0.293091651154518,0.109366746804013,0.278033662088192,0.262589101625976,0.278086797443456,0.157831373762243,0.327203216536824,0.170516165432128,0.344165097695231,0.166896877314498,0.180805928740733,0.129696220017336,0.216757994697708
progressive,0.167515906387493,0.303179734694524,-0.114852139998094,0.0507768494453072,0.185167421687453,-0.0700041278350924,0.297042441790293,0.184826074829684,0.242570051163375,0.0887342299801774,-0.15499170724312,0.347916873757052,-0.0501804757096582,0.0746124050924973,-0.1455436217121,0.308483439302857,0.287907513050029,0.472954914545313,0.311903802065941,0.410136096950873,0.143582422505544,0.173250173236729,0.215368859736201,0.0457666419018916,0.312850881281963,0.0174343368719064,0.0712701821151595,0.253082402370524,0.382467543404897,-0.0862071163982282,0.178730216488096,-0.0374239116782833,0.353978811087548,0.197949712865556,0.273374714728128,0.143103640498558,0.15250620571983,0.269465609997893,0.0256368963676552,0.469932337968242,0.267778361685952,0.0296174832427522,0.103155301794221,0.267409475125297,0.0587601386619363,0.238201754472081,0.171156011238367,0.228981432048273,0.332858987836278,0.413959272778103,0.281230935659373,0.196131783189168,0.141041194795266,0.378581050829284,0.348112139821883
stable,0.0697412244905556,0.0118070468052039,-0.0308645936651416,0.0662284294451461,0.080009161217301,0.124483984498343,-0.0804696016781222,0.13697205758815,0.117426407436247,-0.0730641460260559,-0.0264940252045554,-0.0616384278711762,0.136768895596014,-0.0178604030907761,-0.195369987686635,-0.0264353619346683,0.0924221757524268,0.0878051225581686,-0.0865713890870078,0.014292661700522,0.258126518445959,0.0627434763148784,0.0015641266962727,0.0483730293307111,0.0767511960754491,0.0581281737775589,0.153150654341536,-0.0152010457277769,0.0820750329014171,0.301163290705496,0.217235179729271,-0.150969195553671,0.0404835320089757,0.107425612343267,0.134950197053867,0.0488066423053401,0.0210484883906535,-0.0476348750825284,-0.309065787168277,-0.0036979557557254,-0.0930393821254082,0.121802358146903,0.0981325646783123,-0.0409854934763648,0.0551369756016216,0.061617397252446,0.138342953804509,-0.0008017536187156,0.139024643737901,-0.0296831493237659,0.126908532539096,-0.032484280410797,0.0398815467728407,0.0408138404457236,0.109888737239224
stable,-0.209564650999505,-0.337335695984554,-0.291122214373859,-0.242765399586752,-0.0680137754081051,-0.396781026016336,-0.274150304434671,-0.412581889095168,-0.495182739064967,-0.405573769550261,-0.361472473930156,-0.0517286633019023,-0.406116376193426,-0.207923246662703,0.0045480319888652,-0.306254210257455,-0.374754312901162,-0.148181424495731,-0.266048354216302,-0.235879785783729,-0.450225902250907,-0.327259409663404,-0.148096073147685,-0.15983528933449,-0.402012175287004,-0.129398093787575,-0.467458431670968,-0.120755991694258,-0.320680441747143,-0.415401042845981,-0.493638535252581,-0.152202768114716,-0.408625797775454,-0.488180264500835,-0.384303014689276,-0.239343525153133,-0.144934700924411,-0.0846772850452922,-0.169872891439949,-0.137971553963017,-0.287684022581875,-0.366113299083028,-0.35849557387911,-0.342359606283314,-0.387806598167805,-0.141908991974865,-0.370731314444401,-0.118569457672102,-0.369207982142697,-0.217553009253583,-0.382214279666615,-0.27565303593681,-0.382027266648731,-0.23987227200609,-0.254772651637343
stable,-0.102436748858639,-0.0019575469520294,-0.165845981363545,-0.0678528010492374,-0.0369077020408604,-0.134132998784386,-0.0134642341273095,0.0347088716859297,-0.187346396982105,0.0545342153885421,-0.0991440065052012,-0.137850314443173,-0.19719741062621,-0.0930401688269725,0.111304897348334,-0.0594290040112454,-0.0110608121200245,0.0360777718766726,-0.0434440066694786,-0.0391154653229948,0.22550823888892,-0.09774277900655,0.0711704180843385,-0.280751257089293,-0.0927386199858918,-0.0410458455816646,0.0686206247755949,-0.0049887962801664,0.0852287480194067,0.192763609786317,-0.16043591905366,-0.0274441613256176,-0.0534537079166468,-0.0407366829247102,-0.144228818241699,-0.158710973102359,-0.104149740463367,0.0757115169039088,-0.0750966287540657,-0.0289396456631541,0.0631543523474314,0.177901273456164,0.0287281510029231,-0.0108133245461183,0.0704785141430491,-0.0058930848703932,0.130732937800611,-0.0245906548888202,0.0748866458952154,-0.0071573826874525,-0.129202001844825,0.0082020278451551,-0.0510989942100534,-0.0037132416337741,-0.0561180586576732
stable,-0.0597397337998565,-0.122481295540183,0.101561207846122,0.0773979367506242,-0.0936947219202949,0.173947487312397,-0.119988941414344,0.0476074555461336,0.0708798589812727,-0.030346311566104,-0.0428294629239521,-0.151077988526039,0.143606217084449,0.0120180864500352,-0.21296167485134,-0.0821050641917592,0.0283306079798057,-0.0722457261080738,-0.134169701647146,-0.039586107049232,-0.0840392203016976,0.0173641566940007,-0.127284841832862,0.261391824776154,0.0625446242926068,0.140863621593747,-0.0187731610365652,-0.0936334448977576,-0.151697269502006,-0.0907124953646256,0.176427236234619,-0.0083320196462112,-0.0987561832067287,0.0161289708694349,-0.0554500957677197,0.179940782500648,0.143777501010738,-0.134761692761303,-0.195534766129407,-0.210227344661499,-0.0260439663464921,-0.0643018190035774,0.0149267994219162,-0.104904523454053,0.142123089836335,0.136064787065791,-0.130284386879173,0.0534757324211995,-0.0362403090074377,-0.118408364761004,-0.0281343415428872,-0.111032724746449,-0.138659760445074,-0.10888386832057,-0.0165871034739277
stable,-0.105536101991525,-0.237139179410363,0.211449983282167,-0.067530347289461,-0.116930956993555,0.240812455935666,-0.174435145029433,-0.257897785868641,-0.247955225364677,-0.0821462754594291,-0.0432679633295308,-0.118800930233506,0.0607216895379826,-0.0712551291412879,-0.0500725667723332,-0.243035041951856,-0.25486547501197,-0.243027832296913,-0.128636069640989,-0.219052253156153,-0.181086659488131,-0.0769079469827067,-0.0426600212331722,0.221583276256278,-0.14917680669895,-0.125779946558006,-0.0026530118252212,-0.106034256876295,-0.0778345790207364,-0.0656856186900464,-0.316119893783398,-0.114553821317159,-0.306296611321605,-0.113937598332827,-0.300403276602665,0.239472281227195,0.085189401900119,-0.135817444445279,0.365677030611684,-0.156825036277606,-0.193669388936841,-0.020317776228115,0.0700383837588042,-0.264460579759109,0.309299720476929,0.192041010036476,-0.187716542721625,0.0470028936598359,-0.0674661382816557,-0.230075386782028,-0.123349605446777,-0.0942151765374333,-0.2564430954109,-0.168569452116005,-0.0550446887457838
