group,CD274,CD275,CD40,HLA,CD10,CD7,CD4,CD16,CD279,CD326,Podoplanin,CD146,TCR,CD32,CD103,CD152,HLA-DR,CD64,CD66b,CD35,CD278,CX3CR1,CD24,CD11a,IgA,CD79b,CD66,CD244,XCR1,CD54,CD106,FCERIA,CD41,CD184,CD303,CD15,CD71,CD193,CD49d,CLEC12A,CD94,Ig-light-chain-2,CD85j,CD88,CD224,CD258
progressive,-0.136531615907041,-0.0916919403307275,-0.0504632756159345,-0.295221268410906,0.0506618328421905,0.0002157487939934,-0.004122863268518,-0.410211144320763,-0.194309475418627,0.0604119542152443,-0.162548879722457,0.071194122200588,-0.161706427917924,-0.267655089980984,-0.230704977463355,-0.0916770871063978,-0.250381380436732,0.108851605544412,-0.197637898119648,0.337408845054754,0.111131845465716,-0.21015399158193,-0.142532919544508,-0.204357004955063,-0.284690244491145,-0.0742713508430041,-0.128117261330796,-0.149673654951529,-0.135740255784136,-0.36806423336977,-0.234812375751688,-0.256319269460982,-0.101395774031623,-0.360819241154111,0.0196783424830739,-0.213435605946485,0.162413189599901,-0.0092641450214401,-0.291133212081129,0.0398445182310842,-0.13529355858439,-0.136209075074501,-0.287065753461706,-0.297296082723576,-0.0616199418675391,-0.0193703097195949
progressive,-0.08486315952686,-0.10583082778537,-0.0990707666250817,-0.287135946593544,-0.15696447310488,-0.0497274529197186,-0.215059198619048,-0.212755274673776,-0.030731540957644,-0.0530513950904458,-0.129094376157112,-0.0635442276226807,-0.0978394384983953,-0.424753051491916,-0.0416930422509517,-0.1125969429777,-0.381460704385263,-0.150853901519412,-0.0389466382145482,0.314930587266797,-0.093021155233127,-0.0996769574017482,-0.0392136217739404,-0.225481326400292,-0.160455822082415,-0.0852308501058448,-0.0330718171405192,-0.361320245017347,-0.0744455221924969,-0.613325122593986,-0.128851910190007,-0.0530750743481357,-0.379873799140928,-0.0985554689808847,-0.0094654571826747,-0.030162767360823,0.0036007839365467,-0.0242681462401794,-0.371876601321366,-0.0101942896090513,-0.0466328917467961,-0.175224879718866,-0.316742749811858,-0.249396778261558,0.113040901874964,-0.0450767067799768
progressive,-0.0248406787938642,-0.0477331002927987,-0.105027808807968,-0.444427881779813,-0.148002810102071,-0.114419271265899,-0.466176895186696,-0.35531589121772,-0.0571713248468656,-0.0224651821489985,-0.154388562447587,-0.0925603908124657,-0.112215143226471,-0.474202894272546,-0.123021860916839,-0.142806506963489,-0.685129247817122,-0.262525527119034,-0.13270471374284,0.071910972342458,-0.169381460929083,-0.14208605780842,-0.0708782848039041,-0.35813975458542,-0.202984793148186,-0.165543973093346,-0.0573033683502844,-0.306953626116787,-0.101270667953926,-0.511439730236612,-0.175521159402672,-0.131258986841621,-0.0394118853086511,-0.0530314794523311,-0.0214673625916301,-0.181504159281998,0.0162381952592508,-0.128289616194874,-0.434794405397661,-0.213904054816647,-0.171783890677986,-0.352860956385157,-0.450577906715163,-0.368356073599299,-0.0773617400239395,-0.113573434722022
progressive,-0.414648136220245,-0.399822548504767,-0.23984592514754,0.0587043993076,-0.48322818391336,-0.351318259257703,-0.430433051294929,-0.56080427235297,-0.361243401983871,-0.240997990351984,-0.422364460377648,-0.350490021301285,-0.401089052532165,-0.474298167492762,-0.424050267652672,-0.352172078220407,-0.0067150569428689,0.215949463906468,-0.582359456611519,-0.0886716414966947,-0.353757985774667,-0.402100601868702,-0.441723816700495,-0.0983463175848614,-0.370437437856078,-0.451850768757038,-0.532157438297175,-0.279255307753248,-0.397880254811344,-0.155178440507997,-0.382582734444299,-0.414408970844709,0.203615231275492,-0.050251875203577,-0.263298477006406,-0.423522285865437,0.438136445482029,-0.359336389722837,-0.150721860021882,-0.010532841973923,-0.412503442601747,0.0384582438252392,-0.139329825732444,-0.365102510965922,-0.399398345981618,-0.397591406456445
progressive,0.109707694352988,0.0098042853960763,0.226549663017937,0.091181022041213,-0.0072549955360072,0.119086410244608,-0.109150990896604,-0.0085714709370534,-0.0423230021640415,-0.0101830741804658,0.132421556221416,0.0986603992212897,0.0609772621051495,0.0453236430923544,0.222509075028451,-0.0183307401673864,-0.124313682801803,-0.115243504445478,-0.0496158213410841,0.0435584982092317,-0.0466986428697834,0.0141970630241684,0.0535618235296634,-0.0150802544452272,0.0219505211322067,0.0866924674126329,-0.0134499760846026,-0.105059444411153,-0.0259935838469567,-0.043141179017975,0.101230900776871,0.0356375133169595,-0.0549288333713553,0.0177704590410365,-0.086943548329292,-0.0101532029327153,0.130697189010674,-0.0484772557681704,0.0078475758729423,0.0205725638350036,-0.0081508535746469,-0.115342954820267,-0.0111620049805713,0.0834163000884895,-0.0186798237189865,0.0032620312216157
stable,0.0889949925467788,-0.0767590990134624,-0.176792393904906,-0.0484281174129657,0.022415828646073,-0.0233596328178107,-0.178249427363094,-0.0561834166929726,-0.0111044126320815,-0.0287196002775156,0.0184191488641867,0.0374353898001936,-0.0277276048188447,-0.0185054326877945,-0.120028692517304,0.0989527369213628,-0.146797429564427,0.317373258615203,-0.0291486147743981,0.352567596611599,0.0057186233906317,-0.0129291207734796,0.0361853450428389,0.0586063691510132,-0.0537543041009965,0.0577585258670704,-0.073349840070762,-0.0533828871014512,-0.0181809770820382,-0.170548731302921,0.0198010726950105,-0.003770086893732,0.0432484890044944,0.108324331442851,-0.0317354273953107,-0.0247030149281102,0.417059076557242,0.0170307589780119,-0.107655263147187,0.107185508158382,-0.0521499579677985,0.145837615287682,0.0319081008994981,0.0074241240440329,0.0461409871241498,0.0214270097610738
stable,-0.206026084349239,-0.14145649548906,-0.0414948350406529,-0.368296194904579,-0.192348222745437,-0.181843883015058,-0.365876976582901,-0.250524694335361,-0.20211583640367,-0.187898371511944,-0.0973795402281173,-0.139997042287938,-0.162826517202363,-0.347716376888518,-0.0847355512725626,-0.1688747904279,-0.644608783982445,0.155110845335263,-0.240784148421696,0.304281579145348,-0.0624599317418071,-0.20775327460436,-0.194031382429199,-0.398125801102075,-0.156987317307014,-0.113494928407946,-0.15704054954073,-0.194155899201644,-0.136201348927464,-0.471816344364013,-0.23140227153287,-0.0715952685795959,-0.186884486421298,-0.119611695095719,-0.205373678682163,-0.194604116799807,-0.0757663606517767,-0.142492295349949,-0.44281548028822,-0.254504682635825,-0.115577796183698,-0.0323490048163213,-0.267231211960934,-0.212844129565243,-0.15651554563696,-0.251526837539789
stable,0.0284709074384105,0.0606597842070617,-0.036645697257387,-0.131474407016842,-0.0926664288073401,-0.136191916460634,-0.135783502999841,-0.132587401649983,-0.0266827032043318,-0.0400823445575756,0.0072257921072916,-0.0417980633473878,0.0035087431908956,0.0916176252017619,0.0837148895107432,-0.0903918194806338,-0.124046902374705,-0.0094822031925842,0.0038354428816937,0.35382256575317,0.0394562020336807,-0.0793948347268553,0.0230319317035289,-0.0133293596137109,-0.0161323169218662,0.0002128294011824,0.0038766854814051,-0.117575050218029,0.0805394158606364,-0.112004438360978,-0.0410626727184533,0.0135684677198752,0.0038829249980984,-0.0591289278208927,-0.10005766491826,-0.0240996230344409,-0.272949337995531,0.0463884759026449,-0.074487826499428,0.0414364257422191,-0.112608044885554,-0.0006106398296603,-0.0574814842141967,0.0108538078475997,0.0370296459632028,-0.0287715529499237
stable,-0.0687319131036173,-0.0162715731620649,-0.117776916020666,-0.276317449200208,-0.0810238567015134,-0.182446409259586,-0.312064834557834,-0.173744605254785,-0.108146702067413,-0.0114297363527233,-0.183497460967408,0.0211311998224457,-0.121940221667036,-0.328186659863822,-0.0740289293284293,-0.0923030368328289,-0.65813145469569,-0.0296138620806266,-0.111049232666074,0.240204324481105,-0.218325070794189,-0.197520351268564,-0.0856377737840943,-0.265425102422065,-0.137414349216402,-0.125118641906921,0.0061523822333419,-0.27723781167353,-0.0735795826261903,-0.484542151176359,-0.0353484985177145,-0.124337449428973,-0.137352080466046,-0.0735972819109711,-0.123738903686403,-0.0569966604222274,-0.07779040065114,-0.0393054051965755,-0.426181848386922,-0.116089685282249,-0.0823521243412379,-0.186708241868057,-0.355348497355467,-0.24580998125149,-0.0174092560290853,-0.0290080732757181
stable,-0.0855272617820041,-0.279848796466162,-0.222521162358185,-0.204443778220445,-0.182876194511511,-0.0559583974723008,-0.275141483284095,-0.4074135557699,-0.261963821036983,-0.183313340523279,-0.230319035976274,-0.132774802122959,-0.289788969958566,-0.404088173452245,-0.192902227669785,-0.1719644222133,-0.55526455933912,0.378532445282973,-0.334468787118035,0.456554665955077,-0.158098451429033,-0.271933432482343,-0.270221664570047,-0.121317966254579,-0.256724360739172,-0.260842821584652,-0.290834189866639,-0.342562728383079,-0.172269181519089,-0.36079755532713,-0.156895093072191,-0.192855881772406,-0.126925509346049,-0.103993044564254,-0.124595321440469,-0.343145999399922,0.536256734818748,-0.135595516600451,-0.271987803364708,0.412497545316868,-0.274967135253712,0.108261935984459,-0.29862308633611,-0.35699972467408,0.0034440390640976,-0.240995632345764
