group,CD47,CD30,CD33,HLA,CD123,CD4,CD14,CD326,CD31,Podoplanin,CD32,CD95,HLA-DR,CD64,CD1d,CD66b,CD35,CD278,CD58,CD39,CD11a,IgA,CD66,CD244,CD54,CD41,CD226,CD29,CD303,CD18,CD15,CD71,CD36,CD207,CD49d,CD305,CD158f,CD307d,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD88
progressive,0.0542202580197944,0.0127270566725095,0.374711504472767,-0.0625377701996612,-0.191452603508398,0.123082713879601,0.0666854447810764,0.0783919478671599,0.0484810989131626,0.119528404523347,-0.129292245275847,-0.0994885768283374,-0.231379724045715,0.410729234498616,0.129925679862662,0.0920218087248665,0.49647151157164,0.235249314281755,0.246243341787468,0.187361701719488,-0.0133813792741989,0.0283195582847195,0.0698463987520452,0.0739326250459844,-0.321955479589589,0.0567171298169748,-0.0084617535934592,0.113992747438728,0.007187977631432,0.212325361204607,-0.0278675910396526,0.390402340264756,0.223711973027305,0.102811055944913,-0.164855924951895,0.0549837750150217,0.0744601753799855,-0.0555230086221944,0.26450761723032,0.1592504305886,-0.0082214378499385,0.154894784497972,0.111357860844598,-0.0483820345411895
progressive,-0.183733988227444,-0.298910615773185,-0.0300308610738475,-0.28083432489728,-0.352824694263695,-0.212291084651664,-0.236849847472815,-0.176160385165435,-0.313731068051806,-0.306905070717351,-0.457402292665837,0.0145234382047795,-0.355619965528521,-0.0825726242012668,-0.265646449166901,-0.168746720924915,-0.0349886099904582,-0.202745598616455,-0.315345376815734,0.0383217601359371,-0.37237995776596,-0.302486439413026,-0.193389598784787,-0.352991050411639,-0.603155088517652,-0.506607419241191,-0.36527675697288,-0.371283143406714,-0.080815400430249,-0.171191979660304,-0.158513830720465,-0.0345532035158826,-0.117375186585954,-0.0570363022384805,-0.218571259253225,-0.147065411515248,-0.316859175430692,-0.267852423290087,-0.129583423622766,-0.31257476501437,-0.415710984762487,-0.29751576680443,-0.238796916300538,-0.349295493946028
progressive,-0.362427407022506,-0.362978959737535,-0.517182854710203,-0.409792415580913,0.0109574880100478,-0.263357503326866,-0.494627534265191,-0.0857610973072624,-0.443904924359924,-0.353601591203734,-0.487577871085261,-0.449912146604445,-0.344387315642113,-0.39348052262989,-0.383696127033877,-0.212681964144304,-0.40493310535511,-0.241478793660928,-0.470508235248359,-0.414022840801546,-0.395012317824072,-0.412941764672399,-0.141528869651539,-0.318008561604083,-0.500025802447212,-0.399580516226866,-0.350070769516192,-0.400058316205551,-0.181728659874114,-0.394230521365219,-0.288328904665852,-0.0012008080571397,-0.496810285004386,-0.21400140010837,-0.205119581058778,-0.456561704864354,-0.35360161736415,-0.368975735742811,-0.337140238552178,-0.447139267963576,-0.418352926760909,-0.415630763854161,-0.443636304781961,-0.434150047510496
progressive,0.0349035256726955,0.104755866204605,0.0655520385729241,0.0775237287921019,0.0101923962717661,0.0692506370654278,0.031253457810978,0.200155328369137,0.0388696865696235,0.129245798757034,0.094429465843055,-0.104043512851956,0.149535163271759,0.0908353122620709,0.0758496754549694,0.180888373904399,0.0117197719817895,0.139307690202843,0.0703367601556066,0.128282581128598,0.0238629806077139,0.0893366012238701,0.166030949877428,0.111235300141004,0.0325632463176068,0.100607809436885,0.0177453030688238,0.111553247528127,0.060716349191899,-0.0958303447292792,0.0463106170682605,0.0364537048567212,0.0704321326541154,-0.0624582439493254,0.103642752335383,0.0792142036680991,0.0606041664437028,0.101112311908979,0.19650784199808,-0.004648352799979,0.0529506563590004,0.0927573391258108,0.16143559607785,0.0375854084489104
progressive,-0.125164470847421,0.0300133835513396,-0.115249250810232,-0.0548781638935102,0.119053386831032,0.175310265386134,0.168661293549498,0.110793171172756,-0.228283539023598,0.0708039471128681,0.0263972866362064,0.137135620408501,0.159978483557175,0.246731094367862,0.125025939022863,0.374156120356637,0.0900835722917865,0.112388923194687,0.106337522877498,0.0403073571353501,-0.110245261500286,0.0719984989007291,-0.0629441387441407,0.0249450587891624,-0.159817198607345,-0.190800011239985,-0.0073678954755698,-0.154357827587082,0.0802463118307508,-0.0685045168054924,0.244599169131102,-0.170370447988713,-0.0205210022647722,0.251141456907612,-0.0525502956382934,0.0836951139668265,0.117175275406659,0.0419011385812365,-0.0146811501609488,0.0568227869485882,0.1691014120915,0.0572245958055736,0.0038472808339633,0.12845154537605
stable,-0.200203713524492,-0.208823110407877,-0.220903376561964,-0.243057853535958,0.118333666757336,-0.146638221450804,-0.229581200333392,-0.0678972623601716,-0.222425638949091,-0.192043817702322,-0.271682998271267,-0.133910715455172,-0.399031547776483,-0.200766691730234,-0.230018949430044,-0.16837379092874,-0.153199511873286,-0.12519957151153,-0.187188913066723,-0.0920535970484644,-0.344203231368651,-0.209702578636173,-0.164236124233388,-0.203456650109609,-0.468761266843622,-0.229498984884979,-0.195352374932612,-0.30290851895434,-0.270183627750773,-0.07433983530754,-0.112715494804865,-0.212862293247712,-0.20744059953702,-0.107853226650932,-0.286803363502957,-0.251433367628238,-0.129625949651105,-0.120634096758753,-0.30596206205849,-0.268905780177119,-0.288399636432883,-0.234981870658375,-0.251399652129764,-0.219775850769438
stable,-0.125557320286849,-0.145407237321361,-0.204922118866081,-0.372265432973354,-0.226713984026238,-0.237043966188802,-0.0986906477978418,-0.183657250987499,-0.259255225230411,-0.0589375920098543,-0.26478514666959,-0.101032039148097,-0.379467819697104,0.0338882853004147,-0.0919540919132035,-0.11380175000656,0.0392844404467797,-0.0437105235754757,-0.115397666724464,-0.237647346075353,-0.356256424882036,-0.105843630941494,0.0292714032113521,-0.152478604993938,-0.37727889856246,-0.229148128373631,-0.226691586177241,-0.386934494816446,-0.0774964047088126,-0.157426886794646,-0.160183929986599,-0.178791646961378,-0.0906942186000133,-0.0171347408790523,-0.328071606167658,-0.31084091210199,-0.136497383340427,-0.0621230016166219,-0.35791796687209,-0.12178322239273,-0.204035400158806,-0.0873022595366621,-0.284946540199551,-0.175623423371522
stable,-0.319758360537833,-0.191159708287233,-0.347028742512339,-0.405812421794289,-0.0075838001666863,-0.369350366499353,-0.300324091302356,0.0144104420949319,-0.264336814989458,-0.173623438552166,-0.431156348600359,-0.34476358612887,-0.46444037532624,-0.436144929396477,-0.263166345999459,-0.262799326663436,-0.221619288299271,-0.0949441347875655,-0.27999106018648,-0.17232837264702,-0.210984659166487,-0.257192799360654,-0.152350248773322,-0.180298371944094,-0.395612614478002,-0.383526853859534,-0.251808622488395,-0.359309033551974,-0.0715939234106956,-0.121405553794352,-0.181392542925148,-0.266442271807448,-0.329022390140104,-0.057661714240426,-0.363443067353564,-0.312444088158702,-0.246646125929688,-0.204464589185438,-0.277693538274058,-0.398064148730326,-0.39543108767583,-0.388157152479711,-0.167775592409944,-0.281923667149618
stable,-0.144459187840185,-0.102337724730815,-0.386279306436921,-0.0826306122078735,0.0595441033394231,0.0140154408125252,-0.19470073029691,-0.0782929931493195,-0.236543055409037,-0.168174602698794,-0.0148383086151677,-0.265463877898648,0.259502417894112,-0.26026645786323,-0.147478562167218,0.016716335128333,-0.555650898712333,0.0134386783687642,-0.24023097354601,-0.167301305234238,0.0362414952675195,-0.131046149288446,-0.0350742112277594,-0.111086323775885,0.17913506994258,-0.318714327331519,-0.142678514055219,-0.156557019461005,-0.138865929543813,-0.274352911604519,-0.101159868707151,-0.100940402091922,-0.340062556379983,-0.131835902361351,0.0802725102151304,-0.0229520045909505,-0.130681546967784,-0.128851353593513,-0.128022746686563,-0.192915375542733,-0.0143846368658302,-0.192929377405526,-0.0676647238259487,-0.114305957389458
stable,-0.0532966908799581,-0.133997675208254,-0.135317183852032,0.0840040896343103,-0.0153679616530138,-0.187343179188022,-0.174495752479985,-0.214302537671262,0.0017485799385394,-0.192600139367675,-0.322827797922855,-0.0178015518448445,-0.201000402388342,-0.101464487910882,-0.190766790303628,-0.378845851115501,-0.20797916347298,-0.0150609651112011,-0.23317978782633,-0.146575034800178,-0.165651277302126,-0.377314749157534,-0.383391497219995,-0.209588049802647,-0.328086082482322,0.0843032223037309,-0.0626700127079565,-0.101971681375846,-0.029500307615741,-0.289778777617509,-0.390457820935488,-0.0152039826615548,-0.0842520517484464,-0.164435216933132,-0.154333159215844,-0.0673633636257247,-0.234882820386844,-0.188659058738488,-0.0677220570473977,-0.258584586819641,-0.219729175420429,-0.279262934833759,-0.20148056280024,-0.275097814626747
