group,CD137L,CD155,CD154,CD33,HLA,CD4,CD14,CD16,CD195,CD32,HLA-DR,CD66b,CD35,CD39,CD24,CD11a,CD66,CD370,CD268,CD54,CD62P,CD41,CD309,CD124,CD29,CD18,CD15,CD71,CD36,CD49d,TCR-Va24-Jz18,CD305,LOX-1,CLEC12A,Ig-light-chain-2,GARP,CD328,CD82,CD88,CD224
progressive,-0.106529102077669,0.172626442053803,-0.23513802213151,0.257405931397968,-0.18618240632512,0.000172338335983,0.0829696409052304,-0.45203891843948,-0.0807623319136476,-0.214613805364714,-0.250156508763466,-0.334892664980445,0.404019830644294,0.143151624153928,-0.184263014023305,0.0533019461408629,-0.261645769278008,-0.0221053397859119,-0.0596020151953511,-0.169461724070778,0.031286262097043,-0.0431911112752685,0.0245942942083774,-0.0028227061287545,0.0548422784688776,0.177968140535181,-0.300310309227831,0.308125063576828,0.175262358973716,-0.281422129350976,-0.121219652069984,-0.0929024798864922,-0.155192961006597,0.269361571415619,-0.116903800043418,-0.0969617625606902,0.0440527901210521,-0.101773187163568,-0.242384119166759,-0.0499564255943303
progressive,-0.0180251332206267,-0.0737702051554999,-0.160544045028646,0.0838199411156761,-0.267969551195692,-0.106445638783008,-0.183212548194821,-0.232070494170586,-0.019660071497525,-0.32453031971229,-0.337826634874883,-0.0549510230561397,0.102419897694976,0.0722293116353637,0.0345777587522732,-0.209424219221918,0.04618543175684,-0.0649255080776278,-0.0774926946018694,-0.550675612286042,-0.22638014072086,-0.458128785855066,0.043713081576769,-0.0525153901224023,-0.268739175919982,-0.119868801724143,0.0020032291603495,0.0311991021714614,-0.0838464119045186,-0.228738881028595,-0.0370973501334135,-0.0887587663325202,0.0296165814952394,-0.0368022007857167,-0.220016143426158,-0.0639623200286851,-0.0220510966328182,-0.0784548115559909,-0.176079963895482,0.0223181049516494
progressive,-0.0110008690259213,-0.0459707170198215,-0.0281586724635279,0.0570273427196946,-0.281880708862325,-0.399898234417387,-0.0858156325193852,-0.29096236652622,-0.127313611984587,-0.300329770286124,-0.590362671247824,-0.0470973042238422,0.345537683020055,-0.0244675611203604,0.003895938696205,-0.177302482681156,-0.01190350613439,0.0038821647853013,-0.0884656563680795,-0.337487553674894,0.0679839209325693,0.0885145077778312,0.0560591061417939,-0.0735010713050042,-0.0835406456327996,0.101844707078663,-0.0648750769348702,0.0359394446797459,0.0565346979551067,-0.443564101632062,-0.0320663300141302,-0.142325184988204,0.0080566229167431,-0.0554646485340701,-0.139620074471259,-0.0208006438199966,-0.0929192112451345,0.112085269382128,-0.180836001928344,0.0792490234965895
progressive,-0.354676222316264,-0.387560480984128,-0.0132908278640034,-0.371990682292471,-0.0936726260966361,-0.374488015995861,-0.404231987040506,-0.418358751655446,-0.461742697635349,-0.527289051008548,-0.114498711029214,-0.497748560069564,-0.622464642013946,-0.404516800590734,-0.378946109294766,-0.326047753173979,-0.431026494705086,-0.328053329741902,-0.385094908400285,-0.231051075111697,-0.395066410752257,-0.202898053884751,-0.267495619279296,-0.350096147134936,-0.36084364348963,-0.354118694194787,-0.385211514132033,0.497475478697933,-0.379926482864424,-0.175500099817321,-0.354839228995527,-0.126198568147247,-0.388848478262222,-0.485065328216039,-0.178702339068837,-0.428847194110948,-0.428852363629757,-0.367386020645095,-0.431519634823266,-0.403092469455428
progressive,0.0530922572174298,-0.0681342422996204,-0.189513846142869,0.017210238277532,-0.112778924989846,-0.208271782519693,-0.0408237086042147,0.0980339656547754,0.120866944495057,-0.0918331481180514,-0.0477894858249681,0.229324175755514,0.057869955451641,-0.17466248894168,0.0008576593474996,-0.135627594531722,-0.036278756066213,0.0516565039382291,0.0173153196352585,-0.272216325105159,-0.101651583132089,-0.121571653591662,0.0401177001105838,-0.0285140887226316,-0.109135638168429,-0.0065406526345009,0.188552697269771,-0.220543666890059,0.0947359058561354,-0.248991790754142,-0.109641010794002,-0.100625835320028,0.0384203438682981,-0.0386535177314491,0.0186001369990794,0.0827935044369922,-0.0618451382569578,0.0254445493203674,-0.169024336509371,0.145793457131887
stable,0.13885302597766,0.0002181602398005,-0.1445426526765,-0.204221787577381,-0.0464200052625501,0.0601757833312574,-0.132803896775891,0.0594438775545816,0.0531532196044461,-0.0517282028302738,0.038093578724938,0.030282956195119,-0.315269714272757,-0.16716900801609,0.0789464077919833,-0.133336344531497,0.0278135491719373,0.150886559776949,-0.0518054314642165,-0.181962050047532,0.0861773074175705,-0.0176307039039471,-0.0301999771022295,0.0356143461574085,-0.0614956593654868,-0.245521644164565,0.0157989132238111,-0.227228014475954,-0.114622479892422,-0.0268137342668404,0.118222200828909,-0.0262448285462762,0.0358969992020372,-0.226061005157176,-0.16916425974251,0.113947836673781,-0.063479678910746,9.13142537016063e-05,0.045799596085519,-0.0126057752306964
stable,-0.155623859460176,-0.0659515169956744,-0.170671676942474,-0.151686703030413,-0.418616343618132,-0.377210372362854,-0.150429584810499,-0.189252413377014,-0.145648004029228,-0.344545884852873,-0.499429077029108,-0.181405496666902,0.120945540691619,-0.247996419538671,-0.134888416995361,-0.449564570832399,-0.0909392943918961,-0.0006266356275877,-0.242210699630018,-0.416510368170823,-0.214248339772165,-0.248896089840883,-0.0259101559551376,-0.0781830194881944,-0.384606016226229,-0.195264752837084,-0.139067702528404,-0.15808257665246,0.0314171069917669,-0.405034113320993,-0.19485034267285,-0.359202538153745,-0.11816676041,-0.310426365458598,-0.0949440954290845,-0.142593908463207,-0.359618026424838,-0.0294141413995422,-0.208153552247202,-0.133222673230898
stable,-0.0677643132350968,-0.0223783738774293,0.0211602571784362,-0.0432330666849772,-0.234846962503296,-0.320192963750378,0.0096455429140363,-0.136856260131569,-0.0615513041383913,0.0218941381463217,-0.400880938981018,0.0219950530523761,0.460355371652008,0.0131942128023038,0.120879794891643,-0.18662093810556,0.0150878644174584,0.0368284474379459,-0.0139002271360059,-0.439345333137883,-0.103281690159964,-0.12188294286686,0.0754695763672829,0.013034885221347,-0.152711306866126,0.159116623725017,0.0236336110702451,-0.250888867010541,0.124792508535181,-0.371297526479383,0.0112569850979368,-0.243927223085371,-0.0361040700720714,-0.179522315092434,-0.168299264481023,-0.013242681973253,-0.128564264302038,0.124410079913021,0.140029625940389,0.0581212593874921
stable,0.0591315606166999,0.269295014072036,0.0258209702260623,0.120310173494633,0.214514613028663,0.164671728025072,0.2504944504014,0.0530378310359254,-0.0006326360054601,0.22951577635391,0.0074173135882079,0.0973748700004303,0.349521599018847,0.189660154120219,0.107241534134804,0.177856857610572,0.102669716557417,0.0969995184349223,0.0531385831705025,0.145447951372662,0.122448405980001,0.192673396731726,0.0038831435172908,0.0394695428542121,0.208330347069499,0.264522075173607,0.0393035295388262,0.0194133189026951,0.158912950918624,0.0847023695649326,0.0729926823024687,0.0609944013622435,0.161367927247512,0.157017697268205,0.167085465230642,0.129622920000635,0.16658851561515,0.20391539038586,0.223887678631813,0.1924474352664
stable,0.198000954904435,0.0737513639927263,0.227942491366279,-0.088851451081662,-0.267044062965265,-0.279993276232258,0.0541242372998147,0.0737509789260484,0.167339216452575,-0.0893895892666082,-0.390955247225978,0.163623514235666,0.306407777018185,-0.149032251604684,0.153758332198239,-0.344542836195498,0.045079537291194,-0.0077858418820554,0.119931142323786,-0.479707263926324,-0.196374886371797,-0.206399638718514,0.114662347500742,0.0275833243293489,-0.253740142516507,-0.181048486781443,0.105887163872914,0.241550890369452,-0.111767410046287,-0.409543433420263,0.148807742088814,-0.26156010028332,0.0644093320054325,0.158296042238442,0.0221945802718908,0.1088672159301,-0.123347885803635,0.177073903066656,-0.0935164387044485,0.0931974962312595
stable,-0.173477560343885,-0.0775450952764851,-0.0365777016392468,-0.443746815111503,0.0116171767410544,-0.108984222628701,-0.225177255693409,-0.305636323742994,-0.215726932438319,-0.153857390646785,0.0665086400086084,-0.271033546883075,-0.436555954801701,-0.102983531482868,-0.106933820587826,-0.0648409445277071,-0.159126580465916,-0.175219474393446,0.0600030822333496,-0.174094775273353,-0.0028914930800722,0.0808955967716225,0.100711248528319,-0.115701034743102,-0.141601745853347,-0.311670036111529,-0.162425161116147,-0.0107623215445059,-0.287791500786122,0.108999843172507,-0.0912893149132862,-0.115547276646734,-0.156877755805528,-0.4531823278589,-0.401168146285976,-0.0027790099839273,-0.0214036034130162,-0.336897651554755,-0.177142972248594,-0.238786969143489
stable,-0.088567107256004,-0.150550581365565,-0.537841079511641,0.370286032283369,0.199820541502417,-0.0211477197486217,0.0360738837285938,0.0010183150728846,0.0311396336941119,0.0226944023667654,-0.151009278274876,-0.0406394511760093,0.326225728359693,0.271144173690799,-0.0210312003180254,0.020126199615648,-0.185900589821592,-0.175383262696993,-0.313836938767898,0.152160922422456,0.168168074071634,0.326646573405428,-0.195604503594294,5.3245987690781e-05,0.235332813110449,0.157566791916257,-0.206243209777504,0.17349120074239,0.283955574066968,0.114849944071799,-0.246735030073629,-0.0721484999873377,0.034422536366358,0.148835033655309,0.0225173216139515,0.0433335165613287,0.0624515257282797,-0.05437725642571,-0.239371958406268,0.0760544472722285
stable,-0.0305008869793821,0.028456790241358,0.0593390673248689,-0.0137366450938187,-0.0579692698810706,-0.169532680349395,-0.0184946136129166,-0.280312719942305,-0.104573538421807,-0.114102055167028,-0.30818561177947,-0.172463602376274,0.257920418652148,0.0326241215064586,0.0428711389841802,-0.259456601346992,-0.185157351061752,0.0633217463550467,0.0291154659550873,-0.380648420866813,0.165637748701282,0.0293448429398114,-0.144936291032655,-0.0656382708250115,-0.0563719391136422,-0.0455133838319949,-0.0741335261106289,0.311454790689583,0.0609600825699248,-0.138894648061873,0.0010083115300862,0.052078420238134,-0.0764284775520854,0.0396147160209237,-0.0111909220849689,0.0843825951638462,-0.186684715335368,-0.0163532984792915,-0.103822938302282,0.101929060733074
stable,-0.124478936068886,0.0218887525195808,-0.0471883105286896,-0.100392128273278,-0.0432804429633452,-0.165305647483063,0.171280409842154,-0.158865316169389,-0.0639755465261019,-0.137778279502373,-0.0125607313130134,-0.040246877236444,0.0275673074646962,-0.135214552902186,-0.0057669445361905,-0.294497877260027,-0.0210306656002482,-0.416787624237659,-0.224389205323789,0.0095921509170802,-0.0464095178121257,0.115906441186742,-0.387781832945235,-0.14689525149226,-0.139525577569227,0.0824747833318801,0.0376242246149352,-0.290283384311233,-0.0779368061715224,-0.144897088894016,-0.216084014363871,-0.0839823021788394,-0.0780127413523455,-0.147915974061361,-0.102833344191845,-0.0957029086909939,-0.207923375590783,-0.079290870821864,-0.0260385426483677,-0.0633098282052984
