group,CD33,CD10,CD7,CD14,CD45RO,Podoplanin,CD152,HLA-DR,CD1c,CD66b,CD35,CD54,CD62P,CD41,CD163,CD83,CD2,CD29,CD49b,IgG-Fc,CD38,CD71,CD36,CD49d,CD158f,CLEC12A,CD94,CD150,CD82,CD88,CD224
progressive,-0.0657703956805213,0.0168585727750229,-0.0112121951378465,0.0091856159361554,0.121041766545138,0.101068470142351,0.022749474970659,0.118553668920633,-0.160434882771124,-0.0626642278213108,0.0204015874110142,-0.0114528834056487,0.121552336031895,0.0878170994566644,0.117446258311145,0.254708494803851,0.122297509834944,0.0490607525904723,0.12213709944871,-0.0232350964702001,0.079478831788156,0.165678108443489,0.0917510446274694,0.17405554846849,0.0481894087546303,-0.121388317674627,0.109352452018153,-0.0380409353575803,-0.0145729699907365,0.160055669369935,0.076677916345472
progressive,-0.312660974516995,-0.0625543472004347,-0.107208816094298,-0.154287186921344,-0.0097789489182287,-0.138496310321626,-0.0750750035237421,0.133108518291629,-0.0115800781432982,-0.104624850253772,-0.324940485346874,0.318246151813025,-0.0080471502500883,-0.109520701716215,0.0496736311118085,-0.0224995988294194,-0.0401042127399193,-0.123313602618106,0.0203784001270343,-0.0209693244681044,-0.34814449156697,0.0658777447866642,-0.224042519652224,0.228273669969259,-0.182750483928728,-0.100437836309327,-0.0841148891248246,-0.112140950182444,-0.143956018967636,-0.121188184734088,-0.207992710790977
progressive,-0.406942819695641,-0.144919170332765,-0.128550313115349,-0.142381341874092,-0.212713962436066,-0.269856332201334,-0.166086007052732,0.269081994708541,-0.0525625725097769,-0.165764954925491,-0.456001769834704,0.119571166901847,-0.273330727037501,-0.32731308465541,-0.172641728124771,-0.169453607563099,-0.171478579698758,-0.337938420317904,-0.275574005351282,-0.150805090712442,-0.443464328034333,-0.53233028109441,-0.359492309831377,0.0520034921658398,-0.273283410330417,-0.403512732528934,-0.141990806195832,-0.234183891269242,-0.40144821970567,-0.0420020804609543,-0.288969533146612
progressive,-0.335458137955704,-0.116115104176339,0.135441616340947,-0.283575827509407,-0.0963122483170445,-0.112448852871865,-0.0908136001373736,-0.0347568461106051,0.0298174332453093,-0.408993253873945,-0.496194132189371,-0.209937748322227,-0.216169436593441,-0.185825623545428,0.0322800594255529,0.0840206149357746,-0.20502390985331,-0.19460495594448,-0.0728892511488131,-0.223477531441175,-0.125907229149686,0.333194098857897,-0.295658822358085,-0.042770831363738,-0.065111578763332,-0.344968610334291,-0.14917068650792,-0.0140512683357056,-0.196820868876849,-0.193541853081952,-0.170967101527841
progressive,0.0878513427477239,0.0177498931880945,-0.0202537378031449,0.153161318258599,-0.0654167703160997,-0.109331251147331,-0.0110705312808654,0.0457211571954487,-0.171507219567736,-0.0374029397850219,-0.0280817415225745,0.0143592725462803,-0.156104816692186,-0.0446578452398754,0.161636993217596,0.0110716366386468,0.0929892798053956,0.100234098613692,0.0595845619804996,-0.18897846216151,-0.0238650616697444,-0.0399362637545386,0.0201227681823974,-0.0303900425255807,-0.0609986516005856,-0.0761263835268779,-0.0254580569881276,0.0712827366389,-0.170243212274812,-0.151766881063331,-0.0493415893329847
stable,-0.168520940026659,-0.171774752093655,-0.117620834732962,-0.0602403374480686,-0.198923085755046,-0.254303368733331,-0.180154555164231,0.0557708396164414,-0.158078576483834,-0.224939343218083,-0.370044894640664,0.219649846817011,-0.0738631745196524,-0.0391173541134989,-0.0125596625187137,-0.243902280026858,-0.0745695169927184,-0.0463487676864315,-0.176857834405205,-0.0786591618241139,-0.267079470843619,-0.0612622002332165,-0.0202080068534836,0.0977563350245072,-0.24522322096278,-0.0642833428416273,-0.11237942576572,-0.251251530333595,-0.180452626070286,-0.151626795962385,-0.210741609792848
stable,-0.252098408535063,0.143103070532857,0.145167978282501,-0.0474910765857275,0.0847921448497721,0.0750416494045748,0.127907435969981,0.42227997708505,0.0222610335115098,0.16575860636725,-0.445245823258444,0.237863193714342,0.0953310500516275,0.0539063303073963,0.0712008618205292,0.0672456654151459,0.100261132140906,0.0913731030215794,0.110519470085329,-0.0165567419309731,-0.0964021558198683,-0.0536977950167075,-0.284676177972509,0.288298477626931,0.0751593678276733,0.0361320165845771,0.0869538843710398,0.0874170710390868,-0.0139282537238098,0.145255793153697,0.0999226106962866
stable,-0.0494702087795776,0.0744772159225851,-0.0143224156549131,0.0438356952858673,0.0201797985705201,0.0231094505311799,0.0636391715622129,0.549813921019363,0.210739873846795,0.128984934730188,-0.445494148989042,0.439219073874738,0.0833210362985105,0.15119619815842,0.170410030006726,0.0375255982876233,0.14697167333851,0.12642620218592,0.0019102868498981,-0.0099866020950843,-0.0389233878142086,-0.0180468022952376,-0.126150627771768,0.332150293997714,-0.0347703928757353,0.0742195085665045,0.0682046793428658,-0.0136270038505602,-0.0826807663919422,0.0091499330316206,-0.0103627549029366
stable,0.0821932798699885,0.0828297003614676,0.197991832357958,-0.0372078092556695,-0.0025229979422305,0.135045555219356,0.10407690930299,0.601986906700446,0.324214271093136,0.116291894775288,-0.358849022666076,0.477100861248104,0.076852733490247,0.143516971615298,0.269639348568249,0.12763864102831,0.271253332483573,0.290698711465931,0.131446427950775,-0.0231282819541325,0.163860580569678,0.249519614953946,0.0965649709522183,0.464367470140572,0.108211058110475,0.16562888956246,0.109054571762263,0.0542214770001299,0.0063957692145774,0.135754411136196,-0.0191073519078763
stable,-0.221111109230885,0.0874511371568717,-0.20510995079072,-0.102396068940492,-0.173377219828632,-0.167605853443407,-0.165035494818999,-0.308951267336171,-0.173197828526483,0.312041904939634,0.185734329286442,-0.265849413894682,-0.117650939347581,-0.14174706800661,-0.0516577925169021,-0.116997604658089,-0.243621143019405,-0.253060236594072,-0.271337718749198,-0.0450380516723405,-0.215205211513922,-0.0903771133991817,-0.0910220715546076,-0.237745578114712,-0.160332149578382,-0.0052809499535623,-0.231889559878349,-0.135932075102045,-0.0005331442662332,-0.0655316865800925,-0.128427421823337
