group,CD137L,CD56,CD33,CD117,CD10,CD49f,CD4,CD14,CD16,CD31,Podoplanin,TCR,CD195,CD32,HLA-DR,CD64,CD1d,CD66b,CD35,CD57,CD58,CD24,IgA,CD66,CD169,CD370,FCERIA,CD41,CD2,CD226,CD49b,CD18,CD15,CD71,CD36,TCR-Vr9,TCR-Va24-Jz18,CD305,LOX-1,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD82,CD360,CD88,CD224
progressive,0.0511806587362135,0.0196886136457045,-0.52602489551632,0.0431791665080379,0.0218002212190964,-0.049350688758535,-0.0027905553634181,-0.247878698062939,0.346060298057453,-0.317843272575144,0.0119047471186512,0.0352895425121156,0.0268623856961469,0.0851240869518,0.212807969383002,-0.410934877729274,-0.101972491921004,-0.0998276420484259,-0.700829385212849,0.0344490854109318,-0.175500779874662,0.0306606098282758,-0.0323821408147525,0.0197257265820107,-0.207506494604302,0.0311094833389256,0.0481215212058589,-0.250622972268881,0.103845531464384,0.0635486906731175,-0.133295156702021,-0.334595276482554,0.0486955747602278,-0.476922689619859,-0.491457064677463,-0.0037219268742224,0.0957616095067605,-0.268214504239943,0.0675806894671477,-0.498418222441657,-0.331952066437358,-0.236332409675277,-0.0656311655742229,0.123954008379828,0.0990745580788358,-0.249157179271169
progressive,0.009514936125688,-0.0795315742674471,-0.192527317609839,0.127824526598807,0.013442250256337,-0.290017407081955,0.0887854097946107,-0.0005493165890775,-0.153884247969388,-0.159609348215979,-0.0209337604040185,0.109835584768727,0.0148139636077242,0.127291851128542,0.061093609745708,-0.156096959366804,-0.0005237773287739,-0.250527912521107,-0.24914768757337,0.0448907334374803,-0.005088357150504,-0.0380117191850647,0.0601927754161459,-0.0902826945256616,-0.114279553686735,0.121508324807042,0.0499832942137993,-0.224726142838098,0.0225848109495917,-0.0085025802434905,-0.0086699721425684,-0.0089434870793208,-0.0903084603609308,-0.0239526699150687,-0.323887976551125,-0.0246923046263791,0.100806767878738,-0.163536324769129,-0.0866183387572955,-0.149186073274455,-0.0201318780858923,-0.0105715364710412,0.081527656193437,-0.0390748209713785,0.038619219207132,-0.111142458581463
progressive,-0.289218079792386,-0.228802621122035,-0.513361918151247,-0.181886386399433,-0.203319624738257,-0.380408035746278,-0.158049231774692,-0.449388492391773,-0.042190277964608,-0.425023344380994,-0.367095313403134,-0.346692950663636,-0.109874803040509,-0.281107437370543,-0.154140233276074,-0.337138865796659,-0.416588155662882,-0.147392755224567,-0.436729098586053,-0.173428185842359,-0.46182113326366,-0.19016191364471,-0.404078728022587,-0.147156477276693,-0.267236483498742,-0.288292870258105,-0.310091573180291,-0.440211119965154,-0.0716730047421544,-0.387753453574687,-0.373491175418093,-0.307611964913317,-0.293863290629998,-0.166737395195389,-0.542555279848997,-0.280358694094369,-0.292954575241898,-0.43356913861519,-0.202298054175907,-0.335441029359975,-0.414651682645257,-0.432263043331153,-0.421780180229934,-0.235679106385878,-0.336512109953468,-0.355140917739324
progressive,0.417946575989696,0.114094635807601,0.0885150944626689,0.472748090019554,0.402419630960175,0.226507770010894,0.440265266876189,0.378499458459004,0.578340537943114,0.116942859964894,0.409339270270078,0.407711316446116,0.434139311535046,0.619576696763959,0.0825740044485765,-0.0752265204095021,0.156436571896598,0.594891898861284,0.472759097564761,0.401424968614075,0.31857406858194,0.412678157437475,0.370405860588427,0.453626169367654,-0.152381770329562,0.400301328359115,0.471269925894162,0.080702753931618,0.228915885381484,0.429125994445724,0.314156921235713,0.233002547115434,0.48667682107385,-0.416359201203479,0.145277555014518,0.246315279707604,0.414127392414661,-0.0027298127830485,0.447612500432598,0.300131889191872,0.150970022800485,0.143279257046789,0.408964716839592,0.361218316533978,0.449622326149631,0.484340633232892
progressive,-0.22879123153064,-0.410272203012918,0.213177484797697,-0.116384964009507,-0.304037980048972,-0.0886129701325028,-0.0173336258103961,0.0866236615465663,-0.24392762660653,0.0584620364601629,-0.142200561193757,-0.152992606801355,-0.183102940174221,-0.133441090485932,0.0977622074255401,0.0265186416611257,0.0132060454225461,-0.248712719237512,-0.153223051331993,-0.0788570702383829,-0.109064632737579,-0.142491125082265,-0.138718608097544,-0.309957740321545,0.0269557257870157,-0.220063025370664,-0.243691576871896,-0.178196504633689,0.153822753826697,-0.127485123911964,-0.18374645175035,0.0191069778138677,-0.301615440102967,0.301415612549832,-0.0816101105010628,-0.433306080306786,-0.0372021051044373,0.093976042953913,-0.234995251606977,-0.0910484024774495,-0.0062803094154361,-0.0518976068249165,-0.128879509020677,-0.12142271718846,0.0330734987095157,-0.182296123227995
stable,0.135289808032862,0.081859261190022,-0.175019573741442,0.0177907011962341,0.168966758802388,0.0396111906460343,0.319898956504816,0.0147585459282655,0.0396104660150926,-0.129599718684112,0.0971320462323608,0.152604372578416,0.21419461693119,0.0662987018367658,0.289060521210216,-0.0521099571622415,0.0949078663522011,0.0113653524823882,-0.336806778160526,0.191587509789408,0.0854856978815149,0.0934607799243389,0.0974784232988309,0.124956475993195,-0.120138283603327,0.0935760760408119,0.162247593525567,-0.0622953501568512,0.303547861029072,0.134497088557736,0.109411003417374,-0.159394902780871,0.094517527400228,-0.108386105382217,-0.128155969797915,0.0438209368729623,0.16706435614359,0.120776482920582,0.134935081273948,-0.0563019009419999,-0.0816702563172558,-0.0130904991852171,0.102391588227495,0.246521766460349,0.124814011686533,0.106378742873671
stable,0.0181185204154367,0.0398001127677557,-0.503439020705674,0.0353306501593335,0.0526872178508835,-0.21592678596481,-0.100619747073171,-0.132842764514864,0.0812874123587772,-0.287156229602796,-0.0613324393729754,0.0892534211622007,0.0575295744792348,-0.113332363744881,-0.0396474180170827,-0.273184840879879,-0.0592319152556389,0.0719290235584777,-0.376874646253245,0.102308950988188,-0.13704873355588,0.0438324893918905,0.0389343237449276,0.076970426881501,-0.0712658885845451,0.0531203211090123,0.0352509489079616,-0.31986706946901,0.083967643298118,-0.0963945740025984,-0.113439230548451,-0.395536725393942,0.115758560306155,-0.080715002344999,-0.338087372345076,0.0677315933315105,0.0008152690690562,-0.341724711570143,0.0160770051881794,-0.23634468076409,-0.226902632549263,-0.108838171163189,-0.0036010770697972,0.0968076400416413,-0.0563077295841775,-0.0262680627255467
stable,0.105826955078426,0.0906602735290448,-0.0885326044026798,0.0928331535572964,0.0598096082609253,0.090681623621944,0.11990950772905,-0.108670089131069,0.152603205375222,-0.0715529715221171,0.0170810076184653,0.0080192508439151,0.0296018250812113,-0.262939183070701,-0.0117406310633749,-0.027517116771598,0.0032517171203464,-0.0223678148471572,-0.470702986390424,0.076428587541156,-0.0639847189314049,-0.0551560746126487,0.0130616289221025,0.0546475871272069,-0.129608275450136,0.0297765300315403,0.0138919031134264,0.0336530946415798,0.275610104895571,0.0654734271298209,0.0361688729339633,-0.322420106511283,-0.0117240615822614,0.269250446613666,-0.185752437622317,0.0421664186491724,0.0544418286822012,0.129286898997272,0.0332700226776948,0.141698021996131,0.0332478506111338,-0.0729101972134319,-0.068280660277853,0.0722645223572891,-0.164845216498036,0.0073045166423681
stable,-0.289340875548183,-0.0599688181532191,-0.42087225043854,-0.290636183405025,-0.152230138615972,-0.280134615940051,-0.138254545299414,-0.307593203455064,-0.103941487938403,-0.280582603438254,-0.343205998479131,-0.210117379049083,-0.252346008607223,-0.186196956865229,-0.123953264560764,-0.325352985217227,-0.316875176792732,-0.206601901126334,-0.3477261873406,-0.145419498706791,-0.305468720927391,-0.28735056397856,-0.254371249635733,-0.145256832363646,0.0507275168148171,-0.117277975976494,-0.231080839665249,-0.266919255764521,-0.222432250461106,-0.313301947100836,-0.360985280212552,-0.191112020926082,-0.142157127909943,-0.178344867792954,-0.363174606636377,-0.249640002771088,-0.208377132469962,-0.277368798666681,-0.243175296782314,-0.38800255451347,-0.362483575508921,-0.335324788341522,-0.351718032007774,-0.206483812076121,-0.168454239348423,-0.369395409469478
stable,0.00341674995584,-0.024741106868282,-0.16381635901591,0.172494132976216,0.0250294138853846,0.214165244800785,0.173938206569198,-0.0720865262496542,0.183391825883391,-0.0104526127818282,0.0599853878971963,0.0236182215550358,0.0067799607903005,0.156666198588293,0.274013966368948,-0.314024711376017,-0.03704526664353,0.0852472891411054,-0.350544817387353,-0.0231712997666444,-0.016698797362219,0.147925222533855,0.0773495086142757,-0.0001575631670049,-0.320274551866008,0.0663188690152556,-0.0120396159289462,0.216991690888289,0.110139125696549,0.155245077247321,0.119934633427299,-0.0995175688109754,0.163551407842458,-0.159504580400001,-0.0769765811258107,0.0280808509444936,0.012936024544294,-0.0432700419680564,0.041519479811677,-0.213642828967054,-0.086945303008249,-0.0589983831519392,-0.0465473646428461,0.0012170439101686,0.124409100274021,-0.119816789971651
