group,CD33,HLA,CD49f,CD14,CD16,CD279,CD294,Podoplanin,TCR,CD32,CD152,HLA-DR,CD1d,CD66b,CD35,CD58,CX3CR1,IgA,CD66,CD169,CD54,CD62P,CD41,CD226,CD29,CD49b,CD18,CD38,CD71,B7-H4,CD144,CD36,CD49d,TCR-Va24-Jz18,CD305,CD158f,CD307d,CLEC12A,CD150,TCR-Vb13,CD360,CD88,Podocalyxin,CD224
progressive,0.420301074969506,-0.135678738889522,-0.155226395478388,0.28908103756238,-0.375758544479905,-0.0151845540045815,0.148624308962092,0.124390442914916,0.125613653281465,-0.0406004769810317,0.124594588281334,-0.160684038294382,0.147024283985315,0.0734895473460443,0.589423037967469,0.232785803265451,-0.0187516348774174,0.140557454244108,0.150561939414651,0.150722421470872,-0.172143310381443,-0.0062691182583834,-0.0359509067030656,-0.116957752817836,0.126463479026278,-0.0706632891219739,0.169736515129781,0.185233197649301,0.34256533097347,0.0661551166569084,0.0326880084122321,0.338257407504748,-0.141687486810462,0.0078606825766051,0.181870935466354,0.0897354081045029,0.0489090445309758,0.4297064888728,0.117187965480344,0.132190460361719,-0.0989897978140115,0.0011519532033616,0.0530390715114069,0.330051854743052
progressive,0.136731062976188,-0.0343518119008685,-0.0440819111514259,0.265589336987138,-0.0692429942269137,0.201372084094803,0.111843471541792,0.152622655170519,0.138750625447595,0.23870518549504,0.124649319552144,0.143097720445869,0.127802788999716,0.011718639531561,0.179892083112708,0.181688574841219,0.0571176494951936,0.157959571394739,0.0795648269191102,0.0593416720954049,0.113060506618955,-0.0157571806461565,0.0971202345856332,0.146324892559456,-0.0437526626852852,0.128910572079165,0.343270885257821,0.0651525162974535,-0.198401697835037,0.188290892995465,0.147712624948475,-0.157152498819859,-0.137367033653668,0.101419771459504,-0.0985151970604407,0.20031025861111,0.195421192826341,-0.0455734730831479,0.120694284778652,0.208372753756143,0.0647670683320918,0.241382173309143,0.170162267229195,0.209293002285177
progressive,0.262320200873389,0.24451673130685,0.210975244543956,0.325703466319566,0.228709419077113,0.421455122358724,0.422424713524247,0.416803987867703,0.455753308419006,0.299919749947589,0.402402008630153,0.109961669748353,0.398410481049951,0.448671873960773,0.343826273995177,0.42332391121542,0.419359034222528,0.452820036109482,0.406928641617103,0.21645991397766,0.084611850045127,0.25476802833126,0.239487046901901,0.405857087105505,0.240737404910797,0.340406872166387,0.226370421269911,0.281985544353604,0.0281759007496493,0.42272722047583,0.412495497238881,0.253992504613766,-0.0103906922535954,0.414296627300236,0.156653573698217,0.442379751717103,0.407755053523371,0.215104197600912,0.369408749899801,0.407845719170417,0.180740836380056,0.414739850376437,0.428449545715952,0.390349282668212
progressive,-0.0332675693830807,-0.188481990215826,0.0263791365823546,0.222859237909191,0.470300187328595,0.132570075265269,0.0206031673253925,0.24149613816692,0.228585393084284,0.400434683586016,0.168326606333927,-0.12235925115777,-0.0094970001684933,0.459190668297167,0.346786204112175,0.16096687292391,0.220363581273181,0.155608263947556,0.316992434880797,-0.239490925790891,-0.033307626428774,0.155515824712072,-0.122957582840147,0.222569584143849,0.0237580461287673,0.175777631646173,0.0701605343034936,-0.254892532073458,-0.563883636069054,-0.0260771294994199,0.104590368352687,-0.0546065631245163,-0.0663149059586378,0.19354579622154,-0.181773946740319,0.202134206125513,0.216055769377854,0.130749722414307,0.0857023552489696,0.0965104070479477,0.138347648832971,0.312120344124333,0.136208755274574,0.251213927806909
progressive,0.159790138747808,-0.0008477533439118,-0.0531543432955037,0.148607471378429,0.0227685900064851,-0.0705304112842333,0.119589158729397,0.0993665438583437,0.15158537840064,0.144157329490238,0.140074897584187,-0.0104486256629169,0.0679620467069157,0.0515641798772652,0.272735372300553,0.0479378485404636,-0.039483236749829,0.133077008331731,0.0847193438920474,0.0146069550436448,0.0702083681668514,0.0344715951373678,0.173574955316637,0.0586470265266021,0.0869587649007962,0.142703620366879,0.196698064472643,-0.0342155446422886,-0.0882563105383987,0.121586591452136,0.177272931463415,0.0526624750532403,0.0371804320114945,0.1498029595999,0.25844704385603,0.0508605357867126,0.0732419562249706,0.236781917536658,0.0607327333860728,0.0705470420647535,0.0156205141474916,0.1196530074507,0.0004306082923479,-0.0040913947934186
stable,-0.154104439729332,-0.152807141458997,-0.170076885502115,-0.0144579943530907,-0.155740217205088,-0.177413219056464,-0.162108439510622,-0.204108735333985,-0.162658517661258,-0.0748945235748961,-0.27305272590973,0.0648664202915008,-0.145553791865571,-0.133866511361944,-0.281682510793433,-0.173698114227309,-0.174340697708307,-0.194746109991119,-0.144714432654808,-0.12917008804376,0.110001937383153,-0.165339048255291,-0.090586876689941,-0.18824460171516,-0.184022809815659,-0.12063831485513,-0.0199476375024623,-0.16789754891757,-0.549544621321272,-0.191814101228109,-0.194362988340319,-0.142483817373319,-0.011922112678556,-0.240216565191692,-0.0792605838590681,-0.206954910042344,-0.223978755359536,-0.213286660623168,-0.216299543069289,-0.194565208016488,-0.110717959891394,-0.168316283094999,-0.175828550740363,-0.130143050169785
stable,0.116781463871833,-0.0507095303765591,0.0127327460828837,0.0742672800940491,-0.187747782728989,-0.0907655538442512,-0.16266350754539,-0.211271280044818,-0.185555285412829,0.0280117921784776,-0.0923289582640099,0.0753795317558537,-0.0812615359308094,-0.211788614823005,0.0522140249606994,-0.0457071521510004,-0.198286016231256,-0.24211479651556,-0.250067116791674,-0.0344454457027071,0.106873427060709,0.0421696202532446,0.234444364419101,-0.0753292420886181,-0.0111023640112331,-0.104027329914553,0.09565252528317,-0.156132663413961,-0.256501441145529,-0.180314509025125,-0.160114000243595,0.189434351933613,0.0318407824446194,-0.234562360776306,0.0485228245641255,-0.235186121470834,-0.135746360816726,-0.186188969567048,-0.184396448114916,-0.244483395929433,-0.272234285900386,-0.0785228372318656,-0.157688649423945,-0.137582784549954
stable,0.157344185376425,0.212163094462884,0.150765438899617,0.279026021141551,0.200361120614323,0.113731638564512,0.152365029993388,0.200173554181096,0.185670428985401,0.478801830450189,0.204882839209924,0.412263989456373,0.217032105517846,0.24716676701659,0.333602876927975,0.228269713740476,0.140937574007455,0.197918730455082,0.123133284012643,0.284406657241717,0.324015554265057,0.172573498132279,0.233686409543223,0.213600271753932,0.174165106279592,0.159494647712221,0.362883691895581,0.159765829341518,-0.245599627784122,0.185176637269452,0.124683144033258,0.182833792823791,0.0449962092002308,0.160460532747895,0.0993485351163007,0.241372003871692,0.134653683247222,0.0765524147971567,0.210359967911584,0.213790928913319,0.115727998488406,0.360116519629561,0.191015750446072,0.21242823663881
stable,-0.202584946555146,-0.40444315037699,-0.323466568384019,0.0212443241699554,-0.17295557664296,0.0102442034503894,-0.0164472457329874,-0.0917239065791509,-0.0507413466769561,-0.196198200885153,-0.0471132491840335,-0.607946891910969,-0.150158646594237,-0.0703296880686638,0.232710901173473,-0.135414371560869,-0.148395957255241,-0.0582741172488471,0.0214833930139925,-0.0656996452825764,-0.553683922315236,-0.282822832229145,-0.33203636697914,-0.207648947494692,-0.400631709313412,-0.142318325874522,-0.122521935552029,-0.145850586053219,-0.248493292967448,-0.0370930625099002,-0.0946601061879752,-0.258117767738547,-0.491626429615539,-0.0493486416674393,-0.504072464524114,-0.0092283594086658,-0.112099761862433,-0.205852730405579,-0.0213021879580587,0.006613515427506,-0.102396906080592,-0.137048773253347,-0.0765852110735916,-0.0060403519525823
stable,0.217652647366174,-0.0572905609094741,-0.0991119013070944,0.12816257200447,-0.219572441803509,-0.101006173810277,-0.0305490516737374,0.0021525483368005,-0.0497894002645292,-0.196200175007683,-0.080160045436268,-0.509054349841389,0.0295648685080392,-0.1301812000182,0.55654858036101,0.081834678166406,-0.0171343757503747,-0.0687459865766282,-0.120184610775121,0.147127388271459,-0.336798356232566,-0.0220197928415307,-0.0278132398163098,-0.0846042447020459,-0.068679043723497,-0.0676407074579434,0.0530876346312828,0.144034571032757,0.360003253716094,-0.0437622181616331,-0.0066355601785289,0.228385133840997,-0.225925597955464,0.0171477160787485,-0.0740314317484738,-0.0601169109220508,-0.0551256809489328,0.391309653711442,-0.0190843049515818,0.0026474924237844,-0.0982259729587484,-0.130718196588546,0.0074311793953578,0.103517540696966
